"species","life_form"
"Chamaecrista decumbens (Benth.) H.S.Irwin & Barneby H.S.Irwin & Barneby (Benth.)","perennial"
"Chamaecrista brachyrachis (Harms) H.S.Irwin & Barneby H.S.Irwin & Barneby (Harms)","perennial"
"Chamaecrista tenuicaulis A.O.Souza & M.J.Silva","no_life_form_on_database"
"Chamaecrista filicifolia (Mart. ex Benth.) H.S.Irwin & Barneby H.S.Irwin & Barneby (Mart. ex Benth.)","perennial"
"Chamaecrista irwiniana A.O.Souza & M.J.Silva","no_life_form_on_database"
"Chamaecrista floribunda M.J.Silva & A.O.Souza","no_life_form_on_database"
"Chamaecrista feliciana (H.S.Irwin & Barneby) H.S.Irwin & Barneby H.S.Irwin & Barneby (H.S.Irwin & Barneby)","perennial"
"Chamaecrista benthamiana (Harms) H.S.Irwin & Barneby H.S.Irwin & Barneby (Harms)","perennial"
"Chamaecrista azulana (H.S.Irwin & Barneby) H.S.Irwin & Barneby H.S.Irwin & Barneby (H.S.Irwin & Barneby)","perennial"
"Chamaecrista mollicaulis (Harms) H.S.Irwin & Barneby H.S.Irwin & Barneby (Harms)","perennial"
"Chamaecrista densifolia (Benth.) H.S.Irwin & Barneby H.S.Irwin & Barneby (Benth.)","perennial"
"Chamaecrista strictula (H.S.Irwin & Barneby) H.S.Irwin & Barneby H.S.Irwin & Barneby (H.S.Irwin & Barneby)","perennial"
"Chamaecrista planaltoana (Harms) H.S.Irwin & Barneby H.S.Irwin & Barneby (Harms)","perennial"
"Chamaecrista dawsonii (R.S.Cowan) H.S.Irwin & Barneby H.S.Irwin & Barneby (R.S.Cowan)","perennial"
"Chamaecrista obolaria (H.S.Irwin & Barneby) A.O.Souza & M.J.Silva A.O.Souza & M.J.Silva (H.S.Irwin & Barneby)","no_life_form_on_database"
"Chamaecrista polita H.S.Irwin & Barneby","perennial"
"Chamaecrista elata A.O.Souza & M.J.Silva","no_life_form_on_database"
"Chamaecrista nummulariifolia (Benth.) H.S.Irwin & Barneby H.S.Irwin & Barneby (Benth.)","perennial"
"Chamaecrista nanodes (H.S.Irwin & Barneby) H.S.Irwin & Barneby H.S.Irwin & Barneby (H.S.Irwin & Barneby)","perennial"
"Chamaecrista macedoi (H.S.Irwin & Barneby) H.S.Irwin & Barneby H.S.Irwin & Barneby (H.S.Irwin & Barneby)","perennial"
"Chamaecrista gymnothyrsa (H.S.Irwin & Barneby) H.S.Irwin & Barneby H.S.Irwin & Barneby (H.S.Irwin & Barneby)","perennial"
"Chamaecrista sparsifolia A.O.Souza & M.J.Silva","no_life_form_on_database"
"Chamaecrista multipennis (H.S.Irwin & Barneby) H.S.Irwin & Barneby H.S.Irwin & Barneby (H.S.Irwin & Barneby)","perennial"
