"species","life_form"
"Salvia florida Benth.","no_life_form_on_database"
"Salvia tortuosa Kunth","perennial"
"Salvia rufula Kunth","perennial"
"Salvia tolimensis Kunth","perennial"
"Salvia bogotensis Benth.","perennial"
"Salvia sphacelioides Benth.","perennial"
"Salvia cuatrecasana Epling","no_life_form_on_database"
"Salvia sordida Benth.","perennial"
"Salvia amplifrons Briq.","annual"
"Salvia raymondii J.R.I.Wood","perennial"
"Salvia cyanicalyx Epling","no_life_form_on_database"
"Salvia densiflora Benth.","perennial"
"Salvia tuerckheimii Urb.","perennial"
"Salvia carnea Kunth","perennial"
"Salvia simulans Fernald","no_life_form_on_database"
"Salvia palealis Epling","no_life_form_on_database"
"Salvia pansamalensis Donn.Sm.","perennial"
"Salvia jorgehintoniana Ramamoorthy ex B.L.Turner","no_life_form_on_database"
"Salvia nervata M.Martens & Galeotti","perennial"
"Salvia tubifera Cav.","perennial"
"Salvia personata Epling","annual"
"Salvia tiliifolia Vahl","annual"
"Salvia leptostachys Benth.","annual"
"Salvia rhyacophila (Fernald) Epling Epling (Fernald)","no_life_form_on_database"
"Salvia hispanica L.","annual"
"Salvia pennellii Epling","perennial"
"Salvia richardsonii B.L.Turner","no_life_form_on_database"
"Salvia farinacea Benth.","perennial"
"Salvia caudata Epling","perennial"
"Salvia chiapensis Brandegee","perennial"
"Salvia ionocalyx Epling","no_life_form_on_database"
"Salvia areolata Epling","perennial"
"Salvia filipes Benth.","no_life_form_on_database"
"Salvia tonaticensis Ramamoorthy ex Lara Cabrera, Bedolla & Zamudio","no_life_form_on_database"
"Salvia connivens Epling","perennial"
"Salvia iodantha Fernald","perennial"
"Salvia curviflora Benth.","perennial"
"Salvia littae Vis.","perennial"
"Salvia polystachya M.Martens & Galeotti","no_life_form_on_database"
"Salvia arbuscula Fernald","no_life_form_on_database"
"Salvia trichostephana Epling","perennial"
"Salvia plurispicata Epling","no_life_form_on_database"
"Salvia longistyla Benth.","perennial"
"Salvia longispicata M.Martens & Galeotti","no_life_form_on_database"
"Salvia myriantha Epling","no_life_form_on_database"
"Salvia sapinea Epling","no_life_form_on_database"
"Salvia languidula Epling","perennial"
"Salvia confertispicata Fragoso & Mart.Gord.","no_life_form_on_database"
"Salvia mexicana L.","perennial"
"Salvia angulata Benth.","perennial"
"Salvia xalapensis Benth.","annual"
"Salvia amarissima Ortega","no_life_form_on_database"
"Salvia santanae Ramamoorthy ex J.G.González & Guzm.-Hern.","no_life_form_on_database"
"Salvia ibugana J.G.González","no_life_form_on_database"
"Salvia peninsularis Brandegee","no_life_form_on_database"
"Salvia leucantha Cav.","perennial"
"Salvia pauciserrata Benth.","perennial"
"Salvia pichinchensis Benth.","perennial"
"Salvia alborosea Epling & Játiva","no_life_form_on_database"
"Salvia diegoae Mart.Gord. & Lozada-Pérez, 2011","no_life_form_on_database"
"Salvia vazquezii Iltis & Ramamoorthy","no_life_form_on_database"
"Salvia gravida Epling","no_life_form_on_database"
"Salvia palmeri A.Gray","no_life_form_on_database"
"Salvia rosei Fernald","perennial"
"Salvia guadalajarensis Briq.","perennial"
"Salvia muscarioides Fernald","perennial"
"Salvia agnes Epling","perennial"
"Salvia cryptodonta Fernald","perennial"
"Salvia lavanduloides Kunth","perennial"
"Salvia moniliformis Fernald","perennial"
"Salvia heterofolia Epling & Mathias","no_life_form_on_database"
"Salvia rzedowskii Ramamoorthy","perennial"
"Salvia remota Benth.","perennial"
"Salvia stachyoides Kunth","no_life_form_on_database"
"Salvia helianthemifolia Benth.","perennial"
"Salvia miniata Fernald","perennial"
"Salvia articulata Epling","perennial"
"Salvia hilarii Benth.","perennial"
"Salvia splendens Sellow ex Schult.","perennial"
"Salvia tomentella Pohl","perennial"
"Salvia sophrona Briq.","perennial"
"Salvia stachydifolia Benth.","perennial"
"Salvia atrocyanea Epling","perennial"
"Salvia pallida Dinter","perennial"
"Salvia grewiifolia S.Moore","perennial"
"Salvia brevipes Benth.","perennial"
"Salvia cerradicola E.P.Santos","perennial"
"Salvia melissiflora Benth.","perennial"
"Salvia haenkei Benth.","perennial"
