"species","life_form"
"Erysimum caespitosum DC.","perennial"
"Erysimum gypsaceum Botsch. & Vved.","biennial"
"Erysimum comatum Pancic","no_life_form_on_database"
"Erysimum smyrnaeum Boiss. & Balansa","biennial"
"Erysimum sintenisianum Bornm.","perennial"
"Erysimum odoratum Ehrh.","biennial"
"Erysimum sylvestre (Crantz) Scop. Scop. (Crantz)","perennial"
"Erysimum cuspidatum Velen.","biennial"
"Erysimum aureum M.Bieb.","biennial"
"Erysimum collinum (M.Bieb.) Andrz. Andrz. (M.Bieb.)","biennial"
"Erysimum ibericum Boiss.","biennial"
"Erysimum gabrielianiae Polatschek","no_life_form_on_database"
"Erysimum franciscanum Rossbach","biennial"
"Erysimum capitatum (Douglas ex Hook.) Greene Greene (Douglas ex Hook.)","biennial"
"Erysimum asperum (Nutt.) DC. DC. (Nutt.)","biennial"
"Erysimum incanum Kunze","annual"
"Erysimum cheiranthoides L.","annual"
"Erysimum riphaeanum Lorite, Abdelaziz, Muñoz-Pajares, Perfectti & J.M.Gómez","no_life_form_on_database"
"Erysimum pusillum Bory & Chaub.","perennial"
"Erysimum bonannianum C.Presl.","perennial"
"Erysimum sisymbrioides C.A.Mey.","annual"
"Erysimum krendlii Polatschek","perennial"
"Erysimum crassistylum C.Presl.","biennial"
"Erysimum crassipes Fisch. & C.A.Mey.","perennial"
"Erysimum lycaonicum (Hand.-Mazz.) Hub.-Mor. Hub.-Mor. (Hand.-Mazz.)","perennial"
"Erysimum pulchellum (Willd.) J.Gay J.Gay (Willd.)","perennial"
"Erysimum idae Polatschek","perennial"
"Erysimum linariifolium Tausch","perennial"
"Erysimum griffithianum Boiss.","annual"
"Erysimum pectinatum Bory & Chaub.","perennial"
"Erysimum elbrusense Boiss.","perennial"
"Erysimum nasturtioides Boiss. & Hausskn.","perennial"
"Erysimum szowitsianum Boiss.","perennial"
"Erysimum hajastanicum Wissjul. & Bordz.","perennial"
"Erysimum uncinatifolium Boiss. & A.Huet","perennial"
"Erysimum leptocarpum J.Gay","no_life_form_on_database"
"Erysimum leptophyllum (M.Bieb.) Andrz. Andrz. (M.Bieb.)","perennial"
"Erysimum gelidum Bunge","perennial"
"Erysimum wilczekianum Braun-Blanq. & Maire","annual"
"Erysimum majellense Polatschek","perennial"
"Erysimum echinellum Hand.-Mazz.","perennial"
"Erysimum serpentinicum Polatschek","perennial"
"Erysimum acrotonum Polatschek & Rech.f.","biennial"
"Erysimum leucanthemum (Stephan) B.Fedtsch. B.Fedtsch. (Stephan)","biennial"
"Erysimum ghaznicum Cullen & Rech.f.","biennial"
"Erysimum alaicum Novopokr. ex Nikitina","perennial"
"Erysimum badghysi (Korsh.) Lipsky Lipsky (Korsh.)","no_life_form_on_database"
"Erysimum salangense Polatschek & Rech.f.","perennial"
"Erysimum vitellinum Popov","biennial"
"Erysimum cyaneum Popov","biennial"
"Erysimum griffithii Hook.f. & T.Anderson","perennial"
"Erysimum czernjajevii N.Busch","biennial"
"Erysimum robustum D.Don","biennial"
"Erysimum laxiflorum J.Gay","no_life_form_on_database"
"Erysimum hezarense Moazzeni","no_life_form_on_database"
"Erysimum subulatum J.Gay","biennial"
"Erysimum lilacinum Steinb.","annual"
"Erysimum spetae Polatschek","no_life_form_on_database"
"Erysimum kurdicum Boiss. & Hausskn.","biennial"
"Erysimum purpureum J.Gay","perennial"
"Erysimum scabrum DC.","biennial"
"Erysimum diffusum Ehrh.","biennial"
"Erysimum oleifolium J.Gay","perennial"
"Erysimum hirschfeldioides Boiss. & Hausskn.","perennial"
"Erysimum kerbabaevii Kurbanov & Gudkova","biennial"
"Erysimum crassicaule (Boiss.) Boiss. Boiss. (Boiss.)","biennial"
"Erysimum pseudopurpureum Polatschek","perennial"
"Erysimum hieraciifolium L.","no_life_form_on_database"
"Erysimum mongolicum D.German","no_life_form_on_database"
"Erysimum siliculosum (M.Bieb.) DC. DC. (M.Bieb.)","biennial"
"Erysimum boreale C.A.Mey. ex Rupr.","biennial"
"Erysimum metlesicsii Polatschek","biennial"
"Erysimum repandum L.","annual"
"Erysimum carniolicum Dolliner","biennial"
"Erysimum quadrangulum Desf.","biennial"
"Erysimum witmannii Zaw.","biennial"
"Erysimum canum (Piller & Mitterp.) Polatschek Polatschek (Piller & Mitterp.)","biennial"
"Erysimum ledebourii D.A.German","perennial"
"Erysimum inense N.Busch","perennial"
"Erysimum kamelinii D.A.German","no_life_form_on_database"
"Erysimum macrostigma Boiss.","perennial"
"Erysimum leptostylum DC.","biennial"
"Erysimum ischnostylum Freyn & Sint. ex Freyn","perennial"
"Erysimum humillimum (Ledeb.) N.Busch N.Busch (Ledeb.)","no_life_form_on_database"
"Erysimum callicarpum Lipsky","biennial"
"Erysimum pallasii (Pursh) Fernald Fernald (Pursh)","no_life_form_on_database"
"Erysimum amurense Kitag.","no_life_form_on_database"
"Erysimum roseum (Maxim.) Polatschek Polatschek (Maxim.)","perennial"
"Erysimum Tourn. ex L._indet_sp1","no_life_form_on_database"
"Erysimum pachycarpum Hook.f. & Thomson","biennial"
"Erysimum deflexum Hook.f. & Thomson","biennial"
"Erysimum cheiri (L.) Crantz Crantz (L.)","perennial"
"Erysimum perofskianum Fisch. & C.A.Mey.","biennial"
"Erysimum naxense Snogerup","perennial"
"Erysimum senoneri (Heldr. & Sartori) Wettst. Wettst. (Heldr. & Sartori)","perennial"
"Erysimum rhodium Snogerup","perennial"
"Erysimum scoparium (Brouss. ex Willd.) Wettst. Wettst. (Brouss. ex Willd.)","perennial"
"Erysimum caboverdeanum (Chev.) Sunding Sunding (Chev.)","perennial"
"Erysimum bicolor (Hornem.) DC. DC. (Hornem.)","perennial"
"Erysimum arbuscula (Lowe) Snogerup Snogerup (Lowe)","perennial"
"Erysimum grandiflorum Desf.","perennial"
"Erysimum ehrendorferi Polatschek","perennial"
"Erysimum myriophyllum Lange","biennial"
"Erysimum mediohispanicum Polatschek","no_life_form_on_database"
"Erysimum duriaei Boiss.","perennial"
"Erysimum semperflorens (Schousb.) Wettst. Wettst. (Schousb.)","perennial"
"Erysimum ochroleucum Hegetschw.","perennial"
"Erysimum belvederense Polatschek","biennial"
