"species","life_form"
"Chaerophyllum taiwanianum (Masam.) K.F.Chung K.F.Chung (Masam.)","perennial"
"Chaerophyllum nanhuense (Chih H.Chen & J.C.Wang) K.F.Chung K.F.Chung (Chih H.Chen & J.C.Wang)","perennial"
"Chaerophyllum involucratum (Hayata) K.F.Chung K.F.Chung (Hayata)","perennial"
"Chaerophyllum azorellaceum (Buwalda) K.F.Chung K.F.Chung (Buwalda)","perennial"
"Chaerophyllum temulum L.","biennial"
"Sphallerocarpus gracilis (Besser ex Trevis.) Koso-Pol. Koso-Pol. (Besser ex Trevis.)","biennial"
"Neoconopodium capnoides (Decne.) Pimenov & Kljuykov Pimenov & Kljuykov (Decne.)","perennial"
"Kozlovia paleacea (Regel & Schmalh.) Lipsky Lipsky (Regel & Schmalh.)","perennial"
"Krasnovia longiloba (Kar. & Kit.) Popov Popov (Kar. & Kit.)","perennial"
"Anthriscus sylvestris (L.) Hoffm. Hoffm. (L.)","biennial"
"Anthriscus lamprocarpa Boiss.","biennial"
"Anthriscus nitidus (Wahlenb.) Hazsl. Hazsl. (Wahlenb.)","biennial"
"Anthriscus schmalhausenii (Albov) Koso-Pol. Koso-Pol. (Albov)","no_life_form_on_database"
"Anthriscus caucalis M.Bieb.","annual"
"Anthriscus cerefolium (L.) Hoffm. Hoffm. (L.)","annual"
"Anthriscus kotschyi Fenzl ex Boiss. & Balansa","perennial"
"Myrrhis odorata (L.) Scop. Scop. (L.)","perennial"
"Geocaryum macrocarpum (Boiss. & Spruner) Engstrand Engstrand (Boiss. & Spruner)","perennial"
"Osmorhiza aristata (Thunb.) Rydb. Rydb. (Thunb.)","perennial"
"Osmorhiza claytonii (Michx.) Britton, Stern & Poggenb. Britton, Stern & Poggenb. (Michx.)","perennial"
"Osmorhiza longistylis (Torr.) DC. DC. (Torr.)","perennial"
"Osmorhiza glabrata Phil.","perennial"
"Osmorhiza brachypoda Torr.","perennial"
"Osmorhiza purpurea (J.M.Coult. & Rose) Suksd. Suksd. (J.M.Coult. & Rose)","perennial"
"Osmorhiza depauperata Phil.","perennial"
"Osmorhiza occidentalis (Nutt. ex Torr. & Gray) Torr. Torr. (Nutt. ex Torr. & Gray)","perennial"
"Osmorhiza berteroi DC.","perennial"
"Osmorhiza mexicana Griseb.","perennial"
"Scandix pecten-veneris L.","annual"
"Scandix iberica Heldr. ex Boiss.","annual"
"Scandix balansae Reut.","no_life_form_on_database"
"Scandix stellata Banks & Sol.","annual"
"Todaroa aurea Parl.","perennial"
"Athamanta cretensis L.","perennial"
"Athamanta turbith Brot.","perennial"
"Tinguarra sicula (L.) Benth. & Hook.fil. Benth. & Hook.fil. (L.)","no_life_form_on_database"
"Balansaea glaberrima (Desf.) Lange Lange (Desf.)","no_life_form_on_database"
"Tinguarra montana (Webb ex Christ) A.Hansen & G.Kunkel A.Hansen & G.Kunkel (Webb ex Christ)","no_life_form_on_database"
"Tinguarra cervariifolia (DC.) Parl. Parl. (DC.)","no_life_form_on_database"
"Conopodium ramosum Costa","no_life_form_on_database"
"Conopodium majus Le Grand","perennial"
"Conopodium bourgaei Coss.","no_life_form_on_database"
"Mozaffariania insignis Pimenov & Maassoumi","no_life_form_on_database"
"Glaucosciadium cordifolium (Boiss.) Burtt & Davis Burtt & Davis (Boiss.)","perennial"
"Ferula karelinii Bunge","perennial"
"Schumannia karelinii (Bunge) Korovin Korovin (Bunge)","no_life_form_on_database"
"Ferula sibirica Schangin","perennial"
"Ferula penninervis Regel & Schmalh.","perennial"
"Ferula olgae Regel & Schmalh.","no_life_form_on_database"
"Ferula tenuisecta Korovin","perennial"
"Ferula pallida Korovin","perennial"
"Ferula prangifolia Korovin","perennial"
"Ferula rubroarenosa Korovin","perennial"
"Ferula ferganensis Lipsky ex Korovin","perennial"
"Ferula karataviensis (Regel & Schmalh.) Korovin Korovin (Regel & Schmalh.)","perennial"
"Ferula ugamica Korovin","perennial"
"Ferula dissecta (Ledeb.) Ledeb. Ledeb. (Ledeb.)","perennial"
"Ferula lipskyi Korovin","perennial"
"Ferula gypsacea Korovin","perennial"
"Ferula xeromorpha Korovin","perennial"
"Ferula ovina (Boiss.) Boiss. Boiss. (Boiss.)","no_life_form_on_database"
"Ferula kyzylkumica Korovin","perennial"
"Ferula dshizakensis Korovin","perennial"
"Ferula lapidosa Korovin","perennial"
"Ferula ceratophylla Regel & Schmalh.","perennial"
"Ferula karatavica Regel & Schmalh.","perennial"
"Ferula tschimganica Lipsky ex Korovin","perennial"
"Ferula leucographa Korovin","perennial"
"Ferula akitschkensis B.Fedtsch. ex Koso-Pol.","perennial"
"Dorema aucheri Boiss.","no_life_form_on_database"
"Ferula potaninii Korovin ex Pavlov","perennial"
"Dorema aureum Stocks","no_life_form_on_database"
"Ferula kirialovii Pimenov","perennial"
"Ferula fedoroviorum Pimenov","perennial"
"Ferula tingitana L.","perennial"
"Ferula linkii Webb & Berthel.","no_life_form_on_database"
"Ferula communis L.","perennial"
"Ferula loscosii (Lange) Willk. Willk. (Lange)","perennial"
"Ferula neapolitana Ten.","no_life_form_on_database"
"Ferula glauca L.","perennial"
"Ferula olivacea (Diels) H.Wolff H.Wolff (Diels)","perennial"
"Laser rechingeri Akhani","no_life_form_on_database"
"Leutea cupularis (Boiss.) Pimenov Pimenov (Boiss.)","no_life_form_on_database"
"Leutea petiolaris (DC.) Pimenov Pimenov (DC.)","perennial"
"Leutea elbursensis Mozaff.","no_life_form_on_database"
"Ferula leiophylla Korovin","perennial"
"Ferula eugenii Kamelin","no_life_form_on_database"
"Ferula samarkandica Korovin","perennial"
"Ferula foetidissima Regel & Schmalh.","no_life_form_on_database"
"Ferula foetida St.-Lag.","perennial"
"Ferula nevskii Korovin","perennial"
"Ferula teterrima Kar. & Kir.","perennial"
"Ferula kelifi Korovin","perennial"
"Ferula botschantzevii Korovin","perennial"
"Ferula mogoltavica Lipsky ex Korovin","perennial"
"Ferula tadshikorum Pimenov","perennial"
"Ferula violacea Korovin","perennial"
"Ferula kelleri Koso-Pol.","perennial"
"Ferula kokanica Regel & Schmalh.","perennial"
"Ferula schtschurowskiana Regel & Schmalh.","perennial"
"Ferula tuberifera Korovin","perennial"
"Ferula nuratavica Pimenov","perennial"
"Ferula moschata (Reinsch) Koso-Pol. Koso-Pol. (Reinsch)","perennial"
"Ferula badrakema Koso-Pol.","perennial"
"Ferula gummosa Boiss.","perennial"
"Ferula lehmannii Boiss.","perennial"
"Ferula litwinowiana Koso-Pol.","perennial"
"Ferula karakalensis Korovin","perennial"
"Ferula szowitsiana DC.","perennial"
"Ferula diversivittata Regel & Schmalh.","perennial"
"Ferula renardii (Regel & Schmalh.) Pimenov Pimenov (Regel & Schmalh.)","perennial"
"Ferula decurrens Korovin","perennial"
"Ferula equisetacea Koso-Pol.","perennial"
"Ferula oopoda (Boiss. & Buhse) Boiss. Boiss. (Boiss. & Buhse)","perennial"
"Ferula varia (Schrenk) Trautv. Trautv. (Schrenk)","perennial"
"Ferula clematidifolia Koso-Pol.","perennial"
"Artedia squamata L.","annual"
"Laser trilobum Baumg.","perennial"
"Polylophium panjutinii Manden. & Schischk.","no_life_form_on_database"
"Aciphylla traversii F.Muell. ex Buchanan","perennial"
"Aciphylla dieffenbachii (F.Muell.) Kirk Kirk (F.Muell.)","perennial"
"Aciphylla dobsonii Hook.fil.","perennial"
"Aciphylla simplex Petrie","perennial"
"Anisotome procumbens (F.Muell.) C.J.Webb C.J.Webb (F.Muell.)","perennial"
"Aciphylla congesta Cheeseman","perennial"
"Aciphylla monroi Hook.fil.","perennial"
"Aciphylla similis Cheeseman","perennial"
"Aciphylla montana J.B.Armstr.","perennial"
"Aciphylla lyallii Hook.fil.","perennial"
"Aciphylla dissecta (Kirk) W.R.B.Oliv. W.R.B.Oliv. (Kirk)","perennial"
"Aciphylla pinnatifida Petrie","perennial"
"Aciphylla traillii Kirk","perennial"
"Aciphylla subflabellata W.R.B.Oliv.","perennial"
"Aciphylla squarrosa J.R.Forst. & G.Forst.","perennial"
"Aciphylla crenulata J.B.Armstr.","perennial"
"Aciphylla hectori Buchanan","perennial"
"Aciphylla kirkii Buchanan","perennial"
"Aciphylla scott-thomsonii Cockayne & Allan","perennial"
"Aciphylla colensoi Hook.fil.","perennial"
"Aciphylla horrida W.R.B.Oliv.","perennial"
"Aciphylla aurea W.R.B.Oliv.","perennial"
"Lignocarpa diversifolia (Cheeseman) J.W.Dawson J.W.Dawson (Cheeseman)","perennial"
"Gingidia enysii (Kirk) J.W.Dawson J.W.Dawson (Kirk)","perennial"
"Gingidia trifoliolata (Hook.)","perennial"
"Gingidia baxteri (Dawson) C.J.Webb C.J.Webb (Dawson)","no_life_form_on_database"
"Gingidia harveyana (F.Muell.) J.W.Dawson J.W.Dawson (F.Muell.)","perennial"
"Gingidia montana (J.R.Forst. & G.Forst.) J.W.Dawson J.W.Dawson (J.R.Forst. & G.Forst.)","perennial"
"Scandia rosifolia (Hook.) J.W.Dawson J.W.Dawson (Hook.)","no_life_form_on_database"
"Aciphylla simplicifolia F.Muell. ex Benth.","perennial"
"Gingidia flabellata (Kirk) J.W.Dawson J.W.Dawson (Kirk)","perennial"
"Gingidia decipiens (Hook.fil.) J.W.Dawson J.W.Dawson (Hook.fil.)","perennial"
"Anisotome filifolia (Hook.fil.) Cockayne & Laing Cockayne & Laing (Hook.fil.)","perennial"
"Anisotome lyallii Hook.fil.","perennial"
"Anisotome aromatica Hook.fil.","perennial"
"Anisotome flexuosa J.W.Dawson","perennial"
"Anisotome imbricata (Hook.fil.) Cockayne Cockayne (Hook.fil.)","perennial"
"Pternopetalum heterophyllum Hand.-Mazz.","no_life_form_on_database"
"Acronema schneideri H.Wolff","perennial"
"Acronema astrantiifolium H.Wolff","perennial"
"Oreocomopsis stelliphora (Cauwet & Farille) Pimenov & Kljuykov Pimenov & Kljuykov (Cauwet & Farille)","perennial"
"Harrysmithia heterophylla H.Wolff","annual"
"Harrysmithia franchetii (M.Hiroe) M.L.Sheh M.L.Sheh (M.Hiroe)","perennial"
"Meeboldia yunnanensis (H.Wolff) Constance & F.T.Pu Constance & F.T.Pu (H.Wolff)","perennial"
"Meeboldia achilleifolia (Wall. ex DC.) P.K.Mukh. & Constance P.K.Mukh. & Constance (Wall. ex DC.)","perennial"
"Pternopetalum botrychioides (Dunn) Hand.-Mazz. Hand.-Mazz. (Dunn)","perennial"
"Pternopetalum tanakae (Franch. & Sav.) Hand.-Mazz. Hand.-Mazz. (Franch. & Sav.)","perennial"
"Pternopetalum cardiocarpum (Franch.) Hand.-Mazz. Hand.-Mazz. (Franch.)","no_life_form_on_database"
"Pternopetalum molle (Franch.) Hand.-Mazz. Hand.-Mazz. (Franch.)","perennial"
"Pternopetalum trichomanifolium (Franch.) Hand.-Mazz. Hand.-Mazz. (Franch.)","perennial"
"Pternopetalum leptophyllum (Dunn) Hand.-Mazz. Hand.-Mazz. (Dunn)","perennial"
"Pternopetalum delavayi (Franch.) Hand.-Mazz. Hand.-Mazz. (Franch.)","perennial"
"Pternopetalum vulgare (Dunn) Hand.-Mazz. Hand.-Mazz. (Dunn)","perennial"
"Pternopetalum davidii Franch.","perennial"
"Spuriopimpinella calycina (Maxim.) Kitag. Kitag. (Maxim.)","perennial"
"Spuriopimpinella nikoensis (Y.Yabe ex Makino & Nemoto) Kitag. Kitag. (Y.Yabe ex Makino & Nemoto)","no_life_form_on_database"
"Pleurospermum hookeri C.B.Clarke","no_life_form_on_database"
"Hymenidium hookeri (C.B.Clarke) Pimenov & Kljuykov Pimenov & Kljuykov (C.B.Clarke)","perennial"
"Pleurospermum yunnanense Franch.","no_life_form_on_database"
"Ligusticum delavayi Franch.","no_life_form_on_database"
"Rupiphila tachiroei (Franch. & Sav.) Pimenov & Lavrova Pimenov & Lavrova (Franch. & Sav.)","biennial"
"Tilingia ajanensis Regel & Tiling","perennial"
"Pterygopleurum neurophyllum (Maxim.) Kitag. Kitag. (Maxim.)","perennial"
"Angelica anomala Avé-Lall.","perennial"
"Ostericum grosseserratum (Maxim.) Kitag. Kitag. (Maxim.)","perennial"
"Ostericum scaberulum (Franch.) R.H.Shan & C.Q.Yuan R.H.Shan & C.Q.Yuan (Franch.)","perennial"
"Pimpinella brachycarpa (Kom.) Nakai Nakai (Kom.)","no_life_form_on_database"
"Halosciastrum melanotilingia (H.Boissieu) Pimenov & V.N.Tikhom. Pimenov & V.N.Tikhom. (H.Boissieu)","no_life_form_on_database"
"Ligusticum scoticum L.","perennial"
"Smyrnium connatum Boiss. & Kotschy","biennial"
"Smyrnium cordifolium Boiss.","biennial"
"Smyrnium galaticum Czeczott","no_life_form_on_database"
"Smyrnium creticum Mill.","biennial"
"Smyrnium olusatrum L.","biennial"
"Smyrnium rotundifolium Mill.","no_life_form_on_database"
"Lecokia cretica (Lam.) DC. DC. (Lam.)","perennial"
"Arcuatopterus thalictrioideus M.L.Sheh & R.H.Shan","perennial"
"Psammogeton biternatum Edgew.","annual"
"Psammogeton canescens (DC.) Vatke Vatke (DC.)","annual"
"Aphanopleura capillifolia (Regel & Schmalh.) Lipsky Lipsky (Regel & Schmalh.)","annual"
"Nothosmyrnium japonicum Miq.","perennial"
"Zeravschania aucheri (Boiss.) Pimenov Pimenov (Boiss.)","perennial"
"Haussknechtia elymaitica Boiss.","perennial"
"Demavendia pastinacifolia (Boiss. & Hohen.) Pimenov Pimenov (Boiss. & Hohen.)","perennial"
"Zeravschania regeliana Korovin","perennial"
"Zeravschania membranacea (Boiss.) Pimenov Pimenov (Boiss.)","perennial"
"Arafoe aromatica Pimenov & Lavrova","no_life_form_on_database"
"Athamanta macedonica (L.) Spreng. Spreng. (L.)","perennial"
"Pimpinella cretica Poir.","annual"
"Pimpinella sintenisii H.Wolff","perennial"
"Pimpinella puberula (DC.) Boiss. Boiss. (DC.)","annual"
"Pimpinella nudicaulis Trautv.","perennial"
"Pimpinella aurea DC.","biennial"
"Pimpinella oliverioides Boiss. & Hausskn.","biennial"
"Pimpinella anisetum Boiss. & Balansa","biennial"
"Pimpinella anisum L.","annual"
"Pimpinella aromatica M.Bieb.","biennial"
"Pimpinella kotschyana Boiss.","biennial"
"Pimpinella corymbosa Boiss.","biennial"
"Opsicarpium insignis Mozaff.","no_life_form_on_database"
"Pimpinella flabellifolia (Boiss.) Benth. & Hook.fil. Benth. & Hook.fil. (Boiss.)","perennial"
"Pimpinella isaurica Matthews","perennial"
"Pimpinella tragium Vill.","perennial"
"Pimpinella affinis Ledeb.","perennial"
"Pimpinella saxifraga L.","perennial"
"Pimpinella rhodantha Boiss.","perennial"
"Pimpinella peucedanifolia Fisch. ex Ledeb.","perennial"
"Pimpinella lutea Desf.","perennial"
"Pimpinella paucidentata Matthews","perennial"
"Pimpinella rockii H.Wolff","no_life_form_on_database"
"Pimpinella yunnanensis (Franch.) H.Wolff H.Wolff (Franch.)","perennial"
"Pimpinella candolleana Wight & Arn.","perennial"
"Pimpinella niitakayamensis Hayata","perennial"
"Pimpinella diversifolia DC.","perennial"
"Trachyspermum triradiatum H.Wolff","perennial"
"Trachyspermum scaberulum (Franch.) H.Wolff H.Wolff (Franch.)","perennial"
"Pimpinella peregrina L.","biennial"
"Pimpinella eriocarpa Banks & Sol.","annual"
"Pimpinella betsileensis Sales & Hedge","no_life_form_on_database"
"Phellolophium madagascariense Baker","perennial"
"Frommia ceratophylloides H.Wolff","perennial"
"Cryptotaenia calycina C.C.Towns.","perennial"
"Cryptotaenia africana (Hook.fil.) Drude Drude (Hook.fil.)","perennial"
"Azilia eryngioides (Pau) Hedge & Lamond Hedge & Lamond (Pau)","perennial"
"Ferulago angulata (Schltdl.) Boiss. Boiss. (Schltdl.)","perennial"
"Diplotaenia damavandica Mozaff.","perennial"
"Diplotaenia cachrydifolia Boiss.","perennial"
"Seseli olivieri Boiss.","perennial"
"Ferulago humilis Boiss.","perennial"
"Ferulago macrosciadea Boiss. & Balansa","perennial"
"Ferulago mughlae Pesmen","perennial"
"Ferulago trachycarpa Boiss.","perennial"
"Ferulago galbanifera (Mill.) W.D.J.Koch W.D.J.Koch (Mill.)","perennial"
"Ferulago silaifolia (Boiss.) Boiss. Boiss. (Boiss.)","perennial"
"Ferulago thirkeana (Boiss.) Boiss. Boiss. (Boiss.)","perennial"
"Ferulago confusa Velen.","no_life_form_on_database"
"Ferulago asparagifolia Boiss.","perennial"
"Ferulago sandrasica Pesmen & Quézel","no_life_form_on_database"
"Prangos ferulacea (L.) Lindl. Lindl. (L.)","perennial"
"Prangos goniocarpa (Boiss.) Zohary Zohary (Boiss.)","no_life_form_on_database"
"Prangos uloptera DC.","perennial"
"Prangos acaulis (DC.) Bornm. Bornm. (DC.)","perennial"
"Alococarpum erianthum (DC.) Riedl & Huber Riedl & Huber (DC.)","no_life_form_on_database"
"Prangos pabularia Lindl.","perennial"
"Bilacunaria microcarpa (M.Bieb.) Pimenov & V.N.Tikhom. Pimenov & V.N.Tikhom. (M.Bieb.)","no_life_form_on_database"
"Cachrys sicula","no_life_form_on_database"
"Angelica acutiloba (Siebold & Zucc.) Kitag. Kitag. (Siebold & Zucc.)","perennial"
"Angelica genuflexa Nutt.","perennial"
"Angelica biserrata (R.H.Shan & C.Q.Yuan) C.Q.Yuan & R.H.Shan C.Q.Yuan & R.H.Shan (R.H.Shan & C.Q.Yuan)","perennial"
"Angelica polymorpha Maxim.","perennial"
"Angelica fargesii H.Boissieu","no_life_form_on_database"
"Angelica pseudoselinum H.Boissieu","perennial"
"Angelica valida Diels","perennial"
"Angelica maowenensis C.C.Yuan & R.H.Shan","perennial"
"Angelica laxifoliata Diels","perennial"
"Angelica kangdingensis R.H.Shan & F.T.Pu","perennial"
"Angelica apaensis R.H.Shan & C.Q.Yuan","perennial"
"Angelica nitida H.Wolff","perennial"
"Angelica omeiensis C.Q.Yuan & R.H.Shan","no_life_form_on_database"
"Angelica megaphylla Diels","perennial"
"Angelica dahurica Maxim.","perennial"
"Angelica lignescens Reduron & Danton","perennial"
"Angelica sylvestris L.","biennial"
"Angelica sachalinensis Maxim.","no_life_form_on_database"
"Angelica amurensis Schischk.","no_life_form_on_database"
"Angelica cincta H.Boissieu","perennial"
"Angelica purpuraefolia T.H.Chung","no_life_form_on_database"
"Czernaevia laevigata Turcz.","no_life_form_on_database"
"Pimpinella smithii H.Wolff","perennial"
"Angelica decursiva (Miq.) Franch. & Sav. Franch. & Sav. (Miq.)","perennial"
"Angelica gigas Nakai","biennial"
"Angelica pubescens Maxim.","perennial"
"Pimpinella rhomboidea Diels","perennial"
"Melanosciadium pimpinelloideum H.Boissieu","perennial"
"Glehnia littoralis (A.Gray) F.Schmidt F.Schmidt (A.Gray)","perennial"
"Angelica cartilaginomarginata (Makino ex Nakagawa) Nakai Nakai (Makino ex Nakagawa)","perennial"
"Angelica keiskei (Miq.) Koidz. Koidz. (Miq.)","perennial"
"Angelica morii Hayata","perennial"
"Angelica japonica A.Gray","perennial"
"Angelica furcijuga Kitag.","no_life_form_on_database"
"Angelica pinnata S.Watson","perennial"
"Angelica grayi (J.M.Coult. & Rose) J.M.Coult. & Rose J.M.Coult. & Rose (J.M.Coult. & Rose)","perennial"
"Angelica breweri A.Gray","perennial"
"Angelica arguta Nutt.","perennial"
"Angelica roseana L.F.Hend.","perennial"
"Sphenosciadium capitellatum A.Gray","no_life_form_on_database"
"Magadania olaensis (Gorovoj & N.S.Pavlova) Pimenov & Lavrova Pimenov & Lavrova (Gorovoj & N.S.Pavlova)","no_life_form_on_database"
"Magadania victoris (Schischk.) Pimenov & Lavrova Pimenov & Lavrova (Schischk.)","no_life_form_on_database"
"Angelica tsinlingensis K.T.Fu","no_life_form_on_database"
"Coelopleurum lucidum (L.) Fernald Fernald (L.)","no_life_form_on_database"
"Coelopleurum saxatile (Turcz. ex Ledeb.) Drude Drude (Turcz. ex Ledeb.)","no_life_form_on_database"
"Selinum pyrenaeum (L.) Gouan Gouan (L.)","no_life_form_on_database"
"Angelica archangelica L.","perennial"
"Archangelica decurrens Ledeb.","no_life_form_on_database"
"Angelica ampla A.Nelson","perennial"
"Dahliaphyllum almedae Constance & Breedlove","no_life_form_on_database"
"Rhodosciadium argutum (Rose) Mathias & Constance Mathias & Constance (Rose)","no_life_form_on_database"
"Arracacia tolucensis (Spreng.) Hemsl. Hemsl. (Spreng.)","perennial"
"Prionosciadium turneri Constance & Affolter","no_life_form_on_database"
"Prionosciadium acuminatum B.L.Rob. ex J.M.Coult. & Rose","no_life_form_on_database"
"Prionosciadium watsonii J.M.Coult. & Rose ex S.Watson","no_life_form_on_database"
"Enantiophylla heydeana J.M.Coult. & Rose","no_life_form_on_database"
"Coulterophytum laxum B.L.Rob.","perennial"
"Arracacia brandegeei J.M.Coult. & Rose","perennial"
"Coulterophytum B.L.Rob._indet_sp1","no_life_form_on_database"
"Arracacia aegopodioides (Kunth) J.M.Coult. & Rose J.M.Coult. & Rose (Kunth)","perennial"
"Coaxana purpurea J.M.Coult. & Rose","no_life_form_on_database"
"Myrrhidendron donnell-smithii J.M.Coult. & Rose","perennial"
"Arracacia bracteata J.M.Coult. & Rose","perennial"
"Arracacia nelsonii J.M.Coult. & Rose","perennial"
"Mathiasella bupleuroides Constance & C.L.Hitchc.","no_life_form_on_database"
"Prionosciadium simplex Mathias & Constance","no_life_form_on_database"
"Niphogeton azorelloides Mathias & Constance","no_life_form_on_database"
"Niphogeton scabra (H.Wolff) J.F.Macbr. J.F.Macbr. (H.Wolff)","no_life_form_on_database"
"Niphogeton chirripoi (Suess.) Mathias & Constance Mathias & Constance (Suess.)","perennial"
"Niphogeton ternata (Willd. ex Roem. & Schult.) Mathias & Constance Mathias & Constance (Willd. ex Roem. & Schult.)","perennial"
"Niphogeton lingula (Wedd.) Mathias & Constance Mathias & Constance (Wedd.)","no_life_form_on_database"
"Niphogeton josei Mathias & Constance","no_life_form_on_database"
"Lomatium concinnum (Osterh.) Mathias Mathias (Osterh.)","no_life_form_on_database"
"Cymopterus acaulis Raf.","no_life_form_on_database"
"Cymopterus newberryi (S.Watson) M.E.Jones M.E.Jones (S.Watson)","perennial"
"Cymopterus bulbosus A.Nelson","no_life_form_on_database"
"Cymopterus goodrichii S.L.Welsh & Neese","perennial"
"Podistera nevadensis (A.Gray) S.Watson S.Watson (A.Gray)","no_life_form_on_database"
"Cymopterus duchesnensis M.E.Jones","perennial"
"Cymopterus minimus (Mathias) Mathias Mathias (Mathias)","perennial"
"Cymopterus purpureus S.Watson","perennial"
"Cymopterus rosei M.E.Jones","perennial"
"Lomatium scabrum (J.M.Coult. & Rose) Mathias Mathias (J.M.Coult. & Rose)","perennial"
"Cymopterus jonesii (J.M.Coult. & Rose) J.M.Coult. & Rose J.M.Coult. & Rose (J.M.Coult. & Rose)","perennial"
"Lomatium californicum (Nutt. ex Torr. & Gray) Mathias & Constance Mathias & Constance (Nutt. ex Torr. & Gray)","perennial"
"Lomatium idahoense Mathias & Constance","perennial"
"Cymopterus glaucus Nutt.","perennial"
"Lomatium nudicaule (Pursh) J.M.Coult. & Rose J.M.Coult. & Rose (Pursh)","perennial"
