"species","life_form"
"Primula muscarioides Hemsl.","perennial"
"Primula pinnatifida Franch.","perennial"
"Primula vialii Delavay ex Franch.","perennial"
"Primula bellidifolia King","perennial"
"Primula flaccida N.P.Balakr.","perennial"
"Primula cernua Franch.","perennial"
"Primula violacea W.W.Sm. & Kingdon-Ward","perennial"
"Primula deflexa Duthie","perennial"
"Primula siamensis Craib","perennial"
"Primula aromatica W.W.Sm. & Forrest","perennial"
"Primula watsonii Dunn","perennial"
"Primula reidii Duthie","annual"
"Primula wigramiana W.W.Sm.","no_life_form_on_database"
"Primula sertulum Franch.","perennial"
"Primula erratica W.W.Sm.","perennial"
"Primula efarinosa Pax","perennial"
"Primula glabra Klatt","perennial"
"Primula tenuiloba (Watt) Pax Pax (Watt)","perennial"
"Primula capitata Hook.","perennial"
"Primula glomerata Pax","perennial"
"Primula stirtoniana Watt","perennial"
"Primula primulina (Spreng.) H.Hara H.Hara (Spreng.)","perennial"
"Primula cachemiriana Munro, 1879","no_life_form_on_database"
"Primula denticulata Sm.","perennial"
"Primula pumilio Maxim.","perennial"
"Primula gemmifera Batalin","perennial"
"Primula fasciculata Balf.fil. & Kingdon-Ward","perennial"
"Primula nutans Georgi","perennial"
"Primula involucrata Wall. ex Duby","no_life_form_on_database"
"Primula scotica Hook.","perennial"
"Primula farinosa L.","perennial"
"Primula egaliksensis Wormsk. ex Hornem.","perennial"
"Primula mistassinica Michx.","perennial"
"Primula halleri J.F.Gmel.","perennial"
"Primula serrata Georgi","perennial"
"Primula pinnata Popov & Fedor.","perennial"
"Primula laurentiana Fernald","perennial"
"Primula incana M.E.Jones","perennial"
"Primula scandinavica Brunn","perennial"
"Primula borealis Duby","perennial"
"Primula anvilensis S.Kelso","perennial"
"Primula specuicola Rydb.","perennial"
"Primula modesta Bisset & Moore","no_life_form_on_database"
"Primula aliciae G.Taylor","perennial"
"Primula pulchella Franch.","perennial"
"Primula darialica Rupr.","no_life_form_on_database"
"Primula algida Adams","perennial"
"Primula baldshuanica B.Fedtsch.","perennial"
"Primula muscoides Hook.fil. ex Watt","perennial"
"Primula reptans Hook.fil. ex Watt","perennial"
"Primula alpicola (W.W.Sm.) Stapf Stapf (W.W.Sm.)","perennial"
"Primula firmipes Balf.fil. & Forrest","perennial"
"Primula waltonii Watt","perennial"
"Primula reticulata Wall.","perennial"
"Primula souliei Franch.","perennial"
"Primula florida Balf.fil. & Forrest","no_life_form_on_database"
"Primula bella Franch.","perennial"
"Primula membranifolia Franch.","no_life_form_on_database"
"Primula yunnanensis Franch.","perennial"
"Primula elliptica Royle","perennial"
"Primula warshenewskiana B.Fedtsch.","perennial"
"Primula clarkei Watt","perennial"
"Primula luteola Rupr.","perennial"
"Primula auriculata Lam.","perennial"
"Primula walshii Craib","perennial"
"Dionysia tapetodes Bunge","perennial"
"Dionysia revoluta Boiss.","perennial"
"Dionysia aretioides (Lehm.) Boiss. Boiss. (Lehm.)","perennial"
"Dionysia lindbergii Wendelbo","perennial"
"Dionysia gaubae Bornm.","perennial"
"Dionysia haussknechtii Bornm. & Strauss","perennial"
"Dionysia bryoides Boiss.","perennial"
"Dionysia lurorum Wendelbo","perennial"
"Dionysia hissarica Lipsky","perennial"
"Primula gaubaeana Bornm.","perennial"
"Primula floribunda Wall.","perennial"
"Primula simensis Hochst.","no_life_form_on_database"
"Primula verticillata Forssk.","perennial"
"Primula edelbergii Schwarz","perennial"
"Primula veris L.","perennial"
"Primula elatior Hill","perennial"
"Primula megaseifolia Boiss. & Balansa ex Boiss.","perennial"
"Primula grandis Trautv.","no_life_form_on_database"
"Primula juliae Kusnezowa","perennial"
"Primula cockburniana Hemsl.","biennial"
"Primula aurantiaca W.W.Sm. & Forrest","perennial"
"Primula pulverulenta Duthie","perennial"
"Primula chungensis Balf.fil. & Kingdon-Ward","perennial"
"Primula japonica A.Gray","perennial"
"Primula amethystina Franch.","perennial"
"Primula faberi Oliv.","perennial"
"Primula chionantha Balf.fil. & Forrest","perennial"
"Primula orbicularis Hemsl.","perennial"
"Primula nivalis Pall.","perennial"
"Primula boreiocalliantha Balf.fil. & Forrest","perennial"
"Primula hongshanensis D.W.H.Rankin, Z.D.Fang & H.Sun","no_life_form_on_database"
"Primula calliantha Franch.","perennial"
"Primula tanneri var. nepalensis (W.W.Sm.) S.K.Basak & Maiti S.K.Basak & Maiti (W.W.Sm.)","no_life_form_on_database"
"Primula tanneri subsp. tsariensis (W.W.Sm.) A.J.Richards A.J.Richards (W.W.Sm.)","no_life_form_on_database"
"Primula sonchifolia Franch.","perennial"
"Primula calderiana Balf.fil. & R.E.Cooper","perennial"
"Primula petelotii W.W.Sm.","perennial"
"Primula aureata Fletcher","perennial"
"Primula boothii Craib","perennial"
"Primula deuteronana Craib","perennial"
"Primula bracteosa Craib","perennial"
"Primula exscapa Hegetschw.","no_life_form_on_database"
"Primula odontocalyx (Franch.) Pax Pax (Franch.)","perennial"
"Primula moupinensis Franch.","perennial"
"Primula ovalifolia Franch.","perennial"
"Primula serratifolia Franch.","no_life_form_on_database"
"Primula prenantha Balf.fil. & W.W.Sm.","perennial"
"Primula prolifera Wall.","perennial"
"Primula secundiflora Franch.","perennial"
"Primula poissonii Franch.","perennial"
"Primula cicutariifolia Pax","perennial"
