"species","life_form"
"Solms-laubachia pulcherrima Muschl. ex Diels","perennial"
"Solms-laubachia eurycarpa (Maxim.) Botsch.","no_life_form_on_database"
"Solms-laubachia linearifolia (W.W.Sm.) O.E.Schulz","no_life_form_on_database"
"Solms-laubachia retropilosa Botsch.","perennial"
"Solms-laubachia villosa (Maxim.) D.A.German & Al-Shehbaz","no_life_form_on_database"
"Solms-laubachia kashgarica (Botsch.) D.A.German & Al-Shehbaz","no_life_form_on_database"
"Pycnoplinthus uniflora (Hook.f. & Thomson) O.E.Schulz O.E.Schulz (Hook.f. & Thomson)","perennial"
"Sisymbriopsis yechengnica (C.H.An) Al-Shehbaz, C.H.An & G.Yang Al-Shehbaz, C.H.An & G.Yang (C.H.An)","no_life_form_on_database"
"Christolea crassifolia Cambess.","perennial"
"Octoceras lehmannianum Bunge","annual"
"Tetracme secunda Boiss.","annual"
"Neotorularia tetracmoides (Boiss. & Hausskn.) Hedge & J.Léonard Hedge & J.Léonard (Boiss. & Hausskn.)","annual"
"Tetracme contorta Boiss.","annual"
"Tetracme quadricornis (Stephan) Bunge Bunge (Stephan)","annual"
"Cymatocarpus pilosissimus (Trautv.) O.E.Schulz O.E.Schulz (Trautv.)","annual"
"Catenulina hedysaroides (Botsch.) Soják Soják (Botsch.)","no_life_form_on_database"
"Atelanthera perpusilla Hook.f. & Thomson","annual"
"Cryptospora falcata Kar. & Kir.","annual"
"Neotorularia dentata (Freyn & Sint.) Hedge & J.Léonard Hedge & J.Léonard (Freyn & Sint.)","no_life_form_on_database"
"Braya siliquosa Bunge","perennial"
"Braya humilis (C.A.Mey.) Rob. Rob. (C.A.Mey.)","annual"
"Braya linearis Rouy","perennial"
"Braya alpina Sternb. & Hoppe","perennial"
"Braya gamosepala (Hedge) Al-Shehbaz & S.I.Warwick Al-Shehbaz & S.I.Warwick (Hedge)","perennial"
"Braya parvia (C.H.An) Al-Shehbaz & D.A.German Al-Shehbaz & D.A.German (C.H.An)","no_life_form_on_database"
"Braya longii Fernald","perennial"
"Braya fernaldii Abbe","perennial"
"Braya glabella Richardson","perennial"
"Braya rosea (Turcz.) Bunge Bunge (Turcz.)","no_life_form_on_database"
"Braya scharnhorsti Regel & Schmalh.","no_life_form_on_database"
"Braya Sternb. & Hoppe_indet_sp1","no_life_form_on_database"
"Braya forrestii W.W.Sm.","no_life_form_on_database"
"Shangrilaia nana Al-Shehbaz, J.P.Yue & H.Sun","no_life_form_on_database"
"Lepidostemon glaricola (H.Hara) Al-Shehbaz Al-Shehbaz (H.Hara)","perennial"
"Pycnoplinthopsis bhutanica Jafri","perennial"
"Dilophia salsa Thomson","biennial"
"Lachnoloma lehmannii Bunge","annual"
"Spryginia winkleri (Regel) Popov Popov (Regel)","annual"
"Spryginia falcata Botsch.","annual"
"Neotorularia contortuplicata (Stephan) Hedge & J.Léonard Hedge & J.Léonard (Stephan)","annual"
"Neotorularia torulosa (Desf.) Hedge & J.Léonard Hedge & J.Léonard (Desf.)","annual"
"Streptoloma desertorum Bunge","annual"
"Strigosella brevipes (Bunge) Botsch. Botsch. (Bunge)","annual"
"Strigosella scorpioides (Bunge) Botsch. Botsch. (Bunge)","annual"
"Strigosella africana (L.) Botsch. Botsch. (L.)","annual"
"Leptaleum filifolium (Willd.) DC. DC. (Willd.)","annual"
"Neotorularia korolkowii (Regel & Schmalh.) Hedge & J.Léonard Hedge & J.Léonard (Regel & Schmalh.)","no_life_form_on_database"
"Euclidium syriacum (L.) R.Br. R.Br. (L.)","annual"
"Dichasianthus subtilissimus (Popov) Ovcz. & Junussov Ovcz. & Junussov (Popov)","annual"
"Leiospora eriocalyx (Regel & Schmalh.) F.Dvorák F.Dvorák (Regel & Schmalh.)","no_life_form_on_database"
"Leiospora pamirica (Botsch. & Vved.) Botsch. & Pachom. Botsch. & Pachom. (Botsch. & Vved.)","perennial"
"Leiospora exscapa (Ledeb.) F.Dvorák F.Dvorák (Ledeb.)","no_life_form_on_database"
"Leiospora beketovii (Krasn.) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (Krasn.)","perennial"
"Leiospora saposhnikovii (A.N.Vassiljeva) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (A.N.Vassiljeva)","no_life_form_on_database"
