"species","life_form"
"Rhammatophyllum ghoranum (Rech.f.) Al-Shehbaz & O.Appel Al-Shehbaz & O.Appel (Rech.f.)","perennial"
"Rhammatophyllum gaudanense (Litv.) Al-Shehbaz & O.Appel Al-Shehbaz & O.Appel (Litv.)","perennial"
"Rhammatophyllum erysimoides (Kar. & Kir.) Al-Shehbaz & O.Appel Al-Shehbaz & O.Appel (Kar. & Kir.)","no_life_form_on_database"
"Sisymbriopsis mollipila (Maxim.) Botsch. Botsch. (Maxim.)","annual"
"Rhammatophyllum afghanicum (Rech.f.) Al-Shehbaz & O.Appel Al-Shehbaz & O.Appel (Rech.f.)","perennial"
"Rhammatophyllum pachyrhizum (Kar. & Kir.) O.E.Schulz O.E.Schulz (Kar. & Kir.)","no_life_form_on_database"
"Solms-laubachia incana (Ovcz.) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia himalayensis (Cambess.) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia stewartii (T.Anderson) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia linearis (N.Busch) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia flabellata (Regel) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia jafrii (Al-Shehbaz) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia baiogoinensis (K.C.Kuan & Z.X.An) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia lanata Botsch.","perennial"
"Solms-laubachia platycarpa (Hook.f. & Thomson) Botsch.","no_life_form_on_database"
"Solms-laubachia prolifera (Maxim.) J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
"Solms-laubachia minor Hand.-Mazz.","perennial"
"Solms-laubachia xerophyta (W.W.Sm.) H.F.Comber","no_life_form_on_database"
"Solms-laubachia zhongdianensis J.P.Yue, Al-Shehbaz & H.Sun","no_life_form_on_database"
