"species","life_form"
"Houstonia humifusa Hemsl.","no_life_form_on_database"
"Stenaria umbratilis (B.L.Rob.) Terrell Terrell (B.L.Rob.)","perennial"
"Houstonia correllii (W.H.Lewis) Terrell Terrell (W.H.Lewis)","no_life_form_on_database"
"Houstonia subviscosa (C.Wright ex A.Gray) A.Gray A.Gray (C.Wright ex A.Gray)","no_life_form_on_database"
"Houstonia croftiae Britton & Rusby","no_life_form_on_database"
"Houstonia rubra Cav.","no_life_form_on_database"
"Houstonia spellenbergii (G.L.Nesom & Vorobik) Terrell Terrell (G.L.Nesom & Vorobik)","no_life_form_on_database"
"Houstonia wrightii A.Gray","no_life_form_on_database"
"Houstonia parviflora Holz. ex Greenm.","no_life_form_on_database"
"Stenaria rupicola (Greenm.) Terrell Terrell (Greenm.)","perennial"
"Stenaria mullerae (Fosberg) Terrell Terrell (Fosberg)","perennial"
"Stenaria nigricans var. nigricans","perennial"
"Stenaria nigricans (Lam.) Terrell Terrell (Lam.)","perennial"
"Stenaria butterwickiae (Terrell) Terrell Terrell (Terrell)","perennial"
"Houstonia palmeri A.Gray","no_life_form_on_database"
"Houstonia acerosa (A.Gray) Benth. & Hook.f. Benth. & Hook.f. (A.Gray)","no_life_form_on_database"
"Houstonia caerulea L.","no_life_form_on_database"
"Houstonia serpyllifolia Michx.","no_life_form_on_database"
"Houstonia pusilla Schoepf","no_life_form_on_database"
"Houstonia sharpii Terrell","no_life_form_on_database"
"Houstonia micrantha (Shinners) Terrell Terrell (Shinners)","no_life_form_on_database"
"Houstonia rosea (Raf.) Terrell Terrell (Raf.)","no_life_form_on_database"
"Houstonia procumbens (Walter ex J.F.Gmel.) Standl. Standl. (Walter ex J.F.Gmel.)","no_life_form_on_database"
"Houstonia longifolia Gaertn.","no_life_form_on_database"
"Houstonia purpurea L.","no_life_form_on_database"
"Houstonia canadensis Willd.","no_life_form_on_database"
"Houstonia ouachitana (E.B.Sm.) Terrell Terrell (E.B.Sm.)","no_life_form_on_database"
"Oldenlandia ovata S.Watson","annual"
"Oldenlandia microtheca (Cham. & Schltdl.) DC. DC. (Cham. & Schltdl.)","perennial"
"Oldenlandia drymarioides (Standl.) Terrell Terrell (Standl.)","annual"
"Houstonia teretifolia Terrell","no_life_form_on_database"
"Arcytophyllum macbridei Standl.","perennial"
"Arcytophyllum vernicosum Standl.","perennial"
"Arcytophyllum nitidum (Kunth) Schltdl. Schltdl. (Kunth)","perennial"
"Arcytophyllum setosum (Ruiz & Pav.) Schltdl. Schltdl. (Ruiz & Pav.)","perennial"
"Arcytophyllum lavarum K.Schum.","perennial"
"Arcytophyllum aristatum Standl.","perennial"
"Arcytophyllum muticum (Wedd.) Standl. Standl. (Wedd.)","perennial"
"Arcytophyllum ciliolatum Standl.","perennial"
