"species","life_form"
"Crucianella rupestris Guss.","no_life_form_on_database"
"Crucianella gilanica Trin.","perennial"
"Crucianella suaveolens C.A.Mey.","perennial"
"Crucianella imbricata Boiss.","annual"
"Crucianella patula L.","annual"
"Crucianella angustifolia L.","annual"
"Crucianella aegyptiaca L.","no_life_form_on_database"
"Crucianella latifolia L.","annual"
"Phuopsis stylosa (Trin.) G.Nicholson G.Nicholson (Trin.)","perennial"
"Asperula prostrata (Adams) K.Koch K.Koch (Adams)","perennial"
"Callipeltis cucullaria (L.) DC. DC. (L.)","no_life_form_on_database"
"Callipeltis aperta Boiss. & Buhse","no_life_form_on_database"
"Callipeltis microstegia Boiss.","annual"
"Galium glaucum L.","perennial"
"Galium rhodopeum Velen.","perennial"
"Galium album Mill.","perennial"
"Galium libanoticum Ehrend.","perennial"
"Galium laevigatum L.","perennial"
"Galium arenarium Loisel.","perennial"
"Galium humifusum M.Bieb.","perennial"
"Galium lucidum All.","perennial"
"Galium sylvaticum L.","perennial"
"Galium lovcense Urum.","perennial"
"Galium verum L.","perennial"
"Galium capense Thunb.","perennial"
"Galium mirum Rech.f.","perennial"
"Galium poiretianum Ball","no_life_form_on_database"
"Galium mexicanum var. asperrimum (A.Gray) L.C.Higgins & S.L.Welsh L.C.Higgins & S.L.Welsh (A.Gray)","perennial"
"Galium tunetanum Lam.","perennial"
"Galium pseudoasprellum Makino","perennial"
"Galium corrudifolium Vill.","no_life_form_on_database"
"Galium aetnicum Biv.","perennial"
"Galium mollugo L.","perennial"
"Galium perralderii Coss.","no_life_form_on_database"
"Galium thymifolium Boiss. & Heldr.","perennial"
"Galium asparagifolium Boiss. & Heldr.","perennial"
"Galium maritimum L.","perennial"
"Galium prattii Cufod.","perennial"
"Galium asperifolium Wall.","perennial"
"Galium rebae R.R.Mill","perennial"
"Galium megacyttarion R.R.Mill","perennial"
"Galium blinii H.Lév.","perennial"
"Galium acutum Edgew.","perennial"
"Galium uliginosum L.","perennial"
"Galium rivale (Sm.) Griseb. Griseb. (Sm.)","perennial"
"Galium japonicum Makino","perennial"
"Galium echinocarpum Hayata","perennial"
"Galium hoffmeisteri (Klotzsch) Ehrend. & Schönb.-Tem. Ehrend. & Schönb.-Tem. (Klotzsch)","perennial"
"Galium odoratum (L.) Scop. Scop. (L.)","perennial"
"Galium ceratopodum Boiss.","annual"
"Galium tricornutum Dandy","annual"
"Galium verrucosum Huds.","annual"
"Galium aparine L.","annual"
"Galium spurium L.","annual"
"Galium monachinii Boiss. & Heldr.","annual"
"Galium pisiferum Boiss.","no_life_form_on_database"
"Galium anisophyllon Vill.","perennial"
"Galium parisiense L.","annual"
"Galium valentinum Lange","perennial"
"Galium divaricatum Pourr. ex Lam.","annual"
"Galium magellense Ten.","perennial"
"Galium centroniae Cariot","perennial"
"Galium corsicum Spreng.","perennial"
"Galium noricum Ehrend.","perennial"
"Galium capitatum Bory & Chaub.","annual"
"Galium minutulum Jord.","annual"
"Galium murale M.Bieb.","annual"
"Galium verticillatum Danthoine ex Lam.","annual"
"Galium intricatum Margot & Reut.","annual"
"Galium dahuricum Turcz. ex Ledeb.","perennial"
"Galium sungpanense Cufod.","perennial"
"Galium glabriusculum Ehrend.","perennial"
"Galium triflorum Michx.","perennial"
"Galium paradoxum Maxim.","no_life_form_on_database"
"Rubia tenuifolia d'Urv.","perennial"
"Rubia laurae (Holmboe) Airy Shaw Airy Shaw (Holmboe)","perennial"
"Rubia danaensis Danin","perennial"
"Rubia tinctorum L.","perennial"
"Rubia peregrina L.","perennial"
"Rubia cordifolia L.","perennial"
"Rubia pseudogalium Ehrend.","perennial"
"Rubia yunnanensis Diels","perennial"
"Didymaea alsinoides (Cham. & Schltdl.) Standl. Standl. (Cham. & Schltdl.)","perennial"
"Kelloggia chinensis Franch.","no_life_form_on_database"
"Kelloggia galioides Torr.","no_life_form_on_database"
