"species","life_form"
"Lupinus bangii Rusby","perennial"
"Lupinus weberbaueri Ulbr.","no_life_form_on_database"
"Lupinus tarapacensis C.P.Sm.","no_life_form_on_database"
"Lupinus piurensis C.P.Sm.","no_life_form_on_database"
"Lupinus tominensis Wedd.","no_life_form_on_database"
"Lupinus ellsworthianus C.P.Sm.","perennial"
"Lupinus ballianus C.P.Sm.","no_life_form_on_database"
"Lupinus praestabilis C.P.Sm.","no_life_form_on_database"
"Lupinus purosericeus C.P.Sm.","no_life_form_on_database"
"Lupinus prostratus J.Agardh","no_life_form_on_database"
"Lupinus nubigenus Kunth","no_life_form_on_database"
"Lupinus huaronensis J.F.Macbr.","no_life_form_on_database"
"Lupinus misticola Ulbr.","no_life_form_on_database"
"Lupinus chrysanthus Ulbr.","no_life_form_on_database"
"Lupinus huigrensis Rose ex C.P.Sm.","no_life_form_on_database"
"Lupinus sarmentosus Desr.","no_life_form_on_database"
"Lupinus pulvinaris Ulbr.","perennial"
"Lupinus ramosissimus Benth.","perennial"
"Lupinus solanagrorum C.P.Sm.","no_life_form_on_database"
"Lupinus mutabilis Sweet","annual"
"Lupinus mollendoensis Ulbr.","no_life_form_on_database"
"Lupinus subacaulis Griseb.","no_life_form_on_database"
"Lupinus microphyllus Desr.","no_life_form_on_database"
"Lupinus mantaroensis C.P.Sm.","no_life_form_on_database"
"Lupinus lindleyanus J.Agardh","no_life_form_on_database"
"Lupinus chachas Ochoa ex C.P.Sm.","no_life_form_on_database"
"Lupinus arvensis Benth.","perennial"
"Lupinus tomentosus DC.","no_life_form_on_database"
"Lupinus semperflorens Hartw. ex Benth.","no_life_form_on_database"
"Lupinus pubescens Benth.","perennial"
"Lupinus bogotensis Benth.","perennial"
"Lupinus montanus Kunth","no_life_form_on_database"
"Lupinus L._indet_sp1","no_life_form_on_database"
"Lupinus huachucanus M.E.Jones","perennial"
"Lupinus elegans Kunth","no_life_form_on_database"
"Lupinus aschenbornii S.Schauer","no_life_form_on_database"
"Lupinus mexicanus Cerv. ex Lag.","annual"
"Lupinus nootkatensis Donn ex Sims","perennial"
"Lupinus arcticus S.Watson","perennial"
"Lupinus perennis L.","perennial"
"Lupinus leucophyllus Douglas ex Lindl.","perennial"
"Lupinus sulphureus Douglas","no_life_form_on_database"
"Lupinus andersonii S.Watson","perennial"
"Lupinus nevadensis A.Heller","perennial"
"Lupinus polyphyllus Lindl.","perennial"
"Lupinus argenteus Pursh","perennial"
"Lupinus neomexicanus Greene","perennial"
"Lupinus L._indet_sp2","no_life_form_on_database"
"Lupinus sericeus Pursh","perennial"
"Lupinus littoralis Douglas","perennial"
"Lupinus rivularis Douglas ex Lindl.","no_life_form_on_database"
"Lupinus duranii Eastw.","perennial"
"Lupinus arboreus Sims","perennial"
"Lupinus chamissonis Eschsch.","perennial"
"Lupinus albicaulis Douglas","annual"
"Lupinus lepidus Douglas ex Lindl.","perennial"
"Lupinus tegeticulatus Eastw.","no_life_form_on_database"
"Lupinus cervinus Kellogg","perennial"
"Lupinus grayi S.Watson","perennial"
"Lupinus breweri A.Gray","perennial"
"Lupinus formosus Greene","perennial"
"Lupinus albifrons Benth.","perennial"
"Lupinus latifolius Lindl. ex J.Agardh","perennial"
"Lupinus excubitus M.E.Jones","perennial"
"Lupinus bicolor Lindl.","annual"
"Lupinus nanus Douglas ex Benth.","annual"
"Lupinus pachylobus Greene","annual"
"Lupinus guadalupensis Greene","annual"
"Lupinus stiversii Kellogg","annual"
"Lupinus succulentus Douglas ex K.Koch","annual"
"Lupinus arizonicus (S.Watson) S.Watson S.Watson (S.Watson)","annual"
"Lupinus sparsiflorus Benth.","annual"
"Lupinus benthamii A.Heller","no_life_form_on_database"
"Lupinus truncatus Nutt. ex Hook. & Arn.","annual"
"Lupinus concinnus J.Agardh","annual"
"Lupinus citrinus Kellogg","annual"
"Lupinus hirsutissimus Benth.","annual"
"Lupinus luteolus Kellogg","annual"
"Lupinus microcarpus Sims","annual"
"Lupinus shockleyi S.Watson","annual"
"Lupinus odoratus A.Heller","annual"
"Lupinus uncialis S.Watson","annual"
"Lupinus flavoculatus A.Heller","annual"
"Lupinus brevicaulis S.Watson","annual"
"Lupinus velutinus Benth.","perennial"
"Lupinus subsessilis Benth.","no_life_form_on_database"
"Lupinus crotalarioides Mart. ex Benth.","perennial"
"Lupinus parvifolius Gardner","perennial"
"Lupinus guaraniticus (Hassl.) C.P.Sm. C.P.Sm. (Hassl.)","perennial"
"Lupinus paraguariensis Chodat & Hassl.","no_life_form_on_database"
"Lupinus albescens Hook. & Arn.","no_life_form_on_database"
"Lupinus aureonitens Gillies ex Hook. & Arn.","no_life_form_on_database"
"Lupinus multiflorus Desr.","perennial"
"Lupinus lanatus Benth.","no_life_form_on_database"
"Lupinus magnistipulatus Planchuelo & D.B.Dunn","no_life_form_on_database"
"Lupinus reitzii Burkart ex M.Pinheiro & Miotto","no_life_form_on_database"
"Lupinus rubriflorus Planchuelo","no_life_form_on_database"
"Lupinus paranensis C.P.Sm.","perennial"
"Lupinus uleanus C.P.Sm.","no_life_form_on_database"
"Lupinus gibertianus C.P.Sm.","annual"
"Lupinus bandelierae C.P.Sm.","no_life_form_on_database"
"Lupinus bracteolaris Desr.","no_life_form_on_database"
"Lupinus linearis Desr.","annual"
"Lupinus texensis Hook.","annual"
"Lupinus havardii S.Watson","annual"
"Lupinus digitatus Forssk.","annual"
"Lupinus palaestinus Boiss.","annual"
"Lupinus anatolicus W.Swiecicki & W.K.Swiecicki","annual"
"Lupinus pilosus L.","annual"
"Lupinus cosentinii Guss.","annual"
"Lupinus princei Harms","no_life_form_on_database"
"Lupinus atlanticus Gladst.","no_life_form_on_database"
"Lupinus albus L.","annual"
"Lupinus luteus L.","annual"
"Lupinus hispanicus Boiss. & Reut.","annual"
"Lupinus angustifolius L.","annual"
"Lupinus micranthus Guss.","no_life_form_on_database"
"Lupinus cumulicola Small","perennial"
"Lupinus villosus Willd.","annual"
"Lupinus diffusus Nutt.","perennial"
