"species","life_form"
"Parrya fruticulosa Regel & Schmalh.","perennial"
"Parrya nuratensis Botsch. & Vved.","no_life_form_on_database"
"Parrya pazijae (Pachom.) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (Pachom.)","no_life_form_on_database"
"Parrya pulvinata Popov","no_life_form_on_database"
"Parrya minjanensis Rech.f.","perennial"
"Parrya runcinata (Regel & Schmalh.) N.Busch N.Busch (Regel & Schmalh.)","no_life_form_on_database"
"Parrya pinnatifida Kar. & Kir.","perennial"
"Parrya albida Popov","no_life_form_on_database"
"Parrya longicarpa Krasn.","no_life_form_on_database"
"Parrya subsiliquosa Popov","no_life_form_on_database"
"Parrya australis Pavlov","no_life_form_on_database"
"Parrya nauruaq Al-Shehbaz et al.","perennial"
"Parrya arctica R.Br.","perennial"
"Parrya nudicaulis (L.) Boiss. Boiss. (L.)","no_life_form_on_database"
"Parrya rydbergii Botsch.","perennial"
"Parrya ajanensis N.Busch","no_life_form_on_database"
"Parrya glabra (Royle) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (Royle)","no_life_form_on_database"
"Parrya turkestanica (Korsh.) N.Busch N.Busch (Korsh.)","no_life_form_on_database"
"Parrya kuramensis Botsch.","no_life_form_on_database"
"Parrya saxifraga Botsch. & Vved.","no_life_form_on_database"
"Parrya popovii Botsch.","no_life_form_on_database"
"Parrya pavlovii A.N.Vassiljeva","no_life_form_on_database"
"Parrya asperrima (B.Fedtsch.) Popov Popov (B.Fedtsch.)","perennial"
"Parrya maidantalica Popov & P.A.Baranov","no_life_form_on_database"
"Parrya darvazica Botsch. & Vved.","no_life_form_on_database"
"Parrya podlechii (F.Dvorák) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (F.Dvorák)","no_life_form_on_database"
"Parrya schugnana Lipsch.","no_life_form_on_database"
"Parrya stenocarpa Kar. & Kir.","no_life_form_on_database"
"Parrya simulatrix Nikitina","no_life_form_on_database"
"Parrya alba Nikitina","no_life_form_on_database"
"Parrya tianschanica Nikitina","no_life_form_on_database"
"Parrya stenophylla Popov","no_life_form_on_database"
"Parrya lancifolia Popov","perennial"
"Parrya saurica (Pachom.) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (Pachom.)","no_life_form_on_database"
"Parrya papillosa (Vassilcz.) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (Vassilcz.)","no_life_form_on_database"
"Parrya angrenica Botsch. & Vved.","no_life_form_on_database"
"Parrya villosula Botsch. & Vved.","no_life_form_on_database"
"Litwinowia tenuissima (Pall.) Woronow Woronow (Pall.)","annual"
"Pseudoclausia gracillima (Popov ex Botsch. & Vved.) A.N.Vassiljeva A.N.Vassiljeva (Popov ex Botsch. & Vved.)","no_life_form_on_database"
"Pseudoclausia turkestanica (Lipsky) A.V.Vassil. A.V.Vassil. (Lipsky)","no_life_form_on_database"
"Pseudoclausia mollissima (Lipsky) A.N.Vassiljeva A.N.Vassiljeva (Lipsky)","no_life_form_on_database"
"Pseudoclausia sarawschanica (Regel & Schmalh.) Botsch. Botsch. (Regel & Schmalh.)","no_life_form_on_database"
"Pseudoclausia olgae (Regel & Schmalh.) Botsch. Botsch. (Regel & Schmalh.)","no_life_form_on_database"
"Pseudoclausia hispida (Regel) Popov Popov (Regel)","no_life_form_on_database"
"Chorispora persica Boiss.","annual"
"Chorispora purpurascens (Banks & Sol.) Eig Eig (Banks & Sol.)","annual"
"Diptychocarpus strictus (Fisch. ex M.Bieb.) Trautv. Trautv. (Fisch. ex M.Bieb.)","annual"
"Chorispora sibirica Regel & Herder","annual"
"Chorispora songarica Schrenk","perennial"
"Chorispora tenella (Pall.) DC. DC. (Pall.)","annual"
"Chorispora tashkorganica Al-Shehbaz, T.Y.Cheo, L.L.Lu & G.Yang","annual"
"Chorispora sabulosa Cambess.","perennial"
"Chorispora macropoda Trautv.","perennial"
"Chorispora bungeana Fisch. & C.A.Mey.","perennial"
