"species","life_form"
"Draba ritacuvana Al-Shehbaz","perennial"
"Draba pseudocheiranthoides Al-Shehbaz","perennial"
"Draba funckeana Linden & Planch.","no_life_form_on_database"
"Draba soratensis Wedd.","perennial"
"Draba peruviana (DC.) O.E.Schulz O.E.Schulz (DC.)","perennial"
"Draba pickeringii A.Gray","perennial"
"Draba hammenii Cuatrec. & Cleef","perennial"
"Draba hemsleyana Gilg","perennial"
"Draba pulvinata subsp. pulvinata","no_life_form_on_database"
"Draba extensa Wedd.","perennial"
"Draba violacea Humb. & Bonpl. ex DC.","perennial"
"Draba sericea Santana & J.O.Rangel","perennial"
"Draba boyacana Al-Shehbaz","perennial"
"Draba barclayana Al-Shehbaz","perennial"
"Draba standleyi J.F.Macbr. & Payson","perennial"
"Draba rositae Santana & J.O.Rangel","perennial"
"Draba spruceana Wedd.","perennial"
"Draba pennellii Rollins","perennial"
"Draba chionophila S.F.Blake","perennial"
"Draba pycnophylla Turcz.","perennial"
"Draba densifolia Nutt.","perennial"
"Draba solitaria O.E.Schulz","no_life_form_on_database"
"Draba litamo L.Uribe","perennial"
"Draba farsetioides Linden & Planch.","perennial"
"Draba hidalgensis Calderón","perennial"
"Draba confertifolia Turcz.","perennial"
"Draba depressa Hook.f.","perennial"
"Draba mexicana Rose","no_life_form_on_database"
"Draba jorullensis Kunth","perennial"
"Draba inquisiviana Al-Shehbaz","perennial"
"Draba obovata Benth.","perennial"
"Draba cryptantha Hook.f.","perennial"
"Draba lapaziana Al-Shehbaz","perennial"
"Draba aretioides Kunth","perennial"
"Draba hallii Hook.f.","perennial"
"Draba hookeri Walp.","perennial"
"Draba cuzcoensis O.E.Schulz","perennial"
"Draba nivicola Rose","perennial"
"Draba lindenii (Hook.) Planch. Planch. (Hook.)","perennial"
"Draba macleanii Hook.f.","perennial"
"Draba schusteri O.E.Schulz","perennial"
"Draba splendens Gilg","perennial"
"Draba wurdackii Al-Shehbaz","perennial"
"Draba discoidea Wedd.","perennial"
"Draba matthioloides subsp. saundersii Al-Shehbaz","perennial"
"Draba burkei (C.L.Hitchc.) Windham & Beilstein Windham & Beilstein (C.L.Hitchc.)","perennial"
"Draba globosa Payson","perennial"
"Draba pectinipila Rollins","perennial"
"Draba kassii S.L.Welsh","perennial"
"Draba sphaeroides Payson","perennial"
"Draba sobolifera Rydb.","perennial"
"Draba subalpina Goodman & C.L.Hitchc.","perennial"
"Draba streptobrachia R.A.Price","perennial"
"Draba brachystylis Rydb.","annual"
"Draba novolympica Payson & H.St.John","perennial"
"Draba mogollonica Greene","perennial"
"Draba sphaerocarpa J.F.Macbr. & Payson","perennial"
"Draba spectabilis Greene","perennial"
"Draba ogilviensis Hultén","perennial"
"Draba albertina Greene","annual"
"Draba stenopetala Trautv.","perennial"
"Draba corrugata S.Watson","perennial"
"Draba cruciata Payson","perennial"
"Draba crassifolia Graham","annual"
"Draba pusilla F.Phil. ex Phil.","annual"
"Draba aureola S.Watson","perennial"
"Draba helleriana Greene","biennial"
"Draba aurea K.Koch","perennial"
"Draba stylosa Turcz.","perennial"
"Draba affghanica Boiss.","perennial"
"Draba stenoloba Ledeb.","biennial"
"Draba lemmonii S.Watson","perennial"
"Draba maguirei C.L.Hitchc.","perennial"
"Draba ventosa A.Gray","perennial"
"Draba streptocarpa A.Gray","perennial"
"Draba exunguiculata (O.E.Schulz) C.L.Hitchc. C.L.Hitchc. (O.E.Schulz)","perennial"
"Draba asprella Greene","perennial"
"Draba demareei Wiggins","perennial"
"Draba crassa Rydb.","perennial"
"Draba polyphylla O.E.Schulz","perennial"
"Draba amplexicaulis Franch.","perennial"
"Draba melanopus Kom.","biennial"
"Draba matangensis O.E.Schulz","perennial"
"Draba pauciflora R.Br.","perennial"
"Draba micropetala Hook.","perennial"
"Draba bhutanica H.Hara","perennial"
"Draba cholaensis W.W.Sm.","perennial"
"Draba alpicola Osterh.","no_life_form_on_database"
"Draba gracillima Hook.f. & Thomson","annual"
"Draba odudiana Lipsky","perennial"
"Draba eriopoda Turcz.","annual"
"Draba trinervis O.E.Schulz","perennial"
"Draba alberti Regel & Schmalh.","perennial"
"Draba kongboiana Al-Shehbaz","no_life_form_on_database"
"Draba jucunda W.W.Sm.","perennial"
"Draba involucrata (W.W.Sm.) W.W.Sm. W.W.Sm. (W.W.Sm.)","perennial"
"Draba eschscholtzii Pohle & N.Busch","perennial"
"Draba cachemirica Gand.","perennial"
"Draba korshinskyi (O.Fedtsch.) Pohle Pohle (O.Fedtsch.)","perennial"
"Draba setosa Royle","perennial"
"Draba aubrietioides Jafri","biennial"
"Draba radicans Royle","perennial"
"Draba macbeathiana Al-Shehbaz","perennial"
"Draba stenocarpa Hook.f. & Thomson","annual"
"Draba koeiei Rech.f.","perennial"
"Draba olgae Regel & Schmalh.","perennial"
"Draba yunnanensis Franch.","perennial"
"Draba surculosa Franch.","perennial"
"Draba pilosa Adams ex Fisch.","perennial"
"Draba barbata Pohle","no_life_form_on_database"
"Draba palanderiana Kjellm.","perennial"
"Draba turczaninovi Pohle & N.Busch, 1925","no_life_form_on_database"
"Draba fladnizensis Wulfen","perennial"
"Draba lichiangensis W.W.Sm.","perennial"
"Draba tomentosa Clairv.","perennial"
"Draba ladina Braun-Blanq.","perennial"
"Draba alpina L.","perennial"
"Draba arseniewi (B.Fedtsch.) Gilg Gilg (B.Fedtsch.)","perennial"
"Draba dubia Suter","perennial"
"Draba porsildii G.A.Mulligan","perennial"
"Draba lonchocarpa Rydb.","perennial"
"Draba gilliesii Hook. & Arn.","perennial"
"Draba magellanica Lam.","perennial"
"Draba macrocarpa Adams","no_life_form_on_database"
"Draba cana Rydb.","perennial"
"Draba breweri S.Watson","perennial"
"Draba grandis Langsd. ex Fisch.","perennial"
"Draba winterbottomii (Hook.f. & Thomson) Pohle Pohle (Hook.f. & Thomson)","perennial"
"Draba oligosperma Hook.","perennial"
"Draba corymbosa R.Br.","no_life_form_on_database"
"Draba lactea Adams","perennial"
"Draba oblongata R.Br. ex DC.","perennial"
"Draba paysonii J.F.Macbr.","perennial"
"Draba oxycarpa Boiss.","perennial"
"Draba subcapitata Simmons","perennial"
"Draba oreades Schrenk","perennial"
"Draba pohlei Tolm.","perennial"
"Draba groenlandica E.Ekman","no_life_form_on_database"
"Draba ramulosa Rollins","perennial"
"Draba ruaxes Payson & H.St.John","perennial"
"Draba nylamensis Al-Shehbaz","no_life_form_on_database"
"Draba zangbeiensis L.L.Lu","perennial"
"Draba ladyginii Pohle","perennial"
"Draba mongolica Turcz.","biennial"
"Draba incana L.","biennial"
"Draba norvegica Gunnerus","perennial"
"Draba kotschyi Stur","perennial"
"Draba tucumanensis O.E.Schulz","perennial"
"Draba subumbellata Rollins & R.A.Price","perennial"
"Draba nivalis Lilj.","perennial"
"Draba elegans Boiss.","perennial"
"Draba chamissonis G.Don","perennial"
"Draba ussuriensis Pohle","perennial"
"Draba sachalinensis N.Busch","perennial"
"Draba scopulorum Wedd.","perennial"
"Draba siliquosa M.Bieb.","perennial"
"Draba supranivalis Rupr.","perennial"
"Draba jaegeri Munz & I.M.Johnst.","perennial"
"Draba heterocoma Fenzl","no_life_form_on_database"
"Draba sikkimensis (Hook.f. & Thomson) Pohle Pohle (Hook.f. & Thomson)","perennial"
"Draba subamplexicaulis C.A.Mey.","perennial"
"Draba juvenilis Kom.","perennial"
"Draba prozorovskii Tolm.","no_life_form_on_database"
"Draba glacialis Adams","perennial"
"Draba tibetica Hook.f. & Thomson","perennial"
"Draba incerta Payson","perennial"
"Draba praealta Greene","annual"
"Draba lanceolata Royle","perennial"
"Draba laurentiana Fernald","no_life_form_on_database"
"Draba daurica DC.","perennial"
"Draba arabisans Michx.","perennial"
"Draba falconeri O.E.Schulz","perennial"
"Draba glabella Pursh","perennial"
"Draba fuhaiensis Z.X.An","perennial"
"Draba borealis DC.","perennial"
"Draba ochroleuca Bunge","perennial"
"Draba rigida Willd.","perennial"
"Draba glomerata Royle","perennial"
"Draba lasiophylla Royle","perennial"
"Draba alyssoides Kunth","perennial"
"Draba kusnezowii (Turcz. ex Ledeb.) Hayek Hayek (Turcz. ex Ledeb.)","perennial"
"Draba stenobotrys Gilg & O.E.Schulz ex O.E.Schulz","perennial"
"Draba altaica (C.A.Mey.) Bunge Bunge (C.A.Mey.)","perennial"
"Draba sherriffii Grierson","perennial"
"Draba amoena O.E.Schulz","perennial"
"Draba elata Hook.f. & Thomson","perennial"
"Draba staintonii Jafri ex H.Hara","perennial"
"Draba rupestris Willd. ex DC.","no_life_form_on_database"
"Draba cinerea Adams","perennial"
"Draba baicalensis Tolm.","perennial"
"Draba hyperborea (L.) Desv. Desv. (L.)","perennial"
"Draba doerfleri Wettst.","perennial"
"Draba stylaris J.Gay ex W.D.J.Koch","biennial"
"Draba ramosissima Desv.","perennial"
"Draba hitchcockii Rollins","perennial"
"Draba pterosperma Payson","perennial"
"Draba murrayi G.A.Mulligan","perennial"
"Draba lutescens Coss.","annual"
"Draba huetii Boiss.","annual"
"Draba ellipsoidea Hook.f. & Thomson","annual"
"Draba scabra C.A.Mey.","perennial"
"Draba longisiliqua Schmalh.","perennial"
"Draba aizoides L.","perennial"
"Draba cheiranthoides Hook.f.","perennial"
