"species","life_form"
"Draba Dill. ex L._indet_sp1","no_life_form_on_database"
"Draba bellardii S.F.Blake","perennial"
"Draba lasiocarpa Rochel","perennial"
"Draba olympica Sibth. ex DC.","no_life_form_on_database"
"Draba scardica (Griseb.) Degen & Dörfl. Degen & Dörfl. (Griseb.)","no_life_form_on_database"
"Draba parnassica Boiss. & Heldr.","perennial"
"Draba dedeana Boiss. & Reut.","perennial"
"Draba acaulis Boiss.","perennial"
"Draba lacaitae Boiss.","perennial"
"Draba hispanica Boiss.","perennial"
"Draba oreadum Maire","perennial"
"Draba bruniifolia Steven","perennial"
"Draba araratica Rupr.","no_life_form_on_database"
"Draba cappadocica Boiss. & Balansa","perennial"
"Draba incompta Ledeb.","perennial"
"Draba aucheri Boiss.","no_life_form_on_database"
"Draba rosularis Boiss.","biennial"
"Draba hispida Willd.","perennial"
"Draba nuda (Bél. ex Boiss.) Al-Shehbaz & M.Koch Al-Shehbaz & M.Koch (Bél. ex Boiss.)","no_life_form_on_database"
"Draba nemorosa L.","annual"
"Draba sibirica (Pall.) Thell. Thell. (Pall.)","perennial"
"Tomostima cuneifolia (Nutt.) Al-Shehbaz, M.Koch & Jordon-Thaden Al-Shehbaz, M.Koch & Jordon-Thaden (Nutt.)","annual"
"Tomostima araboides (Wedd.) Al-Shehbaz, M.Koch & Jordon-Thaden Al-Shehbaz, M.Koch & Jordon-Thaden (Wedd.)","no_life_form_on_database"
"Tomostima platycarpa (Torr. & A.Gray) Al-Shehbaz, M.Koch & Jordon-Thaden Al-Shehbaz, M.Koch & Jordon-Thaden (Torr. & A.Gray)","no_life_form_on_database"
"Tomostima reptans (Lam.) Al-Shehbaz, M.Koch & Jordon-Thaden Al-Shehbaz, M.Koch & Jordon-Thaden (Lam.)","no_life_form_on_database"
"Tomostima australis (R.Br. ex Hook.f.) Al-Shehbaz, M.Koch & Jordon-Thaden Al-Shehbaz, M.Koch & Jordon-Thaden (R.Br. ex Hook.f.)","no_life_form_on_database"
"Tomostima sonorae (Greene) Al-Shehbaz, M.Koch & Jordon-Thaden Al-Shehbaz, M.Koch & Jordon-Thaden (Greene)","no_life_form_on_database"
"Abdra aprica (Beadle) Al-Shehbaz, M.Koch & Jordon-Thaden Al-Shehbaz, M.Koch & Jordon-Thaden (Beadle)","annual"
"Abdra brachycarpa (Nutt.) Greene Greene (Nutt.)","annual"
"Draba hederifolia Coss.","no_life_form_on_database"
"Athysanus pusillus (Hook.) Greene Greene (Hook.)","annual"
"Draba verna L.","annual"
"Arabis graellsiiformis Hedge","no_life_form_on_database"
"Arabis brachycarpa Rupr.","perennial"
"Arabis mollis Steven","perennial"
"Arabis nordmanniana Rupr.","perennial"
"Arabis aculeolata Greene","perennial"
"Arabis patens Sull.","biennial"
"Arabis modesta Rollins","perennial"
"Arabis blepharophylla Hook. & Arn.","perennial"
"Arabis georgiana Harper","biennial"
"Arabis macdonaldiana Eastw.","no_life_form_on_database"
"Arabis oregana Rollins","perennial"
"Arabis furcata S.Watson","perennial"
"Arabis crucisetosa Constance & Rollins","perennial"
"Arabis nuttallii Ulke","perennial"
"Dendroarabis fruticulosa (C.A.Mey.) D.A.German & Al-Shehbaz D.A.German & Al-Shehbaz (C.A.Mey.)","no_life_form_on_database"
"Pachyneurum grandiflorum (C.A.Mey.) Bunge Bunge (C.A.Mey.)","perennial"
"Arabis amplexicaulis Edgew.","biennial"
"Arabis pterosperma Edgew.","biennial"
"Arabis bijuga G.Watt","perennial"
"Arabis flagellosa Miq.","perennial"
"Arabis paniculata Franch.","biennial"
"Arabis serrata Franch. & Sav.","perennial"
"Arabis pycnocarpa M.Hopkins","biennial"
"Arabis eschscholtziana Andrz.","biennial"
"Arabis olympica Piper","perennial"
"Arabis borealis Andrz.","no_life_form_on_database"
"Arabis nuristanica Kitam.","perennial"
"Arabis pangiensis G.Watt","no_life_form_on_database"
"Arabis erubescens Ball","no_life_form_on_database"
"Arabis doumetii Coss.","no_life_form_on_database"
"Arabis ciliata Clairv.","biennial"
"Arabis scabra All.","perennial"
"Arabis serpyllifolia Vill.","biennial"
"Arabis vochinensis Spreng.","no_life_form_on_database"
"Arabis stenocarpa Boiss. & Reut.","perennial"
"Arabis beirana P.Silveira, J.Paiva & N.Marcos","perennial"
"Arabis procurrens Waldst. & Kit.","perennial"
"Arabis L._indet_sp2","no_life_form_on_database"
"Arabis stellulata Bertol.","perennial"
"Arabis nipponica (Franch. & Sav.) H.Boissieu H.Boissieu (Franch. & Sav.)","no_life_form_on_database"
"Arabis stelleri DC.","perennial"
"Arabis sadina (Samp.) Cout. Cout. (Samp.)","no_life_form_on_database"
"Arabis juressi Rothm.","perennial"
"Arabis abietina Bornm.","biennial"
"Arabis planisiliqua (Pers.) Rchb. Rchb. (Pers.)","biennial"
"Arabis nemorensis (H.Wolff ex Hoffm.) Rchb. Rchb. (H.Wolff ex Hoffm.)","no_life_form_on_database"
"Arabis sagittata (Bertol.) DC. DC. (Bertol.)","biennial"
"Arabis hirsuta DC.","biennial"
"Arabis sudetica Tausch","no_life_form_on_database"
"Arabis allionii DC.","perennial"
"Arabis pumila Jacq.","perennial"
"Arabis soyeri Reut. & A.Huet.","perennial"
"Arabis jacquinii Beck","no_life_form_on_database"
"Arabis surculosa N.Terracc.","no_life_form_on_database"
"Arabis cretica Boiss. & Heldr.","biennial"
"Arabis androsacea Fenzl","perennial"
"Arabis pubescens (Desf.) Poir. Poir. (Desf.)","no_life_form_on_database"
"Arabis scopoliana Boiss.","perennial"
"Arabis rosea DC.","no_life_form_on_database"
"Arabis collina Ten.","perennial"
"Arabis bryoides Boiss.","perennial"
"Arabis carduchorum Boiss.","perennial"
"Arabis armena N.Busch","perennial"
"Arabis sachokiana (N.Busch) N.Busch N.Busch (N.Busch)","no_life_form_on_database"
"Arabis aucheri Boiss.","annual"
"Arabis parvula Dufour","annual"
"Arabis ionocalyx Boiss.","biennial"
"Arabis alpina L.","perennial"
"Arabis aubrietioides Boiss.","perennial"
"Arabis tianschanica Pavlov","no_life_form_on_database"
"Arabis deflexa Boiss.","perennial"
"Arabis cypria Holmboe","perennial"
"Arabis nepetifolia Boiss.","perennial"
"Arabis purpurea Sm.","perennial"
"Arabis L._indet_sp3","no_life_form_on_database"
"Arabis kennedyae Meikle","annual"
"Arabis montbretiana Boiss.","no_life_form_on_database"
"Pseudodraba hystrix (Hook.f. & Thomson) Al-Shehbaz, D.A.German & M.Koch Al-Shehbaz, D.A.German & M.Koch (Hook.f. & Thomson)","no_life_form_on_database"
"Baimashania pulvinata Al-Shehbaz","perennial"
"Borodiniopsis alaschanica (Maxim.) D.A.German, M.Koch, R.Karl & Al-Shehbaz D.A.German, M.Koch, R.Karl & Al-Shehbaz (Maxim.)","no_life_form_on_database"
"Arcyosperma primulifolium (Thomson) O.E.Schulz O.E.Schulz (Thomson)","perennial"
"Scapiarabis karategina (Lipsky) M.Koch, R.Karl, D.A.German & Al-Shehbaz M.Koch, R.Karl, D.A.German & Al-Shehbaz (Lipsky)","no_life_form_on_database"
"Scapiarabis ariana (Hedge) M.Koch, R.Karl, D.A.German & Al-Shehbaz M.Koch, R.Karl, D.A.German & Al-Shehbaz (Hedge)","no_life_form_on_database"
"Scapiarabis saxicola (Edgew.) M.Koch, R.Karl, D.A.German & Al-Shehbaz M.Koch, R.Karl, D.A.German & Al-Shehbaz (Edgew.)","no_life_form_on_database"
"Parryodes axilliflora Jafri","no_life_form_on_database"
"Baimashania wangii Al-Shehbaz","perennial"
"Sinoarabis setosifolia (Al-Shehbaz) R.Karl, D.A.German, M.Koch & Al-Shehbaz R.Karl, D.A.German, M.Koch & Al-Shehbaz (Al-Shehbaz)","no_life_form_on_database"
"Botschantzevia karatavica (Lipsch. & Pavlov) Nabiev Nabiev (Lipsch. & Pavlov)","no_life_form_on_database"
"Scapiarabis popovii (Botsch. & Vved.) M.Koch, R.Karl, D.A.German & Al-Shehbaz M.Koch, R.Karl, D.A.German & Al-Shehbaz (Botsch. & Vved.)","no_life_form_on_database"
"Arabis caerulea All.","perennial"
"Arabis erikii Mutlu","no_life_form_on_database"
"Arabis auriculata Lam.","no_life_form_on_database"
"Arabis nova subsp. nova","no_life_form_on_database"
"Drabella muralis (L.) Fourr. Fourr. (L.)","no_life_form_on_database"
"Aubrieta thessala H.Boissieu","perennial"
"Aubrieta intermedia Heldr. & Orph. ex Boiss.","perennial"
"Aubrieta scyria Halácsy","perennial"
"Aubrieta deltoidea Phitos","no_life_form_on_database"
"Aubrieta pinardii Boiss.","perennial"
"Aubrieta erubescens Griseb.","perennial"
"Aubrieta parviflora Boiss.","perennial"
"Aubrieta kotschyi Boiss. & Hohen.","no_life_form_on_database"
"Aubrieta canescens subsp. canescens","no_life_form_on_database"
"Aubrieta columnae subsp. columnae","no_life_form_on_database"
"Aubrieta italica Boiss.","no_life_form_on_database"
"Aubrieta libanotica Boiss.","perennial"
"Aubrieta glabrescens Turrill","perennial"
"Aubrieta gracilis Spruner ex Boiss.","perennial"
"Aubrieta olympica Boiss.","perennial"
"Aubrieta vulcanica Hayek & Siehe","perennial"
"Arabis verna (L.) R.Br. R.Br. (L.)","annual"
