"species","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Chaenorhinum macropodum (Boiss. & Reut.) Lange","5","3.891621","0.315639","0.141158","0.044034"
"Chaetopogon fasciculatus (Link) Hayek","16","4.072939","0.173897","0.043474","0.01376"
"Draba hispanica Boiss.","32","3.732446","0.380132","0.067198","0.00688"
"Soldanella villosa Darracq","2","3.145785","0.361208","0.255413","0.110084"
"Seseli farrenyi Molero & J.Pujadas","1","3.496508",NA,NA,"0.220168"
"Festuca glauca Vill.","10","3.35541","0.463928","0.146707","0.022017"
"Coincya longirostra (Boiss.) Greuter & Burdet","7","3.96334","0.168965","0.063863","0.031453"
"Ramonda myconi (L.) Rchb.","7","3.103569","0.175027","0.066154","0.031453"
"Antirrhinum australe Rothm.","15","4.021832","0.239513","0.061842","0.014678"
"Festuca clementei Boiss.","2","3.757672","0.24629","0.174153","0.110084"
"Vella spinosa Boiss.","10","3.891023","0.252221","0.079759","0.022017"
"Chaenorhinum crassifolium (Cav.) Kostel.","13","3.593665","0.276442","0.076671","0.016936"
"Urelytrum digitatum K.Schum.","21","4.290799","0.269272","0.05876","0.010484"
"Croton boiteaui Leandri","5","4.544713","0.174517","0.078046","0.044034"
"Oldenlandia duemmeri S.Moore","3","3.779333","0.193432","0.111678","0.073389"
"Stipa aristiglumis F.Muell.","35","3.017524","0.460563","0.077849","0.006291"
"Solanum lamprocarpum Bitter","7","4.343708","0.19041","0.071968","0.031453"
"Anthochloa lepidula Nees & Meyen","12","4.596049","0.348961","0.100736","0.018347"
"Perrierbambus madagascariensis A.Camus","2","4.693448","0.167919","0.118737","0.110084"
"Schizachyrium gaumeri Nash","5","4.283623","0.154497","0.069093","0.044034"
"Jaborosa squarrosa (Miers) Hunz. & Barboza","6","4.584541","0.32924","0.134412","0.036695"
"Heracleum kingdonii H.Wolff","5","4.188015","0.265503","0.118737","0.044034"
"Cobaea minor Mart. & Galeotti","2","4.003684","0.481005","0.340122","0.110084"
"Paspalum mandiocanum Trin.","49","3.55207","0.752424","0.107489","0.004493"
"Solanum fusiforme L.B.Sm. & Downs","9","2.647527","0.28832","0.096107","0.024463"
"Cestrum pacayense Francey","7","4.410012","0.067026","0.025333","0.031453"
"Hydrocera triflora (L.) Wight & Arn.","22","4.017371","0.430821","0.091851","0.010008"
"Oldenlandia goreensis (DC.) Summerh.","121","4.22953","0.393614","0.035783","0.00182"
"Decaryochloa diadelpha A.Camus","3","4.259247","0.418729","0.241753","0.073389"
"Acritochaete volkensii Pilg.","12","4.0396","0.396412","0.114434","0.018347"
"Greslania rivularis Balansa","1","3.637586",NA,NA,"0.220168"
"Carphalea madagascariensis Lam.","6","4.526973","0.341093","0.139251","0.036695"
"Setaria orthosticha K.Schum. ex R.A.W.Herrm.","25","4.577608","0.205589","0.041118","0.008807"
"Galium araucanum Phil.","2","4.419638","0.262382","0.185532","0.110084"
"Bouteloua reflexa Swallen","14","4.674218","0.113151","0.030241","0.015726"
"Salvia dorisiana Standl.","3","4.372006","0.070881","0.040923","0.073389"
"Cardamine breweri S.Watson","64","3.795575","0.617956","0.077244","0.00344"
"Solanum infundibuliforme Phil.","9","4.674469","0.162754","0.054251","0.024463"
"Solanum microphyllum Hawkes","2","3.924272","0.263895","0.186602","0.110084"
"Alloteropsis papillosa Clayton","13","4.254621","0.186387","0.051694","0.016936"
"Poa laetevirens R.E.Fr.","12","4.768609","0.294773","0.085094","0.018347"
"Salvia littae Vis.","9","4.527964","0.088597","0.029532","0.024463"
"Dissanthelium peruvianum (Nees & Meyen) Pilg.","11","4.612921","0.253231","0.076352","0.020015"
"Solanum cacosmum Bohs","12","3.933289","0.405735","0.117126","0.018347"
"Stipa speciosa Trin. & Rupr.","57","4.091852","0.433529","0.057422","0.003863"
"Achimenes dulcis C.V.Morton","3","4.674622","0.062592","0.036138","0.073389"
"Panicum chloroleucum Griseb.","10","4.720007","0.111741","0.035336","0.022017"
"Muhlenbergia gypsophila C.Reeder & Reeder","9","4.09105","0.141751","0.04725","0.024463"
"Pearcea reticulata (Fritsch) L.P.Kvist & L.E.Skog","14","3.473837","0.55575","0.14853","0.015726"
"Mesosetum chaseae Luces","22","4.210015","0.247091","0.05268","0.010008"
"Briza erecta Lam.","17","3.26317","0.306966","0.07445","0.012951"
"Solanum albicans (Ochoa) C.Ochoa","8","4.05455","0.346617","0.122548","0.027521"
"Grewia similis K.Schum.","37","4.100936","0.422877","0.069521","0.00595"
"Stipa capillacea Keng","39","4.634287","0.217213","0.034782","0.005645"
"Brayopsis diapensioides (Wedd.) Gilg & Muschl.","2","4.181788","0.032392","0.022905","0.110084"
"Croton poilanei Gagnep.","10","4.381469","0.098932","0.031285","0.022017"
"Brachiaria leersioides (Hochst.) Stapf","34","4.245829","0.348922","0.05984","0.006476"
"Besleria emendata C.V.Morton","5","3.399631","0.597153","0.267055","0.044034"
"Lupinus truncatus Nutt. ex Hook. & Arn.","24","4.442674","0.134155","0.027384","0.009174"
"Aristida scribneriana Hitchc.","20","4.572766","0.157872","0.035301","0.011008"
"Nassella nidulans (Mez) Barkworth","4","4.442587","0.192353","0.096176","0.055042"
"Panicum missionum Ekman","13","2.882891","0.308939","0.085684","0.016936"
"Solanum bahamense L.","44","3.89154","0.391671","0.059047","0.005004"
"Croton elegans Kunth","3","4.053591","0.568188","0.328043","0.073389"
"Croton redolens Pittier","5","3.906118","0.319531","0.142899","0.044034"
"Chamaecrista brevicalyx (Benth.) H.S.Irwin & Barneby","17","4.320753","0.266006","0.064516","0.012951"
"Salvia leucodermis Baker","5","4.531387","0.155109","0.069367","0.044034"
"Hypericum irazuense Kuntze, 1891","1","4.060443",NA,NA,"0.220168"
"Paspalum equitans Mez","13","3.224497","0.388247","0.10768","0.016936"
"Solanum glutinosum Dunal","13","4.258516","0.250046","0.06935","0.016936"
"Glossoloma purpureum (L.P.Kvist & L.E.Skog) J.L.Clark","2","3.630964","0.58278","0.412088","0.110084"
"Phlox glaberrima L.","75","2.903187","0.291353","0.033643","0.002936"
"Streptocarpus cyaneus S.Moore","2","4.316064","0.075496","0.053384","0.110084"
"Streptocarpus thompsonii R.Br.","11","4.314862","0.298308","0.089943","0.020015"
"Stipa mucronata Kunth","25","4.280975","0.255945","0.051189","0.008807"
"Paraboea umbellata (Drake) B.L.Burtt","4","4.384429","0.043804","0.021902","0.055042"
"Paraboea rufescens (Franch.) B.L.Burtt","23","4.343307","0.103229","0.021525","0.009573"
"Anagallis filiformis Cham. & Schltdl.","13","3.133415","0.52308","0.145076","0.016936"
"Bromus orcuttianus Vasey","48","4.225004","0.335091","0.048366","0.004587"
"Triplasis americana P.Beauv.","30","3.325368","0.411048","0.075047","0.007339"
"Neurolepis asymmetrica L.G.Clark","5","3.422267","0.701645","0.313785","0.044034"
"Nassella chilensis (Trin.) É.Desv.","16","4.576474","0.295816","0.073954","0.01376"
"Panicum micranthum Kunth","31","4.013762","0.350283","0.062913","0.007102"
"Galium bigeminum Griseb.","10","3.765805","0.66092","0.209001","0.022017"
"Alloteropsis paniculata (Benth.) Stapf","39","4.173414","0.40328","0.064576","0.005645"
"Besleria lutea L.","6","3.768526","0.138558","0.056566","0.036695"
"Distichlis eludens (Soderstr. & H.F.Decker) H.L.Bell & Columbus","2","4.474228","0.240647","0.170163","0.110084"
"Reederochloa eludens Soderstr. & H.F.Decker","3","4.501157","0.231476","0.133643","0.073389"
"Gaoligongshania megalothyrsa (Hand.-Mazz.) D.Z.Li, Hsueh & N.H.Xia","1","3.828641",NA,NA,"0.220168"
"Lopezia langmaniae Miranda","2","4.412339","0.042868","0.030312","0.110084"
"Goetzea ekmanii O.E.Schulz","1","3.912023",NA,NA,"0.220168"
"Solanum stellativelutinum Bitter","1","4.356709",NA,NA,"0.220168"
"Echinochloa stagnina (Retz.) P.Beauv.","142","4.502549","0.425755","0.035729","0.00155"
"Aphanelytrum procumbens Hack.","7","3.858319","0.321637","0.121567","0.031453"
"Calamagrostis rubescens Buckley","97","3.626736","0.487908","0.04954","0.00227"
"Kohleria warszewiczii (Regel) Hanst.","11","3.487527","0.267192","0.080561","0.020015"
"Hedyotis tenelliflora Blume","76","4.060794","0.395867","0.045409","0.002897"
"Setaria globulifera (Steud.) Griseb.","23","3.352071","0.481624","0.100426","0.009573"
"Solanum comptum C.V.Morton","27","3.854312","0.446708","0.085969","0.008154"
"Primula heucherifolia Franch.","8","4.41746","0.101483","0.03588","0.027521"
"Streptocarpus hildebrandtii Vatke","3","4.615121","0.22648","0.130758","0.073389"
"Bromus ayacuchensis Saarela & P.M.Peterson","1","4.70953",NA,NA,"0.220168"
"Paradrymonia fuquaiana Wiehler","5","3.028156","0.621008","0.277723","0.044034"
"Solanum circaeifolium Bitter","5","4.221923","0.091778","0.041044","0.044034"
"Lupinus albifrons Benth.","45","4.422391","0.16909","0.025206","0.004893"
"Bakeridesia integerrima (Hook.fil.) D.M.Bates","6","4.121629","0.48632","0.198539","0.036695"
"Oreobambos buchwaldii K.Schum.","5","4.213002","0.448788","0.200704","0.044034"
"Ctenium aromaticum (Walter) Alph.Wood","38","3.244581","0.446778","0.072477","0.005794"
"Hibiscus mechowii Garcke","15","4.281116","0.374565","0.096712","0.014678"
"Nierembergia linariifolia Graham","56","3.692697","0.740749","0.098987","0.003932"
"Nierembergia angustifolia Kunth","15","4.500235","0.136839","0.035332","0.014678"
"Nierembergia hippomanica Miers","6","3.829893","0.598022","0.244141","0.036695"
"Festuca vaginalis (Benth.) Laegaard","4","3.379044","0.243813","0.121906","0.055042"
"Lomatium dissectum (Nutt. ex Torr. & Gray) Mathias & Constance","54","3.802007","0.528129","0.071869","0.004077"
"Lycium stenophyllum J.Rémy","4","4.804177","0.181676","0.090838","0.055042"
"Grewia villosa Willd.","93","4.507449","0.354118","0.03672","0.002367"
"Mostacillastrum orbignyanum (E.Fourn.) Al-Shehbaz","25","4.312532","0.446452","0.08929","0.008807"
"Ludwigia adscendens (L.) Hara","84","4.306931","0.453866","0.049521","0.002621"
"Impatiens columbaria Bos","1","4.094345",NA,NA,"0.220168"
"Solanum savanillense Bitter","3","3.650503","0.200106","0.115531","0.073389"
"Chusquea juergensii Hack.","13","2.76084","0.525805","0.145832","0.016936"
"Cestrum violaceum Urb.","2","4.005843","0.077216","0.0546","0.110084"
"Lefebvrea abyssinica A.Rich.","40","4.413299","0.243172","0.038449","0.005504"
"Eragrostis unioloides (Retz.) Nees","12","4.203315","0.634404","0.183137","0.018347"
"Pennisetum stramineum Peter","4","4.247635","0.145495","0.072748","0.055042"
"Oenothera latifolia (Rydb.) Munz","32","3.99249","0.40699","0.071946","0.00688"
"Houstonia micrantha (Shinners) Terrell","32","2.850965","0.20878","0.036907","0.00688"
"Salvia durifolia Epling","8","3.174095","0.600844","0.21243","0.027521"
"Salvia ovalifolia A.St.-Hil. ex Benth.","8","2.641595","0.374185","0.132294","0.027521"
"Croton manampetsae Leandri","9","4.325278","0.453083","0.151028","0.024463"
"Lepidium quitense Turcz.","1","3.78419",NA,NA,"0.220168"
"Bromus pectinatus Thunb.","16","4.356995","0.336189","0.084047","0.01376"
"Solanum macrocarpon L.","57","4.058848","0.538445","0.071319","0.003863"
"Chusquea subulata L.G.Clark","5","3.483354","0.3845","0.171954","0.044034"
"Oenothera arizonica (Munz) W.L.Wagner","11","4.041794","0.192014","0.057894","0.020015"
"Myrrhidendron donnell-smithii J.M.Coult. & Rose","8","4.275809","0.227734","0.080516","0.027521"
"Solanum berthaultii Hawkes","15","4.555972","0.134214","0.034654","0.014678"
"Eragrostis exasperata Peter","29","4.194836","0.429827","0.079817","0.007592"
"Osmorhiza occidentalis (Nutt. ex Torr. & Gray) Torr.","125","3.533793","0.550565","0.049244","0.001761"
"Festuca kingii (S.Watson) Cassidy","14","3.604206","0.511945","0.136823","0.015726"
"Sinningia tubiflora (Hook.) Fritsch","19","3.778498","0.281395","0.064556","0.011588"
"Lepidium auriculatum Regel & Körn.","45","3.716719","0.59561","0.088788","0.004893"
"Nicotiana noctiflora Hook.","30","4.261197","0.397428","0.07256","0.007339"
"Nolana humifusa (Gouan) I.M.Johnst.","6","4.740557","0.276772","0.112992","0.036695"
"Nolana aticoana Ferreyra","2","4.568885","0.624729","0.44175","0.110084"
"Nolana plicata I.M.Johnst.","2","4.442651","0","0","0.110084"
"Nolana spathulata Ruiz & Pav.","7","4.475151","0.239238","0.090423","0.031453"
"Nolana coronata Ruiz & Pav.","2","4.282992","0.048785","0.034496","0.110084"
"Nolana tomentella Ferreyra","1","4.442651",NA,NA,"0.220168"
"Nolana willeana Ferreyra","1","5.153292",NA,NA,"0.220168"
"Impatiens tinctoria A.Rich.","11","4.2324","0.32974","0.09942","0.020015"
"Pennisetum lanatum Klotzsch","17","4.03223","0.366795","0.088961","0.012951"
"Menonvillea litoralis (Barnéoud) Rollins","4","4.691601","0.157132","0.078566","0.055042"
"Catabrosa werdermannii (Pilg.) Nicora & Rúgolo","11","4.760212","0.200763","0.060532","0.020015"
"Drymonia chiribogana Wiehler","4","4.127422","0.364392","0.182196","0.055042"
"Festuca thurberi Vasey","41","3.506626","0.559076","0.087313","0.00537"
"Briza juergensii Hack.","5","2.736515","0.165795","0.074146","0.044034"
"Linanthus pungens (Torr.) J.M.Porter & L.A.Johnson","122","3.560931","0.504326","0.04566","0.001805"
"Poa colensoi Hook.f.","33","2.704305","0.235779","0.041044","0.006672"
"Panicum caricoides Nees ex Trin.","24","4.060087","0.220011","0.04491","0.009174"
"Lycianthes beckneriana D' Arcy","5","3.775735","0.37411","0.167307","0.044034"
"Epithema tenue C.B.Clarke","26","4.173697","0.215499","0.042263","0.008468"
"Mathiasella bupleuroides Constance & C.L.Hitchc.","1","4.077537",NA,NA,"0.220168"
"Rorippa dubia (Pers.) H.Hara","102","4.220735","0.26137","0.025879","0.002159"
"Seymeria pectinata Pursh","35","3.429328","0.427406","0.072245","0.006291"
"Digitaria catamarcensis Rúgolo","3","4.303436","0.446912","0.258025","0.073389"
"Cymopterus ripleyi Barneby","7","3.283244","0.533565","0.201669","0.031453"
"Muhlenbergia straminea Hitchc.","13","4.183844","0.283749","0.078698","0.016936"
"Aschersoniodoxa cachensis (Speg.) Al-Shehbaz","5","4.494112","0.192536","0.086105","0.044034"
"Xylonagra arborea (Kellogg) Donn.Sm. & Rose","5","4.432332","0.089304","0.039938","0.044034"
"Nassella meyeniana (Trin. & Rupr.) Parodi","14","4.489455","0.299445","0.08003","0.015726"
"Setaria vaginata Spreng.","16","3.158336","0.600479","0.15012","0.01376"
"Oldenlandia rosulata K.Schum.","17","4.365771","0.315123","0.076429","0.012951"
"Eustachys paspaloides (Vahl) Lanza & Mattei","68","4.0783","0.435001","0.052752","0.003238"
"Phlox carolina L.","37","2.964157","0.301096","0.0495","0.00595"
"Streptocarpus thysanotus Hilliard & B.L.Burtt","1","4.189655",NA,NA,"0.220168"
"Elymus spicatus (Pursh) Gould","62","3.580546","0.438775","0.055724","0.003551"
"Oenothera tubifera Moc. & Sessé ex Ser.","5","4.4122","0.151511","0.067758","0.044034"
"Navarretia peninsularis Greene","7","4.329893","0.205608","0.077713","0.031453"
"Solanum spegazzinii Bitter","15","4.628188","0.284532","0.073466","0.014678"
"Croton discolor Willd.","7","3.73115","0.283667","0.107216","0.031453"
"Solanum adscendens Sendtn.","55","4.221587","0.721207","0.097248","0.004003"
"Danthonia sericea Nutt.","52","2.863187","0.25919","0.035943","0.004234"
"Physalis glutinosa Schltdl.","22","4.504884","0.162058","0.034551","0.010008"
"Chusquea serpens L.G.Clark","19","3.593435","0.455998","0.104613","0.011588"
"Streptocarpus goetzei Engl.","5","4.481833","0.184605","0.082558","0.044034"
"Echinochloa haploclada (Stapf) Stapf","40","4.342729","0.330119","0.052196","0.005504"
"Croton bracteatus Lam.","1","3.806662",NA,NA,"0.220168"
"Oryza longistaminata A.Chev. & Roehr.","221","4.523719","0.326141","0.021939","0.000996"
"Thelepogon elegans Roth","43","4.609891","0.192638","0.029377","0.00512"
"Sorghum almum Parodi","65","4.200058","0.442817","0.054925","0.003387"
"Schwenckia lateriflora (Vahl) Carvalho","5","4.390828","0.096364","0.043095","0.044034"
"Aulonemia laxa (F.Maek.) McClure","8","4.363194","0.295874","0.104607","0.027521"
"Stipa melanosperma J.Presl","7","2.878392","0.167481","0.063302","0.031453"
"Fuchsia triphylla L.","1","4.043051",NA,NA,"0.220168"
"Nicotiana paniculata L.","16","4.594604","0.288173","0.072043","0.01376"
"Cryptotaenia japonica Hassk.","154","3.968121","0.362515","0.029212","0.00143"
"Munroa argentina Griseb.","20","4.543691","0.352695","0.078865","0.011008"
"Lithodraba mendocinensis (Hauman) Boelcke","5","3.894419","0.230714","0.103178","0.044034"
"Solanum conditum C.V.Morton","16","4.080711","0.28176","0.07044","0.01376"
"Iochroma fuchsioides (Kunth) Miers","10","3.577246","0.388678","0.122911","0.022017"
"Schizachyrium semitectum (Swallen) Reeder","14","4.644932","0.183618","0.049074","0.015726"
"Hygroryza aristata Nees","2","3.747771","0.805702","0.569717","0.110084"
"Lycium gilliesianum Miers","36","3.682722","0.553847","0.092308","0.006116"
"Peyritschia deyeuxioides (Kunth) Finot","38","4.383257","0.294404","0.047759","0.005794"
"Festuca chimborazensis E.B.Alexeev","4","3.538327","0.572126","0.286063","0.055042"
"Heracleum bivittatum (C.B.Clarke) Boiss.","13","4.320231","0.276219","0.076609","0.016936"
"Paradrymonia densa (C.H.Wright) Wiehler","6","3.82595","0.181806","0.074222","0.036695"
"Salvia tehuacana Fernald","5","4.503681","0.111587","0.049903","0.044034"
"Croton tonduzii Pax","2","3.960768","0.013469","0.009524","0.110084"
"Hypericum ruscoides Cuatrec.","12","3.586231","0.355195","0.102536","0.018347"
"Setaria homonyma (Steud.) Chiov.","77","4.419903","0.285973","0.03259","0.002859"
"Salvia striata Benth.","6","3.742478","0.655563","0.267632","0.036695"
"Oenothera elongata Rusby","8","4.363064","0.196455","0.069457","0.027521"
"Oryza punctata Kotschy ex Steud.","76","4.265601","0.391322","0.044888","0.002897"
"Gasteranthus mutabilis L.E.Skog & L.P.Kvist","1","2.944439",NA,NA,"0.220168"
"Oenothera magellanica Phil.","4","3.834054","0.530823","0.265412","0.055042"
"Eleusine multiflora Hochst. ex A.Rich.","13","4.163497","0.1915","0.053113","0.016936"
"Sorghum arundinaceum (Desv.) Stapf","192","4.301951","0.428754","0.030943","0.001147"
"Croton acapulcensis M.J.Martinez Gordillo & J.Jiménez Ram.","2","4.704186","0.057624","0.040746","0.110084"
"Heracleum scabridum Franch.","13","4.483708","0.155963","0.043256","0.016936"
"Aristida hordeacea Kunth","72","4.697208","0.24826","0.029258","0.003058"
"Brachiaria platynota (K.Schum.) Robyns","11","4.08681","0.46505","0.140218","0.020015"
"Drymonia rhodoloma Wiehler","3","4.533779","0.133459","0.077053","0.073389"
"Streptocarpus macropodus B.L.Burtt","3","3.975453","0.497519","0.287243","0.073389"
"Grewia lepidopetala Garcke","6","4.39044","0.14083","0.057494","0.036695"
"Coelorachis rugosa (Nutt.) Nash","38","3.289726","0.502239","0.081474","0.005794"
"Corallodiscus lanuginosus (Wall. ex A.DC.) B.L.Burtt","37","4.512115","0.238682","0.039239","0.00595"
"Eriastrum wilcoxii (A.Nelson) Mason","53","3.665872","0.361639","0.049675","0.004154"
"Croton draconoides Müll.Arg.","15","3.815364","0.422191","0.109009","0.014678"
"Oenanthe sarmentosa C.Presl ex DC.","62","4.114889","0.28687","0.036433","0.003551"
"Nolana villosa (Phil.) I.M.Johnst.","1","4.844187",NA,NA,"0.220168"
"Hedyotis hedyotidea (DC.) Merr.","57","4.218917","0.185054","0.024511","0.003863"
"Agathisanthemum quadricostatum Bremek.","7","4.501938","0.134486","0.050831","0.031453"
"Agathisanthemum globosum (Hochst. ex A.Rich.) Klotzsch","20","4.419927","0.144302","0.032267","0.011008"
"Streptanthus longisiliquus G.Clifton & R.Buck","5","4.371715","0.083686","0.037426","0.044034"
"Salvia nitida (M.Martens & Galeotti) Benth.","6","4.575606","0.137747","0.056235","0.036695"
"Mesosetum comatum Swallen","1","2.772589",NA,NA,"0.220168"
"Giliastrum foetidum (Gillies ex Benth.) J.M.Porter","2","3.880234","0.072962","0.051592","0.110084"
"Sporobolus pellucidus Hochst.","24","4.456106","0.33491","0.068363","0.009174"
"Corytoplectus congestus (Linden ex Hanst.) Wiehler","10","3.723091","0.341407","0.107962","0.022017"
"Bromus pseudolaevipes Wagnon","20","4.487723","0.122166","0.027317","0.011008"
"Dendrocalamus fugongensis Hsueh & D.Z.Li","2","4.212539","0.239692","0.169488","0.110084"
"Salvia tepicensis Fernald","3","4.787193","0.029882","0.017252","0.073389"
"Hypericum cuatrecasii Gleason","2","3.610918","0","0","0.110084"
"Dictyophragmus punensis (Romanczuk) Al-Shehbaz","1","4.65396",NA,NA,"0.220168"
"Poa polycolea Stapf","40","4.536917","0.221371","0.035002","0.005504"
"Guadua longifolia (E.Fourn.) R.W.Pohl","11","4.149987","0.169064","0.050975","0.020015"
"Lupinus semperflorens Hartw. ex Benth.","7","4.233532","0.370209","0.139926","0.031453"
"Ehrharta setacea Nees","2","3.915213","0.54992","0.388852","0.110084"
"Streptocarpus ibityensis Humbert","2","4.579839","0.007252","0.005128","0.110084"
"Aristida venesuelae Henrard","6","4.074447","0.217384","0.088747","0.036695"
"Agrostis thurberiana Hitchc.","66","3.745388","0.501471","0.061727","0.003336"
"Hypericum prostratum Cuatrec.","5","3.534633","0.092137","0.041205","0.044034"
"Phlox bifida Beck","16","3.155982","0.284044","0.071011","0.01376"
"Stenotaphrum micranthum (Desv.) C.E.Hubb.","3","3.911281","0.429062","0.247719","0.073389"
"Osmorhiza mexicana Griseb.","20","4.334167","0.181128","0.040501","0.011008"
"Glyceria arkansana Fernald","6","2.848902","0.359477","0.146756","0.036695"
"Conioselinum scopulorum (A.Gray) J.M.Coult. & Rose","44","3.581665","0.587718","0.088602","0.005004"
"Eriochloa montevidensis Griseb.","40","3.79469","0.475386","0.075165","0.005504"
"Deprea bitteriana (Werderm.) N.W.Sawyer & Benítez","7","3.621284","0.309118","0.116836","0.031453"
"Chaerophyllum daucoides (d'Urv.) K.F.Chung","9","3.199545","0.537522","0.179174","0.024463"
"Androsace delavayi Franch.","15","4.492195","0.27115","0.070011","0.014678"
"Lomatium orientale J.M.Coult. & Rose","80","3.918354","0.409189","0.045749","0.002752"
"Draba cuzcoensis O.E.Schulz","3","4.563778","0.109557","0.063253","0.073389"
"Dentella repens (L.) J.R.Forst. & G.Forst.","86","4.39946","0.402656","0.04342","0.00256"
"Lupinus arboreus Sims","28","4.302135","0.351889","0.066501","0.007863"
"Datura metel L.","16","4.166592","0.380203","0.095051","0.01376"
"Iochroma cardenasianum Hunz.","1","4.615121",NA,NA,"0.220168"
"Zizania palustris L.","98","3.392","0.670398","0.06772","0.002247"
"Oenothera perennis L.","173","2.955282","0.510744","0.038831","0.001273"
"Cardamine diphylla (Michx.) A.W.Wood","131","2.759249","0.344951","0.030139","0.001681"
"Danthonia compressa Austin","96","2.633723","0.314548","0.032103","0.002293"
"Draba arabisans Michx.","52","2.953136","0.487734","0.067637","0.004234"
"Poa saltuensis Fernald & Wiegand","145","2.954727","0.522696","0.043408","0.001518"
"Cakile edentula var. lacustris Fernald","37","2.897774","0.377372","0.06204","0.00595"
"Cakile edentula subsp. edentula","5","2.190246","0.130164","0.058211","0.044034"
"Croton pycnocephalus Baill.","10","2.642788","0.420943","0.133114","0.022017"
"Oenothera villosa Thunb.","52","3.641186","0.504755","0.069997","0.004234"
"Hypericum kalmianum L.","37","3.107264","0.388635","0.063891","0.00595"
"Torreyochloa pallida (Torr.) Church","83","3.141683","0.610717","0.067035","0.002653"
"Draba ramosissima Desv.","10","2.685031","0.199596","0.063118","0.022017"
"Lupinus perennis L.","104","2.987224","0.539629","0.052915","0.002117"
"Primula mistassinica Michx.","170","3.545552","0.523523","0.040152","0.001295"
"Croton sutup Lundell","4","4.140555","0.166254","0.083127","0.055042"
"Houstonia canadensis Willd.","12","2.727455","0.373965","0.107954","0.018347"
"Phlox subulata L.","73","2.754214","0.389056","0.045536","0.003016"
"Lysimachia quadrifolia L.","112","2.786379","0.426846","0.040333","0.001966"
"Croton perspeciosus Croizat","7","4.028637","0.317044","0.119831","0.031453"
"Glyceria canadensis (Michx.) Trin.","256","3.030571","0.55952","0.03497","0.00086"
"Croton leptostachyus Kunth","16","3.668253","0.222851","0.055713","0.01376"
"Croton rosmarinoides Millsp.","6","4.028916","0.075231","0.030713","0.036695"
"Calamovilfa longifolia Hack.","21","3.615185","0.399305","0.087135","0.010484"
"Croton guianensis Aubl.","5","4.084103","0.324413","0.145082","0.044034"
"Muhlenbergia brevis Goodd.","41","4.319644","0.324143","0.050623","0.00537"
"Cardamine pensylvanica Muhl.","262","3.295514","0.63459","0.039205","0.00084"
"Croton cerinus Müll.Arg.","5","3.987815","0.054103","0.024196","0.044034"
"Muhlenbergia brevivaginata Swallen","9","4.630295","0.05205","0.01735","0.024463"
"Muhlenbergia appressa Goodd.","25","4.17707","0.297474","0.059495","0.008807"
"Arabis pycnocarpa M.Hopkins","94","3.508722","0.48034","0.049543","0.002342"
"Apium insulare P.S.Short","2","2.86505","0.660656","0.467154","0.110084"
"Poa lowanensis N.G.Walsh","6","3.066683","0.431047","0.175974","0.036695"
"Galium ciliare Hook.f.","26","3.067313","0.484848","0.095087","0.008468"
"Poa orthoclada N.G.Walsh","3","2.81185","0.566282","0.326943","0.073389"
"Anisopogon avenaceus R.Br.","16","2.97888","0.456819","0.114205","0.01376"
"Salvia minarum Briq.","15","4.026754","0.294996","0.076168","0.014678"
"Sinningia canescens (Mart.) Wiehler","6","3.67876","0.409997","0.167381","0.036695"
"Lupinus magnistipulatus Planchuelo & D.B.Dunn","5","2.832652","0.246979","0.110452","0.044034"
"Chamaecrista latifolia (Benth.) Rando","4","4.424056","0.045698","0.022849","0.055042"
"Brachiaria humidicola (Rendle) Schweick.","60","4.253599","0.445217","0.057477","0.003669"
"Brachiaria dictyoneura (Fig. & De Not.) Stapf","23","4.293937","0.447312","0.093271","0.009573"
"Hypericum canadense L.","141","2.789025","0.396846","0.03342","0.001561"
"Calamagrostis pickeringii A.Gray","27","2.736968","0.379196","0.072976","0.008154"
"Festuca matthewsii subsp. aquilonia Connor","2","2.673554","0.048785","0.034496","0.110084"
"Rytidosperma clavatum (Zotov) Connor & Edgar","17","2.743961","0.242968","0.058928","0.012951"
"Gingidia enysii (Kirk) J.W.Dawson","4","2.702452","0.122398","0.061199","0.055042"
"Epilobium rotundifolium G.Forst.","31","2.842418","0.221853","0.039846","0.007102"
"Poa breviglumis Hook.f.","26","2.665049","0.278411","0.054601","0.008468"
"Ehrharta thomsonii Petrie","1","1.94591",NA,NA,"0.220168"
"Cardamine debilis Banks ex DC.","41","2.803785","0.269517","0.042091","0.00537"
"Aciphylla crenulata J.B.Armstr.","13","2.609603","0.196974","0.054631","0.016936"
"Aciphylla scott-thomsonii Cockayne & Allan","12","2.598097","0.222986","0.064371","0.018347"
"Rytidosperma buchananii (Hook.f.) Connor & Edgar","19","2.769441","0.334412","0.076719","0.011588"
"Cardamine corymbosa Hook.f.","38","2.654462","0.284178","0.0461","0.005794"
"Aciphylla aurea W.R.B.Oliv.","15","2.664123","0.280557","0.07244","0.014678"
"Epilobium pubens A.Rich.","32","2.795915","0.297344","0.052563","0.00688"
"Epilobium pycnostachyum Hausskn.","14","2.597135","0.259068","0.069239","0.015726"
"Rytidosperma thomsonii (Buchanan) Connor & Edgar","12","2.683627","0.32177","0.092887","0.018347"
"Chionochloa oreophila (Petrie) Zotov","9","2.518883","0.21657","0.07219","0.024463"
"Deschampsia tenella Petrie","18","2.651066","0.281989","0.066465","0.012232"
