"species","n","mean","sd","se"
"Draba fladnizensis Wulfen",230,-58.0391304347826,49.9877997266463,3.29609790477698
"Draba lactea Adams",305,-87.872131147541,58.0901073286702,3.32622986965104
"Draba cinerea Adams",272,-95.9375,55.7109016837877,3.37796959030379
"Draba incana L.",206,28.9805825242718,33.6760696920367,2.34632295460273
"Draba nemorosa L.",652,45.1211656441718,49.259016779906,1.92913198244967
"Thlaspi arvense L.",613,65.7765089722675,46.0838320671023,1.86130844626002
"Androsace septentrionalis L.",705,4.57872340425532,70.3681257829772,2.65021693912211
"Lysimachia thyrsiflora L.",714,50.1666666666667,38.0411154011428,1.42365296348951
"Epilobium obscurum Schreb.",188,86.2606382978723,23.7865090873726,1.7348094728971
"Epilobium ciliatum Raf.",530,70.0377358490566,46.9609749354356,2.03985440050455
"Epilobium lactiflorum Hausskn.",307,17.8306188925081,39.1840467146514,2.23635166841169
"Epilobium anagallidifolium Lam.",416,1.70432692307692,42.6305685960554,2.09013558795041
"Aethusa cynapium L.",243,82.4238683127572,22.3559984706331,1.4341379705581
"Conium maculatum L.",416,100.961538461538,41.4211803283792,2.03084044971588
"Cicuta virosa L.",534,37.3483146067416,49.9330736604922,2.16081542608069
"Carum carvi L.",567,48.7795414462081,37.6922033788033,1.58292375406956
"Galium odoratum (L.) Scop.",403,68.0521091811414,31.1070973691587,1.54955489225294
"Polemonium caeruleum L.",397,35.5994962216625,34.9871303863986,1.7559537389083
"Hyoscyamus niger L.",480,76.7854166666667,38.6255212696762,1.76300577456644
"Solanum nigrum L.",807,126.018587360595,57.790937507983,2.03433734877943
"Solanum chenopodium Raf.",2,218,18.3847763108502,13
"Solanum dulcamara L.",826,90.9782082324455,40.998855974404,1.42653264556897
"Linaria vulgaris Mill.",567,61.5908289241623,36.0072890223526,1.51216400220271
"Centaurea jacea L.",478,71.3305439330544,32.4520537820347,1.48432239071066
"Poa compressa L.",423,80.3120567375886,28.6200311199137,1.3915535319919
"Poa glauca Vahl",951,-33.7381703470032,65.6612663553307,2.12921244490222
"Poa bulbosa L.",467,101.10278372591,41.5542219435397,1.92290006785285
"Glyceria maxima (Hartm.) Holmb.",279,71.673835125448,25.3133825183337,1.51547257084153
"Trisetum spicatum (L.) K.Richt.",1194,-15.3006700167504,74.7208779765462,2.16241877212806
"Agrostis clavata Trin.",263,30.8136882129278,67.4683378023411,4.16027593310646
"Alopecurus pratensis L.",589,44.6281833616299,48.5739420245367,2.00145441336189
"Scolochloa festucacea (Willd.) Link",191,41.282722513089,31.1820404605881,2.25625326184824
"Leersia oryzoides (L.) Sw.",670,108.744776119403,45.3577929603811,1.752324418882
"Erysimum cheiranthoides L.",528,43.8219696969697,48.7440604108331,2.12131294452019
"Puccinellia phryganodes (Trin.) Scribn. & Merr.",99,-59.5353535353535,55.9521138429656,5.62339902558689
"Chaenorhinum minus (L.) Lange",280,76.3178571428571,31.6142016267317,1.88930991227678
"Cynosurus cristatus L.",331,85.5528700906344,31.8470694514693,1.75047324860988
"Centaurea solstitialis L.",180,120.194444444444,38.8436339948295,2.89523353685201
"Primula veris L.",349,72.2091690544413,25.9188460845293,1.3874040221881
"Cardamine hirsuta L.",492,119.221544715447,46.3611267834529,2.09012101248033
"Danthonia decumbens (L.) DC.",259,81.6833976833977,30.9933750491639,1.92583462018864
"Arctium lappa L.",394,93.0710659898477,41.2854523464513,2.0799310410835
"Cardamine bulbifera (L.) Crantz",176,77.0965909090909,24.2884285152469,1.83080918482825
"Draba nivalis Lilj.",310,-59.4096774193548,50.6469144016388,2.87655144025089
"Drabella muralis (L.) Fourr.",13,103.307692307692,30.1230382912719,8.35462762553432
"Raphanus sativus L.",264,101.67803030303,53.5086657483999,3.29323072364265
"Helictochloa pratensis (L.) Romero Zarco",48,78.7916666666667,30.4525849326131,4.39545202709103
"Helictotrichon pratense (L.) Pilg.",24,81.4166666666667,36.1697888186869,7.38312722583393
"Phleum pratense L.",621,60.4251207729469,39.6378722475871,1.59061302167684
"Centaurea montana L.",144,74.9444444444444,32.4068925108021,2.70057437590018
"Galium aparine L.",564,99.3439716312057,51.3542578929568,2.16240434697495
"Lathraea squamaria L.",187,75.807486631016,22.8982167590795,1.67448344776005
"Glyceria notata Chevall.",307,76.9413680781759,34.7943042736444,1.98581583418983
"Ligusticum scoticum L.",133,46.9774436090226,38.6227806394678,3.34901981432257
"Melampyrum arvense L.",201,86.0248756218905,25.4101235358952,1.7922919234469
"Draba alpina L.",232,-88.1077586206897,59.174417736341,3.88499085475502
"Galium mollugo L.",432,70.0162037037037,37.0247577097613,1.78135448586761
"Lolium perenne L.",613,96.9592169657423,39.0167548311721,1.57587188511521
"Cakile maritima Scop.",147,121.197278911565,51.8141620583141,4.27356005888608
"Primula nutans Georgi",179,-9.59776536312849,47.4188270997678,3.54424954315029
"Oenanthe aquatica (L.) Poir.",242,75.0743801652893,27.7611822751744,1.78455638550287
"Solanum melongena L.",270,190.903703703704,60.7115030561092,3.69478441376387
"Seseli libanotis (L.) W.D.J.Koch",179,63.2569832402235,30.1089947711466,2.25045192994395
"Libanotis pyrenaica (L.) Bourg",8,79.125,28.930643664757,10.2285271597206
"Libanotis sibirica (L.) Koch",3,82.6666666666667,4.04145188432738,2.33333333333333
"Crambe maritima L.",47,89.9148936170213,22.8176417133323,3.32829511451722
"Carduus nutans L.",255,81.6745098039216,32.3112315808994,2.02340780908368
"Carduus acanthoides L.",272,85.8713235294118,37.7510047921569,2.28899088575384
"Cardamine parviflora L.",221,102.085972850679,53.7328140184814,3.61446021350961
"Sium latifolium L.",224,75.6964285714286,24.8903746359821,1.66305810921952
"Solanum rostratum Dunal",556,142.357913669065,48.520744614873,2.05773792210822
"Rorippa sylvestris (L.) Besser",264,86.3371212121212,35.8874982845828,2.20872283568377
"Galium spurium L.",260,100.203846153846,43.1739856318945,2.67753692450517
"Agrostis vinealis Schreb.",434,26.2396313364055,57.7526196548696,2.77221445571574
"Setaria viridis (L.) P.Beauv.",1203,111.436408977556,58.0592952775474,1.67393637353632
"Solanum americanum Mill.",1188,201.315656565657,53.6921756813005,1.55776801429372
"Solanum ptychanthum Dunal",202,132.653465346535,48.5886246015253,3.4186836971455
"Centaurea diffusa Lam.",137,95.6788321167883,33.6947661991333,2.87873815272054
"Eragrostis australasica (Steud.) C.E.Hubb.",144,203.361111111111,30.1702885177837,2.51419070981531
"Perotis rara R.Br.",268,241.936567164179,27.8098089585999,1.69875445406358
"Aristida anthoxanthoides (Domin) Henrard",110,222.754545454545,24.1752722112646,2.30502176382693
"Poa fordeana F.Muell.",74,183.175675675676,25.0240203005625,2.90898327181778
"Rytidosperma caespitosum (Gaudich.) Connor & Edgar",221,168.651583710407,23.9719696109,1.61252917757588
"Alyogyne hakeifolia (Giord.) Alefeld",63,179.333333333333,21.6168990047288,2.72347328013867
"Setaria verticillata (L.) P.Beauv.",472,188.207627118644,59.0747062485205,2.71913375660937
"Thyridolepis mitchelliana (Nees) S.T.Blake",152,207.184210526316,22.9365439213218,1.86039937537249
"Solanum elaeagnifolium Cav.",571,174.947460595447,38.0700283599787,1.59318110186641
"Vulpia muralis (Kunth) Nees",235,157.021276595745,27.3355919655479,1.7831774032661
"Aristida contorta F.Muell.",382,219.227748691099,32.0114475039205,1.63784813756281
"Sida platycalyx F.Muell. ex Benth.",132,240.742424242424,18.4356198586966,1.60461474554611
"Lepidium phlebopetalum (F.Muell.) F.Muell.",235,214.093617021277,27.2019937386393,1.77446241587384
"Rytidosperma tenuius (Steud.) O.E.Erikss., A.Hansen & Sunding",91,156.087912087912,34.9022916635851,3.65875431177821
"Lepidium oxytrichum Sprague",210,213.542857142857,22.757943487883,1.57044730024477
"Bromus arenarius Labill.",157,182.611464968153,23.3511789856443,1.86362696852987
"Solanum quadriloculatum F.Muell.",158,235.607594936709,29.8923408896051,2.37810695357893
"Nicotiana velutina Wheeler",182,207.494505494505,27.1365988522498,2.01149853557366
"Tragus australianus S.T.Blake",325,217.289230769231,30.8906280639328,1.71350374485841
"Solanum petrophilum F.Muell.",71,195.633802816901,24.7249090344244,2.93430685425664
"Rytidosperma setaceum (R.Br.) Connor & Edgar",183,164.344262295082,23.6823427843404,1.7506491532222
"Solanum diversiflorum F.Muell.",74,259.743243243243,23.3179693251122,2.7106588743451
"Solanum ellipticum R.Br.",246,214.894308943089,23.9703262161416,1.52829217999435
"Poa helmsii Vickery",15,116.733333333333,32.5740182763298,8.41057535355209
"Solanum chippendalei Symon",75,252.586666666667,13.8905892052306,1.60394708336848
"Solanum simile F.Muell.",85,165.729411764706,16.4174618385818,1.78072375643193
"Sporobolus actinocladus (F.Muell.) F.Muell.",238,233.600840336134,24.1298421460083,1.56410535277685
"Eragrostis dielsii Pilg.",310,215.264516129032,30.1619313459188,1.71308258516621
"Rytidosperma racemosum (R.Br.) Connor & Edgar",72,148.736111111111,19.8827500121039,2.34320456036593
"Solanum sturtianum F.Muell.",111,220.369369369369,31.478976513317,2.98785222557199
"Lepidium leptopetalum (F.Muell.) F.Muell.",32,174.5,14.3998207874153,2.54555273166309
"Paspalidium constrictum (Domin) C.E.Hubb.",237,204.362869198312,29.3068795973372,1.90368639908091
"Solanum chenopodinum F.Muell.",67,222.641791044776,28.6450067003792,3.49954455216796
"Asperula conferta Hook.f.",136,163.066176470588,32.1271091726419,2.7548768839135
"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.",377,190.53050397878,36.1938449570814,1.86407785266293
"Echinochloa esculenta (A.Braun) H.Scholz",106,156.452830188679,46.8828595088148,4.55366586277937
"Solanum nemophilum F.Muell.",22,195.454545454545,22.4832790201482,4.79345119311866
"Eriachne mucronata R.Br.",288,232.131944444444,25.9939007929923,1.53170529335127
"Themeda triandra Forssk.",751,205.073235685752,46.5675562602303,1.69927426196493
"Solanum centrale J.M.Black",135,234.614814814815,24.4213587655967,2.10185590646473
"Grammosolen truncatus (Ising) Haegi",16,179.5,12.7017059221718,3.17542648054294
"Sacciolepis indica (L.) Chase",348,212.646551724138,47.3484698395238,2.53814440101713
"Enneapogon polyphyllus (Domin) N.T.Burb.",336,232.625,29.0798565969898,1.58643623874008
"Nicotiana goodspeedii Wheeler",77,177.883116883117,15.3013363932818,1.74374911598123
"Dichelachne crinita (L.f.) Hook.f.",135,144.296296296296,31.4759026696102,2.70901437436102
"Aristida latifolia Domin",234,244.303418803419,24.4325696635582,1.59720704463716
"Panicum laevinode Lindl.",240,232.575,32.0867450050783,2.07119048397787
"Poa labillardierei Steud.",121,152.132231404959,29.8922905748735,2.71748096135214
"Solanum pseudocapsicum L.",419,175.64200477327,38.4086033996294,1.87638306356065
"Solanum capsicastrum Link ex Schauer",12,199.833333333333,44.1728697759431,12.7516091280095
"Rytidosperma semiannulare (Labill.) Connor & Edgar",60,139.783333333333,23.5423107506512,3.03929924895039
"Solanum esuriale Lindl.",235,214.229787234043,32.643345383367,2.12941705919497
"Bothriochloa ewartiana (Domin) C.E.Hubb.",212,235.853773584906,26.8880835654992,1.84668116102823
"Nicotiana maritima Wheeler",20,164.5,9.38363637290722,2.09824488059601
"Hypericum gramineum G.Forst.",304,192.5,50.723738917483,2.90920594710328
"Poa clelandii Vickery",48,139.125,19.3683499225774,2.79558051038973
"Chloris truncata R.Br.",181,180.303867403315,27.0195697898165,2.00834880588874
"Solanum nummularium S.Moore",52,204.480769230769,18.5223663255709,2.56859005883744
"Solanum aviculare G.Forst.",124,159.112903225806,33.7569528345419,3.03146385467575
"Vulpia myuros (L.) C.C.Gmel.",737,132.985074626866,39.0313564688717,1.43773849430944
"Solanum echinatum R.Br.",66,265.742424242424,17.3021213515396,2.12974391426636
"Hainardia cylindrica (Willd.) Greuter",182,158.351648351648,25.5612680178877,1.89472724512505
"Rytidosperma geniculatum (J.M.Black) Connor & Edgar",37,142.351351351351,10.2908163379248,1.69179978450027
"Rytidosperma fulvum (Vickery) A.M.Humphreys & H.P.Linder",74,154.891891891892,19.1858734900758,2.23031249045895
"Iseilema membranaceum (Lindl.) Domin",224,229.982142857143,28.574026947831,1.9091824821291
"Panicum paludosum Roxb.",60,235.133333333333,33.7098620919737,4.35192448283876
"Solanum curvicuspe Domin",4,145,15.0775771705315,7.53878858526576
"Solanum brownii Dunal",24,161.708333333333,24.413964583137,4.98347965225549
"Triodia basedowii E.Pritz.",172,234.790697674419,22.9973892640164,1.75353449207245
"Solanum linnaeanum Hepper & P.-M.L.Jaeger",137,169.839416058394,26.4911843207383,2.26329461864089
"Bothriochloa macra (Steud.) S.T.Blake",91,165.945054945055,25.255302034034,2.647475016911
"Distichlis distichophylla (Labill.) Fassett",59,154.033898305085,26.1751172323528,3.4077100072754
"Rytidosperma nivicola (Vickery) Connor & Edgar",10,72.4,34.0006535884892,10.7519507274003
"Triraphis mollis R.Br.",283,220.957597173145,28.5608403216661,1.69776573181941
"Lepidium pseudohyssopifolium Hewson",63,172.587301587302,21.9872653176677,2.77013504956878
"Solanum mauritianum Scop.",223,193.42600896861,33.2163620505587,2.22433212415259
"Enneapogon cylindricus N.T.Burb.",156,219.737179487179,26.5060217575693,2.12218016437852
"Enteropogon ramosus B.K.Simon",241,220.360995850622,29.7769201284734,1.91810004145644
"Eragrostis parviflora (R.Br.) Trin.",242,203.074380165289,31.9069355457597,2.05105549920807
"Rytidosperma duttonianum (Cashmore) Connor & Edgar",45,150.2,16.2195168631105,2.41786281787462
"Solanum linearifolium Geras. ex Symon",39,143.692307692308,30.1785509803114,4.83243565298997
"Sporobolus virginicus (L.) Kunth",450,229.244444444444,40.0372630194868,1.88737467874856
"Triodia scariosa N.T.Burb.",146,179.616438356164,21.5944629793181,1.78717047228895
"Aristida behriana F.Muell.",56,162.089285714286,17.5585014743848,2.34635345508261
"Solanum triflorum Nutt.",356,107.154494382022,41.614613590068,2.2055701091378
"Triodia irritans R.Br.",72,186.263888888889,23.1291493760735,2.72579639448303
"Solanum capsiciforme (Domin) Baylis",30,168.533333333333,7.1232176637428,1.30051566548373
"Arthraxon hispidus (Thunb.) Makino",228,159.776315789474,50.9768709800146,3.37602575374797
"Nicotiana excelsior (J.M.Black) J.M.Black",26,207.307692307692,20.9413833941681,4.10694317571119
"Diplotaxis muralis (L.) DC.",210,129.057142857143,35.9746930112297,2.48248966549637
"Amphipogon strictus R.Br.",79,166.164556962025,28.0788406418139,3.15911638781347
"Solanum vicinum A.R.Bean",12,143.916666666667,19.6026822530783,5.65880693782673
"Aristida inaequiglumis Domin",173,251.919075144509,20.3251000529622,1.54528874186653
"Panicum decompositum R.Br.",279,230.093189964158,37.8984622730952,2.26892158763653
"Solanum laciniatum Aiton",110,132.027272727273,30.7921290702223,2.93591431116787
"Lycium australe F.Muell.",118,186.85593220339,20.3307166974325,1.8715941755338
"Rytidosperma carphoides (F.Muell. ex Benth.) Connor & Edgar",45,145.422222222222,19.04359697795,2.83885182525372
"Zygochloa paradoxa (R.Br.) S.T.Blake",83,223.759036144578,18.7594466358697,2.05911677780233
"Solanum dioicum W.Fitzg.",56,270.125,15.3161382505216,2.0467050650684
"Rytidosperma pilosum (R.Br.) Connor & Edgar",87,140.827586206897,24.772080541174,2.65584580622041
"Solanum gabrielae Domin",18,248.722222222222,21.3673900951222,5.03634214417305
"Elytrophorus spicatus (Willd.) A.Camus",244,253.684426229508,26.7694547399987,1.71373873120715
"Rytidosperma auriculatum (J.M.Black) Connor & Edgar",44,147.704545454545,20.0064867915902,3.01609136640481
"Rytidosperma laeve (Vickery) Connor & Edgar",61,133.950819672131,31.1621705649164,3.98990709106862
"Dichelachne micrantha (Cav.) Domin",104,156.173076923077,33.4447645801143,3.27952898502922
"Solanum cinereum R.Br.",49,163.204081632653,16.8695726974099,2.40993895677284
"Dactyloctenium radulans (R.Br.) P.Beauv.",385,228.571428571429,33.1406521870188,1.68900403095253
"Gingidia harveyana (F.Muell.) J.W.Dawson",8,93.625,21.8431911588028,7.72273429557174
"Epilobium gunnianum Hausskn.",39,115.333333333333,30.0213374411332,4.8072613392082
"Panicum queenslandicum Domin",75,197.306666666667,27.3964750806896,3.1634724525366
"Monachather paradoxus Steud.",184,211.038043478261,19.6942106407727,1.45187647090106
"Rytidosperma longifolium (R.Br.) Connor & Edgar",59,155.101694915254,24.9590664304123,3.24939367767341
"Solanum vescum F.Muell.",56,144.625,30.4604437978772,4.07044801931213
"Duboisia hopwoodii (F.Muell.) F.Muell.",171,216.748538011696,29.9497802343408,2.29031693724111
"Astrebla elymoides F.Muell. ex F.M.Bailey",124,237.596774193548,28.3238872885695,2.54356016551793
"Sporobolus australasicus Domin",199,253.904522613065,19.5175634358639,1.38356338872418
"Triodia rigidissima (Pilg.) Lazarides",22,206.227272727273,23.1350729787395,4.93241413200658
"Solanum prinophyllum Dunal",35,157.028571428571,28.1262758814242,4.75420834617074
"Vulpia bromoides (L.) Gray",554,134.507220216606,39.4780244480434,1.67726053847802
"Spinifex sericeus R.Br.",68,166.220588235294,34.0030049542312,4.123470029844
"Paspalidium basicladum Hughes",116,219.439655172414,28.5118705387632,2.64726072087797
"Vulpia ciliata Dumort.",168,141.380952380952,27.1228762018116,2.09257532927331
"Solanum coactiliferum J.M.Black",139,202.784172661871,24.4741101272487,2.07586692737008
"Poa costiniana Vickery",22,93.0454545454545,29.688024317539,6.3295080516821
"Eragrostis eriopoda Benth.",295,232.820338983051,26.6813827145103,1.55345016073645
"Epilobium hirtigerum A.Cunn.",110,153.072727272727,27.1251632019473,2.5862828340238
"Solanum stelligerum Sm.",54,193.925925925926,27.7154352825293,3.77159302451814
"Solanum clarkiae Symon",10,258.5,39.9534451302735,12.6343886982227
"Triodia pungens R.Br.",190,248.063157894737,21.7464029872756,1.57764988925899
"Echinopogon ovatus (G.Forst.) P.Beauv.",125,145.688,36.9939873056987,3.30884281497226
"Solanum pungetium R.Br.",20,153,25.8558758464971,5.78154960105625
"Enteropogon acicularis (Lindl.) Lazarides",209,209.344497607656,31.5199262503598,2.18027888873658
"Grammosolen dixonii (F.Muell. & Tate) Haegi",15,167.866666666667,9.27259145983216,2.39417282000767
"Ammophila arenaria (L.) Link",207,124.014492753623,40.4806651990787,2.81360072820884
"Chrysopogon oliganthus Veldkamp",53,265.056603773585,16.3194257703695,2.24164552713673
"Paspalidium albovillosum S.T.Blake",52,205.615384615385,22.6665114004087,3.14327958038702
"Triodia brizoides N.T.Burb.",53,241.11320754717,18.845179323757,2.58858445962543
"Anthocercis angustifolia F.Muell.",4,151.25,17.7270979012358,8.86354895061792
"Thyridolepis multiculmis (Pilg.) S.T.Blake",63,211.809523809524,16.5147608880341,2.08066429863973
"Galium migrans Ehrend. & McGill.",12,154.75,13.8899898553533,4.00969469101471
"Anthocercis littorea Labill.",27,187.851851851852,23.6995678371888,4.56098395682626
"Rytidosperma nudiflorum (P.Morris) Connor & Edgar",17,89.5882352941177,30.6819548422387,7.44146709499891
"Lepidium papillosum F.Muell.",62,184.58064516129,20.4198138967265,2.59331895820452
"Entolasia marginata (R.Br.) Hughes",54,175.851851851852,32.3818067995021,4.40660575600927
"Solanum torvum Sw.",552,229.865942028986,35.4625151579118,1.50938488126518
"Solanum symonii H.Eichler",42,176.333333333333,19.5094306984817,3.01037051262901
"Solanum acanthodapis A.R.Bean",1,198,NA,NA
"Urochloa mosambicensis (Hack.) Dandy",217,231.023041474654,29.1038120190455,1.97569549562383
"Urochloa trichopus (Hochst.) Stapf",75,234.706666666667,34.2284745273357,3.9523637964615
"Uranthoecium truncatum (Maiden & Betche) Stapf",67,239.134328358209,18.947211774078,2.31477033454035
"Nicotiana simulans N.T.Burb.",132,212.704545454545,22.5709191526368,1.96454634942829
"Rytidosperma erianthum (Lindl.) Connor & Edgar",71,150.69014084507,22.4350437290132,2.66254983983699
"Dichelachne rara (R.Br.) Vickery",81,135.148148148148,35.133712837925,3.90374587088056
"Lepidium foliosum Desv.",17,149.941176470588,20.0295737231078,4.85788518214527
"Solanum oligacanthum F.Muell.",36,211.222222222222,29.1097539972047,4.85162566620079
"Aristida obscura Henrard",78,211.897435897436,22.8692442158094,2.58943200138051
"Paspalidium jubiflorum (Trin.) Hughes",208,216.288461538462,36.8467706034314,2.55486386049867
"Chloris pectinata Benth.",188,238.271276595745,25.3496579830757,1.84881382308794
"Dichelachne inaequiglumis (Hack.) Edgar & Connor",55,124.163636363636,26.5097910887473,3.57457950119254
"Astrebla lappacea (Lindl.) Domin",138,222.398550724638,27.9990979664589,2.38344149993022
"Amphipogon caricinus F.Muell.",122,209.729508196721,31.349281796839,2.83823061537396
"Eriachne aristidea F.Muell.",204,240.475490196078,21.011242293453,1.47108120621046
"Solanum lucani F.Muell.",57,265.508771929825,23.9427313806281,3.17129224301585
"Glyceria australis C.E.Hubb.",60,139.05,25.9500334737382,3.35013491591044
"Yakirra australiensis (Domin) Lazarides & R.D.Webster",164,251.44512195122,20.4628207066714,1.59787784430647
"Nicotiana gossei Domin",24,216.75,15.7625036634137,3.21750758700951
"Anthocercis sylvicola T.D.Macfarl. & Ward.-Johnson",1,160,NA,NA
"Aristida hygrometrica R.Br.",104,261,16.3077204897808,1.59910355768479
"Bothriochloa bladhii (Retz.) S.T.Blake",236,233.805084745763,39.9146447767278,2.59822206783431
"Solanum hoplopetalum Bitter & Summerh.",49,184.142857142857,16.4759926357514,2.35371323367877
"Anthotroche walcottii F.Muell.",7,213.714285714286,9.6732325812744,3.65613825487706
"Sorghum intrans F.Muell. ex Benth.",20,271.2,12.3185781817973,2.75451782006445
