"species","n_bio_13","mean_bio_13","sd_bio_13","se_bio_13","within_sp_var_bio_13"
"Polemonium chinense (Brand) Brand","36","4.606558","0.367454","0.061242","0.006205"
"Draba subcapitata Simmons","157","3.356978","0.452183","0.036088","0.001423"
"Lysimachia barystachys Bunge","123","5.074112","0.381009","0.034354","0.001816"
"Galium paradoxum Maxim.","69","5.156338","0.475494","0.057243","0.003237"
"Phelipanche aegyptiaca (Pers.) Pomel","3","3.546533","0.649651","0.375076","0.074462"
"Cruciata pedemontana (Bellardi) Ehrend.","78","4.513115","0.374597","0.042415","0.002864"
"Draba supranivalis Rupr.","2","4.756111","0.242033","0.171143","0.111692"
"Draba pauciflora R.Br.","71","3.444869","0.455061","0.054006","0.003146"
"Calamagrostis inexpansa A.Gray","139","4.399802","0.499267","0.042347","0.001607"
"Poa pseudoabbreviata Roshev.","76","4.315324","0.542192","0.062194","0.002939"
"Diarrhena fauriei (Hack.) Ohwi","18","5.403852","0.454917","0.107225","0.01241"
"Panicum bisulcatum Thunb.","102","5.459109","0.326354","0.032314","0.00219"
"Microstegium vimineum (Trin.) A.Camus","86","5.434527","0.421877","0.045492","0.002597"
"Arthraxon lanceolatus Miq.","1","5.42495",NA,NA,"0.223385"
"Hordeum bogdanii Wilensky","41","3.346352","0.815797","0.127406","0.005448"
"Leymus paboanus (Claus) Pilg.","52","3.896692","0.344646","0.047794","0.004296"
"Leymus chinensis (Trin.) Tzvelev","107","4.437758","0.511116","0.049411","0.002088"
"Elymus dahuricus Griseb.","178","4.47638","0.721267","0.054061","0.001255"
"Elymus tangutorum (Nevski) Hand.-Mazz.","34","4.508581","0.535507","0.091839","0.00657"
"Leymus ramosus (K.Richt.) Tzvelev","49","3.96388","0.403802","0.057686","0.004559"
"Elymus pendulinus (Nevski) Tzvelev","27","4.526632","0.423286","0.081461","0.008274"
"Lithosciadium multicaule Turcz.","5","4.333284","0.416057","0.186066","0.044677"
"Primula serrata Georgi","40","4.306032","0.383738","0.060674","0.005585"
"Chrysopogon gryllus (L.) Trin.","62","4.656162","0.50314","0.063899","0.003603"
"Erysimum amurense Kitag.","22","4.654968","0.294381","0.062762","0.010154"
"Draba subamplexicaulis C.A.Mey.","22","4.238755","0.447405","0.095387","0.010154"
"Draba juvenilis Kom.","121","4.21521","0.555641","0.050513","0.001846"
"Draba glacialis Adams","30","3.771516","0.334844","0.061134","0.007446"
"Festuca pseudodalmatica Krajina","36","4.240987","0.284297","0.047383","0.006205"
"Bromus secalinus L.","28","4.515596","0.305517","0.057737","0.007978"
"Lolium temulentum L.","157","4.530495","0.340286","0.027158","0.001414"
"Peucedanum morisonii Besser","15","4.128463","0.330048","0.085218","0.014892"
"Glehnia littoralis (A.Gray) F.Schmidt","28","5.241408","0.315842","0.059689","0.007978"
"Ostericum grosseserratum (Maxim.) Kitag.","56","5.33951","0.38329","0.051219","0.003989"
"Lysimachia davurica Ledeb.","120","4.768433","0.566684","0.051731","0.001862"
"Primula modesta Bisset & Moore","3","5.416213","0.623102","0.359748","0.074462"
"Primula borealis Duby","55","3.927731","0.440767","0.059433","0.004062"
"Galium dahuricum Turcz. ex Ledeb.","35","4.995163","0.688904","0.116446","0.006382"
"Siphonostegia chinensis Benth.","186","5.211645","0.372369","0.027303","0.001201"
"Draba ochroleuca Bunge","19","4.001925","0.354456","0.081318","0.011757"
"Lepidium cartilagineum (J.Mayer) Thell.","21","4.043447","0.34464","0.075207","0.010637"
"Lepidium pinnatifidum Ledeb.","14","4.296918","0.893001","0.238665","0.015956"
"Elymus reflexiaristatus (Nevski) Melderis","10","4.461468","0.202167","0.063931","0.022338"
"Orobanche elatior Sutton","55","4.331982","0.369772","0.04986","0.004062"
"Orobanche ritro Gren.","1","4.077537",NA,NA,"0.223385"
"Phelipanche arenaria (Borkh.) Pomel","34","4.123221","0.419799","0.071995","0.00657"
"Calamagrostis canadensis (Michx.) P.Beauv.","811","4.510725","0.476462","0.016731","0.000275"
"Glyceria grandis S.Watson","436","4.418181","0.45225","0.021659","0.000512"
"Festuca saximontana Rydb.","322","4.257337","0.450705","0.025117","0.000694"
"Douglasia arctica Hook.","21","4.137483","0.256907","0.056062","0.010637"
"Capsicum baccatum L.","71","5.239175","0.346998","0.041181","0.003146"
"Solanum glaucophyllum Desf.","75","5.055909","0.332246","0.038364","0.002978"
"Chrysopogon nigritanus (Benth.) Veldkamp","52","5.313423","0.264125","0.036628","0.004296"
"Ehrharta calycina Sm.","40","3.977735","0.670686","0.106045","0.005585"
"Solanum incanum L.","158","4.72437","1.005199","0.079969","0.001396"
"Echinaria capitata (L.) Desf.","111","4.411189","0.426736","0.040504","0.002012"
"Lepidium graminifolium L.","84","4.39314","0.37353","0.040755","0.002659"
"Salvia verbenaca L.","206","4.428699","0.475588","0.033136","0.001084"
"Rostraria cristata (L.) Tzvelev","165","4.436857","0.53095","0.041334","0.001354"
"Lolium multiflorum Lam.","143","4.567527","0.383763","0.032092","0.001562"
"Phelipanche caesia (Rchb.) Soják","45","4.059836","0.360652","0.053763","0.004964"
"Alyssum strigosum Banks & Sol.","30","4.50396","0.320762","0.058563","0.007446"
"Oenanthe pimpinelloides L.","106","4.681154","0.347912","0.033792","0.002107"
"Heracleum trachyloma Fisch. & C.A.Mey.","4","4.49046","0.159827","0.079914","0.055846"
"Festuca hyperborea Holmen","18","3.293679","0.488274","0.115087","0.01241"
"Chardinia orientalis (L.) Kuntze","18","4.518401","0.414484","0.097695","0.01241"
"Lepidium ramosissimum A.Nelson","107","4.109076","0.410063","0.039642","0.002088"
"Croton longicolumellus B.W.van Ee & P.E.Berry","6","4.984726","0.303426","0.123873","0.037231"
"Tribolium hispidum (Thunb.) Desv.","23","4.136236","0.525922","0.109662","0.009712"
"Smyrnium creticum Mill.","17","4.732297","0.326479","0.079183","0.01314"
"Ferula tingitana L.","19","4.822357","0.558661","0.128166","0.011757"
"Dasispermum suffruticosum (Bergius) B.L.Burtt","16","4.487219","0.501034","0.125258","0.013962"
"Bupleurum dumosum Coss. & Balansa","3","3.543099","0.19387","0.111931","0.074462"
"Lysimachia clethroides Duby","171","5.384781","0.369453","0.028253","0.001306"
"Thysanolaena latifolia (Roxb. ex Hornem.) Honda","68","5.936556","0.384748","0.046658","0.003285"
"Pogonatherum crinitum (Thunb.) Kunth","181","5.671733","0.407121","0.030261","0.001234"
"Crambe koktebelica (Junge) N.Busch","3","4.014055","0.363656","0.209957","0.074462"
"Chaerophyllum villarsii W.D.J.Koch","19","4.738027","0.357413","0.081996","0.011757"
"Picnomon acarna (L.) Cass.","89","4.372962","0.414103","0.043895","0.00251"
"Eleusine indica (L.) Gaertn.","589","5.48297","0.452699","0.018653","0.000379"
"Sphenopus divaricatus (Gouan) Rchb.","55","4.130365","0.423862","0.057154","0.004062"
"Bromus rubens L.","112","4.318087","0.481196","0.045469","0.001995"
"Lepidium paniculatum (Regel & Schmalh.) Al-Shehbaz","3","4.230393","0.289941","0.167398","0.074462"
"Erysimum vitellinum Popov","1","4.49981",NA,NA,"0.223385"
"Diptychocarpus strictus (Fisch. ex M.Bieb.) Trautv.","16","3.448794","0.400098","0.100024","0.013962"
"Scandix stellata Banks & Sol.","55","4.202236","0.473036","0.063784","0.004062"
"Coriandrum sativum L.","32","4.321597","0.605828","0.107096","0.006981"
"Bunium scabrellum Korovin","1","4.143135",NA,NA,"0.223385"
"Heracleum chorodanum (Hoffm.) DC.","10","4.362856","0.319596","0.101065","0.022338"
"Leiotulus dasyanthus (K.Koch) Pimenov & Ostr.","4","4.275655","0.25928","0.12964","0.055846"
"Malabaila dasyantha Fisch. & C.A.Mey. ex K.Koch","1","4.290459",NA,NA,"0.223385"
"Hymenolaena badachschanica Pissjauk.","1","2.397895",NA,NA,"0.223385"
"Sium medium Fisch. & C.A.Mey.","5","3.890732","0.423477","0.189385","0.044677"
"Schulzia albiflora (H.Karst. & L.A.Kirchn.) Popov","15","3.680104","0.659757","0.170349","0.014892"
"Ferula tschimganica Lipsky ex Korovin","1","4.394449",NA,NA,"0.223385"
"Hyoscyamus pusillus L.","35","3.34986","0.711936","0.120339","0.006382"
"Lycium ruthenicum Murray","63","3.341364","0.834293","0.105111","0.003546"
"Cistanche salsa (C.A.Mey.) Beck","7","3.071581","0.365308","0.138073","0.031912"
"Torilis tenella (Delile) Rchb.fil.","9","4.47913","0.558423","0.186141","0.024821"
"Pimpinella nudicaulis Trautv.","2","4.06899","0.012088","0.008548","0.111692"
"Cyclorhiza waltonii (H.Wolff) M.L.Sheh & R.H.Shan","23","4.559538","0.363776","0.075853","0.009712"
"Diplotaenia cachrydifolia Boiss.","3","4.588134","0.250618","0.144694","0.074462"
"Leutea petiolaris (DC.) Pimenov","4","4.42216","0.609327","0.304663","0.055846"
"Lysimachia lobelioides Wall.","25","5.296604","0.430788","0.086158","0.008935"
"Salvia aerea H.Lév.","4","5.084004","0.257428","0.128714","0.055846"
"Bupleurum hamiltonii N.P.Balakr.","27","5.303176","0.518262","0.09974","0.008274"
"Smyrniopsis aucheri Boiss.","7","4.556705","0.263929","0.099756","0.031912"
"Sporobolus ioclados (Nees ex Trin.) Nees","125","4.64118","0.646524","0.057827","0.001787"
"Leiotulus secacul (Mill.) Pimenov & Ostr.","12","4.414139","0.537238","0.155087","0.018615"
"Malabaila aucheri Boiss.","1","4.465908",NA,NA,"0.223385"
"Malabaila secacul (Mill.) Boiss.","9","4.207305","0.449135","0.149712","0.024821"
"Galium debile Desv.","53","4.689693","0.341386","0.046893","0.004215"
"Salvia fruticosa Mill.","19","4.833872","0.321404","0.073735","0.011757"
"Peucedanum officinale L.","42","4.344415","0.251048","0.038738","0.005319"
"Galactites tomentosa Moench","103","4.592442","0.405391","0.039944","0.002169"
"Muhlenbergia huegelii Trin.","98","5.203479","0.681984","0.068891","0.002279"
"Leymus multicaulis (Kar. & Kir.) Tzvelev","10","3.288963","0.405532","0.12824","0.022338"
"Erysimum sisymbrioides C.A.Mey.","17","3.770051","0.95883","0.23255","0.01314"
"Erysimum griffithianum Boiss.","1","3.637586",NA,NA,"0.223385"
"Strigosella africana (L.) Botsch.","34","3.816643","0.492098","0.084394","0.00657"
"Chorispora sabulosa Cambess.","23","4.459157","0.864429","0.180246","0.009712"
"Parrya turkestanica (Korsh.) N.Busch","1","2.397895",NA,NA,"0.223385"
"Bupleurum thianschanicum Freyn","11","3.637208","0.834739","0.251683","0.020308"
"Galagania ferganensis (Korovin) M.G.Vassiljeva & Pimenov","4","3.884131","0.32051","0.160255","0.055846"
"Ferula fedoroviorum Pimenov","1","3.496508",NA,NA,"0.223385"
"Ferula foetidissima Regel & Schmalh.","8","4.068487","0.48908","0.172916","0.027923"
"Ferula kirialovii Pimenov","5","4.068351","0.362754","0.162229","0.044677"
"Ancathia igniaria (Spreng.) DC.","13","3.700355","0.263411","0.073057","0.017183"
"Tripogon chinensis (Franch.) Hack.","68","4.738949","0.515814","0.062552","0.003285"
"Arundinella hirta (Thunb.) Tanaka","178","5.337932","0.391821","0.029368","0.001255"
"Miscanthus sinensis Andersson","223","5.414439","0.436642","0.02924","0.001002"
"Glyceria alnasteretum Kom.","30","5.170513","0.440621","0.080446","0.007446"
"Cardamine umbellata Greene","132","4.751547","0.656943","0.05718","0.001692"
"Hansenia mongholica Turcz.","5","4.672961","0.219319","0.098082","0.044677"
"Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","52","3.967651","0.311922","0.043256","0.004296"
"Festuca viviparoidea Krajina ex Pavlick","53","4.205818","0.498796","0.068515","0.004215"
"Draba lonchocarpa Rydb.","117","4.49719","0.56872","0.052578","0.001909"
"Festuca sibirica Hack. ex Boiss.","42","4.409987","0.314552","0.048536","0.005319"
"Miscanthus sacchariflorus (Maxim.) Hack.","28","5.174911","0.401132","0.075807","0.007978"
"Sasa kurilensis (Rupr.) Makino & Shibata","43","5.237843","0.372607","0.056822","0.005195"
"Festuca brevissima Jurtzev","92","4.33275","0.470871","0.049092","0.002428"
"Festuca baffinensis Polunin","215","3.783758","0.605552","0.041298","0.001039"
"Puccinellia angustata (R.Br.) E.L.Rand & Redfield","118","3.36277","0.496704","0.045725","0.001893"
"Holcus mollis L.","237","4.563183","0.357559","0.023226","0.000943"
"Alyssum turkestanicum Regel & Schmalh.","24","4.06617","0.382051","0.077986","0.009308"
"Cardamine microphylla Adams","30","4.13834","0.491691","0.08977","0.007446"
"Oenanthe javanica (Blume) DC.","226","5.392729","0.407422","0.027101","0.000988"
"Oenanthe benghalensis (Roxb.) Kurz","2","5.050349","0.104107","0.073615","0.111692"
"Tetracme quadricornis (Stephan) Bunge","22","3.454918","0.709673","0.151303","0.010154"
"Draba borealis DC.","153","4.432771","0.548972","0.044382","0.00146"
"Chloris gayana Kunth","109","4.996066","0.519519","0.049761","0.002049"
"Hyparrhenia rufa (Nees) Stapf","319","5.489111","0.337792","0.018913","7e-04"
"Cenchrus ciliaris L.","249","4.426986","0.816601","0.05175","0.000894"
"Asterolinon linum-stellatum (L.) Duby","128","4.427692","0.473888","0.041886","0.001745"
"Phalaris aquatica L.","61","4.540686","0.33249","0.042571","0.003662"
"Polypogon monspeliensis (L.) Desf.","279","4.361825","0.854049","0.051131","0.000798"
"Avena eriantha Durieu","5","4.011368","0.529974","0.237012","0.044677"
"Bromus briziformis Fisch. & C.A.Mey.","5","4.310882","0.284704","0.127323","0.044677"
"Chaerophyllum crinitum Boiss.","7","4.29922","0.21274","0.080408","0.031912"
"Oryzopsis asperifolia Michx.","269","4.467561","0.328577","0.020034","0.00083"
"Draba glabella Pursh","208","4.012413","0.521995","0.036194","0.001074"
"Draba daurica DC.","5","4.021863","0.408779","0.182812","0.044677"
"Saccharum arundinaceum Retz.","79","5.498453","0.431657","0.048565","0.002828"
"Impatiens rothii Hook.fil.","10","5.556979","0.329467","0.104187","0.022338"
"Cardamine tangutorum O.E.Schulz","43","4.55271","0.357182","0.05447","0.005195"
"Pennisetum hordeoides (Lam.) Steud.","39","5.655934","0.33716","0.053989","0.005728"
"Thecocarpus meifolius Boiss.","3","4.291642","0.49539","0.286014","0.074462"
"Ferulago asparagifolia Boiss.","3","5.074389","0.143622","0.08292","0.074462"
"Azilia eryngioides (Pau) Hedge & Lamond","1","5.099866",NA,NA,"0.223385"
"Ligusticopsis wallichiana (DC.) Pimenov & Kljuykov","1","6.532334",NA,NA,"0.223385"
"Selinum candollei Edgew.","1","6.214608",NA,NA,"0.223385"
"Opopanax hispidus (Friv.) Griseb.","24","4.76713","0.423122","0.086369","0.009308"
"Panicum brevifolium L.","219","5.713436","0.333774","0.022554","0.00102"
"Festuca pulchella Schrad.","11","5.028517","0.258019","0.077796","0.020308"
"Centaurea behen L.","11","4.486247","0.42885","0.129303","0.020308"
"Ridolfia segetum (L.) Moris","53","4.460352","0.376461","0.051711","0.004215"
"Avena barbata Pott ex Link","152","4.523304","0.412943","0.033494","0.00147"
"Poa iberica Fisch., C.A.Mey. & Avé-Lall.","8","4.713685","0.274532","0.097062","0.027923"
"Seseli rigidum Waldst. & Kit.","8","4.543281","0.365822","0.129338","0.027923"
"Bromus danthoniae Trin.","35","4.034389","0.519142","0.087751","0.006382"
"Bromus pseudodanthoniae Drobow","2","4.412927","0.153954","0.108862","0.111692"
"Eremopyrum distans (K.Koch) Nevski","22","3.676677","0.467024","0.09957","0.010154"
"Alyssum dasycarpum Stephan","8","3.502744","0.505705","0.178794","0.027923"
"Chorispora songarica Schrenk","1","4.382027",NA,NA,"0.223385"
"Elaeosticta paniculata (Korovin) Kljuykov & Pimenov","1","4.276666",NA,NA,"0.223385"
"Cuminum setifolium (Boiss.) Koso-Pol.","9","3.743757","0.349471","0.11649","0.024821"
"Hyalolaena bupleuroides (Schrenk) Pimenov & Kljuykov","6","3.921601","0.180959","0.073876","0.037231"
"Ferula kelleri Koso-Pol.","6","4.064229","0.37945","0.15491","0.037231"
"Ferula kokanica Regel & Schmalh.","9","4.379568","0.520877","0.173626","0.024821"
"Linaria armeniaca Chav.","2","4.385918","0.096774","0.06843","0.111692"
"Ferula moschata (Reinsch) Koso-Pol.","2","4.644761","0.336641","0.238041","0.111692"
"Impatiens acaulis Arn.","3","6.577916","0.575052","0.332006","0.074462"
"Ammi majus L.","119","4.379616","0.606138","0.055565","0.001877"
"Elymus libanoticus (Hack.) Melderis","2","5.039896","0.118891","0.084069","0.111692"
"Microstegium nudum (Trin.) A.Camus","68","5.481813","0.595613","0.072229","0.003285"
"Scaligeria moreana Engstrand","4","5.00123","0.181502","0.090751","0.055846"
"Leymus akmolinensis (Drobow) Tzvelev","5","3.490275","0.548964","0.245504","0.044677"
"Bunium chaerophylloides (Regel & Schmalh.) Drude","5","4.213085","0.261765","0.117065","0.044677"
"Pimpinella puberula (DC.) Boiss.","12","3.885491","0.623743","0.180059","0.018615"
"Ferula diversivittata Regel & Schmalh.","5","3.854273","0.684923","0.306307","0.044677"
"Ferula penninervis Regel & Schmalh.","5","4.098714","0.277627","0.124159","0.044677"
"Cervaria cervariifolia (C.A.Mey.) Pimenov","4","4.290101","0.551946","0.275973","0.055846"
"Dipterocome pusilla Fisch. & C.A.Mey.","6","3.684707","0.642055","0.262118","0.037231"
"Brylkinia caudata (Munro ex A.Gray) F.Schmidt","46","5.354886","0.380771","0.056142","0.004856"
"Schizachne purpurascens (Torr.) Swallen","308","4.506071","0.338003","0.01926","0.000725"
"Puccinellia wrightii (Scribn. & Merr.) Tzvelev","12","4.34212","0.662898","0.191362","0.018615"
"Puccinellia pumila (Macoun ex Vasey) Hitchc.","51","4.962493","0.692898","0.097025","0.00438"
"Alfredia cernua (L.) Cass.","12","4.398873","0.42682","0.123212","0.018615"
"Saussurea maximowiczii Herder","37","5.433977","0.437947","0.071998","0.006037"
"Calamagrostis deschampsioides Trin.","66","4.358754","0.631364","0.077716","0.003385"
"Calamagrostis epigeios Steud.","130","4.773633","0.67336","0.059058","0.001718"
"Draba crassifolia Graham","152","4.308703","0.494368","0.040099","0.00147"
"Paspalidium distans (Trin.) Hughes","138","4.991239","0.609447","0.05188","0.001619"
"Aristida calycina R.Br.","39","4.728421","0.479582","0.076795","0.005728"
"Aristida caput-medusae Domin","60","4.562637","0.33602","0.04338","0.003723"
"Paspalidium aversum Vickery","63","4.542578","0.603614","0.076048","0.003546"
"Panicum pygmaeum R.Br.","27","5.125697","0.356625","0.068633","0.008274"
"Aciphylla simplicifolia F.Muell. ex Benth.","7","4.764526","0.13344","0.050436","0.031912"
"Pseudoraphis paradoxa (R.Br.) Pilg.","27","4.998094","0.502535","0.096713","0.008274"
"Brachypodium retusum (Pers.) P.Beauv.","97","4.505468","0.408549","0.041482","0.002303"
"Hemarthria altissima (Poir.) Stapf & C.E.Hubb.","124","5.026173","0.719616","0.064623","0.001801"
"Berteroa orbiculata DC.","6","4.209546","0.156822","0.064022","0.037231"
"Briza minor L.","131","4.681033","0.385234","0.033658","0.001705"
"Atractylis cancellata L.","104","4.272957","0.505924","0.04961","0.002148"
"Bupleurum praealtum L.","60","4.5228","0.312754","0.040376","0.003723"
"Brassica tournefortii Gouan","47","4.173207","0.629297","0.091792","0.004654"
"Sesleria tenerrima (Fritsch) Hayek","6","4.858556","0.433378","0.176926","0.037231"
"Athamanta cretensis L.","24","4.845662","0.404733","0.082616","0.009308"
"Salvia euphratica Montbret & Aucher ex Benth.","3","4.142955","0.299963","0.173184","0.074462"
"Aurinia corymbosa Griseb.","3","4.788185","0.25802","0.148968","0.074462"
"Phalaris coerulescens Desf.","87","4.581238","0.387521","0.041547","0.002568"
"Briza maxima L.","158","4.668406","0.388318","0.030893","0.001414"
"Brachiaria eruciformis (Sm.) Griseb.","81","4.80588","0.483227","0.053692","0.002758"
"Agrostis castellana Boiss. & Reut.","90","4.570471","0.385884","0.040676","0.002482"
"Bornmuellera tymphaea (Hausskn.) Hausskn.","3","4.630076","0.493497","0.284921","0.074462"
"Andropogon distachyos L.","71","4.844614","0.64082","0.076051","0.003146"
"Parapholis incurva (L.) C.E.Hubb.","120","4.374195","0.436642","0.03986","0.001862"
"Helictotrichon aetolicum (Rech.f.) Holub","5","5.128368","0.314163","0.140498","0.044677"
"Phalaris paradoxa L.","98","4.496721","0.421793","0.042608","0.002279"
"Hyparrhenia hirta (L.) Stapf","235","4.527318","0.71348","0.046542","0.000951"
"Helictotrichon convolutum (C.Presl) Henrard","18","4.778592","0.407889","0.09614","0.01241"
"Aurinia gionae (Quézel & Contandr.) Greuter & Burdet","4","4.884086","0.429455","0.214727","0.055846"
"Alopecurus gerardii (All.) Vill.","17","4.896094","0.340059","0.082476","0.01314"
"Arrhenatherum palaestinum Boiss.","24","4.763918","0.465238","0.094966","0.009308"
"Berteroa obliqua (Sm.) DC.","9","4.697687","0.361144","0.120381","0.024821"
"Hordeum marinum Huds.","128","4.442508","0.367773","0.032507","0.001745"
"Poa cenisia All.","41","4.865059","0.339198","0.052974","0.005448"
"Pedicularis tuberosa L.","24","4.857324","0.357406","0.072955","0.009308"
"Poa infirma Kunth","99","4.577717","0.452357","0.045464","0.002256"
"Erysimum krendlii Polatschek","1","4.663439",NA,NA,"0.223385"
"Androsace chamaejasme Wulfen","18","5.10367","0.29172","0.068759","0.01241"
"Cardamine resedifolia L.","40","4.928864","0.313867","0.049627","0.005585"
"Cardamine matthioli Moretti","15","4.513933","0.273667","0.070661","0.014892"
"Cardamine trifolia L.","21","4.929092","0.234972","0.051275","0.010637"
"Galium anisophyllon Vill.","35","4.921489","0.288512","0.048767","0.006382"
"Lepidium sativum L.","89","4.347926","0.756188","0.080156","0.002455"
"Soldanella minima Hoppe","8","5.073084","0.136831","0.048377","0.027923"
"Soldanella pusilla Baumg.","14","4.904805","0.339138","0.090638","0.015956"
"Erysimum sylvestre (Crantz) Scop.","12","4.589991","0.302371","0.087287","0.018615"
"Nasturtium officinale R.Br.","186","4.505818","0.484234","0.035506","0.001201"
"Braya linearis Rouy","37","4.305287","0.617987","0.101596","0.006037"
"Lamarckia aurea (L.) Moench","95","4.399073","0.513077","0.052641","0.002351"
"Vulpia fasciculata (Forssk.) Samp.","44","4.509239","0.352149","0.053088","0.005077"
"Lagurus ovatus L.","108","4.556558","0.449001","0.043205","0.002068"
"Aira cupaniana Guss.","87","4.522691","0.298184","0.031969","0.002568"
"Arabis armena N.Busch","1","4.488636",NA,NA,"0.223385"
"Arabis carduchorum Boiss.","6","4.654245","0.299829","0.122405","0.037231"
"Cantua quercifolia Juss.","10","4.905963","0.725022","0.229272","0.022338"
"Draba lasiocarpa Rochel","24","4.850638","0.358243","0.073126","0.009308"
"Andropogon gayanus Kunth","197","5.318479","0.398401","0.028385","0.001134"
"Erysimum rhodium Snogerup","1","5.293305",NA,NA,"0.223385"
"Enarthrocarpus arcuatus Labill.","8","4.976187","0.157322","0.055622","0.027923"
"Lepidium spinosum Ard.","13","4.692391","0.308798","0.085645","0.017183"
"Eruca vesicaria (L.) Cav.","120","4.303766","0.549224","0.050137","0.001862"
"Cardamine graeca L.","49","4.737615","0.407723","0.058246","0.004559"
"Erysimum naxense Snogerup","1","4.574711",NA,NA,"0.223385"
"Erysimum crassistylum C.Presl.","17","4.529458","0.254062","0.061619","0.01314"
"Androsace obtusifolia All.","22","4.882522","0.313731","0.066888","0.010154"
"Draba dubia Suter","20","4.930682","0.352861","0.078902","0.011169"
"Croton antisyphiliticus Mart.","61","5.577625","0.220092","0.02818","0.003662"
"Erysimum uncinatifolium Boiss. & A.Huet","3","4.806802","0.462502","0.267026","0.074462"
"Centaurea cyanus L.","58","4.598127","0.376636","0.049455","0.003851"
"Centaurea calcitrapa L.","167","4.425589","0.503959","0.038998","0.001338"
"Staehelina uniflosculosa Sibth. & Sm.","8","4.866013","0.276227","0.097661","0.027923"
"Carlina acanthifolia All.","20","4.729863","0.305389","0.068287","0.011169"
"Saccharum spontaneum L.","120","5.373295","0.724443","0.066132","0.001862"
"Lupinus angustifolius L.","113","4.585179","0.354006","0.033302","0.001977"
"Onopordum illyricum L.","43","4.583559","0.320568","0.048886","0.005195"
"Cardopatium corymbosum (L.) Pers.","15","4.399106","0.364989","0.09424","0.014892"
"Lupinus pilosus L.","10","4.780821","0.284899","0.090093","0.022338"
"Carduus pycnocephalus L.","150","4.467268","0.478579","0.039076","0.001489"
"Tozzia alpina L.","27","4.958778","0.3423","0.065876","0.008274"
"Arabis pubescens (Desf.) Poir.","7","4.685395","0.516338","0.195157","0.031912"
"Androsace alpina (L.) Lam.","17","4.879553","0.373561","0.090602","0.01314"
"Lepidium coronopus (L.) Al-Shehbaz","66","4.394193","0.321201","0.039537","0.003385"
"Primula clusiana Tausch","5","5.063754","0.293669","0.131333","0.044677"
"Sisymbrella aspera (L.) Spach","34","4.503016","0.399082","0.068442","0.00657"
"Bupleurum ranunculoides L.","40","4.768078","0.372522","0.058901","0.005585"
"Asperula hirsuta Desf.","38","4.378728","0.489439","0.079397","0.005879"
"Elymus semicostatus (Steud.) Melderis","20","4.420886","0.956221","0.213818","0.011169"
"Elymus nutans Griseb.","128","4.040161","0.949466","0.083922","0.001745"
"Primula hirsuta All.","14","4.844754","0.206793","0.055268","0.015956"
"Primula halleri J.F.Gmel.","13","4.802164","0.37188","0.103141","0.017183"
"Galium scabrum L.","26","4.656481","0.437341","0.08577","0.008592"
"Galium verrucosum Huds.","76","4.447241","0.43618","0.050033","0.002939"
"Misopates orontium (L.) Raf.","165","4.530874","0.515342","0.040119","0.001354"
"Lepidium heterophyllum Benth.","56","4.533693","0.372792","0.049816","0.003989"
"Asperula purpurea (L.) Ehrend.","17","4.788756","0.356115","0.086371","0.01314"
"Alyssoides utriculata (L.) Medik.","24","4.594599","0.363476","0.074194","0.009308"
"Carduus tenuiflorus Curtis","117","4.467452","0.415646","0.038426","0.001909"
"Cardamine pentaphyllos (L.) Crantz","15","4.964459","0.308821","0.079737","0.014892"
"Oenanthe crocata L.","70","4.643659","0.380634","0.045494","0.003191"
"Orobanche pubescens d'Urv.","27","4.819245","0.348483","0.067066","0.008274"
"Saussurea discolor (Willd.) DC.","19","4.959334","0.326447","0.074892","0.011757"
"Bupleurum fruticosum L.","61","4.469413","0.346001","0.044301","0.003662"
"Draba oxycarpa Boiss.","10","4.121163","0.465405","0.147174","0.022338"
"Dionysia haussknechtii Bornm. & Strauss","1","5.010635",NA,NA,"0.223385"
"Erysimum pusillum Bory & Chaub.","2","4.993685","0.23387","0.165371","0.111692"
"Festuca gigantea Krock.","26","4.497642","0.424345","0.083221","0.008592"
"Festuca paniculata (L.) Schinz & Thell.","50","4.682203","0.402489","0.056921","0.004468"
"Solanum physalifolium Rusby","151","4.502852","0.554889","0.045156","0.001479"
"Bupleurum tenuissimum L.","96","4.244019","0.310941","0.031735","0.002327"
"Bupleurum semicompositum L.","82","4.199845","0.555618","0.061358","0.002724"
"Asperula chlorantha Boiss. & Heldr.","4","5.10886","0.256143","0.128072","0.055846"
"Echinophora chrysantha Freyn & Sint.","1","4.110874",NA,NA,"0.223385"
"Grewia stolzii Ulbr.","15","5.474672","0.408143","0.105382","0.014892"
"Crucianella latifolia L.","59","4.606552","0.424526","0.055269","0.003786"
"Diplotaxis harra (Forssk.) Boiss.","50","3.315573","0.722073","0.102117","0.004468"
"Diplotaxis acris (Forssk.) Boiss.","9","2.297336","0.922853","0.307618","0.024821"
"Elymus tsukushiensis Honda","4","5.22883","0.283664","0.141832","0.055846"
"Solanum villosum Mill.","178","4.307752","0.76265","0.057163","0.001255"
"Bunium ferulaceum Sibth. & Sm.","25","4.83492","0.33538","0.067076","0.008935"
"Scaligeria napiformis (Willd. ex Spreng.) Grande","35","4.768232","0.438038","0.074042","0.006382"
"Pimpinella cretica Poir.","24","4.566815","0.75006","0.153105","0.009308"
"Daucus guttatus Sibth. & Sm.","25","4.605899","0.39406","0.078812","0.008935"
