"species","n","mean","sd","se"
"Poa annua L.",848,281.147405660377,80.3582046578646,2.75951207742711
"Lepidium ruderale L.",349,300.412607449857,69.4133997905341,3.71561410369349
"Agrostis stolonifera L.",747,300.912985274431,93.3828016616016,3.41669804004991
"Phippsia algida (Sol.) R.Br.",282,340.028368794326,96.613508428443,5.75325070334211
"Avena fatua L.",440,300.695454545455,71.0219124790703,3.38583682827341
"Cardamine bellidifolia L.",552,344.878623188406,103.671851312416,4.41256702427722
"Cardamine alpina Willd.",14,262.785714285714,21.5412969091342,5.75715376433946
"Arctagrostis latifolia (R.Br.) Griseb.",542,408.822878228782,91.1192571962493,3.91390722944873
"Festuca ovina L.",880,335.981818181818,94.1491307829214,3.17376655124397
"Raphanus raphanistrum L.",392,271.163265306122,60.21766891593,3.04145157412146
"Poa arctica R.Br.",657,359.572298325723,96.2015384478862,3.75317947399109
"Barbarea stricta Andrz. ex Besser",222,310.40990990991,68.8544171500843,4.62120589985114
"Rorippa amphibia (L.) Besser",220,301.590909090909,75.9989540248312,5.12384843508915
"Rorippa palustris (L.) Besser",1231,343.102355808286,88.0104904277891,2.50844980227067
"Cardamine flexuosa With.",261,244.670498084291,43.1307343048323,2.66972543085347
"Draba norvegica Gunnerus",110,254.681818181818,79.5306105535002,7.58294618626231
"Draba fladnizensis Wulfen",230,373.869565217391,88.5304597362974,5.83752564508665
"Draba lactea Adams",305,365.291803278689,98.7239477544549,5.65291680410902
"Draba cinerea Adams",272,429.283088235294,83.0679089595657,5.03673180499237
"Draba incana L.",206,244.330097087379,74.1356552707909,5.16527585633024
"Draba nemorosa L.",652,378.855828220859,73.2996338696631,2.87063521043524
"Thlaspi arvense L.",613,309.075040783034,71.9208959532095,2.90485762784168
"Androsace septentrionalis L.",705,383.29219858156,81.6377618372859,3.07465598786107
"Lysimachia thyrsiflora L.",714,337.949579831933,82.4164516800929,3.08435818554179
"Epilobium obscurum Schreb.",188,234.781914893617,44.3766124817004,3.23649710117429
"Epilobium ciliatum Raf.",530,323.037735849057,76.2914673295939,3.31388957676411
"Epilobium lactiflorum Hausskn.",307,277.061889250814,70.5484542176333,4.02641295429238
"Epilobium anagallidifolium Lam.",416,281.209134615385,72.7467103597473,3.56670091994263
"Aethusa cynapium L.",243,256.827160493827,49.2656293420258,3.16039159582388
"Conium maculatum L.",416,278.322115384615,60.4802633651606,2.9652888758287
"Cicuta virosa L.",534,346.539325842697,95.9052522019513,4.15022615689893
"Carum carvi L.",567,310.980599647266,72.8500903593412,3.05941622348255
"Galium odoratum (L.) Scop.",403,291.255583126551,65.9851233598969,3.28695311892442
"Polemonium caeruleum L.",397,325.639798488665,75.5448473930291,3.79148720601035
"Hyoscyamus niger L.",480,312.629166666667,73.4548842784215,3.35274142318525
"Solanum nigrum L.",807,271.707558859975,73.5979199853327,2.59076948523218
"Solanum chenopodium Raf.",2,289,7.07106781186548,5
"Solanum dulcamara L.",826,300.031476997579,76.7148137217401,2.66924975275229
"Linaria vulgaris Mill.",567,308.652557319224,74.3797028835538,3.12365391144059
"Centaurea jacea L.",478,286.922594142259,58.3885297885328,2.67062919061764
"Poa compressa L.",423,289.756501182033,54.4166373974353,2.6458274504403
"Poa glauca Vahl",951,369.933753943218,100.199878277573,3.24920367285873
"Poa bulbosa L.",467,298.929336188437,71.4561101838437,3.30659443720798
"Glyceria maxima (Hartm.) Holmb.",279,295.035842293907,64.5785908344406,3.86621910376107
"Trisetum spicatum (L.) K.Richt.",1194,339.003350083752,104.547995237262,3.02561417386413
"Agrostis clavata Trin.",263,391.38783269962,107.780000004686,6.64599951170206
"Alopecurus pratensis L.",589,328.874363327674,84.1699033144045,3.46816044651598
"Scolochloa festucacea (Willd.) Link",191,384.094240837696,67.9283021266937,4.91511943995067
"Leersia oryzoides (L.) Sw.",670,328.14776119403,60.8795567981314,2.35198247148538
"Erysimum cheiranthoides L.",528,332.801136363636,92.0560026657128,4.00622329017469
"Puccinellia phryganodes (Trin.) Scribn. & Merr.",99,330.727272727273,94.3080945496627,9.47832013074522
"Chaenorhinum minus (L.) Lange",280,276.221428571429,50.9756520497239,3.04637788546527
"Cynosurus cristatus L.",331,262.277945619335,50.9211044240669,2.79887702759686
"Centaurea solstitialis L.",180,260.455555555556,55.3225506085438,4.12349946164587
"Primula veris L.",349,275.550143266476,65.134572729347,3.48657374226776
"Cardamine hirsuta L.",492,237.95325203252,58.742350974035,2.64830970711321
"Danthonia decumbens (L.) DC.",259,249.517374517375,51.9230450179189,3.22634103328541
"Arctium lappa L.",394,292.751269035533,64.5363503772405,3.25129436154528
"Cardamine bulbifera (L.) Crantz",176,266.676136363636,45.5029380384374,3.42991300755198
"Draba nivalis Lilj.",310,347.206451612903,98.2254323327085,5.5788296717396
"Drabella muralis (L.) Fourr.",13,252.923076923077,45.8556821969054,12.7180779563326
"Raphanus sativus L.",264,273.306818181818,65.2246235119146,4.0142980783236
"Helictochloa pratensis (L.) Romero Zarco",48,258.3125,43.7157920976322,6.30983108385142
"Helictotrichon pratense (L.) Pilg.",24,265.208333333333,57.8325763221558,11.8050252083205
"Phleum pratense L.",621,299.906602254428,81.7523856111497,3.28061022786501
"Centaurea montana L.",144,263.854166666667,36.0498816715321,3.00415680596101
"Galium aparine L.",564,274.007092198582,65.1755379640314,2.74438522514764
"Lathraea squamaria L.",187,275.229946524064,49.2722910800451,3.60314677404022
"Glyceria notata Chevall.",307,295.335504885993,67.9352931993442,3.87727197746483
"Ligusticum scoticum L.",133,266.142857142857,75.928908422281,6.58387134680438
"Melampyrum arvense L.",201,288.318407960199,63.0417965278016,4.44662547967347
"Draba alpina L.",232,361.185344827586,98.911369442928,6.49384954541052
"Galium mollugo L.",432,289.018518518519,63.1128671113577,3.03651923467262
"Lolium perenne L.",613,258.588907014682,59.3656059588568,2.3977542411766
"Cakile maritima Scop.",147,207.850340136054,48.9554387454574,4.03777653399801
"Primula nutans Georgi",179,430.050279329609,100.362224514366,7.50142485886861
"Oenanthe aquatica (L.) Poir.",242,291.731404958678,65.7612789916331,4.22729511949857
"Solanum melongena L.",270,215.392592592593,103.400229109372,6.29273754826725
"Seseli libanotis (L.) W.D.J.Koch",179,308.111731843575,71.9380103526691,5.37689934403369
"Libanotis pyrenaica (L.) Bourg",8,275.25,16.377249027669,5.79023192232278
"Libanotis sibirica (L.) Koch",3,277.666666666667,10.4083299973307,6.00925212577332
"Crambe maritima L.",47,217.659574468085,40.289321379322,5.87680152045074
"Carduus nutans L.",255,287.647058823529,71.6923719927395,4.48955048273661
"Carduus acanthoides L.",272,304.466911764706,67.1589979410782,4.0721123856133
"Cardamine parviflora L.",221,318.493212669683,64.3401203766855,4.32798485398441
"Sium latifolium L.",224,289.013392857143,72.139220153818,4.8200043922258
"Solanum rostratum Dunal",556,301.852517985611,77.3489333419913,3.28032544916155
"Rorippa sylvestris (L.) Besser",264,284.473484848485,64.4690456684959,3.96779547667493
"Galium spurium L.",260,283.865384615385,66.240881603466,4.10808508432054
"Agrostis vinealis Schreb.",434,351.274193548387,113.499350101076,5.44814314822193
"Setaria viridis (L.) P.Beauv.",1203,326.961762261014,85.518572002175,2.4656284166557
"Solanum americanum Mill.",1188,175.10101010101,96.2098585482637,2.7913311093185
"Solanum ptychanthum Dunal",202,319.965346534653,58.0844623226569,4.08680850772006
"Centaurea diffusa Lam.",137,306.992700729927,54.8967609071209,4.69014680648449
"Eragrostis australasica (Steud.) C.E.Hubb.",144,272.8125,22.8745342724572,1.90621118937143
"Perotis rara R.Br.",268,219.059701492537,62.3316322378826,3.80751043816184
"Aristida anthoxanthoides (Domin) Henrard",110,275.518181818182,24.8572924408427,2.37004984122808
"Poa fordeana F.Muell.",74,254.22972972973,30.4525443961572,3.5400363797946
"Rytidosperma caespitosum (Gaudich.) Connor & Edgar",221,216.108597285068,50.8931766128891,3.42344553075399
"Alyogyne hakeifolia (Giord.) Alefeld",63,222.285714285714,40.6711550996878,5.12408390131001
"Setaria verticillata (L.) P.Beauv.",472,234.264830508475,67.5879531751671,3.11098770843796
"Thyridolepis mitchelliana (Nees) S.T.Blake",152,273.486842105263,19.45311457795,1.5778559461273
"Solanum elaeagnifolium Cav.",571,272.586690017513,68.7192669278054,2.87581181627348
"Vulpia muralis (Kunth) Nees",235,224.859574468085,50.5717889482366,3.29893976354686
"Aristida contorta F.Muell.",382,263.073298429319,32.4821755136518,1.66193267775558
"Sida platycalyx F.Muell. ex Benth.",132,271.583333333333,23.3934295161967,2.03613668747218
"Lepidium phlebopetalum (F.Muell.) F.Muell.",235,272.191489361702,27.4660927699195,1.79169033709087
"Rytidosperma tenuius (Steud.) O.E.Erikss., A.Hansen & Sunding",91,200.010989010989,47.6185058577241,4.9917757638006
"Lepidium oxytrichum Sprague",210,276.62380952381,20.0531925356696,1.38380175237268
"Bromus arenarius Labill.",157,239.745222929936,48.7510558016635,3.89075782392568
"Solanum quadriloculatum F.Muell.",158,261.936708860759,29.7770234904853,2.36893279389274
"Nicotiana velutina Wheeler",182,270.10989010989,31.6889058263936,2.34893797895523
"Tragus australianus S.T.Blake",325,255.258461538462,38.3315736001389,2.12625313976189
"Solanum petrophilum F.Muell.",71,266.295774647887,27.1611036837592,3.2234299668187
"Rytidosperma setaceum (R.Br.) Connor & Edgar",183,212.661202185792,51.4755353464745,3.80518106618879
"Solanum diversiflorum F.Muell.",74,232.824324324324,49.1375921455862,5.71212906048124
"Solanum ellipticum R.Br.",246,257.99593495935,37.6983189109822,2.40355702592775
"Poa helmsii Vickery",15,193,37.7813256970765,9.75509634816103
"Solanum chippendalei Symon",75,267.813333333333,21.381156981648,2.46888334778802
"Solanum simile F.Muell.",85,212.423529411765,52.9942441777066,5.74803282561177
"Sporobolus actinocladus (F.Muell.) F.Muell.",238,261.302521008403,36.7445405392486,2.38179479977544
"Eragrostis dielsii Pilg.",310,265.077419354839,34.5874503465355,1.96443517407476
"Rytidosperma racemosum (R.Br.) Connor & Edgar",72,191.041666666667,51.7973944366175,6.10438147565443
"Solanum sturtianum F.Muell.",111,272.963963963964,30.2008211591936,2.86653508815399
"Lepidium leptopetalum (F.Muell.) F.Muell.",32,249.9375,27.8590200832693,4.92482550452298
"Paspalidium constrictum (Domin) C.E.Hubb.",237,250.392405063291,41.3682565977456,2.68715702663797
"Solanum chenopodinum F.Muell.",67,277.268656716418,22.7453505668889,2.77878684044619
"Asperula conferta Hook.f.",136,213.014705882353,50.8598634294372,4.36119730934485
"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.",377,235.15649867374,55.9924901541765,2.88375995796011
"Echinochloa esculenta (A.Braun) H.Scholz",106,268.603773584906,75.1805039628003,7.30217606239622
"Solanum nemophilum F.Muell.",22,217.727272727273,20.7666899446063,4.42747317252491
"Eriachne mucronata R.Br.",288,257.246527777778,37.7118867076614,2.22219423519385
"Themeda triandra Forssk.",751,210.14913448735,65.7055177483841,2.39762839507775
"Solanum centrale J.M.Black",135,278.4,20.7368732080746,1.7847458797175
"Grammosolen truncatus (Ising) Haegi",16,236.125,26.805161194566,6.7012902986415
"Sacciolepis indica (L.) Chase",348,177.181034482759,78.2882355383657,4.19668993255078
"Enneapogon polyphyllus (Domin) N.T.Burb.",336,259.291666666667,34.4290495473854,1.87825863876522
"Nicotiana goodspeedii Wheeler",77,231.324675324675,40.0803277505383,4.56757725514256
"Dichelachne crinita (L.f.) Hook.f.",135,176.474074074074,49.7989734398824,4.28601321757533
"Aristida latifolia Domin",234,236.320512820513,45.0450876430042,2.94468949850225
"Panicum laevinode Lindl.",240,251.775,38.1204790172171,2.46066633971885
"Poa labillardierei Steud.",121,193.165289256198,51.2403400826988,4.6582127347908
"Solanum pseudocapsicum L.",419,196.73031026253,65.379724939442,3.19400857407396
"Solanum capsicastrum Link ex Schauer",12,208.916666666667,76.878248884292,22.1928388440865
"Rytidosperma semiannulare (Labill.) Connor & Edgar",60,174.566666666667,53.0472659934377,6.84837259181397
"Solanum esuriale Lindl.",235,257.659574468085,33.6695077474397,2.19635651095453
"Bothriochloa ewartiana (Domin) C.E.Hubb.",212,244.674528301887,45.2489973941886,3.10771390008926
"Nicotiana maritima Wheeler",20,191.75,48.7300566493887,10.8963719215449
"Hypericum gramineum G.Forst.",304,206.690789473684,58.0090733261061,3.32704853206496
"Poa clelandii Vickery",48,160.354166666667,41.890683259785,6.04639931414355
"Chloris truncata R.Br.",181,239.353591160221,38.2638043474905,2.84412617846366
"Solanum nummularium S.Moore",52,258.230769230769,35.2985115414764,4.89502281962887
"Solanum aviculare G.Forst.",124,174.314516129032,66.2091250724052,5.94575495277893
"Vulpia myuros (L.) C.C.Gmel.",737,247.453188602442,67.0040621234401,2.46812635033065
"Solanum echinatum R.Br.",66,194.80303030303,44.8701441587815,5.52313294496202
"Hainardia cylindrica (Willd.) Greuter",182,210.236263736264,57.1082543142853,4.23314544861724
"Rytidosperma geniculatum (J.M.Black) Connor & Edgar",37,166.324324324324,45.3094631114456,7.4488298508711
"Rytidosperma fulvum (Vickery) A.M.Humphreys & H.P.Linder",74,218.540540540541,41.262669848078,4.79668793810485
"Iseilema membranaceum (Lindl.) Domin",224,261.700892857143,29.6367363705417,1.98018774215552
"Panicum paludosum Roxb.",60,146.783333333333,47.3358328694693,6.11102974607707
"Solanum curvicuspe Domin",4,198.5,23.629078131263,11.8145390656315
"Solanum brownii Dunal",24,209.541666666667,34.6409900032577,7.07106247440285
"Triodia basedowii E.Pritz.",172,279.197674418605,24.1013065416833,1.83770739537727
"Solanum linnaeanum Hepper & P.-M.L.Jaeger",137,187.109489051095,55.4882974986243,4.74068518816155
"Bothriochloa macra (Steud.) S.T.Blake",91,221.703296703297,39.6623231530867,4.15774119505455
"Distichlis distichophylla (Labill.) Fassett",59,175.593220338983,57.6449054614327,7.50472746561647
"Rytidosperma nivicola (Vickery) Connor & Edgar",10,186.5,44.4703396783869,14.0627561705062
"Triraphis mollis R.Br.",283,262.664310954064,36.5232418735332,2.17108137468903
"Lepidium pseudohyssopifolium Hewson",63,225.190476190476,41.8957450849272,5.27836773745114
"Solanum mauritianum Scop.",223,153.659192825112,48.9846500435195,3.28025478877933
"Enneapogon cylindricus N.T.Burb.",156,276.365384615385,17.9145234065374,1.43430977969342
"Enteropogon ramosus B.K.Simon",241,260.03734439834,33.8984183443967,2.18358908010506
"Eragrostis parviflora (R.Br.) Trin.",242,245.731404958678,45.6150017782475,2.93224337102138
"Rytidosperma duttonianum (Cashmore) Connor & Edgar",45,220.222222222222,40.9744315446113,6.10810761821084
"Solanum linearifolium Geras. ex Symon",39,202.897435897436,41.5260190291612,6.6494847620145
"Sporobolus virginicus (L.) Kunth",450,141.375555555556,63.5696754181124,2.99670323773167
"Triodia scariosa N.T.Burb.",146,242.979452054795,37.489763049275,3.10267486618875
"Aristida behriana F.Muell.",56,241.125,30.6244480469741,4.09236400895841
"Solanum triflorum Nutt.",356,322.595505617978,78.8209551176533,4.17750226623945
"Triodia irritans R.Br.",72,251.666666666667,44.7471771082258,5.27350539536365
"Solanum capsiciforme (Domin) Baylis",30,195.166666666667,39.7501536178626,7.25735193359965
"Arthraxon hispidus (Thunb.) Makino",228,246.15350877193,92.6524847976358,6.13606070384728
"Nicotiana excelsior (J.M.Black) J.M.Black",26,281.538461538462,29.458079732706,5.77720474577076
"Diplotaxis muralis (L.) DC.",210,236.652380952381,57.1010865501965,3.94034932293175
"Amphipogon strictus R.Br.",79,205.151898734177,45.0729006671827,5.07109752002877
"Solanum vicinum A.R.Bean",12,198.25,13.430799069168,3.87713772900796
"Aristida inaequiglumis Domin",173,248.42774566474,36.9419993872237,2.80864820376603
"Panicum decompositum R.Br.",279,232.164874551971,51.79165566283,3.10068531926311
"Solanum laciniatum Aiton",110,173.209090909091,52.854846315002,5.03951186216797
"Lycium australe F.Muell.",118,240.906779661017,41.9325847408081,3.86020731752585
"Rytidosperma carphoides (F.Muell. ex Benth.) Connor & Edgar",45,216.377777777778,39.0479244524008,5.8209208970563
"Zygochloa paradoxa (R.Br.) S.T.Blake",83,285.734939759036,16.6044986097651,1.82258050240071
"Solanum dioicum W.Fitzg.",56,203.339285714286,36.9201973725219,4.93366890071602
"Rytidosperma pilosum (R.Br.) Connor & Edgar",87,189.758620689655,47.908577063141,5.13633859956359
"Solanum gabrielae Domin",18,258.388888888889,34.8815455824742,8.22165913987838
"Elytrophorus spicatus (Willd.) A.Camus",244,227.049180327869,47.9576034401265,3.07017095676646
"Rytidosperma auriculatum (J.M.Black) Connor & Edgar",44,227.022727272727,36.6469571923615,5.52473666887632
"Rytidosperma laeve (Vickery) Connor & Edgar",61,201.426229508197,43.7513653182745,5.60178830815618
"Dichelachne micrantha (Cav.) Domin",104,191.836538461538,48.5184602195512,4.75762645055706
"Solanum cinereum R.Br.",49,226.571428571429,32.705758922041,4.67225127457729
"Dactyloctenium radulans (R.Br.) P.Beauv.",385,247.335064935065,45.0942235948616,2.29821444051815
"Gingidia harveyana (F.Muell.) J.W.Dawson",8,215.5,17.3122582499882,6.12080760310972
"Epilobium gunnianum Hausskn.",39,182.461538461538,42.63668185584,6.82733314995051
"Panicum queenslandicum Domin",75,233.72,33.3152671762816,3.8469156944701
"Monachather paradoxus Steud.",184,275.994565217391,18.4960481032664,1.36354675674034
"Rytidosperma longifolium (R.Br.) Connor & Edgar",59,201.627118644068,39.6797083141935,5.16585801346159
"Solanum vescum F.Muell.",56,175.857142857143,50.2507995671995,6.71504554971103
"Duboisia hopwoodii (F.Muell.) F.Muell.",171,265.567251461988,31.7171299614157,2.42546954878872
"Astrebla elymoides F.Muell. ex F.M.Bailey",124,250.233870967742,28.6589445652308,2.57364919720344
"Sporobolus australasicus Domin",199,233.597989949749,44.0745373705061,3.12436111613893
"Triodia rigidissima (Pilg.) Lazarides",22,269.136363636364,16.6226909017118,3.54396960800285
"Solanum prinophyllum Dunal",35,183.8,26.7568572849037,4.52273435550002
"Vulpia bromoides (L.) Gray",554,224.095667870036,76.3804592565659,3.24509475874281
"Spinifex sericeus R.Br.",68,135.367647058824,31.5078310151073,3.82088574439411
"Paspalidium basicladum Hughes",116,272.379310344828,24.586901840796,2.28283652602629
"Vulpia ciliata Dumort.",168,241.553571428571,54.9297601491466,4.23792300181377
"Solanum coactiliferum J.M.Black",139,268.63309352518,27.2612545260076,2.31226942981476
"Poa costiniana Vickery",22,187.090909090909,35.2824104172105,7.52223517570193
"Eragrostis eriopoda Benth.",295,270.416949152542,28.3445585159373,1.65028399966094
"Epilobium hirtigerum A.Cunn.",110,202.881818181818,46.6467757164124,4.4475955554529
"Solanum stelligerum Sm.",54,191.555555555556,42.1160421489165,5.73126740279972
"Solanum clarkiae Symon",10,163.3,32.3455303455258,10.2285548017955
"Triodia pungens R.Br.",190,249.431578947368,37.8626458382756,2.74684503219956
"Echinopogon ovatus (G.Forst.) P.Beauv.",125,170.928,53.3239001066187,4.7694346185523
"Solanum pungetium R.Br.",20,179.45,25.8751557330681,5.78586071475336
"Enteropogon acicularis (Lindl.) Lazarides",209,261.253588516746,30.0425627402681,2.07808751790474
"Grammosolen dixonii (F.Muell. & Tate) Haegi",15,226.066666666667,17.9382538832784,4.63163723666518
"Ammophila arenaria (L.) Link",207,185.782608695652,56.0819968946002,3.89796824054275
"Chrysopogon oliganthus Veldkamp",53,172.188679245283,42.7339968264206,5.86996590385862
"Paspalidium albovillosum S.T.Blake",52,218.192307692308,33.6772678678174,4.67019677365197
"Triodia brizoides N.T.Burb.",53,272.849056603774,21.544583672732,2.95937616332618
"Anthocercis angustifolia F.Muell.",4,229.5,41.097445176069,20.5487225880345
"Thyridolepis multiculmis (Pilg.) S.T.Blake",63,280.920634920635,12.7675263313859,1.60855712049123
"Galium migrans Ehrend. & McGill.",12,188.75,65.7600666334544,18.9832960863763
"Anthocercis littorea Labill.",27,166.222222222222,44.0308749483581,8.47374583469643
"Rytidosperma nudiflorum (P.Morris) Connor & Edgar",17,195.235294117647,33.9936196435535,8.24466378749662
"Lepidium papillosum F.Muell.",62,263.790322580645,19.6035603129487,2.48965464940038
"Entolasia marginata (R.Br.) Hughes",54,180.5,40.2865912427729,5.48231066782615
"Solanum torvum Sw.",552,124.610507246377,64.5081243783526,2.74564810820352
"Solanum symonii H.Eichler",42,171.047619047619,44.8895405172668,6.92660648007332
"Solanum acanthodapis A.R.Bean",1,155,NA,NA
"Urochloa mosambicensis (Hack.) Dandy",217,194.15668202765,51.4796198802416,3.49466430882877
"Urochloa trichopus (Hochst.) Stapf",75,215.84,41.7647983160266,4.82258351008168
"Uranthoecium truncatum (Maiden & Betche) Stapf",67,270.194029850746,22.0125575772104,2.68926192806898
"Nicotiana simulans N.T.Burb.",132,276.340909090909,24.7922142252391,2.15788526914056
"Rytidosperma erianthum (Lindl.) Connor & Edgar",71,224.056338028169,42.2786292938858,5.0175501779561
"Dichelachne rara (R.Br.) Vickery",81,158.049382716049,61.0661324374174,6.78512582637971
"Lepidium foliosum Desv.",17,133.529411764706,42.1709580858955,10.2279596777437
"Solanum oligacanthum F.Muell.",36,273.944444444444,33.8306238652365,5.63843731087275
"Aristida obscura Henrard",78,272.717948717949,20.0731761545701,2.27283963621586
"Paspalidium jubiflorum (Trin.) Hughes",208,251.514423076923,36.5139081919889,2.53178400488078
"Chloris pectinata Benth.",188,253.239361702128,39.3197660708768,2.86768867181382
"Dichelachne inaequiglumis (Hack.) Edgar & Connor",55,168.018181818182,46.7540811881071,6.30431902132341
"Astrebla lappacea (Lindl.) Domin",138,254.724637681159,31.206579906004,2.65648049476306
"Amphipogon caricinus F.Muell.",122,260.204918032787,30.7385505190104,2.78293760350425
"Eriachne aristidea F.Muell.",204,269.06862745098,31.4767127319904,2.20381069746385
"Solanum lucani F.Muell.",57,198.80701754386,36.1042333274147,4.78212252691869
"Glyceria australis C.E.Hubb.",60,184.2,49.1072158044803,6.33971429964552
"Yakirra australiensis (Domin) Lazarides & R.D.Webster",164,255.603658536585,39.474868747174,3.08246937615256
"Nicotiana gossei Domin",24,288.875,6.54291850848653,1.335567647867
"Anthocercis sylvicola T.D.Macfarl. & Ward.-Johnson",1,116,NA,NA
"Aristida hygrometrica R.Br.",104,208.221153846154,43.4043881121895,4.25615042230017
"Bothriochloa bladhii (Retz.) S.T.Blake",236,177.720338983051,66.4348518626501,4.32454050758539
"Solanum hoplopetalum Bitter & Summerh.",49,234.244897959184,36.8049649120451,5.25785213029216
"Anthotroche walcottii F.Muell.",7,258,33.5360502544153,12.675435561221
"Sorghum intrans F.Muell. ex Benth.",20,177.55,34.0888544835405,7.62249959002951
"Aristida ramosa R.Br.",96,222.520833333333,31.8691334470623,3.25262981208198
"Rytidosperma clelandii (Vickery) Connor & Edgar",2,194.5,36.0624458405139,25.5
"Solanum hystrix R.Br.",19,203.631578947368,41.1828045646829,9.44798333205464
"Solanum cleistogamum Symon",197,266.218274111675,29.3770018174357,2.09302471698176
