"species","n","mean","sd","se"
"Selinum carvifolia (L.) L.",206,223.412621359223,59.4504888155853,4.14211182735928
"Circaea alpina L.",772,270.682642487047,152.041359173626,5.47208825492078
"Cardamine amara L.",343,223.68221574344,57.1965003610855,3.08832073099282
"Cardamine amporitana Sennen & Pau",3,158.333333333333,42.193996413392,24.360715187458
"Epilobium hornemannii Rchb.",462,225.798701298701,127.728853598917,5.94248407430452
"Elymus fibrosus (Schrenk) Tzvelev",91,180.263736263736,45.1914040904131,4.73734636581529
"Epilobium palustre L.",1230,222.430894308943,103.274443893966,2.94469493521314
"Calamagrostis lapponica (Wahlenb.) Hartm.",510,181.596078431373,82.5977160446311,3.65748834203696
"Poa trivialis L.",628,190.192675159236,100.833604357043,4.02369885754768
"Poa remota Forselles",228,228.592105263158,52.7479696997203,3.4933196318383
"Alopecurus aequalis Sobol.",1350,220.706666666667,136.096698061078,3.70408295474744
"Agrostis gigantea Roth",621,205.392914653784,99.18301858445,3.9800774346369
"Agrostis capillaris L.",639,217.589984350548,78.7791900013734,3.11645659136662
"Cardamine pratensis L.",559,215.74060822898,75.2612342700994,3.18321104064188
"Melica nutans L.",570,255.819298245614,142.212274736123,5.95661670802777
"Poa pratensis L.",2219,201.13519603425,122.329160682507,2.59687679032371
"Glyceria lithuanica (Gorski) Gorski",217,246.903225806452,108.258926749841,7.34909481276075
"Galium triflorum Michx.",707,226.405940594059,114.797496882286,4.31740421948149
"Phleum alpinum L.",747,215.955823293173,150.033774312794,5.48944873696802
"Epilobium montanum L.",528,224.952651515152,74.1551762436994,3.22718981437121
"Milium effusum L.",826,259.050847457627,134.944135980948,4.69530699649525
"Festuca rubra L.",1642,212.700974421437,118.200044694482,2.91696396712263
"Sherardia arvensis L.",320,145.265625,105.34098122586,5.88873987093879
"Brachypodium pinnatum (L.) P.Beauv.",433,194.454965357968,74.0545246420776,3.55883333893681
"Anthriscus sylvestris (L.) Hoffm.",629,234.427662957075,131.117331849185,5.22799038672635
"Poa alpina L.",827,201.96130592503,113.887421377118,3.96025366951152
"Deschampsia cespitosa (L.) P.Beauv.",1279,209.50977326036,125.064482985413,3.49702486132066
"Puccinellia distans (Jacq.) Parl.",436,193.307339449541,75.9261712865764,3.63620412972431
"Galium palustre L.",694,211.841498559078,76.495296565192,2.90372174891054
"Epilobium davuricum Fisch. ex Hornem.",218,184.770642201835,70.4290515344805,4.77005726700304
"Briza media L.",424,211.844339622642,89.7913753040652,4.36065466972269
"Pimpinella saxifraga L.",474,213.122362869198,63.7048709053624,2.92606162964537
"Nardus stricta L.",444,223.716216216216,89.3000401068068,4.23799235441972
"Cirsium arvense (L.) Scop.",545,193.214678899083,149.357655789576,6.3977790502696
"Poa nemoralis L.",1119,217.197497765862,122.659896568892,3.66680277100852
"Leymus arenarius (L.) Hochst.",200,206.67,64.4598047791087,4.55799650732688
"Cinna latifolia (Trevir.) Griseb.",594,240.277777777778,130.696623382884,5.36254741272118
"Rhinanthus minor L.",503,218.608349900596,77.8893106338525,3.4729127092281
"Alopecurus geniculatus L.",420,214.721428571429,73.7154823092354,3.59694722815095
"Agrostis mertensii Trin.",407,261.388206388206,146.305021340469,7.25207066412973
"Agrostis canina L.",390,225.648717948718,99.9198248566339,5.05963700922091
"Glyceria fluitans (L.) R.Br.",429,208.578088578089,80.4747686997143,3.88535844550441
"Poa palustris L.",1343,208.447505584512,89.6764678668756,2.44703672804135
"Galium boreale L.",1176,202.965136054422,101.748356965471,2.96704234204718
"Galium septentrionale Roem. & Schult.",27,140,61.6915403750478,11.8725424807522
"Galium verum L.",826,237.410411622276,154.621359104966,5.37996515325163
"Aegopodium podagraria L.",320,218.134375,68.4782010454198,3.82804781286139
"Catabrosa aquatica (L.) P.Beauv.",499,183.396793587174,89.3844572312074,4.00139785057075
"Anthoxanthum odoratum L.",611,205.464811783961,97.249113894175,3.93427803062547
"Draba verna L.",301,179.14950166113,88.3793390717018,5.09410041639624
"Epilobium alsinifolium Vill.",221,243.638009049774,104.59608546308,7.03589410495271
"Elymus mutabilis (Drobow) Tzvelev",212,183.820754716981,64.385141079637,4.42198964430742
"Galium uliginosum L.",507,208.333333333333,61.9345993621939,2.75061212414725
"Bromus hordeaceus L.",439,175.321184510251,94.4886950908075,4.50969936720897
"Arabis alpina L.",338,228.653846153846,116.412630729968,6.33201235422505
"Angelica archangelica L.",213,211.244131455399,54.8180224962351,3.75606901094919
"Impatiens noli-tangere L.",559,286.193202146691,163.101377615977,6.89845324762828
"Dactylis glomerata L.",765,208.196078431373,183.361588055214,6.62945220719557
"Saussurea alpina (L.) DC.",233,225.008583690987,96.1007011087269,6.29576625695268
"Lysimachia vulgaris L.",541,196.134935304991,74.0033176148547,3.18165113030666
"Molinia caerulea (L.) Moench",475,210.069473684211,73.778187166812,3.38517539050277
"Poa annua L.",848,241.650943396226,195.625098282944,6.71779345566574
"Lepidium ruderale L.",349,193.283667621777,61.9879232978954,3.31813745990496
"Agrostis stolonifera L.",747,201.04953145917,136.877311296049,5.00807892792975
"Phippsia algida (Sol.) R.Br.",282,131.86524822695,82.964617065431,4.94047105056458
"Avena fatua L.",440,203.513636363636,167.024093021387,7.96256120992841
"Cardamine bellidifolia L.",552,182.605072463768,113.950572799675,4.85005846397118
"Cardamine alpina Willd.",14,286.428571428571,190.708280763181,50.9689319597511
"Arctagrostis latifolia (R.Br.) Griseb.",542,150.245387453875,87.2097601274921,3.74597995137663
"Festuca ovina L.",880,247.635227272727,171.439359017113,5.7792196135062
"Raphanus raphanistrum L.",392,175.885204081633,100.739133297105,5.08809459180274
"Poa arctica R.Br.",657,172.882800608828,99.7593902271164,3.89198449192272
"Barbarea stricta Andrz. ex Besser",222,205.481981981982,42.4088817176622,2.84629777596643
"Rorippa amphibia (L.) Besser",220,193.663636363636,57.8632898778112,3.9011422077291
"Rorippa palustris (L.) Besser",1231,223.034118602762,143.944135976875,4.10265455486207
"Cardamine flexuosa With.",261,226.229885057471,101.806532337199,6.30166615032973
"Draba norvegica Gunnerus",110,227.063636363636,96.9359267501602,9.24247797101288
"Draba fladnizensis Wulfen",230,192.986956521739,101.660943470824,6.70332410316541
"Draba lactea Adams",305,138.950819672131,84.3052540641019,4.82730480510122
"Draba cinerea Adams",272,113.165441176471,64.0402190032885,3.88300863585655
"Draba incana L.",206,236.145631067961,88.0254849757135,6.13302614816104
"Draba nemorosa L.",652,209.981595092025,138.567477776346,5.42672124983986
"Thlaspi arvense L.",613,233.539967373573,143.447129193495,5.79377497884353
"Androsace septentrionalis L.",705,166.039716312057,71.3929475916809,2.68881396137882
"Lysimachia thyrsiflora L.",714,235.682072829132,87.1926727119859,3.26310376528183
"Epilobium obscurum Schreb.",188,195.058510638298,95.1327908509791,6.93827186432453
"Epilobium ciliatum Raf.",530,206.137735849057,144.173709453907,6.26250575229645
"Epilobium lactiflorum Hausskn.",307,211.986970684039,117.315979497119,6.69557660520127
"Epilobium anagallidifolium Lam.",416,242.086538461538,143.389442610275,7.03024582608638
"Aethusa cynapium L.",243,224.855967078189,73.8712292278616,4.73884156445272
"Conium maculatum L.",416,154.646634615385,93.4391762126438,4.58123252732986
