"species","n","mean","sd","se"
"Selinum carvifolia (L.) L.",206,154.73786407767,50.6275662239164,3.52738968214378
"Circaea alpina L.",772,129.334196891192,71.801334372295,2.58418657029758
"Cardamine amara L.",343,143.446064139942,50.3133093719821,2.71666335173306
"Cardamine amporitana Sennen & Pau",3,125.333333333333,62.0671679177754,35.8344961051654
"Epilobium hornemannii Rchb.",462,74.5194805194805,71.1334227204703,3.30942633364987
"Elymus fibrosus (Schrenk) Tzvelev",91,143.571428571429,37.1600570676343,3.89543243557222
"Epilobium palustre L.",1230,122.178048780488,62.7920095103987,1.79040724312173
"Calamagrostis lapponica (Wahlenb.) Hartm.",510,109.688235294118,40.2618987381801,1.78282684213201
"Poa trivialis L.",628,124.40127388535,60.4722362248703,2.41310493027484
"Poa remota Forselles",228,140.377192982456,53.2007072177956,3.5233029064357
"Alopecurus aequalis Sobol.",1350,135.32962962963,76.07894691495,2.07060666788795
"Agrostis gigantea Roth",621,145.619967793881,61.0048955253878,2.44804213007734
"Agrostis capillaris L.",639,121.112676056338,64.0780270748038,2.53488757418754
"Cardamine pratensis L.",559,119.042933810376,64.9615404498222,2.74758040819339
"Melica nutans L.",570,141.835087719298,63.188429930307,2.6466720835125
"Poa pratensis L.",2219,126.484903109509,73.6187025511076,1.56282197083736
"Glyceria lithuanica (Gorski) Gorski",217,151.764976958525,51.6489671217619,3.50616034866194
"Galium triflorum Michx.",707,123.591230551627,75.8754091478663,2.85358845363842
"Phleum alpinum L.",747,62.1164658634538,75.7082277383288,2.77001919760954
"Epilobium montanum L.",528,125.823863636364,61.4822696911253,2.67567234766678
"Milium effusum L.",826,136.341404358354,67.4581955752436,2.34717081518907
"Festuca rubra L.",1642,111.705846528624,72.8419144422915,1.79760710136443
"Sherardia arvensis L.",320,125.5875,50.3387755090369,2.8140230985577
"Brachypodium pinnatum (L.) P.Beauv.",433,140.769053117783,55.5985716516458,2.67189684016575
"Anthriscus sylvestris (L.) Hoffm.",629,138.491255961844,64.3065558404195,2.56407029487067
"Poa alpina L.",827,71.4885126964933,69.31280327898,2.41024232712025
"Deschampsia cespitosa (L.) P.Beauv.",1279,108.438623924941,67.1598479278489,1.87790851790908
"Puccinellia distans (Jacq.) Parl.",436,148.435779816514,64.3556069208356,3.08207459550683
"Galium palustre L.",694,131.193083573487,60.5984599073888,2.30028608142734
"Epilobium davuricum Fisch. ex Hornem.",218,100.02752293578,42.8810290120866,2.90426975231282
"Briza media L.",424,124.377358490566,63.2455835298556,3.07147705695421
"Pimpinella saxifraga L.",474,138.943037974684,56.5812006450756,2.59886061793879
"Nardus stricta L.",444,104.61036036036,67.4858666307525,3.20273749564327
"Cirsium arvense (L.) Scop.",545,136.576146788991,68.1375540228273,2.91869213773696
"Poa nemoralis L.",1119,125.704200178731,71.1532467089622,2.12705969511508
"Leymus arenarius (L.) Hochst.",200,107.185,54.2204765321819,3.83396666350719
"Cinna latifolia (Trevir.) Griseb.",594,114.759259259259,79.0132075760573,3.24195117586547
"Rhinanthus minor L.",503,114.224652087475,61.2197663297595,2.72965446493745
"Alopecurus geniculatus L.",420,126.335714285714,58.8477195086948,2.8714746880695
