"species","n","mean","sd","se"
"Draba alpina L.",232,48.5818965517241,49.1519617293355,3.22698438136833
"Galium mollugo L.",432,110.273148148148,51.1652109667108,2.46168736039787
"Lolium perenne L.",613,112.058727569331,62.9260626123597,2.54155973096438
"Cakile maritima Scop.",147,95.6462585034014,68.224528863489,5.62706430066725
"Primula nutans Georgi",179,26.7486033519553,31.2022837639068,2.33216818591479
"Oenanthe aquatica (L.) Poir.",242,101.904958677686,31.8322114351651,2.04625205145175
"Solanum melongena L.",270,88.1037037037037,106.503034082412,6.48156824551986
"Seseli libanotis (L.) W.D.J.Koch",179,112.720670391061,69.7926315900694,5.21654620659252
"Libanotis pyrenaica (L.) Bourg",8,141.75,96.3753821559961,34.0738431309749
"Libanotis sibirica (L.) Koch",3,83.6666666666667,13.0511813003013,7.53510303697154
"Crambe maritima L.",47,131,45.1957096848035,6.59247180891518
"Carduus nutans L.",255,99.721568627451,49.9612145384762,3.12869261561103
"Carduus acanthoides L.",272,83.6433823529412,57.8688046691058,3.50881167763176
"Cardamine parviflora L.",221,140.556561085973,79.5243971423071,5.34938984165881
"Sium latifolium L.",224,103.366071428571,33.2514527915434,2.22170614211506
"Solanum rostratum Dunal",556,78.3974820143885,69.420602862237,2.94408934197296
"Rorippa sylvestris (L.) Besser",264,103.314393939394,42.4055607096401,2.60988184678211
"Galium spurium L.",260,95.9961538461538,60.7553800199308,3.76788871781931
"Agrostis vinealis Schreb.",434,87.6152073732719,69.6148549958993,3.34161997335328
"Setaria viridis (L.) P.Beauv.",1203,77.9576059850374,72.3912049492043,2.08714677829473
"Solanum americanum Mill.",1188,125.248316498316,123.968491209116,3.59669072700791
"Solanum ptychanthum Dunal",202,160.935643564356,80.3465182930945,5.65316129986488
"Centaurea diffusa Lam.",137,97.7372262773723,38.3130046407592,3.27330089049704
"Eragrostis australasica (Steud.) C.E.Hubb.",144,44.8402777777778,29.7999538166546,2.48332948472122
"Perotis rara R.Br.",268,37.1119402985075,59.664751348887,3.64460475997532
"Aristida anthoxanthoides (Domin) Henrard",110,34.5636363636364,29.1857472041844,2.78275180983689
"Poa fordeana F.Muell.",74,73.8648648648649,37.953585325007,4.41201467589413
"Rytidosperma caespitosum (Gaudich.) Connor & Edgar",221,73.8054298642534,52.3043815948427,3.51837345056522
"Alyogyne hakeifolia (Giord.) Alefeld",63,49.5714285714286,32.4577712180365,4.0892947978264
"Setaria verticillata (L.) P.Beauv.",472,57.1610169491525,67.6268292265383,3.11277712374479
"Thyridolepis mitchelliana (Nees) S.T.Blake",152,47.9078947368421,30.3950491052088,2.46536403059314
"Solanum elaeagnifolium Cav.",571,60.9632224168126,63.3298276177114,2.65027080071899
"Vulpia muralis (Kunth) Nees",235,68.6085106382979,53.013301950263,3.45820651074153
"Aristida contorta F.Muell.",382,32.8612565445026,26.4726693410204,1.3544595935937
"Sida platycalyx F.Muell. ex Benth.",132,22.6969696969697,16.554300838252,1.44086694295417
"Lepidium phlebopetalum (F.Muell.) F.Muell.",235,30.7404255319149,15.7511586817652,1.02749229912349
"Rytidosperma tenuius (Steud.) O.E.Erikss., A.Hansen & Sunding",91,133.362637362637,66.1888739363878,6.93847929072139
"Lepidium oxytrichum Sprague",210,32.3857142857143,19.9511073600954,1.37675720599436
"Bromus arenarius Labill.",157,57.4649681528662,35.2000744212537,2.80927177278868
"Solanum quadriloculatum F.Muell.",158,21.5253164556962,13.6497121441796,1.0859127923204
"Nicotiana velutina Wheeler",182,41.4065934065934,25.7149602917474,1.90611967442251
"Tragus australianus S.T.Blake",325,42.56,35.5096092020035,1.96971871922325
"Solanum petrophilum F.Muell.",71,42,19.9785599366635,2.37101884899588
"Rytidosperma setaceum (R.Br.) Connor & Edgar",183,82.655737704918,51.8340182473546,3.8316808847492
"Solanum diversiflorum F.Muell.",74,13.2162162162162,32.7344108124811,3.80529796262108
"Solanum ellipticum R.Br.",246,41.6178861788618,25.9984364758151,1.65759976730362
"Poa helmsii Vickery",15,177.6,31.0363841782052,8.01355993657893
"Solanum chippendalei Symon",75,15.2,8.00506596356839,0.924345397789384
"Solanum simile F.Muell.",85,66.1176470588235,34.0277938794527,3.69083245241427
"Sporobolus actinocladus (F.Muell.) F.Muell.",238,28.6512605042017,21.4176919869998,1.38830276958666
"Eragrostis dielsii Pilg.",310,30.7645161290323,18.6029723829371,1.05657783170605
"Rytidosperma racemosum (R.Br.) Connor & Edgar",72,121.152777777778,48.7369078764582,5.74369967558461
"Solanum sturtianum F.Muell.",111,30.3783783783784,31.5341241007418,2.99308660292706
"Lepidium leptopetalum (F.Muell.) F.Muell.",32,62.59375,31.5327370848855,5.57425305552377
"Paspalidium constrictum (Domin) C.E.Hubb.",237,51.2616033755274,30.4229911799209,1.97618563710332
"Solanum chenopodinum F.Muell.",67,30.044776119403,25.6180764990216,3.12974617136279
"Asperula conferta Hook.f.",136,101.161764705882,43.0362845340112,3.69033095368668
"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.",377,63.0185676392573,51.371841933958,2.64578446730778
"Echinochloa esculenta (A.Braun) H.Scholz",106,97.9811320754717,80.2331105065941,7.79292859280029
"Solanum nemophilum F.Muell.",22,91.3181818181818,34.8348298110579,7.42681066984332
"Eriachne mucronata R.Br.",288,28.8576388888889,22.0364888400753,1.29851255769657
"Themeda triandra Forssk.",751,55.4660452729694,72.2325400739811,2.6358028224232
"Solanum centrale J.M.Black",135,21.2222222222222,11.42768742139,0.983538734860165
"Grammosolen truncatus (Ising) Haegi",16,41.875,13.3010024684858,3.32525061712146
"Sacciolepis indica (L.) Chase",348,134.772988505747,171.569119384841,9.1970701741785
"Enneapogon polyphyllus (Domin) N.T.Burb.",336,27.7529761904762,24.9097773181781,1.3589397631553
"Nicotiana goodspeedii Wheeler",77,52.4935064935065,23.9855347726957,2.73340536938909
"Dichelachne crinita (L.f.) Hook.f.",135,133.318518518519,80.9716784697387,6.96893249395021
"Aristida latifolia Domin",234,27.3162393162393,29.2112770194982,1.90960091717161
"Panicum laevinode Lindl.",240,31.4541666666667,28.6325367073626,1.84822229712146
"Poa labillardierei Steud.",121,117.98347107438,53.7190195168456,4.88354722880415
"Solanum pseudocapsicum L.",419,133.052505966587,101.767664430355,4.9716757458847
"Solanum capsicastrum Link ex Schauer",12,121.166666666667,138.298644792764,39.9233798998314
"Rytidosperma semiannulare (Labill.) Connor & Edgar",60,139.1,62.3031680234859,8.04330440569744
"Solanum esuriale Lindl.",235,45.1914893617021,31.3909986947592,2.04772296897754
"Bothriochloa ewartiana (Domin) C.E.Hubb.",212,30.3207547169811,27.342499311914,1.87789056262557
"Nicotiana maritima Wheeler",20,48.95,9.68164296626951,2.16488118064613
"Hypericum gramineum G.Forst.",304,80.3092105263158,83.6690978479403,4.79875187126826
"Poa clelandii Vickery",48,121.416666666667,73.7444792981166,10.6440987435041
"Chloris truncata R.Br.",181,75.5801104972376,38.8193886549399,2.88542243481105
"Solanum nummularium S.Moore",52,30.4423076923077,12.7838952938399,1.77280730700394
"Solanum aviculare G.Forst.",124,166.725806451613,137.006992801755,12.3035911609697
"Vulpia myuros (L.) C.C.Gmel.",737,99.5712347354138,82.9382833518295,3.05507093308346
"Solanum echinatum R.Br.",66,7.06060606060606,7.54856845904479,0.929164546383387
"Hainardia cylindrica (Willd.) Greuter",182,70.7362637362637,61.6377467697124,4.56889376735793
"Rytidosperma geniculatum (J.M.Black) Connor & Edgar",37,99.9189189189189,40.026642778681,6.58033953804844
"Rytidosperma fulvum (Vickery) A.M.Humphreys & H.P.Linder",74,106.797297297297,40.6656867000561,4.72729005677745
"Iseilema membranaceum (Lindl.) Domin",224,33.3839285714286,30.9526603783442,2.06811161330244
"Panicum paludosum Roxb.",60,142.583333333333,171.630198803249,22.1573633890418
"Solanum curvicuspe Domin",4,134.25,21.0455854436665,10.5227927218332
"Solanum brownii Dunal",24,138.458333333333,39.8202255432945,8.12826950196771
"Triodia basedowii E.Pritz.",172,21.5290697674419,14.7515198247944,1.12479284175711
"Solanum linnaeanum Hepper & P.-M.L.Jaeger",137,71.4671532846715,67.6323377116053,5.7782205633196
"Bothriochloa macra (Steud.) S.T.Blake",91,100.043956043956,45.0012128448685,4.71740890593713
"Distichlis distichophylla (Labill.) Fassett",59,91.0338983050847,49.7247479152068,6.47361077987676
"Rytidosperma nivicola (Vickery) Connor & Edgar",10,233.4,65.0490413286605,20.5703130208993
"Triraphis mollis R.Br.",283,37.0106007067138,29.4930553310172,1.75318016219818
"Lepidium pseudohyssopifolium Hewson",63,91.7936507936508,42.0948080202676,5.30344730993501
"Solanum mauritianum Scop.",223,154.825112107623,118.749910941118,7.95208220709244
"Enneapogon cylindricus N.T.Burb.",156,29.1025641025641,16.0981583748074,1.2888841901099
"Enteropogon ramosus B.K.Simon",241,36.7676348547718,27.4929526994243,1.77097676606588
"Eragrostis parviflora (R.Br.) Trin.",242,63.5123966942149,44.2281177725313,2.8430910905522
"Rytidosperma duttonianum (Cashmore) Connor & Edgar",45,98.4222222222222,35.549254492176,5.29936997292968
"Solanum linearifolium Geras. ex Symon",39,147.410256410256,39.7748386140614,6.36907147516494
"Sporobolus virginicus (L.) Kunth",450,83.8977777777778,90.4248731201343,4.26266939807867
"Triodia scariosa N.T.Burb.",146,58.3424657534247,30.5188327060554,2.5257565660802
"Aristida behriana F.Muell.",56,84.3392857142857,29.3940481209218,3.92794490281556
"Solanum triflorum Nutt.",356,56.1095505617978,42.6872256357039,2.26241843385996
"Triodia irritans R.Br.",72,45.2222222222222,18.5906399455136,2.19092792867836
"Solanum capsiciforme (Domin) Baylis",30,46.5666666666667,8.46364775574535,1.5452435981999
"Arthraxon hispidus (Thunb.) Makino",228,113.635964912281,122.324598602627,8.10114444570867
"Nicotiana excelsior (J.M.Black) J.M.Black",26,36.0769230769231,12.6709844192883,2.48498449270696
"Diplotaxis muralis (L.) DC.",210,93.8428571428571,49.0754625580901,3.38652865201332
"Amphipogon strictus R.Br.",79,78.3164556962025,51.3086548164316,5.7726746746757
"Solanum vicinum A.R.Bean",12,149,20.4672687701386,5.90839156700797
"Aristida inaequiglumis Domin",173,14.9017341040462,10.7506975111106,0.817360396152666
"Panicum decompositum R.Br.",279,40.4910394265233,45.187448422752,2.70530177392923
"Solanum laciniatum Aiton",110,125.681818181818,71.5287754783662,6.82000114731697
"Lycium australe F.Muell.",118,41.2966101694915,15.4240955473432,1.41990308649227
"Rytidosperma carphoides (F.Muell. ex Benth.) Connor & Edgar",45,108.755555555556,30.3989799137731,4.53161236892316
"Zygochloa paradoxa (R.Br.) S.T.Blake",83,27.9879518072289,17.9290566562498,1.96796963618649
"Solanum dioicum W.Fitzg.",56,9.91071428571429,32.0954693974735,4.28893750546549
"Rytidosperma pilosum (R.Br.) Connor & Edgar",87,121.471264367816,58.7148883857427,6.29489678199568
"Solanum gabrielae Domin",18,8.83333333333333,7.39833049529737,1.74380322089467
"Elytrophorus spicatus (Willd.) A.Camus",244,16.3237704918033,21.0194327226029,1.34563129188075
"Rytidosperma auriculatum (J.M.Black) Connor & Edgar",44,103.5,38.3099355623407,5.77544009104442
"Rytidosperma laeve (Vickery) Connor & Edgar",61,130.409836065574,54.352668456167,6.95914608515476
"Dichelachne micrantha (Cav.) Domin",104,127.134615384615,56.1803713938215,5.50893865419204
"Solanum cinereum R.Br.",49,118.265306122449,42.6784369394175,6.09691956277393
"Dactyloctenium radulans (R.Br.) P.Beauv.",385,33.8857142857143,32.0644277940821,1.63415455703085
"Gingidia harveyana (F.Muell.) J.W.Dawson",8,180.25,24.6851603773835,8.72752214876266
"Epilobium gunnianum Hausskn.",39,191.410256410256,64.627156565348,10.3486272664815
"Panicum queenslandicum Domin",75,81.64,33.7985446672134,3.90271977236665
"Monachather paradoxus Steud.",184,38.1521739130435,23.8510564005694,1.75832320603036
"Rytidosperma longifolium (R.Br.) Connor & Edgar",59,142.118644067797,41.5348149544712,5.40737232671264
"Solanum vescum F.Muell.",56,154.321428571429,49.3183009155304,6.59043517584765
"Duboisia hopwoodii (F.Muell.) F.Muell.",171,29.812865497076,15.541975742354,1.18852459024354
"Astrebla elymoides F.Muell. ex F.M.Bailey",124,33.7096774193548,32.1252058153031,2.88492864656491
"Sporobolus australasicus Domin",199,16.2914572864322,17.1945339384509,1.21888819378458
"Triodia rigidissima (Pilg.) Lazarides",22,33.4090909090909,10.4638110643944,2.23089201473864
"Solanum prinophyllum Dunal",35,149.057142857143,42.7247984589903,7.22180904000681
"Vulpia bromoides (L.) Gray",554,103.873646209386,86.1874943752347,3.66175575518299
"Spinifex sericeus R.Br.",68,145.073529411765,85.4673396948888,10.3644373265462
"Paspalidium basicladum Hughes",116,26.1724137931034,13.6670189250199,1.26895085057687
"Vulpia ciliata Dumort.",168,65.2738095238095,52.7539427116891,4.07005504206095
"Solanum coactiliferum J.M.Black",139,39.431654676259,21.9049495960941,1.85795357526048
"Poa costiniana Vickery",22,208.045454545455,73.3539866626713,15.6391225040214
"Eragrostis eriopoda Benth.",295,23.6474576271186,16.7522295798293,0.975352514970187
"Epilobium hirtigerum A.Cunn.",110,112.545454545455,62.0376678063877,5.91505953774363
"Solanum stelligerum Sm.",54,108.981481481481,53.5690317256897,7.28982187460576
"Solanum clarkiae Symon",10,9.8,18.3775225025936,5.81148288591934
"Triodia pungens R.Br.",190,19.6421052631579,16.1198656823961,1.16945797075418
"Echinopogon ovatus (G.Forst.) P.Beauv.",125,163.952,121.926660663881,10.9054520605595
"Solanum pungetium R.Br.",20,168.45,48.1745455827584,10.772155870821
"Enteropogon acicularis (Lindl.) Lazarides",209,49.5980861244019,33.0835364030941,2.288436064586
"Grammosolen dixonii (F.Muell. & Tate) Haegi",15,48,5.92814112035612,1.53063945554044
"Ammophila arenaria (L.) Link",207,123.792270531401,105.138144621866,7.30760620695879
"Chrysopogon oliganthus Veldkamp",53,9.43396226415094,15.2195590681635,2.09056721665332
"Paspalidium albovillosum S.T.Blake",52,78.5769230769231,35.9740353827515,4.9887011214564
"Triodia brizoides N.T.Burb.",53,18.7735849056604,9.73226495385712,1.33682940255988
"Anthocercis angustifolia F.Muell.",4,70.5,19.0700463205171,9.53502316025854
"Thyridolepis multiculmis (Pilg.) S.T.Blake",63,28.6349206349206,9.77373304602136,1.23137462002411
"Galium migrans Ehrend. & McGill.",12,57.0833333333333,14.5067904685002,4.18774969103306
"Anthocercis littorea Labill.",27,38.3333333333333,22.6223170954973,4.35366695492615
"Rytidosperma nudiflorum (P.Morris) Connor & Edgar",17,216.117647058824,83.2202517066468,20.1838757633525
"Lepidium papillosum F.Muell.",62,53.8870967741936,24.0934688372893,3.05987360221088
"Entolasia marginata (R.Br.) Hughes",54,141.518518518519,47.093139644086,6.40856458409136
"Solanum torvum Sw.",552,149.538043478261,172.033409583319,7.32222817082475
"Solanum symonii H.Eichler",42,45.3571428571429,22.9366268264149,3.53919835614621
"Solanum acanthodapis A.R.Bean",1,156,NA,NA
"Urochloa mosambicensis (Hack.) Dandy",217,35.1797235023041,37.8235419771995,2.5676293354283
"Urochloa trichopus (Hochst.) Stapf",75,10.44,17.7720095747308,2.05213490240229
"Uranthoecium truncatum (Maiden & Betche) Stapf",67,23.955223880597,16.5065944910373,2.01660147718487
"Nicotiana simulans N.T.Burb.",132,36.8257575757576,24.8499301033072,2.16290879152333
"Rytidosperma erianthum (Lindl.) Connor & Edgar",71,103.802816901408,41.9014557259257,4.97278791071504
"Dichelachne rara (R.Br.) Vickery",81,218.049382716049,200.22168346826,22.2468537186956
"Lepidium foliosum Desv.",17,98.8235294117647,54.5976593982261,13.2418774476696
"Solanum oligacanthum F.Muell.",36,32.6111111111111,21.9170876294897,3.65284793824828
"Aristida obscura Henrard",78,46.6025641025641,30.5815238948226,3.46267571752518
"Paspalidium jubiflorum (Trin.) Hughes",208,47.6826923076923,36.9153004747568,2.55961555213261
"Chloris pectinata Benth.",188,26.9148936170213,25.926535278348,1.89088692397305
"Dichelachne inaequiglumis (Hack.) Edgar & Connor",55,204.672727272727,69.0689549560476,9.31325598636944
"Astrebla lappacea (Lindl.) Domin",138,44.6086956521739,33.4754370746276,2.84961844297803
"Amphipogon caricinus F.Muell.",122,37.672131147541,24.325425471023,2.20232054282075
"Eriachne aristidea F.Muell.",204,22.7892156862745,19.679693251558,1.37785412599686
"Solanum lucani F.Muell.",57,7.75438596491228,9.38707451338272,1.2433483931156
"Glyceria australis C.E.Hubb.",60,124.333333333333,43.7003148057802,5.64168638222694
"Yakirra australiensis (Domin) Lazarides & R.D.Webster",164,15.4573170731707,20.3060481212804,1.58563596209571
"Nicotiana gossei Domin",24,31.7083333333333,7.92617659166883,1.61792402173174
"Anthocercis sylvicola T.D.Macfarl. & Ward.-Johnson",1,77,NA,NA
"Aristida hygrometrica R.Br.",104,10.5961538461538,10.1326342244066,0.993586531429758
"Bothriochloa bladhii (Retz.) S.T.Blake",236,63.521186440678,96.0970452324948,6.25538483364674
"Solanum hoplopetalum Bitter & Summerh.",49,41.3265306122449,13.7088592935099,1.95840847050141
"Anthotroche walcottii F.Muell.",7,19.1428571428571,5.5805785670356,2.1092604371762
"Sorghum intrans F.Muell. ex Benth.",20,28.7,109.087651865249,24.3927405076528
