"species","n","mean","sd","se"
"Selinum carvifolia (L.) L.",206,65.4126213592233,13.6688942198159,0.952356987180562
"Circaea alpina L.",772,70.770725388601,20.5444827056254,0.739412112124666
"Cardamine amara L.",343,64.8775510204082,12.6464354988695,0.682843332682201
"Cardamine amporitana Sennen & Pau",3,74.6666666666667,9.50438495292217,5.48735921105144
"Epilobium hornemannii Rchb.",462,65.9285714285714,26.755202744077,1.24476468496867
"Elymus fibrosus (Schrenk) Tzvelev",91,66.9450549450549,11.0336481700928,1.15664060704328
"Epilobium palustre L.",1230,68.0447154471545,19.7204742302324,0.562295747100696
"Calamagrostis lapponica (Wahlenb.) Hartm.",510,65.3921568627451,13.0234463362953,0.576687896822787
"Poa trivialis L.",628,64.4235668789809,21.1354457563799,0.843396102777185
"Poa remota Forselles",228,64.7543859649123,11.6188070262747,0.769474292839778
"Alopecurus aequalis Sobol.",1350,77.7888888888889,21.4808141564126,0.58463371047516
"Agrostis gigantea Roth",621,72.5458937198068,20.9069344117774,0.838966378190017
"Agrostis capillaris L.",639,63.1971830985916,17.1018136368686,0.676537291536172
"Cardamine pratensis L.",559,62.5438282647585,17.6054262268754,0.744630189553785
"Melica nutans L.",570,65.859649122807,15.6452754245623,0.655308475787792
"Poa pratensis L.",2219,78.3195132942767,23.7022641154688,0.503165878161586
"Glyceria lithuanica (Gorski) Gorski",217,72.3594470046083,14.3688131829102,0.97541859686142
"Galium triflorum Michx.",707,78.1570014144272,22.8437720587896,0.859128470167109
"Phleum alpinum L.",747,73.9852744310576,26.2075352429483,0.95888357069865
"Epilobium montanum L.",528,63.4488636363636,16.58928000939,0.721955744506832
"Milium effusum L.",826,67.1561743341404,16.9324094299694,0.589153873831776
"Festuca rubra L.",1642,69.4567600487211,23.148296917722,0.571258227387143
"Sherardia arvensis L.",320,63.290625,23.712751478482,1.32558310598611
"Brachypodium pinnatum (L.) P.Beauv.",433,71.161662817552,15.7736215869843,0.758031877874442
"Anthriscus sylvestris (L.) Hoffm.",629,68.5596184419714,18.4810547816255,0.736887910791496
"Poa alpina L.",827,68.7581620314389,22.8390948224279,0.794193142536233
"Deschampsia cespitosa (L.) P.Beauv.",1279,72.642689601251,23.693063853447,0.662500106813106
"Puccinellia distans (Jacq.) Parl.",436,68.9610091743119,19.5283664680449,0.935239135526237
"Galium palustre L.",694,64.6383285302594,16.972697728936,0.644274795263972
"Epilobium davuricum Fisch. ex Hornem.",218,58.5733944954128,10.1621248748817,0.688265943548734
"Briza media L.",424,67.9150943396226,17.6382712653437,0.856590175822536
"Pimpinella saxifraga L.",474,65.4746835443038,16.0948691286232,0.73926182287364
"Nardus stricta L.",444,62.3400900900901,17.0480430151526,0.809064316988231
"Cirsium arvense (L.) Scop.",545,71.0091743119266,21.709434539624,0.929930004301124
"Poa nemoralis L.",1119,73.2180518319929,21.183219709822,0.633252521024518
"Leymus arenarius (L.) Hochst.",200,49.475,13.9110373372727,0.983658883452478
"Cinna latifolia (Trevir.) Griseb.",594,78.3653198653199,20.4836843553849,0.840455749351451
"Rhinanthus minor L.",503,59.7375745526839,17.7503358276381,0.791448356484473
"Alopecurus geniculatus L.",420,60.3833333333333,16.6029933274211,0.810143119969713
"Agrostis mertensii Trin.",407,60.022113022113,18.4209669161292,0.913093430105072
"Agrostis canina L.",390,61.6974358974359,16.1594160979593,0.818263841574445
"Glyceria fluitans (L.) R.Br.",429,63.8624708624709,16.5717701199543,0.800092600859515
"Poa palustris L.",1343,77.0729709605361,21.3724834034327,0.583199284067387
"Galium boreale L.",1176,76.2074829931973,22.1420822820923,0.645676231355311
"Galium septentrionale Roem. & Schult.",27,121.518518518519,11.3793685453117,2.18996049761455
"Galium verum L.",826,74.8765133171913,21.0058982873528,0.730888678335752
"Aegopodium podagraria L.",320,67.003125,12.7255816792489,0.711381642200661
"Catabrosa aquatica (L.) P.Beauv.",499,75.0661322645291,27.4987702403118,1.23101402124424
"Anthoxanthum odoratum L.",611,62.6284779050737,19.5115209549259,0.789351647158312
"Draba verna L.",301,65.3089700996678,19.7791359586081,1.1400504437011
"Epilobium alsinifolium Vill.",221,58.2986425339367,16.6510018252739,1.12006759206447
"Elymus mutabilis (Drobow) Tzvelev",212,72.3066037735849,17.3408908787251,1.19097727523718
"Galium uliginosum L.",507,63.6114398422091,15.6308991171748,0.69419260099821
"Bromus hordeaceus L.",439,66,20.7911994026978,0.992309807006568
"Arabis alpina L.",338,59.9615384615385,20.5695245751158,1.11883463944982
"Angelica archangelica L.",213,56.1784037558685,14.8208198563228,1.015505843594
"Impatiens noli-tangere L.",559,69.5241502683363,15.1735139908469,0.641771261518988
"Dactylis glomerata L.",765,71.8915032679739,21.8927058417251,0.7915324501891
"Saussurea alpina (L.) DC.",233,61.3605150214592,18.6443248204238,1.22143033020422
"Lysimachia vulgaris L.",541,69.086876155268,16.7614480955722,0.720630939228984
"Molinia caerulea (L.) Moench",475,63.9347368421053,16.1320354319422,0.740188549488983
"Poa annua L.",848,67.064858490566,21.352924443045,0.733262435862602
