"species","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Arafoe aromatica Pimenov & Lavrova","2","7.396915","0.290601","0.205486","0.116714"
"Ferula oopoda (Boiss. & Buhse) Boiss.","4","5.614613","0.319282","0.159641","0.058357"
"Ferula szowitsiana DC.","12","5.490699","0.560719","0.161866","0.019452"
"Heracleum apiifolium Boiss.","9","7.010417","0.669778","0.223259","0.025936"
"Heracleum grandiflorum Stev. ex M.Bieb.","4","6.305249","0.132133","0.066066","0.058357"
"Heracleum roseum Stev.","4","6.714633","0.212384","0.106192","0.058357"
"Primula juliae Kusnezowa","1","6.683361",NA,NA,"0.233428"
"Torilis leptophylla (L.) Rchb.fil.","136","6.282344","0.42368","0.03633","0.001716"
"Prangos pabularia Lindl.","26","5.840798","0.540879","0.106075","0.008978"
"Bunium longipes Freyn","2","5.511596","0.085642","0.060558","0.116714"
"Mediasia macrophylla (Regel & Schmalh.) Pimenov","5","6.324826","0.494773","0.221269","0.046686"
"Dimorphosciadium gayoides (Regel & Schmalh.) Pimenov","3","5.99811","0.33981","0.196189","0.077809"
"Ferula ferganensis Lipsky ex Korovin","2","5.86079","0.376292","0.266079","0.116714"
"Ferula potaninii Korovin ex Pavlov","1","6.265301",NA,NA,"0.233428"
"Ferula violacea Korovin","1","6.539586",NA,NA,"0.233428"
"Salvia ringens Sm.","15","6.55024","0.343544","0.088703","0.015562"
"Physochlaina orientalis (M.Bieb.) G.Don","7","6.339541","0.314967","0.119046","0.033347"
"Phelipanche purpurea (Jacq.) Soják","45","6.374749","0.402106","0.059942","0.005187"
"Sporobolus fertilis (Steud.) Clayton","139","7.163977","0.433406","0.036761","0.001679"
"Cousinia umbrosa Bunge","3","5.782167","0.3023","0.174533","0.077809"
"Rhabdosciadium aucheri Boiss.","3","6.551071","0.238622","0.137768","0.077809"
"Grammosciadium scabridum Boiss.","3","6.238218","0.294082","0.169788","0.077809"
"Heptaptera anisoptera (DC.) Tutin","7","6.140616","0.595549","0.225096","0.033347"
"Pimpinella aurea DC.","13","5.816361","0.474405","0.131576","0.017956"
"Ferulago humilis Boiss.","6","6.513545","0.095987","0.039187","0.038905"
"Ainsworthia trachycarpa Boiss.","8","6.397934","0.37553","0.13277","0.029178"
"Semenovia transiliensis Regel & Herder","14","5.651057","0.485872","0.129855","0.016673"
"Lepidium apetalum Willd.","192","5.759163","0.9168","0.066164","0.001216"
"Chaerophyllum macrospermum (Willd. ex Spreng.) Fisch. & C.A.Mey.","6","5.966061","0.144086","0.058823","0.038905"
"Pimpinella peucedanifolia Fisch. ex Ledeb.","4","6.06724","0.249512","0.124756","0.058357"
"Chaerophyllum macropodum Boiss.","9","6.216635","0.434824","0.144941","0.025936"
"Microstegium fasciculatum (L.) Henrard","21","7.623952","0.38449","0.083903","0.011116"
"Microstegium ciliatum (Trin.) A.Camus","45","7.381232","0.402537","0.060007","0.005187"
"Pycnocycla aucheriana Decne. ex Boiss.","3","4.791518","0.114217","0.065943","0.077809"
"Echinops ritro L.","85","6.307441","0.427101","0.046326","0.002746"
"Galium glaucum L.","54","6.489712","0.260548","0.035456","0.004323"
"Pteroselinum austriacum (Jacq.) Rchb.","9","6.831695","0.255866","0.085289","0.025936"
"Linaria purpurea (L.) Mill.","17","6.696846","0.235386","0.057089","0.013731"
"Eremopoa altaica (Trin.) Roshev.","19","5.621998","0.884602","0.202942","0.012286"
"Elymus dentatus (Hook.f.) Tzvelev","20","5.575352","0.816697","0.182619","0.011671"
"Aegilops triuncialis L.","253","6.281432","0.410238","0.025791","0.000923"
"Lepidium chalepense L.","15","5.574313","0.633262","0.163508","0.015562"
"Lepidium ferganense Korsh.","5","5.597932","0.31972","0.142983","0.046686"
"Erysimum czernjajevii N.Busch","7","5.575181","0.318737","0.120471","0.033347"
"Cryptospora falcata Kar. & Kir.","3","5.673496","0.114186","0.065925","0.077809"
"Christolea crassifolia Cambess.","41","4.884763","0.808009","0.12619","0.005693"
"Parasilaus asiaticus (Korovin) Pimenov","1","6.865891",NA,NA,"0.233428"
"Helosciadium nodiflorum (L.) Koch","54","6.411315","0.420449","0.057216","0.004323"
"Komarovia anisosperma Korovin","1","5.996452",NA,NA,"0.233428"
"Lomatocarpa albomarginata (Schrenk) Pimenov & Lavrova","12","5.990841","0.480047","0.138578","0.019452"
"Ferula samarkandica Korovin","4","6.295569","0.490743","0.245371","0.058357"
"Ferula varia (Schrenk) Trautv.","4","5.772779","0.247029","0.123514","0.058357"
"Dionysia tapetodes Bunge","7","5.676619","0.478691","0.180928","0.033347"
"Calamagrostis holmii Lange","64","5.621981","0.345916","0.04324","0.003647"
"Salvia atropatana Bunge","4","5.848008","0.276232","0.138116","0.058357"
"Vulpia unilateralis (L.) Stace","68","6.40756","0.313669","0.038038","0.003433"
"Neotorularia korolkowii (Regel & Schmalh.) Hedge & J.Léonard","24","5.090733","0.63556","0.129733","0.009726"
"Semenovia pamirica (Lipsky) Manden.","1","4.356709",NA,NA,"0.233428"
"Draba cana Rydb.","198","6.070037","0.536615","0.038136","0.001179"
"Boschniakia rossica (Cham. & Schlecht) B.Fedtsch.","174","6.117871","0.631422","0.047868","0.001342"
"Poa macrocalyx Trautv. & C.A.Mey.","66","6.861836","0.483748","0.059545","0.003537"
"Calamagrostis angustifolia Kom.","27","6.05098","0.50972","0.098096","0.008645"
"Phippsia concinna (Th.Fr.) Lindeb.","71","5.827566","0.516331","0.061277","0.003288"
"Alopecurus magellanicus Lam.","238","5.659073","0.662073","0.042916","0.000981"
"Poa smirnowii Roshev.","13","5.963828","0.599053","0.166147","0.017956"
"Poa platyantha Kom.","22","6.682791","0.483553","0.103094","0.01061"
"Poa paucispicula Scribn. & Merr.","205","6.364321","0.686503","0.047947","0.001139"
"Poa eminens J.Presl","82","6.741302","0.531269","0.058669","0.002847"
"Diarrhena mandshurica Maxim.","38","6.656003","0.422463","0.068533","0.006143"
"Koeleria asiatica Domin","78","5.76619","0.505456","0.057232","0.002993"
"Beckmannia syzigachne (Steud.) Fernald","670","6.126622","0.550409","0.021264","0.000348"
"Danthonia intermedia Vasey","238","6.442812","0.617111","0.040001","0.000981"
"Hierochloe pauciflora R.Br.","66","5.346034","0.528843","0.065096","0.003537"
"Spodiopogon sibiricus Trin.","178","6.699226","0.570616","0.042769","0.001311"
"Sasa senanensis (Franch. & Sav.) Rehder","47","7.140127","0.283492","0.041352","0.004967"
"Leymus mollis (Trin.) Pilg.","171","6.559416","0.787664","0.060234","0.001365"
"Elymus macrourus (Turcz.) Tzvelev","179","5.761603","0.390106","0.029158","0.001304"
"Elymus gmelinii (Trin.) Tzvelev","109","5.932498","0.428764","0.041068","0.002142"
"Leymus ajanensis (J.J.Vassil.) Tzvelev","19","5.78628","0.529632","0.121506","0.012286"
"Hordeum roshevitzii Bowden","30","5.638114","0.54902","0.100237","0.007781"
"Elymus lanceolatus (Scribn. & J.G.Sm.) Gould","125","5.92166","0.435849","0.038984","0.001867"
"Elymus bungeanus (Trin.) Melderis","18","5.892348","0.307211","0.07241","0.012968"
"Linaria odora (M.Bieb.) Fisch.","23","5.94156","0.298142","0.062167","0.010149"
"Festuca kolymensis Drobow","11","5.693552","0.516958","0.155869","0.021221"
"Festuca extremiorientalis Ohwi","81","6.58871","0.531795","0.059088","0.002882"
"Festuca richardsonii Hook.","115","5.905201","0.535489","0.049935","0.00203"
"Festuca brachyphylla Schult. & Schult.f.","596","5.904689","0.80818","0.033104","0.000392"
"Puccinellia nuttalliana (Schult.) Hitchc.","310","5.819327","0.459771","0.026113","0.000753"
"Erysimum pallasii (Pursh) Fernald","127","5.565154","0.546342","0.04848","0.001838"
"Draba chamissonis G.Don","16","6.147725","0.732795","0.183199","0.014589"
"Cardamine yezoensis Maxim.","21","7.248789","0.32792","0.071558","0.011116"
"Cardamine prorepens Fisch.","14","6.218288","0.300423","0.080291","0.016673"
"Barbarea orthoceras Ledeb.","431","6.372143","0.687879","0.033134","0.000542"
"Pachyneurum grandiflorum (C.A.Mey.) Bunge","10","5.081456","0.207922","0.065751","0.023343"
"Saposhnikovia divaricata (Turcz.) Schischk.","79","6.071428","0.323717","0.036421","0.002955"
"Aegopodium alpestre Ledeb.","159","6.304457","0.579679","0.045972","0.001468"
"Bupleurum scorzonerifolium Willd.","100","6.048016","0.489422","0.048942","0.002334"
"Bupleurum angustissimum (Franch.) Kitag.","8","5.787859","0.115056","0.040678","0.029178"
"Bupleurum komarovianum O.A.Lincz.","9","6.57815","0.183832","0.061277","0.025936"
"Aulacospermum anomalum (Ledeb.) Ledeb.","18","5.783614","0.57564","0.13568","0.012968"
"Osmorhiza aristata (Thunb.) Rydb.","91","7.018661","0.500476","0.052464","0.002565"
"Sphallerocarpus gracilis (Besser ex Trevis.) Koso-Pol.","69","5.91599","0.432834","0.052107","0.003383"
"Epilobium arcticum Sam.","47","5.197452","0.558802","0.08151","0.004967"
"Heracleum dissectum Ledeb.","69","6.048224","0.544513","0.065552","0.003383"
"Angelica cincta H.Boissieu","9","6.359433","0.202387","0.067462","0.025936"
"Angelica anomala Avé-Lall.","31","6.868055","0.486168","0.087318","0.00753"
"Angelica sachalinensis Maxim.","21","7.226955","0.25159","0.054901","0.011116"
"Angelica amurensis Schischk.","6","6.422758","0.205101","0.083732","0.038905"
"Magadania victoris (Schischk.) Pimenov & Lavrova","3","5.911299","0.130442","0.075311","0.077809"
"Polemonium chinense (Brand) Brand","36","6.193882","0.392033","0.065339","0.006484"
"Draba subcapitata Simmons","157","5.126881","0.617512","0.049283","0.001487"
"Lysimachia barystachys Bunge","123","6.561001","0.404371","0.036461","0.001898"
"Galium paradoxum Maxim.","69","6.870132","0.541046","0.065134","0.003383"
"Phelipanche aegyptiaca (Pers.) Pomel","3","5.673292","0.437818","0.252774","0.077809"
"Cruciata pedemontana (Bellardi) Ehrend.","78","6.517609","0.295403","0.033448","0.002993"
"Draba supranivalis Rupr.","2","6.97847","0.334843","0.23677","0.116714"
"Draba pauciflora R.Br.","71","5.289007","0.603507","0.071623","0.003288"
"Calamagrostis inexpansa A.Gray","139","6.268132","0.549169","0.04658","0.001679"
"Poa pseudoabbreviata Roshev.","76","6.0522","0.629076","0.07216","0.003071"
"Diarrhena fauriei (Hack.) Ohwi","18","6.993232","0.366564","0.0864","0.012968"
"Panicum bisulcatum Thunb.","102","7.318723","0.28667","0.028385","0.002289"
"Microstegium vimineum (Trin.) A.Camus","86","7.244114","0.443345","0.047807","0.002714"
"Arthraxon lanceolatus Miq.","1","7.108244",NA,NA,"0.233428"
"Hordeum bogdanii Wilensky","41","5.035032","0.89064","0.139095","0.005693"
"Leymus paboanus (Claus) Pilg.","52","5.654242","0.446975","0.061984","0.004489"
"Leymus chinensis (Trin.) Tzvelev","107","5.79196","0.464988","0.044952","0.002182"
"Elymus dahuricus Griseb.","178","5.998257","0.711146","0.053303","0.001311"
"Elymus tangutorum (Nevski) Hand.-Mazz.","34","6.065563","0.547045","0.093817","0.006866"
"Leymus ramosus (K.Richt.) Tzvelev","49","5.782433","0.292029","0.041718","0.004764"
"Elymus pendulinus (Nevski) Tzvelev","27","5.969975","0.475966","0.0916","0.008645"
"Lithosciadium multicaule Turcz.","5","5.614104","0.508241","0.227292","0.046686"
"Primula serrata Georgi","40","5.702842","0.356874","0.056427","0.005836"
"Chrysopogon gryllus (L.) Trin.","62","6.624391","0.40334","0.051224","0.003765"
"Erysimum amurense Kitag.","22","6.105963","0.280936","0.059896","0.01061"
"Draba subamplexicaulis C.A.Mey.","22","5.766716","0.503354","0.107315","0.01061"
"Draba juvenilis Kom.","121","5.983222","0.652063","0.059278","0.001929"
"Draba glacialis Adams","30","5.682546","0.390795","0.071349","0.007781"
"Festuca pseudodalmatica Krajina","36","6.331879","0.279081","0.046514","0.006484"
"Bromus secalinus L.","28","6.612842","0.310421","0.058664","0.008337"
"Lolium temulentum L.","157","6.447286","0.354294","0.028276","0.001477"
"Peucedanum morisonii Besser","15","6.021771","0.289732","0.074808","0.015562"
"Glehnia littoralis (A.Gray) F.Schmidt","28","6.902402","0.465572","0.087985","0.008337"
"Ostericum grosseserratum (Maxim.) Kitag.","56","6.815284","0.459316","0.061379","0.004168"
"Lysimachia davurica Ledeb.","120","6.22611","0.606713","0.055385","0.001945"
"Primula modesta Bisset & Moore","3","7.332635","0.562307","0.324648","0.077809"
"Primula borealis Duby","55","5.574263","0.50616","0.068251","0.004244"
"Galium dahuricum Turcz. ex Ledeb.","35","6.585349","0.554386","0.093708","0.006669"
"Siphonostegia chinensis Benth.","186","6.850519","0.489938","0.035924","0.001255"
"Draba ochroleuca Bunge","19","5.575055","0.335833","0.077045","0.012286"
"Lepidium cartilagineum (J.Mayer) Thell.","21","5.891107","0.414991","0.090558","0.011116"
"Lepidium pinnatifidum Ledeb.","14","6.10436","0.744229","0.198904","0.016673"
"Elymus reflexiaristatus (Nevski) Melderis","10","6.427753","0.215231","0.068062","0.023343"
"Orobanche elatior Sutton","55","6.429092","0.329533","0.044434","0.004244"
"Orobanche ritro Gren.","1","6.234411",NA,NA,"0.233428"
"Phelipanche arenaria (Borkh.) Pomel","34","6.216319","0.349595","0.059955","0.006866"
"Calamagrostis canadensis (Michx.) P.Beauv.","811","6.472681","0.5632","0.019777","0.000288"
"Glyceria grandis S.Watson","436","6.404526","0.513473","0.024591","0.000535"
"Festuca saximontana Rydb.","322","6.18268","0.484884","0.027022","0.000725"
"Douglasia arctica Hook.","21","5.82818","0.29562","0.06451","0.011116"
"Capsicum baccatum L.","71","7.121128","0.445523","0.052874","0.003288"
"Solanum glaucophyllum Desf.","75","7.02101","0.320162","0.036969","0.003112"
"Chrysopogon nigritanus (Benth.) Veldkamp","52","6.804941","0.365845","0.050734","0.004489"
"Ehrharta calycina Sm.","40","5.903179","0.717817","0.113497","0.005836"
"Solanum incanum L.","158","6.154904","1.132734","0.090115","0.001459"
"Echinaria capitata (L.) Desf.","111","6.357911","0.392134","0.03722","0.002103"
"Lepidium graminifolium L.","84","6.402639","0.381929","0.041672","0.002779"
"Salvia verbenaca L.","206","6.380832","0.45886","0.03197","0.001133"
"Rostraria cristata (L.) Tzvelev","165","6.298113","0.576145","0.044853","0.001415"
"Lolium multiflorum Lam.","143","6.524181","0.399251","0.033387","0.001632"
"Phelipanche caesia (Rchb.) Soják","45","6.077291","0.417844","0.062289","0.005187"
"Alyssum strigosum Banks & Sol.","30","6.361746","0.242673","0.044306","0.007781"
"Oenanthe pimpinelloides L.","106","6.601032","0.312751","0.030377","0.002202"
"Heracleum trachyloma Fisch. & C.A.Mey.","4","6.253775","0.128242","0.064121","0.058357"
"Festuca hyperborea Holmen","18","5.024447","0.650676","0.153366","0.012968"
"Chardinia orientalis (L.) Kuntze","18","6.174762","0.410998","0.096873","0.012968"
"Lepidium ramosissimum A.Nelson","107","5.947856","0.347135","0.033559","0.002182"
"Croton longicolumellus B.W.van Ee & P.E.Berry","6","6.825685","0.341642","0.139475","0.038905"
"Tribolium hispidum (Thunb.) Desv.","23","6.049952","0.560786","0.116932","0.010149"
"Smyrnium creticum Mill.","17","6.337466","0.280151","0.067947","0.013731"
"Ferula tingitana L.","19","6.503461","0.43835","0.100564","0.012286"
"Dasispermum suffruticosum (Bergius) B.L.Burtt","16","6.53093","0.542369","0.135592","0.014589"
"Bupleurum dumosum Coss. & Balansa","3","5.45701","0.19644","0.113415","0.077809"
"Lysimachia clethroides Duby","171","7.140769","0.384869","0.029432","0.001365"
"Thysanolaena latifolia (Roxb. ex Hornem.) Honda","68","7.760952","0.338863","0.041093","0.003433"
"Pogonatherum crinitum (Thunb.) Kunth","181","7.445388","0.450595","0.033492","0.00129"
"Crambe koktebelica (Junge) N.Busch","3","6.14297","0.206662","0.119316","0.077809"
"Chaerophyllum villarsii W.D.J.Koch","19","6.873029","0.363877","0.083479","0.012286"
"Picnomon acarna (L.) Cass.","89","6.281127","0.361647","0.038335","0.002623"
"Eleusine indica (L.) Gaertn.","589","7.192979","0.559638","0.023059","0.000396"
"Sphenopus divaricatus (Gouan) Rchb.","55","6.083888","0.406232","0.054776","0.004244"
"Bromus rubens L.","112","6.237686","0.473853","0.044775","0.002084"
"Lepidium paniculatum (Regel & Schmalh.) Al-Shehbaz","3","6.119659","0.28075","0.162091","0.077809"
"Erysimum vitellinum Popov","1","6.413459",NA,NA,"0.233428"
"Diptychocarpus strictus (Fisch. ex M.Bieb.) Trautv.","16","5.246953","0.354643","0.088661","0.014589"
"Scandix stellata Banks & Sol.","55","6.07721","0.504271","0.067996","0.004244"
"Coriandrum sativum L.","32","5.86997","0.726371","0.128405","0.007295"
"Bunium scabrellum Korovin","1","6.102559",NA,NA,"0.233428"
"Heracleum chorodanum (Hoffm.) DC.","10","6.411255","0.392622","0.124158","0.023343"
"Leiotulus dasyanthus (K.Koch) Pimenov & Ostr.","4","6.104094","0.305282","0.152641","0.058357"
"Malabaila dasyantha Fisch. & C.A.Mey. ex K.Koch","1","6.192362",NA,NA,"0.233428"
"Hymenolaena badachschanica Pissjauk.","1","4.304065",NA,NA,"0.233428"
"Sium medium Fisch. & C.A.Mey.","5","5.794092","0.360328","0.161144","0.046686"
"Schulzia albiflora (H.Karst. & L.A.Kirchn.) Popov","15","5.432463","0.711965","0.183829","0.015562"
"Ferula tschimganica Lipsky ex Korovin","1","6.104793",NA,NA,"0.233428"
"Hyoscyamus pusillus L.","35","5.07429","0.778386","0.131571","0.006669"
"Lycium ruthenicum Murray","63","4.908388","0.898934","0.113255","0.003705"
"Cistanche salsa (C.A.Mey.) Beck","7","4.848575","0.453959","0.17158","0.033347"
"Torilis tenella (Delile) Rchb.fil.","9","6.147526","0.586048","0.195349","0.025936"
"Pimpinella nudicaulis Trautv.","2","6.025341","0.16199","0.114544","0.116714"
"Cyclorhiza waltonii (H.Wolff) M.L.Sheh & R.H.Shan","23","5.959724","0.440364","0.091822","0.010149"
"Diplotaenia cachrydifolia Boiss.","3","6.553487","0.304105","0.175575","0.077809"
"Leutea petiolaris (DC.) Pimenov","4","6.244662","0.500371","0.250186","0.058357"
"Lysimachia lobelioides Wall.","25","6.830824","0.415098","0.08302","0.009337"
"Salvia aerea H.Lév.","4","6.565375","0.165185","0.082592","0.058357"
"Bupleurum hamiltonii N.P.Balakr.","27","6.847445","0.430868","0.082921","0.008645"
"Smyrniopsis aucheri Boiss.","7","6.297047","0.230326","0.087055","0.033347"
"Sporobolus ioclados (Nees ex Trin.) Nees","125","6.189011","0.67131","0.060044","0.001867"
"Leiotulus secacul (Mill.) Pimenov & Ostr.","12","6.197401","0.399914","0.115445","0.019452"
"Malabaila aucheri Boiss.","1","5.874931",NA,NA,"0.233428"
"Malabaila secacul (Mill.) Boiss.","9","5.894831","0.430643","0.143548","0.025936"
"Galium debile Desv.","53","6.620663","0.277946","0.038179","0.004404"
"Salvia fruticosa Mill.","19","6.455798","0.323511","0.074219","0.012286"
"Peucedanum officinale L.","42","6.436122","0.216638","0.033428","0.005558"
"Galactites tomentosa Moench","103","6.476746","0.410158","0.040414","0.002266"
"Muhlenbergia huegelii Trin.","98","6.941584","0.713281","0.072052","0.002382"
"Leymus multicaulis (Kar. & Kir.) Tzvelev","10","5.147626","0.430198","0.136041","0.023343"
"Erysimum sisymbrioides C.A.Mey.","17","5.414568","0.83781","0.203199","0.013731"
"Erysimum griffithianum Boiss.","1","5.153292",NA,NA,"0.233428"
"Strigosella africana (L.) Botsch.","34","5.634737","0.485044","0.083184","0.006866"
"Chorispora sabulosa Cambess.","23","6.26126","0.859278","0.179172","0.010149"
"Parrya turkestanica (Korsh.) N.Busch","1","4.304065",NA,NA,"0.233428"
"Bupleurum thianschanicum Freyn","11","5.400963","0.858455","0.258834","0.021221"
"Galagania ferganensis (Korovin) M.G.Vassiljeva & Pimenov","4","5.763618","0.306412","0.153206","0.058357"
"Ferula fedoroviorum Pimenov","1","5.187386",NA,NA,"0.233428"
"Ferula foetidissima Regel & Schmalh.","8","5.85409","0.387513","0.137007","0.029178"
"Ferula kirialovii Pimenov","5","5.924692","0.505382","0.226014","0.046686"
"Ancathia igniaria (Spreng.) DC.","13","5.356925","0.304215","0.084374","0.017956"
"Tripogon chinensis (Franch.) Hack.","68","6.083648","0.55602","0.067427","0.003433"
"Arundinella hirta (Thunb.) Tanaka","178","7.051539","0.494083","0.037033","0.001311"
"Miscanthus sinensis Andersson","223","7.174467","0.460167","0.030815","0.001047"
"Glyceria alnasteretum Kom.","30","7.206435","0.489861","0.089436","0.007781"
"Cardamine umbellata Greene","132","6.674091","0.68047","0.059227","0.001768"
"Hansenia mongholica Turcz.","5","6.112501","0.291612","0.130413","0.046686"
"Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","52","5.596106","0.363119","0.050356","0.004489"
"Festuca viviparoidea Krajina ex Pavlick","53","6.036679","0.567794","0.077993","0.004404"
"Draba lonchocarpa Rydb.","117","6.41662","0.5843","0.054019","0.001995"
"Festuca sibirica Hack. ex Boiss.","42","5.778113","0.313423","0.048362","0.005558"
"Miscanthus sacchariflorus (Maxim.) Hack.","28","6.8213","0.515221","0.097368","0.008337"
"Sasa kurilensis (Rupr.) Makino & Shibata","43","7.256763","0.328217","0.050053","0.005429"
"Festuca brevissima Jurtzev","92","6.040804","0.564979","0.058903","0.002537"
"Festuca baffinensis Polunin","215","5.512353","0.725306","0.049465","0.001086"
"Puccinellia angustata (R.Br.) E.L.Rand & Redfield","118","5.153468","0.633818","0.058348","0.001978"
"Holcus mollis L.","237","6.678843","0.341922","0.02221","0.000985"
"Alyssum turkestanicum Regel & Schmalh.","24","5.823167","0.489105","0.099838","0.009726"
"Cardamine microphylla Adams","30","5.846589","0.611111","0.111573","0.007781"
"Oenanthe javanica (Blume) DC.","226","7.157662","0.494878","0.032919","0.001033"
"Oenanthe benghalensis (Roxb.) Kurz","2","6.84369","0.291939","0.206432","0.116714"
"Tetracme quadricornis (Stephan) Bunge","22","5.199897","0.542405","0.115641","0.01061"
"Draba borealis DC.","153","6.347663","0.633931","0.05125","0.001526"
"Chloris gayana Kunth","109","6.588026","0.620472","0.05943","0.002142"
"Hyparrhenia rufa (Nees) Stapf","319","7.096617","0.396382","0.022193","0.000732"
"Cenchrus ciliaris L.","249","5.921698","0.855034","0.054186","0.000934"
"Asterolinon linum-stellatum (L.) Duby","128","6.327765","0.496901","0.04392","0.001824"
"Phalaris aquatica L.","61","6.435452","0.311071","0.039829","0.003827"
"Polypogon monspeliensis (L.) Desf.","279","6.167815","0.914102","0.054726","0.000834"
"Avena eriantha Durieu","5","5.887104","0.326539","0.146033","0.046686"
"Bromus briziformis Fisch. & C.A.Mey.","5","6.241361","0.207949","0.092998","0.046686"
"Chaerophyllum crinitum Boiss.","7","6.220594","0.195428","0.073865","0.033347"
"Oryzopsis asperifolia Michx.","269","6.543971","0.410598","0.025035","0.000868"
"Draba glabella Pursh","208","5.728583","0.649431","0.04503","0.001122"
"Draba daurica DC.","5","6.024249","0.368532","0.164813","0.046686"
"Saccharum arundinaceum Retz.","79","7.221467","0.453204","0.050989","0.002955"
"Impatiens rothii Hook.fil.","10","7.121352","0.274835","0.08691","0.023343"
"Cardamine tangutorum O.E.Schulz","43","6.060273","0.338142","0.051566","0.005429"
"Pennisetum hordeoides (Lam.) Steud.","39","7.240174","0.375223","0.060084","0.005985"
"Thecocarpus meifolius Boiss.","3","5.775305","0.532968","0.307709","0.077809"
"Ferulago asparagifolia Boiss.","3","6.66645","0.185342","0.107007","0.077809"
"Azilia eryngioides (Pau) Hedge & Lamond","1","6.714171",NA,NA,"0.233428"
"Ligusticopsis wallichiana (DC.) Pimenov & Kljuykov","1","7.865572",NA,NA,"0.233428"
"Selinum candollei Edgew.","1","7.608871",NA,NA,"0.233428"
"Opopanax hispidus (Friv.) Griseb.","24","6.492558","0.305449","0.06235","0.009726"
"Panicum brevifolium L.","219","7.471761","0.322888","0.021819","0.001066"
"Festuca pulchella Schrad.","11","7.095641","0.258734","0.078011","0.021221"
"Centaurea behen L.","11","6.242835","0.383711","0.115693","0.021221"
"Ridolfia segetum (L.) Moris","53","6.340386","0.291508","0.040042","0.004404"
"Avena barbata Pott ex Link","152","6.41372","0.410395","0.033287","0.001536"
"Poa iberica Fisch., C.A.Mey. & Avé-Lall.","8","6.74866","0.369533","0.13065","0.029178"
"Seseli rigidum Waldst. & Kit.","8","6.576183","0.273748","0.096785","0.029178"
"Bromus danthoniae Trin.","35","5.648024","0.56531","0.095555","0.006669"
"Bromus pseudodanthoniae Drobow","2","6.111986","0.048569","0.034343","0.116714"
"Eremopyrum distans (K.Koch) Nevski","22","5.41798","0.509637","0.108655","0.01061"
"Alyssum dasycarpum Stephan","8","5.456457","0.382359","0.135184","0.029178"
"Chorispora songarica Schrenk","1","6.37332",NA,NA,"0.233428"
"Elaeosticta paniculata (Korovin) Kljuykov & Pimenov","1","6.018593",NA,NA,"0.233428"
"Cuminum setifolium (Boiss.) Koso-Pol.","9","5.364091","0.337351","0.11245","0.025936"
"Hyalolaena bupleuroides (Schrenk) Pimenov & Kljuykov","6","5.708668","0.124371","0.050774","0.038905"
"Ferula kelleri Koso-Pol.","6","5.891759","0.498029","0.203319","0.038905"
"Ferula kokanica Regel & Schmalh.","9","6.050925","0.441788","0.147263","0.025936"
"Linaria armeniaca Chav.","2","6.233302","0.0666","0.047093","0.116714"
"Ferula moschata (Reinsch) Koso-Pol.","2","6.316845","0.202316","0.143059","0.116714"
"Impatiens acaulis Arn.","3","8.090819","0.145091","0.083768","0.077809"
"Ammi majus L.","119","6.234674","0.628821","0.057644","0.001962"
"Elymus libanoticus (Hack.) Melderis","2","6.687545","0.027318","0.019317","0.116714"
"Microstegium nudum (Trin.) A.Camus","68","7.228509","0.60425","0.073276","0.003433"
"Scaligeria moreana Engstrand","4","6.749297","0.172392","0.086196","0.058357"
"Leymus akmolinensis (Drobow) Tzvelev","5","5.68231","0.489116","0.218739","0.046686"
"Bunium chaerophylloides (Regel & Schmalh.) Drude","5","5.86802","0.376903","0.168556","0.046686"
"Pimpinella puberula (DC.) Boiss.","12","5.387731","0.672147","0.194032","0.019452"
"Ferula diversivittata Regel & Schmalh.","5","5.546418","0.575136","0.257209","0.046686"
"Ferula penninervis Regel & Schmalh.","5","5.940454","0.309411","0.138373","0.046686"
"Cervaria cervariifolia (C.A.Mey.) Pimenov","4","6.203092","0.50757","0.253785","0.058357"
"Dipterocome pusilla Fisch. & C.A.Mey.","6","5.477998","0.64297","0.262491","0.038905"
"Brylkinia caudata (Munro ex A.Gray) F.Schmidt","46","7.299859","0.32431","0.047817","0.005075"
"Schizachne purpurascens (Torr.) Swallen","308","6.53752","0.407207","0.023203","0.000758"
"Puccinellia wrightii (Scribn. & Merr.) Tzvelev","12","5.972496","0.662622","0.191282","0.019452"
"Puccinellia pumila (Macoun ex Vasey) Hitchc.","51","6.930077","0.702068","0.098309","0.004577"
"Alfredia cernua (L.) Cass.","12","6.367371","0.447741","0.129252","0.019452"
"Saussurea maximowiczii Herder","37","7.113174","0.482545","0.07933","0.006309"
"Calamagrostis deschampsioides Trin.","66","6.145322","0.737814","0.090819","0.003537"
"Calamagrostis epigeios Steud.","130","6.436713","0.727096","0.063771","0.001796"
"Draba crassifolia Graham","152","6.284425","0.524007","0.042503","0.001536"
"Paspalidium distans (Trin.) Hughes","138","6.730486","0.44484","0.037867","0.001692"
"Aristida calycina R.Br.","39","6.447535","0.324552","0.05197","0.005985"
"Aristida caput-medusae Domin","60","6.4567","0.260878","0.033679","0.00389"
"Paspalidium aversum Vickery","63","6.557715","0.458201","0.057728","0.003705"
"Panicum pygmaeum R.Br.","27","7.010274","0.331033","0.063707","0.008645"
"Aciphylla simplicifolia F.Muell. ex Benth.","7","6.995228","0.110221","0.04166","0.033347"
