"species","n_bio_4","mean_bio_4","sd_bio_4","se_bio_4","within_sp_var_bio_4"
"Bromus mucroglumis Wagnon","11","6.744612","0.215615","0.06501","0.004209"
"Orcuttia californica Vasey","13","6.632646","0.133205","0.036944","0.003562"
"Agrostis exarata Trin.","360","6.860365","0.238778","0.012585","0.000129"
"Salvia fruticulosa Benth.","6","6.059849","0.058629","0.023935","0.007717"
"Lupinus arizonicus (S.Watson) S.Watson","59","6.797272","0.184868","0.024068","0.000785"
"Panicum amarum Elliott","39","6.63594","0.292477","0.046834","0.001187"
"Physalis coztomatl Moc. & Sessé ex Dunal","20","6.134165","0.105593","0.023611","0.002315"
"Muhlenbergia ciliata (Kunth) Kunth","27","6.129577","0.266768","0.05134","0.001715"
"Paspalum denticulatum Trin.","110","6.393497","0.242819","0.023152","0.000421"
"Leptochloa panicea (Retz.) Ohwi","89","6.633662","0.403797","0.042802","0.00052"
"Oenothera lavandulifolia Torr. & A.Gray","64","7.025499","0.12624","0.01578","0.000723"
"Stipa tenuissima Trin.","43","6.593387","0.222553","0.033939","0.001077"
"Croton palanostigma Klotzsch","87","5.794113","0.08266","0.008862","0.000532"
"Aristida eludens Allred & Valdés-Reyna","9","6.524739","0.140364","0.046788","0.005144"
"Phalaris angusta Nees ex Trin.","127","6.599857","0.219178","0.019449","0.000365"
"Lepidium alyssoides A.Gray","55","6.953413","0.11316","0.015258","0.000842"
"Salvia candicans M.Martens & Galeotti","6","6.200934","0.109575","0.044734","0.007717"
"Fuchsia microphylla Kunth","40","6.037555","0.141565","0.022383","0.001158"
"Neogoezia planipetala (Hemsl.) Hemsl.","14","6.123347","0.127702","0.03413","0.003307"
"Echinochloa walteri (Pursh) A.Heller","130","6.884062","0.285858","0.025071","0.000356"
"Salvia longistyla Benth.","15","6.102893","0.132905","0.034316","0.003087"
"Cestrum laxum Benth.","25","6.111407","0.151224","0.030245","0.001852"
"Panicum acuminatum Sw.","86","6.824174","0.383451","0.041349","0.000538"
"Paspalum paniculatum L.","272","6.05149","0.23666","0.01435","0.00017"
"Panicum laxum Sw.","229","6.034758","0.238443","0.015757","0.000202"
"Salvia sapinea Epling","9","6.116454","0.220924","0.073641","0.005144"
"Horsfordia exalata Fryxell","1","6.622936",NA,NA,"0.0463"
"Solanum rudepannum Dunal","127","5.960179","0.243625","0.021618","0.000365"
"Salvia columbariae Benth.","82","6.818205","0.218349","0.024113","0.000565"
"Cicuta maculata L.","440","7.057713","0.173447","0.008269","0.000105"
"Bryantiella palmeri (S.Watson) J.M.Porter","6","6.714132","0.086047","0.035129","0.007717"
"Eremalche exilis (A.Gray) Greene","46","6.848642","0.208213","0.030699","0.001007"
"Heliocarpus pallidus Rose","28","6.053763","0.122796","0.023206","0.001654"
"Fuchsia cylindracea Lindl.","17","6.139067","0.116926","0.028359","0.002724"
"Leersia hexandra Sw.","661","6.22683","0.329392","0.012812","7e-05"
"Muhlenbergia diversiglumis Trin.","49","6.101936","0.308256","0.044037","0.000945"
"Chloris submutica Kunth","59","6.393441","0.233629","0.030416","0.000785"
"Muhlenbergia alamosae Vasey","38","6.412947","0.205645","0.03336","0.001218"
"Physalis greenmanii Waterf.","12","6.149112","0.160529","0.046341","0.003858"
"Pereilema crinitum J.Presl","64","6.169274","0.268347","0.033543","0.000723"
"Lycianthes acapulcensis (Baill.) D' Arcy","22","5.96614","0.10389","0.022149","0.002105"
"Datura quercifolia Kunth","59","6.583946","0.260008","0.03385","0.000785"
"Cryptotaenia canadensis (L.) DC.","257","7.069231","0.12228","0.007628","0.00018"
"Paspalum wrightii Hitchc. & Chase","45","6.293816","0.283695","0.042291","0.001029"
"Oenothera macrosceles A.Gray","10","6.597242","0.138166","0.043692","0.00463"
"Paspalum unispicatum (Scribn. & Merr.) Nash","67","6.441867","0.249444","0.030474","0.000691"
"Uniola pittieri Hack.","28","5.935582","0.209032","0.039503","0.001654"
"Croton magdalenae Millsp.","18","6.610378","0.107653","0.025374","0.002572"
"Phelipanche ramosa (L.) Pomel","39","6.819155","0.206833","0.03312","0.001187"
"Panicum verrucosum Muhl.","90","6.84895","0.187905","0.019807","0.000514"
"Salvia albocaerulea Linden","10","6.066528","0.082305","0.026027","0.00463"
"Physalis longifolia Nutt.","115","7.005522","0.190098","0.017727","0.000403"
"Lycianthes moziniana (Dunal) Bitter","28","6.12857","0.098437","0.018603","0.001654"
"Oldenlandia ovata S.Watson","7","6.474602","0.108756","0.041106","0.006614"
"Salvia xalapensis Benth.","13","6.15279","0.130771","0.036269","0.003562"
"Solanum aphyodendron S.Knapp","119","5.924438","0.177481","0.01627","0.000389"
"Salvia quercetorum Epling","3","6.177363","0.013728","0.007926","0.015433"
"Rhynchoglossum azureum (Schltdl.) B.L.Burtt","25","5.966369","0.195351","0.03907","0.001852"
"Linanthus dianthiflorus (Benth.) Greene","19","6.606853","0.21495","0.049313","0.002437"
"Glyceria septentrionalis Hitchc.","121","7.035477","0.108443","0.009858","0.000383"
"Brachiaria plantaginea (Link) Hitchc.","96","6.143852","0.228356","0.023306","0.000482"
"Oenothera deltoides Torr. & Frém.","51","6.894626","0.155671","0.021798","0.000908"
"Solanum bulbocastanum Dunal","33","6.136215","0.146973","0.025585","0.001403"
"Solanum aligerum Schltdl.","73","6.117342","0.207248","0.024257","0.000634"
"Panicum gymnocarpon Elliott","28","6.778816","0.133302","0.025192","0.001654"
"Salvia amarissima Ortega","33","6.118684","0.124643","0.021698","0.001403"
"Salvia nepetoides Kunth","12","6.085568","0.083053","0.023975","0.003858"
"Salvia pusilla Fernald","6","6.009582","0.081997","0.033475","0.007717"
"Cymopterus acaulis Raf.","69","7.064785","0.062","0.007464","0.000671"
"Croton axillaris Müll.Arg.","11","6.063493","0.217451","0.065564","0.004209"
"Hauya elegans Moc. & Sessé ex DC.","29","6.055314","0.153895","0.028578","0.001597"
"Heliocarpus americanus L.","181","5.958862","0.222229","0.016518","0.000256"
"Croton wigginsii L.C.Wheeler","16","6.806677","0.123565","0.030891","0.002894"
"Solanum schlechtendalianum Walp.","254","5.891721","0.172839","0.010845","0.000182"
"Salvia pinguifolia (Fernald) Wooton & Standl.","20","6.748585","0.232199","0.051921","0.002315"
"Eriastrum sapphirinum (Eastw.) Mason","19","6.756024","0.137043","0.03144","0.002437"
"Malacothamnus fasciculatus (Nutt. ex Torr. & A.Gray) Greene","24","6.598598","0.180714","0.036888","0.001929"
"Solanum grayi Rose","35","6.301357","0.299683","0.050656","0.001323"
"Solanum hindsianum Benth.","43","6.571714","0.187259","0.028557","0.001077"
"Physalis patula Mill.","28","6.256803","0.18361","0.034699","0.001654"
"Muhlenbergia robusta (E.Fourn.) Hitchc.","74","6.193573","0.216522","0.02517","0.000626"
"Ludwigia grandiflora (Michx.) Greuter & Burdet","71","6.538473","0.211167","0.025061","0.000652"
"Muhlenbergia speciosa Vasey","22","6.354345","0.166231","0.035441","0.002105"
"Microchloa kunthii Desv.","263","6.180361","0.281553","0.017361","0.000176"
"Luehea seemannii Planch. & Triana","90","5.820847","0.117704","0.012407","0.000514"
"Aletes acaulis (Torr.) J.M.Coult. & Rose","20","6.951662","0.074585","0.016678","0.002315"
"Croton pottsii var. pottsii","49","6.86044","0.126669","0.018096","0.000945"
"Croton pottsii var. thermophilus (M.C.Johnst.) M.C.Johnst.","2","6.747424","0.101348","0.071664","0.02315"
"Croton peraeruginosus Croizat","13","6.108452","0.036561","0.01014","0.003562"
"Physalis pruinosa L.","58","6.176695","0.25275","0.033188","0.000798"
"Chusquea circinata Soderstr. & C.E.Calderón","13","6.11177","0.142826","0.039613","0.003562"
"Bouteloua media (E.Fourn.) Gould & Kapadia","48","6.139065","0.251553","0.036309","0.000965"
"Oenothera biennis L.","386","7.036311","0.186209","0.009478","0.00012"
"Croton cajucara Benth.","42","5.851202","0.078743","0.01215","0.001102"
"Bothriochloa laguroides (DC.) Herter","73","6.44261","0.217878","0.025501","0.000634"
"Hottonia inflata Elliott","31","6.963063","0.073159","0.01314","0.001494"
"Muhlenbergia macroura (Kunth) Hitchc.","51","6.22649","0.223715","0.031326","0.000908"
"Phlox nivalis Lodd.","7","6.781964","0.106126","0.040112","0.006614"
"Croton fantzianus F.Seym.","8","6.159466","0.31062","0.109821","0.005788"
"Briquetia sonorae Fryxell","3","6.668441","0.030722","0.017737","0.015433"
"Lycianthes lenta (Cav.) Bitter","89","6.047039","0.189745","0.020113","0.00052"
"Achimenes antirrhina (DC.) C.V.Morton","37","6.100123","0.145552","0.023929","0.001251"
"Setariopsis auriculata (E.Fourn.) Scribn.","66","6.263223","0.268807","0.033088","0.000702"
"Salvia purpusii Brandegee","4","6.566103","0.154919","0.07746","0.011575"
"Drymonia strigosa (Oerst.) Wiehler","14","6.046839","0.113556","0.030349","0.003307"
"Ligusticum porteri J.M.Coult. & Rose","58","6.914264","0.17158","0.02253","0.000798"
"Physalis nicandroides Schltdl.","62","6.192296","0.224903","0.028563","0.000747"
"Lysimachia radicans Hook.","27","6.929431","0.093996","0.01809","0.001715"
"Bromus ciliatus L.","525","7.099206","0.157185","0.00686","8.8e-05"
"Muhlenbergia arizonica Scribn.","33","6.669336","0.169632","0.029529","0.001403"
"Muhlenbergia elongata Scribn. ex Beal","16","6.683438","0.148133","0.037033","0.002894"
"Lupinus sparsiflorus Benth.","63","6.803333","0.20878","0.026304","0.000735"
"Bouteloua johnstonii Swallen","5","6.612884","0.107942","0.048273","0.00926"
"Nicotiana clevelandii A.Gray","44","6.621291","0.200634","0.030247","0.001052"
"Solanum hjertingii Hawkes","7","6.52385","0.131232","0.049601","0.006614"
"Loeselia glandulosa (Cav.) G.Don","95","6.197392","0.302436","0.031029","0.000487"
"Phlox drummondii Hook.","49","6.802559","0.162099","0.023157","0.000945"
"Muhlenbergia montana (Nutt.) Hitchc.","138","6.728223","0.326206","0.027768","0.000336"
"Achimenes erecta (Lam.) H.P.Fuchs","35","6.017774","0.125142","0.021153","0.001323"
"Phlox longifolia Nutt.","132","7.007607","0.070351","0.006123","0.000351"
"Stenaria nigricans (Lam.) Terrell","29","6.729317","0.263787","0.048984","0.001597"
"Stenaria nigricans var. nigricans","44","6.88634","0.209526","0.031587","0.001052"
"Solanum heterodoxum Dunal","54","6.675059","0.300855","0.040941","0.000857"
"Sium suave Walter","487","7.120211","0.192168","0.008708","9.5e-05"
"Muhlenbergia sobolifera (Muhl. ex Willd.) Trin.","97","7.057169","0.071004","0.007209","0.000477"
"Solanum lanceifolium Jacq.","110","5.965453","0.228894","0.021824","0.000421"
"Poa sylvestris A.Gray","152","7.031969","0.107079","0.008685","0.000305"
"Draba jorullensis Kunth","12","6.06953","0.125964","0.036363","0.003858"
"Draba mexicana Rose","2","6.287137","0.286734","0.202752","0.02315"
"Croton conduplicatus Kunth","34","5.94164","0.113987","0.019549","0.001362"
"Croton sonorae Torr.","39","6.546148","0.296472","0.047474","0.001187"
"Salvia carduacea Benth.","21","6.744144","0.16416","0.035823","0.002205"
"Salvia concolor Lamb. ex Benth.","11","6.093809","0.06001","0.018094","0.004209"
"Lysimachia ciliata L.","382","7.092487","0.125195","0.006406","0.000121"
"Aristida divaricata Humb. & Bonpl. ex Willd.","150","6.665808","0.322386","0.026323","0.000309"
"Salvia oaxacana Fernald","5","6.12616","0.051982","0.023247","0.00926"
"Salvia leucophylla Greene","14","6.542003","0.098658","0.026367","0.003307"
"Panicum mertensii Roth","62","5.998756","0.241925","0.030725","0.000747"
"Paspalum virgatum L.","259","5.958845","0.203732","0.012659","0.000179"
"Croton cuyabensis Pilg.","6","6.166317","0.091644","0.037414","0.007717"
"Conopholis alpina Liebm.","67","6.452121","0.338741","0.041384","0.000691"
"Perideridia gairdneri (Hook. & Arn.) Mathias","71","6.899352","0.189294","0.022465","0.000652"
"Oenothera elata Kunth","69","6.800775","0.327288","0.039401","0.000671"
"Salvia lasiantha Benth.","31","6.133048","0.194867","0.034999","0.001494"
"Muhlenbergia repens (J.Presl) Hitchc.","93","6.708236","0.290124","0.030084","0.000498"
"Pennisetum villosum Fresen.","70","6.46477","0.274378","0.032794","0.000661"
"Solanum diphyllum L.","112","6.212769","0.281721","0.02662","0.000413"
"Monanthochloe littoralis Engelm.","50","6.487171","0.204238","0.028884","0.000926"
"Erysimum asperum (Nutt.) DC.","197","7.101128","0.18814","0.013404","0.000235"
"Croton glabellus L.","33","6.07339","0.080947","0.014091","0.001403"
"Croton gossypiifolius Vahl","35","5.76692","0.090471","0.015292","0.001323"
"Solanum mitlense Dunal","18","6.095735","0.11334","0.026714","0.002572"
"Salvia pennellii Epling","6","6.449709","0.129191","0.052742","0.007717"
"Codonanthe macradenia Donn.Sm.","17","5.837799","0.146221","0.035464","0.002724"
"Salvia villosa Fernald","11","6.300104","0.153462","0.046271","0.004209"
"Hymenachne amplexicaulis (Rudge) Nees","321","6.042723","0.261469","0.014594","0.000144"
"Solanum hirtum Vahl","118","5.962579","0.231266","0.02129","0.000392"
"Arracacia tolucensis (Spreng.) Hemsl.","25","6.311721","0.171519","0.034304","0.001852"
"Hilaria jamesii (Torr.) Benth.","108","7.033082","0.062217","0.005987","0.000429"
"Isachne arundinacea (Sw.) Griseb.","76","5.874492","0.174702","0.02004","0.000609"
"Physalis cordata Mill.","68","5.983852","0.206614","0.025056","0.000681"
"Spartina foliosa Trin.","16","6.476749","0.059546","0.014887","0.002894"
"Lycium torreyi A.Gray","56","6.889764","0.182289","0.024359","0.000827"
"Fuchsia paniculata Lindl.","31","5.977489","0.141642","0.02544","0.001494"
"Fuchsia arborescens Sims","37","6.078985","0.131196","0.021568","0.001251"
"Salvia pulchella DC.","8","6.059243","0.09447","0.0334","0.005788"
"Zea perennis (Hitchc.) Reeves & Mangelsd.","5","6.104786","0.104427","0.046701","0.00926"
"Phlox divaricata L.","175","7.031327","0.113394","0.008572","0.000265"
"Taenidia integerrima (L.) Drude","146","7.053065","0.079516","0.006581","0.000317"
"Lycium macrodon A.Gray","4","6.833648","0.065","0.0325","0.011575"
"Tristachya avenacea (J.Presl) Scribn. & Merr.","25","6.076322","0.127524","0.025505","0.001852"
"Festuca ligulata Swallen","4","6.676363","0.128171","0.064086","0.011575"
"Salvia reptans Jacq.","23","6.282789","0.258918","0.053988","0.002013"
"Salvia leptophylla Benth.","17","6.278834","0.251811","0.061073","0.002724"
"Streptanthus bracteatus A.Gray","3","6.841819","0.013755","0.007941","0.015433"
"Selenia aurea Nutt.","18","7.030773","0.04324","0.010192","0.002572"
"Chasmanthium curvifolium (J.Valdés, Morden & S.L.Hatch) Wipff & S.D.Jones","1","6.427055",NA,NA,"0.0463"
"Aristida californica Thurb.","37","6.790105","0.182601","0.030019","0.001251"
"Trientalis borealis Raf.","242","7.131106","0.141288","0.009082","0.000191"
"Conioselinum chinense (L.) Britton, Sterns & Poggenb.","90","7.047059","0.151603","0.01598","0.000514"
"Primula laurentiana Fernald","23","7.123791","0.12731","0.026546","0.002013"
"Dodecatheon frigidum Cham. & Schltdl.","134","7.244032","0.169363","0.014631","0.000346"
"Paspalum pilosum Lam.","109","5.961237","0.162197","0.015536","0.000425"
"Panicum polycomum Trin.","37","5.80958","0.062934","0.010346","0.001251"
"Thrasya petrosa (Trin.) Chase","75","5.898455","0.113735","0.013133","0.000617"
"Solanum polytrichum Moric.","25","6.015442","0.062908","0.012582","0.001852"
"Galianthe brasiliensis (Spreng.) E.L.Cabral & Bacigalupo","83","6.27374","0.163191","0.017913","0.000558"
"Chamaecrista glaucofilix (H.S.Irwin & Barneby) H.S.Irwin & Barneby","2","6.010023","0.008503","0.006013","0.02315"
"Chamaecrista confertiformis (H.S.Irwin & Barneby) Conc., L.P.Queiroz & G.P.Lewis","2","6.022216","0.009085","0.006424","0.02315"
"Panicum wettsteinii Hack.","17","6.060453","0.096118","0.023312","0.002724"
"Paliavana tenuiflora Mansf.","25","6.012624","0.04239","0.008478","0.001852"
"Panicum pilosum Sw.","363","5.955034","0.201993","0.010602","0.000128"
"Setaria scandens Schrad.","75","6.05595","0.201413","0.023257","0.000617"
"Sinningia barbata (Nees & Mart.) G.Nicholson","21","6.012967","0.04925","0.010747","0.002205"
"Dyssochroma viridiflora (Sims) Miers","33","6.144758","0.107263","0.018672","0.001403"
"Solanum rupincola Sendtn.","20","6.004091","0.047846","0.010699","0.002315"
"Croton luetzelburgii Pax & K.Hoffm.","5","6.012777","0.018106","0.008097","0.00926"
"Chamaecrista desvauxii var. mollissima (Benth.) H.S.Irwin & Barneby","123","5.991237","0.191788","0.017293","0.000376"
"Chusquea bambusoides (Raddi) Hack.","35","6.16233","0.125728","0.021252","0.001323"
"Solanum reflexiflorum Moric. ex Dunal","15","5.98686","0.058753","0.01517","0.003087"
"Nematanthus corticola Schrad.","4","6.000716","0.036822","0.018411","0.011575"
"Hydrogaster trinervis Kuhlm.","13","6.041876","0.063703","0.017668","0.003562"
"Aureliana fasciculata (Vell.) Sendtn.","80","6.143528","0.171443","0.019168","0.000579"
"Croton heterocalyx Baill.","10","6.036538","0.046503","0.014706","0.00463"
"Lasiacis sorghoidea (Ham.) Hitchc. & Chase","352","6.001125","0.219952","0.011723","0.000132"
"Codonanthe cordifolia Chautems","21","6.179648","0.108534","0.023684","0.002205"
"Athenaea pogogena (Moric.) Sendtn.","15","6.076317","0.068092","0.017581","0.003087"
"Columnea sanguinea (Pers.) Hanst.","69","5.812361","0.117191","0.014108","0.000671"
"Pseudechinolaena polystachya (Kunth) Stapf","314","6.057644","0.270781","0.015281","0.000147"
"Solanum acerifolium Humb. & Bonpl. ex Dunal","110","5.902968","0.187267","0.017855","0.000421"
"Croton dichrous Müll.Arg.","7","6.161444","0.027487","0.010389","0.006614"
"Solanum asterophorum Mart.","38","6.06033","0.085027","0.013793","0.001218"
"Eremocaulon aureofimbriatum Soderstr. & Londoño","4","6.030757","0.068341","0.03417","0.011575"
"Aristida torta (Nees) Kunth","84","5.927508","0.122843","0.013403","0.000551"
"Raddia brasiliensis Bertol.","34","6.051057","0.111821","0.019177","0.001362"
"Panicum animarum Renvoize","1","6.014082",NA,NA,"0.0463"
"Solanum stenandrum Sendtn.","32","6.026368","0.070766","0.01251","0.001447"
"Eragrostis polytricha Nees","100","6.264274","0.243529","0.024353","0.000463"
"Chamaecrista urophyllidia (H.S.Irwin & Barneby) H.S.Irwin & Barneby","7","6.041021","0.044505","0.016821","0.006614"
"Croton sphaerogynus Baill.","10","6.132733","0.086881","0.027474","0.00463"
"Chamaecrista brachystachya (Benth.) Conc., L.P.Queiroz & G.P.Lewis","22","6.029009","0.052077","0.011103","0.002105"
"Panicum stoloniferum Poir.","128","5.934788","0.219681","0.019417","0.000362"
"Sinningia cooperi (Paxton) Wiehler","12","6.198518","0.086664","0.025018","0.003858"
"Croton sapiifolius Müll.Arg.","1","5.972154",NA,NA,"0.0463"
"Chusquea ramosissima Lindm.","61","6.290549","0.189924","0.024317","0.000759"
"Chamaecrista philippii (H.S.Irwin & Barneby) H.S.Irwin & Barneby","4","6.01271","0.019917","0.009958","0.011575"
"Acroceras zizanioides (Kunth) Dandy","377","5.971073","0.204626","0.010539","0.000123"
"Croton echioides Baill.","52","5.999442","0.056288","0.007806","0.00089"
"Sinningia incarnata (Aubl.) D.L.Denham","73","5.854444","0.105498","0.012348","0.000634"
"Croton cordiifolius Baill.","14","6.015211","0.032723","0.008746","0.003307"
"Chamaecrista unijuga (Benth.) Conc., L.P.Queiroz & G.P.Lewis","2","5.952143","0.015628","0.011051","0.02315"
"Panicum trinii Kunth","8","6.021007","0.053408","0.018883","0.005788"
"Nematanthus crassifolius (Schott) Wiehler","11","6.133847","0.034863","0.010512","0.004209"
"Paspalum millegrana Schrad. ex Schult.","42","6.023855","0.131666","0.020317","0.001102"
"Pharus latifolius L.","198","5.891463","0.140893","0.010013","0.000234"
"Aristida capillacea Lam.","127","5.933005","0.138444","0.012285","0.000365"
"Panicum marauense Renvoize & Zuloaga","3","5.983955","0.017899","0.010334","0.015433"
"Chamaecrista rotundifolia var. grandiflora (Benth.) H.S.Irwin & Barneby","42","6.009261","0.151431","0.023366","0.001102"
"Croton velutinus Baill.","11","6.012205","0.033228","0.010019","0.004209"
"Sinningia magnifica (Otto & A.Dietr.) Wiehler","20","6.136633","0.042249","0.009447","0.002315"
"Sinningia elatior (Kunth) Chautems","143","6.116516","0.224175","0.018746","0.000324"
"Chamaecrista nictitans subsp. disadena (Steud.) H.S.Irwin & Barneby","62","5.99119","0.140364","0.017826","0.000747"
"Chamaecrista nictitans var. ramosa (Vogel) H.S.Irwin & Barneby","54","6.134812","0.242761","0.033036","0.000857"
"Chamaecrista nictitans subsp. brachypoda (Benth.) H.S.Irwin & Barneby","55","6.048399","0.143444","0.019342","0.000842"
"Vanhouttea calcarata Lem.","7","6.124276","0.027696","0.010468","0.006614"
"Setaria scabrifolia (Nees) Kunth","36","6.160856","0.171586","0.028598","0.001286"
"Homolepis isocalycina (G.Mey.) Chase","11","5.901904","0.11551","0.034828","0.004209"
"Heteranthia decipiens Nees & Mart.","6","6.028434","0.019986","0.008159","0.007717"
"Solanum hexandrum Vell.","21","6.107556","0.103577","0.022602","0.002205"
"Nematanthus hirtellus (Schott) Wiehler","6","6.128347","0.049019","0.020012","0.007717"
"Sinningia brasiliensis (Regel & E.Schmidt) Wiehler & Chautems","19","6.078254","0.048195","0.011057","0.002437"
"Axonopus brasiliensis (Spreng.) Kuhlm.","84","6.060364","0.159065","0.017355","0.000551"
"Chamaecrista roraimae (Benth.) Gleason","20","5.923213","0.109593","0.024506","0.002315"
"Gymnopogon foliosus (Willd.) Nees","122","5.925498","0.098493","0.008917","0.00038"
"Chamaecrista sincorana (Harms) H.S.Irwin & Barneby","2","6.01648","0.025688","0.018164","0.02315"
"Panicum chapadense Swallen","11","5.964282","0.097497","0.029396","0.004209"
"Solanum uncinellum Lindl.","154","5.863068","0.164236","0.013235","0.000301"
"Codonanthe gracilis (Mart.) Hanst.","24","6.199413","0.124045","0.025321","0.001929"
"Chamaecrista decora (H.S.Irwin & Barneby) Conc., L.P.Queiroz & G.P.Lewis","3","6.088722","0.013165","0.007601","0.015433"
"Panicum cumbucanum Renvoize","3","6.017561","0.007334","0.004234","0.015433"
"Panicum pseudisachne Mez","22","6.028007","0.091973","0.019609","0.002105"
"Panicum rudgei Roem. & Schult.","172","5.874218","0.118693","0.00905","0.000269"
"Chamaecrista venulosa (Benth.) H.S.Irwin & Barneby","10","6.0642","0.049451","0.015638","0.00463"
"Panicum sacciolepoides Renvoize & Zuloaga","4","5.993155","0.0221","0.01105","0.011575"
"Chamaecrista belemii (H.S.Irwin & Barneby) H.S.Irwin & Barneby","24","5.998813","0.050995","0.010409","0.001929"
"Chusquea oxylepis (Hack.) Ekman","24","6.175312","0.118578","0.024205","0.001929"
"Croton spruceanus Benth.","26","5.828303","0.099807","0.019574","0.001781"
"Nicotiana bonariensis Lehm.","25","6.404098","0.181496","0.036299","0.001852"
"Alvimia gracilis Soderstr. & Londoño","4","5.998118","0.014013","0.007006","0.011575"
"Setaria vulpiseta (Lam.) Roem. & Schult.","218","6.112877","0.295214","0.019994","0.000212"
"Solanum stagnale Moric.","7","5.958676","0.097918","0.03701","0.006614"
"Solanum rugosum Dunal","183","5.833452","0.101263","0.007486","0.000253"
"Nematanthus albus Chautems","8","6.026609","0.059625","0.021081","0.005788"
"Chloris pycnothrix Trin.","206","6.144835","0.24426","0.017018","0.000225"
"Atractantha radiata McClure","4","5.992444","0.019673","0.009836","0.011575"
"Croton macrobothrys Baill.","32","6.13827","0.128262","0.022674","0.001447"
"Solanum sessiliflorum Dunal","94","5.816052","0.182727","0.018847","0.000493"
"Chusquea pinifolia (Nees) Nees","9","6.14791","0.03013","0.010043","0.005144"
"Chamaecrista onusta H.S.Irwin & Barneby","4","5.978039","0.007886","0.003943","0.011575"
"Aristida riparia Trin.","105","5.991774","0.113681","0.011094","0.000441"
"Paspalum lineare Trin.","78","6.039432","0.131519","0.014892","0.000594"
"Guadua paniculata Munro","95","6.032646","0.145959","0.014975","0.000487"
"Croton thomasii Riina & P.E.Berry","3","5.993663","0.016497","0.009525","0.015433"
"Eremocaulon asymmetricum (Soderstr. & Londoño) Londoño","3","5.987163","0.01592","0.009191","0.015433"
"Plagiantha tenella Renvoize","5","5.99352","0.017132","0.007662","0.00926"
"Setaria macrostachya Kunth","70","6.344394","0.302295","0.036131","0.000661"
"Lepidium bonariense L.","99","6.56253","0.185985","0.018692","0.000468"
"Duckeodendron cestroides Kuhlm.","6","5.798611","0.017548","0.007164","0.007717"
"Lupinus velutinus Benth.","16","6.030979","0.139278","0.03482","0.002894"
"Panicum grumosum Nees","19","6.392372","0.129752","0.029767","0.002437"
"Solanum incarceratum Ruiz & Pav.","45","6.078016","0.220217","0.032828","0.001029"
"Setaria sulcata Raddi","78","6.222535","0.238651","0.027022","0.000594"
"Codonanthe uleana Fritsch","119","5.823686","0.118131","0.010829","0.000389"
"Panicum cyanescens Nees ex Trin.","112","5.953378","0.162205","0.015327","0.000413"
"Trichanthecium cyanescens (Nees ex Trin.) Zuloaga & Morrone","114","5.918115","0.159779","0.014965","0.000406"
"Solanum jamaicense Mill.","187","5.866105","0.175196","0.012812","0.000248"
"Danthonia secundiflora J.Presl","52","6.072221","0.292719","0.040593","0.00089"
"Panicum millegrana Poir.","121","6.120934","0.235972","0.021452","0.000383"
"Napeanthus primulifolius (Raddi) Sandwith","7","6.203248","0.138169","0.052223","0.006614"
"Fuchsia regia (Vand. ex Vell.) Munz","45","6.225662","0.12686","0.018911","0.001029"
"Solanum caesium Griseb.","18","6.31744","0.162727","0.038355","0.002572"
"Paspalum pumilum Nees","75","6.179371","0.263874","0.03047","0.000617"
"Imperata brasiliensis Trin.","151","6.182679","0.278582","0.022671","0.000307"
"Codonanthe devosiana Lem.","24","6.25266","0.090604","0.018494","0.001929"
"Paspalum stellatum Flüggé","116","6.086655","0.225595","0.020946","0.000399"
"Croton paludosus Müll.Arg.","4","5.970618","0.029492","0.014746","0.011575"
"Chusquea bradei L.G.Clark","4","6.039216","0.055384","0.027692","0.011575"
"Chamaecrista anamariae Conc., L.P.Queiroz & G.P.Lewis","1","6.010409",NA,NA,"0.0463"
"Briza calotheca (Trin.) Hack.","39","6.353778","0.146236","0.023417","0.001187"
"Pappophorum pappiferum (Lam.) Kuntze","107","6.29984","0.328526","0.03176","0.000433"
"Ludwigia nervosa (Poir.) Hara","280","5.972931","0.17574","0.010502","0.000165"
"Chamaecrista depauperata Conc., L.P.Queiroz & G.P.Lewis","1","6.001044",NA,NA,"0.0463"
"Paliavana prasinata (Ker Gawl.) Benth. & Hook.fil.","11","6.129592","0.014916","0.004497","0.004209"
"Sinningia sceptrum (Mart.) Wiehler","14","6.107627","0.108969","0.029123","0.003307"
"Solanum jabrense Agra & M.Nee","16","6.001064","0.056497","0.014124","0.002894"
"Besleria melancholica (Vell.) C.V.Morton","4","6.148073","0.021959","0.01098","0.011575"
"Paliavana sericiflora Benth. & Hook.fil.","13","6.113693","0.05001","0.01387","0.003562"
"Croton fuscescens Spreng.","31","6.102224","0.100914","0.018125","0.001494"
"Solanum latiflorum Bohs","12","6.138815","0.050567","0.014597","0.003858"
"Paspalum notatum Flüggé","149","6.373692","0.227987","0.018677","0.000311"
"Croton linearifolius Müll.Arg.","14","5.981148","0.042618","0.01139","0.003307"
"Chloris elata Desv.","124","6.343397","0.278307","0.024993","0.000373"
"Paspalum intermedium Munro ex Morong","88","6.285118","0.243117","0.025916","0.000526"
"Croton eremophilus Müll.Arg.","3","6.000828","0.019961","0.011524","0.015433"
"Chamaecrista coriacea (Bong. ex Benth.) H.S.Irwin & Barneby","1","6.105574",NA,NA,"0.0463"
"Solanum subinerme Jacq.","207","5.82436","0.090218","0.006271","0.000224"
