"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Alysseae","annual",0.0438795955123305,6.6638099070607,0.00122881877229304,5.65231668525987
"Alysseae","perennial",0.02477474824949,6.6638099070607,0.00160141058746728,5.6468025386535
"Antirrhineae","annual",0.0294075072794383,0.0464386099103308,2.64723588191594e-05,5.66873602981311
"Antirrhineae","perennial",0.0124508611979862,0.0464386099103308,2.67910300136934e-05,5.66024456360738
"Apioideae","annual",0.000585386770274831,0.0574022717917169,5.01348585675593e-05,5.6477530714181
"Apioideae","perennial",0.0337889672562522,0.0574022717917169,5.02181875250624e-05,5.64775307141837
"Arabideae","annual",0.10684912021452,1.52370346898256,0.00149364344102713,5.63994426394327
"Arabideae","perennial",0.144335690150896,1.52370346898256,0.00149370313788419,5.62388522298388
"Balsamiaceae","annual",0.0141078055569403,0.153207314925379,6.98784034446745e-05,5.65668697662729
"Balsamiaceae","perennial",0.0136234164973907,0.153207314925379,6.98949990622702e-05,5.67899647731155
"Brassiceae","annual",0.0433172361542725,4.83012849670976,0.00194310833384257,5.66307003649797
"Brassiceae","perennial",0.0170705630506081,4.83012849670976,0.00184614877624784,5.66067064724346
"Cardamineae","annual",0.0567718530339956,1.11450045348452,0.000543576259040983,5.65534686580427
"Cardamineae","perennial",0.0285242978671325,1.11450045348452,0.00122268667412802,5.63275777309461
"Cardueae","annual",0.0725906556168425,0.0707442988335625,3.76251917054889e-05,5.66395544558476
"Cardueae","perennial",0.0135608173630332,0.0707442988335625,3.76453907916267e-05,5.63997565710749
"CES","annual",0.0802982670659731,0.338402083346379,8.22963424186551e-05,5.64973109527828
"CES","perennial",0.0285975827550527,0.338402083346379,8.09209913320471e-05,5.62896669818991
"Chamaecrista","annual",0.0854255497972686,0.36907315227548,1.65167226610654e-05,5.69291156818549
"Chamaecrista","perennial",0.0117459075652444,0.36907315227548,1.99780175563043e-05,5.69199213238087
"Chorisporeae","annual",0.0831524849131353,6.46759563536702,0.00136668964294462,5.65560970032847
"Chorisporeae","perennial",0.0930125100751583,6.46759563536702,0.00438094054077112,5.61525075693214
"Croton","annual",0.00624520199660623,0.088196020161847,1.64763473455841e-05,5.66504306549652
"Croton","perennial",0.00428844278708082,0.088196020161847,1.64763472889872e-05,5.6902588475823
"Erysimeae","annual",0.055694053723195,4.28679260223186,0.000902829530171202,5.643772491359
"Erysimeae","perennial",0.0648217153150772,4.28679260223186,0.00245117695990938,5.64349518505399
"Euclidieae","annual",0.0300019230671586,6.63279819183293,0.0092436408764221,5.63957406297151
"Euclidieae","perennial",0.0452942169053529,6.63279819183293,0.00758931973254665,5.6109696986796
"Eumalvoideae","annual",0.0382934928153039,0.0434224638052734,1.83817318637473e-05,5.69024117285616
"Eumalvoideae","perennial",0.0124776641040704,0.0434224638052734,2.29750112598192e-05,5.67821104055015
"Gesneriaceae","annual",0.0112501198924538,1.46079650744627e-06,7.05001662397837e-06,5.73938275971016
"Gesneriaceae","perennial",0.00243141340227353,1.46079650744627e-06,6.83440285896465e-06,5.69851975844339
"Grewioideae","annual",0.0182218848110417,0.0279030702531737,5.29779611961077e-06,5.68948349830762
"Grewioideae","perennial",0.00155572320342528,0.0279030702531737,5.64815102337749e-06,5.68949456329871
"Heliophileae","annual",0.0366749582642394,6.09150422309814,0.000246007207053561,5.66884397655973
"Heliophileae","perennial",0.0218693091499505,6.09150422309814,0.00018783136187519,5.66569729110706
"Hypericum","annual",0.0853784197017927,0.385843939699315,0.000151085211810048,5.66297031532148
"Hypericum","perennial",0.0172603791483883,0.385843939699315,0.00015247902799569,5.66352040198298
"Lepidieae","annual",0.280732521451098,0.00872246656053837,0.000485222084117811,5.66117101361159
"Lepidieae","perennial",0.213801984585256,0.00872246656053837,3.37035339776953e-05,5.6611697672892
"Lupinus","annual",0.0250664176817176,0.0124317811268295,1.54992125012328e-05,5.67202580648548
"Lupinus","perennial",0.0698345325465939,0.0124317811268295,9.54831420714095e-05,5.67148660097719
"Lysimachieae","annual",0.0352764375408758,0.0706397934057552,3.78857829740124e-05,5.6758992568274
"Lysimachieae","perennial",0.0293356276112082,0.0706397934057552,3.89791257222651e-05,5.65429022319637
"Onagraceae","annual",0.15590832179903,2.27618098800712,0.00176227414641186,5.65971481666048
"Onagraceae","perennial",0.128975852329166,2.27618098800712,0.00176194689270315,5.65664411527539
"Orobanchaceae","annual",0.045513759814549,0.104809940119141,0.000113493161248764,5.65928521838982
"Orobanchaceae","perennial",0.0395594369073019,0.104809940119141,0.000115704899355477,5.65210787677725
"Panicoideae","annual",0.0289900076115156,9.22595691967546,0.00329369284763936,5.68736145713826
"Panicoideae","perennial",0.0437194863062383,9.22595691967546,0.00229697075693821,5.68384497183766
"Polemoniaceae","annual",0.0115106629885501,0.0682013857246968,2.60810181882502e-05,5.6575583688072
"Polemoniaceae","perennial",0.00894239359495166,0.0682013857246968,8.34668767940189e-05,5.65705562849968
"Pooideae","annual",0.0210083074984141,6.21567171512288,0.00179794798180196,5.65854110529558
"Pooideae","perennial",0.0316784668824389,6.21567171512288,0.00637541236403728,5.63597646098003
"Primulaceae","annual",0.0242047523165288,0.186117398544276,0.000135394457553476,5.62820689194281
"Primulaceae","perennial",0.0124155706590635,0.186117398544276,0.000135394767936335,5.63476058453787
"Rubieae","annual",0.0788771459433495,7.6059621794219,0.00137440776783192,5.66092439998335
"Rubieae","perennial",0.023675580870081,7.6059621794219,0.00321190956596156,5.64852974174443
"Salvia","annual",0.0186322522590738,0.0848560160355206,2.60679112353909e-05,5.66888467918546
"Salvia","perennial",0.0155941605367571,0.0848560160355206,2.61131027872307e-05,5.66545114858543
"Solanaceae","annual",0.0357192555142093,0.136520361114297,7.69899097290369e-05,5.67014821481463
"Solanaceae","perennial",0.0148946138393625,0.136520361114297,7.69899097290369e-05,5.67068858572377
"Spermacoceae","annual",0.0355167279620729,0.110046887074653,3.3885275695987e-05,5.68812403958471
"Spermacoceae","perennial",0.0132523647622148,0.110046887074653,3.3933945036658e-05,5.67732920714645
