"clade","Group.1","waiting_times","alpha","sigma.sq","theta"
"Alysseae","annual",0.0447262259136982,2.96503563681124,0.00178492189064511,5.60076863768172
"Alysseae","perennial",0.0247818385202585,2.96503563681124,0.00219526831363595,5.59840289703148
"Antirrhineae","annual",0.0284868298000242,0.0374294901105625,4.21947087904086e-05,5.62559985905735
"Antirrhineae","perennial",0.0122029271025093,0.0374294901105625,4.71359335851225e-05,5.69633688906405
"Apioideae","annual",0.0119087537861459,0.100556896694154,0.000163548535544756,5.61684918604404
"Apioideae","perennial",0.020269526687963,0.100556896694154,0.000163548535544756,5.59624180860403
"Arabideae","annual",0.113157395330259,1.00919908504065,0.00225587896025989,5.58165671789973
"Arabideae","perennial",0.145553166388232,1.00919908504065,0.0022558790209874,5.57231950790194
"Balsamiaceae","annual",0.0142858940467783,0.00316519430371258,2.63558407833395e-05,5.61634716445725
"Balsamiaceae","perennial",0.0135283655065852,0.00316519430371258,4.68351766946652e-05,9.40136049274065
"Brassiceae","annual",0.0483082061857862,6.35900042495326,0.00411011108498541,5.61942721399923
"Brassiceae","perennial",0.0202639396135083,6.35900042495326,0.00443600690722813,5.61443573066208
"Cardamineae","annual",0.0507885481969155,9.75096860727349,0.00691247751359425,5.60377737469727
"Cardamineae","perennial",0.0317705660699776,9.75096860727349,0.029808239928293,5.58540293479452
"Cardueae","annual",0.0622745052026804,0.0688044179157848,0.000106172270631005,5.61370299079607
"Cardueae","perennial",0.0230153744901436,0.0688044179157848,0.000106802876732799,5.58938693228939
"CES","annual",0.0791400964815727,0.0039644628130749,7.97577207997953e-05,5.57178954758923
"CES","perennial",0.0347939626960286,0.0039644628130749,1.06545450446575e-05,5.56875346373542
"Chamaecrista","annual",0.0962294284254347,0.118804520025853,1.82432778209293e-05,5.67148368205176
"Chamaecrista","perennial",0.0114611633622816,0.118804520025853,1.82789099800514e-05,5.67110769810394
"Chorisporeae","annual",0.0803350697448152,8.41196231217707,0.00321585207860765,5.58656082301466
"Chorisporeae","perennial",0.0875515199497621,8.41196231217707,0.00941716157824396,5.5314738698416
"Croton","annual",0.0299199619913331,0.0548493888136019,4.79501219781714e-05,5.66243354388451
"Croton","perennial",0.0053073091609213,0.0548493888136019,4.74786996153598e-05,5.6624496165943
"Erysimeae","annual",0.0595599439218353,0.393184214404023,0.000326841577888322,5.58871393506183
"Erysimeae","perennial",0.0620689104870519,0.393184214404023,0.000783746859445646,5.59111599993131
"Euclidieae","annual",0.0313927583492253,1.67154645524466,0.00311077175322633,5.57249656041256
"Euclidieae","perennial",0.0518807435508211,1.67154645524466,0.0039276137220654,5.54840271853723
"Eumalvoideae","annual",0.0382659199406579,0.0409061910141703,4.44139227714388e-05,5.6613073514851
"Eumalvoideae","perennial",0.0134912687375636,0.0409061910141703,4.43913909525847e-05,5.64490202133865
