"","Group.1","Group.2","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"1","Alysseae","annual",0.0433722195006015,10.6994061317762,0.00181687332096193,27.1166682106445,27.1134443027183,8.8363439043289e-05
"2","Antirrhineae","annual",0.0313497566286645,0.107239671077158,3.72371077345391e-05,29.7492160626159,29.7062696330802,0.00017422833499528
"3","Apioideae","annual",0.0162008909569597,0.191955688182128,9.63361366218025e-05,31.5150133129937,29.4248291840816,0.00024945587443105
"4","Arabideae","annual",0.27197746226923,2.01303375272679,0.00133574299273362,23.0705726729062,21.9706136056612,0.00032819996092822
"5","Balsamiaceae","annual",0.0144912153833631,0.250967657731642,7.72561750480288e-05,24.462263304556,24.4695021235563,0.000155355798588412
"6","Brassiceae","annual",0.0579541400538713,10.2964911503192,0.00437339207053076,28.5050240147857,28.5050130992965,0.000214311918189505
"7","Cardamineae","annual",0.025638177528646,6.74858648758596,0.00272861509061568,26.0792835120493,25.8167091498045,0.000206806948139472
"8","Cardueae","annual",0.0714985950772199,0.128472778099125,4.84204139143808e-05,29.6563314811421,29.425038594759,0.000188713060016294
"9","CES","annual",0.104720502877731,0.00790863322390669,1.8615560853795e-05,168.146635976097,18.8642561928182,0.000517135760746797
"10","Chamaecrista","annual",0.0904365588560837,0.459393405169757,2.1817619063316e-05,31.1590020137231,30.6792632638978,2.95197159090122e-05
"12","Croton","annual",0.0274868653201906,0.11922311270357,2.20825876001467e-05,29.0554108150599,29.0487244816343,9.26593675597553e-05
"13","Erysimeae","annual",0.18148684457915,4.0836047685517,0.000645671915338992,25.4569096817332,25.4175552386389,0.000167157173281941
"14","Euclidieae","annual",0.0349032501156041,13.6841639726098,0.0228484124741735,28.7276635478012,28.7031488950219,0.000822314422501494
"15","Eumalvoideae","annual",0.0390940433139944,0.0603764332193909,2.93248866668456e-05,28.4445017497619,28.421948099284,0.000243522953539168
"16","Gesneriaceae","annual",0.00760299799832814,0.0490574982176269,9.57537137442389e-06,26.4865402662149,26.4864758348531,9.89645686909655e-05
"17","Grewioideae","annual",0.02291133345407,2.54756316454479,0.000322409211863203,30.8505593947843,30.819455628071,6.42024996941184e-05
"18","Heliophileae","annual",0.0345661030617103,3.84160828606873,0.000202095082177146,28.2760965113143,28.2760499583411,2.41660162946325e-05
"19","Hypericum","annual",0.0813991075712066,0.0585660501920289,5.05433480068579e-05,28.2388657631577,26.8724684880542,0.000482082357500957
"20","Lepidieae","annual",0.278122947022643,12.7990662783488,0.00756353557204021,28.9273621760397,28.87021292539,0.000299566255484894
"21","Lupinus","annual",0.0311225115420109,0.0269609678143484,2.58105656257065e-05,26.4386382892277,26.3680203868806,0.000261346513295279
"22","Lysimachieae","annual",0.0410610484722078,0.129805809347627,2.50311745158618e-05,31.8765016353959,26.3662490270806,0.000109132355864481
"23","Onagraceae","annual",0.0291866769772327,0.475365474377464,0.000401293464819042,30.9680117802837,30.7841682593861,0.000425858309105462
"24","Orobanchaceae","annual",0.0494436901983269,0.36440143760965,0.000128311636423738,26.9652408824387,26.867925980236,0.000182628814040236
"25","Panicoideae","annual",0.0219175837161094,10.1067817081105,0.00170540104192357,30.5397737902143,30.5380221531453,8.51996909418294e-05
"26","Polemoniaceae","annual",0.0116987937500641,0.0712567681697375,4.04885610970656e-05,28.8676100545655,28.8663668369558,0.000284000753715631
"27","Pooideae","annual",0.0254919643011663,9.27369114327882,0.00549692205368238,28.2741000996836,28.2095741549842,0.000296371852844503
"28","Primulaceae","annual",0.0300106393359073,0.228866674065252,0.000116373853419343,20.4227464502937,20.2923206652234,0.000256993384093853
"29","Rubieae","annual",0.0714628184117013,11.335770750986,0.00180116366329108,27.3842536128045,27.3710282577293,8.23292912073468e-05
"30","Salvia","annual",0.0179191186846084,0.125171835425673,2.5515308360377e-05,27.4405427640133,27.262738605054,0.000135959142167469
"31","Solanaceae","annual",0.0381554741958589,0.16530149034726,7.87126895607854e-05,25.6218182741165,25.6218161702628,0.00023808648223583
"32","Spermacoceae","annual",0.0335369140077776,0.114875216236703,1.19155598338122e-05,29.17666231028,29.1766282356701,5.14737991426884e-05
"33","Thelypodieae","annual",0.0323787791656836,0.0634583996511722,7.00469962327183e-05,31.7862202081819,29.6540431587836,0.000567770612831656
"34","Alysseae","perennial",0.0242677879169997,10.6994061317762,0.00220883131962131,26.6235868805924,26.6237213878362,0.000101428618992362
"35","Antirrhineae","perennial",0.0120350686181217,0.107239671077158,3.72404801294787e-05,27.4527428899759,28.3186797705449,0.000174268394532439
"36","Apioideae","perennial",0.0133941153470694,0.191955688182128,9.24201978829749e-05,24.4896495249121,24.5452358612039,0.000240801461140678
"37","Arabideae","perennial",0.0733101246926252,2.01303375272679,0.00130584399048984,18.805362597551,18.8193567949554,0.000326132321376378
"38","Balsamiaceae","perennial",0.0121659718964414,0.250967657731642,7.20599794850217e-05,24.6623733861664,24.6397143513074,0.000142806441515065
"39","Brassiceae","perennial",0.0193123995148189,10.2964911503192,0.00482819901887529,28.478356492144,28.4786712451256,0.00022953969211092
"40","Cardamineae","perennial",0.0350627144819851,6.74858648758596,0.00289792339861233,21.2773618949862,21.2810614561054,0.000212444127714824
"41","Cardueae","perennial",0.0150684846929904,0.128472778099125,4.84184058923479e-05,24.1898271915359,26.2974976979103,0.000188696065370109
"42","CES","perennial",0.0298803724830477,0.00790863322390669,2.06598922878326e-05,18.4419801587482,18.4764177089241,0.000525264018708613
"43","Chamaecrista","perennial",0.0129434314931487,0.459393405169757,2.56841423143463e-05,29.0915431855602,29.1208671722559,2.9667983284674e-05
"45","Croton","perennial",0.00572355962246286,0.11922311270357,2.2133684655868e-05,29.0406204550864,29.0407614703844,9.28292862060899e-05
"46","Erysimeae","perennial",0.0257830642957629,4.0836047685517,0.00165404877028842,25.2774197432872,25.2782469831986,0.000201253989067693
"47","Euclidieae","perennial",0.0509384026619244,13.6841639726098,0.000719780848667911,13.8083492753606,13.8495702281318,4.99526088518658e-05
"48","Eumalvoideae","perennial",0.0121421670129624,0.0603764332193909,2.89904875264888e-05,28.4211973826195,28.4212626926732,0.000241901263024446
"49","Gesneriaceae","perennial",0.00236960733385787,0.0490574982176269,9.60757727748054e-06,26.4863869970922,26.4863866034419,0.000100478216737726
"50","Grewioideae","perennial",0.0034705726409813,2.54756316454479,0.000202837543887643,29.3816285348835,29.3899184406386,4.58516215973844e-05
"51","Heliophileae","perennial",0.0207439765165219,3.84160828606873,0.000130498744069373,26.9801262196967,27.0460602262646,2.14172668655763e-05
"52","Hypericum","perennial",0.017729645478637,0.0585660501920289,4.9427470995454e-05,26.4522745846688,26.491331456295,0.000475629233091006
"53","Lepidieae","perennial",0.232594352154731,12.7990662783488,0.00853369125674002,27.1273164253972,27.1996417358267,0.000331054233959158
"54","Lupinus","perennial",0.0818688536430762,0.0269609678143484,8.2328395825901e-05,25.6003890565336,25.8845822161822,0.000504576948488689
"55","Lysimachieae","perennial",0.0254793861374048,0.129805809347627,3.454890926196e-05,26.3543955477137,26.3548318289624,0.000135757171473766
"56","Onagraceae","perennial",0.0111672463236389,0.475365474377464,0.000291769425358658,25.598882197921,25.9113942882766,0.000315580311169686
"57","Orobanchaceae","perennial",0.0458057076699944,0.36440143760965,0.000148897883115635,26.1907864331384,26.2268877423642,0.000209353761433816
"58","Panicoideae","perennial",0.0407256037461094,10.1067817081105,0.00165495095020537,29.6247791193677,29.6269720545008,8.179302510603e-05
"59","Polemoniaceae","perennial",0.0114594438451348,0.0712567681697375,4.04921260657919e-05,28.8512318006135,28.858373666494,0.000284024672190335
"60","Pooideae","perennial",0.03070636424204,9.27369114327882,0.00549692205368238,21.702511492691,21.7098626236109,0.000296371852844504
"61","Primulaceae","perennial",0.0110439272100695,0.228866674065252,0.000117356793350149,20.0237444633462,20.0274334668022,0.000257041406674488
"62","Rubieae","perennial",0.0287927908152178,11.335770750986,0.00233061087367852,24.234420587217,24.2428942969152,0.000102124578119729
"63","Salvia","perennial",0.0133018425473877,0.125171835425673,4.67713197463808e-05,27.187633236201,27.1876988006018,0.000186659411238119
"64","Solanaceae","perennial",0.0138265947558365,0.16530149034726,7.8715009002908e-05,25.6218135079253,25.6218135509936,0.000238092564163626
"65","Spermacoceae","perennial",0.0616374525962901,0.114875216236703,1.30171087145644e-05,29.1761336156708,29.1763154753273,0.000113804887612077
"66","Thelypodieae","perennial",0.0762741903017024,0.0634583996511722,7.21456311182902e-05,27.2564201795729,27.4590681304059,0.000579047602740175
