"","Group.1","Group.2","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"1","Alysseae","annual",0.0437860815374347,2.13850345348516,0.467636748992544,44.633878642801,44.6038732681933,0.112625974859468
"2","Antirrhineae","annual",0.033727227492591,0.221754907418438,0.075409666462194,51.1135598898344,51.1235696541604,0.169933059933779
"3","Apioideae","annual",0.0141243309984926,0.111629762344362,0.0605591538651577,45.4198391748715,47.5607070634026,0.271392237696012
"4","Arabideae","annual",0.653681583006946,8.94282157168505,3.42358735357431,45.9269540643808,45.9181889124131,0.191428226824824
"5","Balsamiaceae","annual",0.0149142184897538,0.0532277260360186,0.015269693114655,63.9284511836152,63.2497236717239,0.144286783412475
"6","Brassiceae","annual",0.0572194341489767,1.24043227494817,0.677996264062454,45.5538976547525,45.5556988870021,0.275142236263228
"7","Cardamineae","annual",0.0293697660848919,0.438011386570743,0.172615835223839,35.9267652321757,36.0347586023698,0.204072192891876
"8","Cardueae","annual",0.0580612208705818,0.181489166820413,0.0469840704034112,48.1409986260886,48.4722471211917,0.129527680374072
"9","CES","annual",0.0918966928890973,0.0104001611449269,0.0134916967881478,54.8359681453288,55.0637738168179,0.421288727048534
"10","Chamaecrista","annual",0.0921747745905636,0.00349425239101028,0.00627451952890816,57.6550365568149,48.2869123842071,0.169671495668336
"12","Croton","annual",0.0243630503224961,0.159852282856386,0.0607794559538038,32.3514007708358,39.0265803787665,0.183245696644223
"13","Erysimeae","annual",0.182341828379947,2.02076521069455,0.820826637336438,45.8866137503577,46.045101411922,0.185917059510892
"14","Euclidieae","annual",0.0416875924632517,0.0999535844983599,0.0669227428259291,63.2240541105912,63.2284362370711,0.474442234793961
"15","Eumalvoideae","annual",0.0491412007425626,0.0913713402716472,0.00616465599162829,69.6805506790144,69.1502101737671,0.0550652177801174
"16","Gesneriaceae","annual",0.00358916773835271,0.0458443656242338,0.0161167914466115,54.6190547123107,54.5101167188423,0.175791133920878
"17","Grewioideae","annual",0.0197628224499632,0.0698264642855052,0.00766735682325656,80.3547339179771,77.7308252889154,0.0556210551508177
"18","Heliophileae","annual",0.0368060548871764,0.142775211783196,0.0478370288590596,45.2762251522521,45.275768921954,0.301455765154258
"19","Hypericum","annual",0.100335181721352,0.218821219229577,0.124429338759418,27.6950926069445,27.3387597555022,0.277524272026182
"20","Lepidieae","annual",0.249031368160513,2.29896516547891,1.06967052545713,47.7279663098295,47.5693626313261,0.231585575303099
"21","Lupinus","annual",0.0296771355109326,0.0409338732853476,0.0302361899536682,46.6765906159781,46.6737109388024,0.287344363702605
"22","Lysimachieae","annual",0.0300999936703465,0.122996906246322,0.00949671928706102,61.7952608308823,52.1695754525333,0.0901885081646938
"23","Onagraceae","annual",0.0792216224446717,0.233559807522287,0.147652971932273,63.1929696932787,63.1855444687325,0.315802091174597
"24","Orobanchaceae","annual",0.0471180416788994,0.3722306389711,0.199909372058336,46.5125465003831,46.7670322270064,0.268549002104861
"25","Panicoideae","annual",0.0209033712542771,9.5100149912683,3.0065142817989,65.7785568564985,65.7257722854379,0.158070461932207
"26","Polemoniaceae","annual",0.0112716752799271,0.0690590569449305,0.0174279228369799,53.5377774615237,53.5221928970449,0.132968495507218
"27","Pooideae","annual",0.0227474056257912,7.8654818274279,3.74703147380605,46.579693344017,46.4778831852159,0.238153540182767
"28","Primulaceae","annual",0.0227563034337236,0.0976179357749243,0.0298808705598657,58.9528171897435,58.7031509521636,0.201989818824276
"29","Rubieae","annual",0.0759675537371953,0.630420863332707,0.229324928202084,49.2887667602374,48.8010052148387,0.179980848831017
"30","Salvia","annual",0.024335885670585,0.104985303525007,0.00563724711822918,65.2748799490625,64.351494046729,0.0946486574028514
"31","Solanaceae","annual",0.033196077496908,0.220937062724112,0.0939943303581064,61.1618085682956,59.618279237256,0.210870854512213
"32","Spermacoceae","annual",0.0371582690134555,0.0616575119332092,0.0224193986736894,67.3608595055069,66.9352548849313,0.1836197674138
"33","Thelypodieae","annual",0.0284583065247916,0.0255467600003758,0.0351365503425589,59.9337804837712,59.1609533200476,0.38825590950493
"34","Alysseae","perennial",0.0235508946510703,2.13850345348516,0.463430809465422,44.1298154431841,44.1470452883324,0.108040735629883
"35","Antirrhineae","perennial",0.0124793579157407,0.221754907418438,0.0801589466861601,51.8470419405767,51.661791003204,0.18138313490061
"36","Apioideae","perennial",0.0135033543936269,0.111629762344362,0.0605790564627048,50.3990329270482,50.3670744375648,0.271463697640536
"37","Arabideae","perennial",0.141046692462456,8.94282157168505,3.42358789479112,45.8690970726383,45.8688794764853,0.191428348538594
"38","Balsamiaceae","perennial",0.0123412948811572,0.0532277260360186,0.0163192319239573,57.2302198994111,58.7897030026763,0.15279053763083
"39","Brassiceae","perennial",0.0212549603843661,1.24043227494817,0.543102312302191,46.0897560897331,46.0416264899228,0.220259385623316
"40","Cardamineae","perennial",0.0379639129780566,0.438011386570743,0.232656718930136,36.2660851232245,36.2622900915105,0.268916980652511
"41","Cardueae","perennial",0.0196642971964022,0.181489166820413,0.0474873460073676,49.9004092614299,49.7022049197984,0.130893205060954
"42","CES","perennial",0.029192220379735,0.0104001611449269,0.0195455094363139,55.1218604524991,55.0930156024955,0.454492134225405
"43","Chamaecrista","perennial",0.0111650092746172,0.00349425239101028,0.00539631680808228,48.5942629966424,48.572479954845,0.173377348307372
"45","Croton","perennial",0.00498415991903862,0.159852282856386,0.050191350473983,57.7880607064321,57.4827946126888,0.157214042092817
"46","Erysimeae","perennial",0.0278148407341916,2.02076521069455,0.851604839303263,48.0497798535751,48.0463583526726,0.214135057291546
"47","Euclidieae","perennial",0.0437393383601253,0.0999535844983599,0.0984165166571415,63.3699990995196,63.3476004163137,0.574809055578428
"48","Eumalvoideae","perennial",0.0132584344654339,0.0913713402716472,0.0256599011995089,68.352851993275,68.4466994683137,0.136140748209835
"49","Gesneriaceae","perennial",0.00254688464186746,0.0458443656242338,0.0161528421454329,54.3060304824672,54.2927852081317,0.17615600307946
"50","Grewioideae","perennial",0.00180731469140892,0.0698264642855052,0.0182363592324427,55.035188007643,56.4576795426645,0.127873607327095
"51","Heliophileae","perennial",0.023879374273346,0.142775211783196,0.0750050477941453,45.1016220933333,45.1560853842786,0.349965308019288
"52","Hypericum","perennial",0.0153245736108901,0.218821219229577,0.0470187839595107,25.568426614883,25.9791230609146,0.129173289396071
"53","Lepidieae","perennial",0.215897961009312,2.29896516547891,0.980791184726985,46.2804770326446,46.4951823567139,0.216199244015748
"54","Lupinus","perennial",0.074556637675379,0.0409338732853476,0.110660891729865,44.7449689000135,46.6546952688527,0.563941179186718
"55","Lysimachieae","perennial",0.0261546103569922,0.122996906246322,0.0481899124013151,44.9787417182922,45.1385930408911,0.195032720504326
"56","Onagraceae","perennial",0.00342102824296306,0.233559807522287,0.213659640370369,62.8869461045978,62.9021518688499,0.471234274538482
"57","Orobanchaceae","perennial",0.0421462774922358,0.3722306389711,0.199458288312221,48.2175298388904,48.1151881096687,0.268015084798658
"58","Panicoideae","perennial",0.0413927628480311,9.5100149912683,3.00651428179883,54.5423890497896,54.5628577057289,0.158070461932126
"59","Polemoniaceae","perennial",0.0110541006110791,0.0690590569449305,0.0479780754101966,53.2298641306556,53.334936308498,0.307862563347026
"60","Pooideae","perennial",0.0319411537485489,7.8654818274279,3.74729576163707,39.1310501853913,39.1398069355605,0.23832516845009
"61","Primulaceae","perennial",0.02759848957851,0.0976179357749243,0.0757781310688786,58.3878571820832,58.3986934412089,0.275625668613304
"62","Rubieae","perennial",0.0358259287733628,0.630420863332707,0.261697832775808,46.4002424757139,46.4515327476852,0.210115381698427
"63","Salvia","perennial",0.0138910717889048,0.104985303525007,0.0381436917528246,64.0361410565286,64.0393556034876,0.180997991200677
"64","Solanaceae","perennial",0.0133845532206958,0.220937062724112,0.0826379188732125,54.9069812839799,54.9853456265599,0.187121839125862
