"","Group.1","Group.2","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"50","Grewioideae","perennial",0.00339090211999371,0.0140893673546669,0.0103608373601712,1366.88548106717,1323.32212749577,0.329813627928547
"51","Heliophileae","perennial",0.0219055296581868,0.192967966238921,0.0677539118910894,467.928165678639,385.2233520048,0.213727470348961
"52","Hypericum","perennial",0.0175566504426114,3.01147109539953,0.230645850621084,1380.56798396323,1380.53839630046,0.0396566457792332
"53","Lepidieae","perennial",0.227442160697052,14.5832525870669,6.020212158215,398.185234523959,398.0292676171,0.205921339017026
"54","Lupinus","perennial",0.0801282477737276,0.0602579737875503,0.093243405021559,4292.6907681873,1012.19252255446,0.522546391170171
"55","Lysimachieae","perennial",0.0246149504634424,0.113470053451424,0.0337546241296368,963.492792067471,963.560334113924,0.160669221580175
"56","Onagraceae","perennial",0.199866181106227,0.0216700362590516,0.135561187789635,956.241676299759,955.842783847309,1.52437790833867
"57","Orobanchaceae","perennial",0.0444602523434652,0.0738937124943292,0.0555584001364882,606.22845840375,642.711882293673,0.380354321775186
"58","Panicoideae","perennial",0.0416342247993833,0.483342405585913,0.245771388885042,1093.43089314803,1092.41819769356,0.254841252051837
"59","Polemoniaceae","perennial",0.0102356181783705,0.0194716609482557,0.0247926975693047,1015.12252709506,356.753844911297,0.54782083764574
"60","Pooideae","perennial",0.0282495634362163,8.59686616292748,5.69766656843623,583.224332635128,583.224332631131,0.33126481113063
"61","Primulaceae","perennial",0.00759099255874231,0.202514421126974,0.113944438410043,740.852530071128,727.995877025454,0.279996270610642
"62","Rubieae","perennial",0.0476979179029372,0.544874199262562,0.174208238019186,746.603780936942,743.041502286737,0.158121642593946
"63","Salvia","perennial",0.0127545700232389,0.0589060376093191,0.0531631073582733,575.924194518727,575.922975840825,0.83698316497701
"64","Solanaceae","perennial",0.0168940061984353,0.116655907231179,0.191050038413173,729.618851409724,752.517490845884,0.818236372914517
"65","Spermacoceae","perennial",0.0130614345237135,0.053630666439958,0.0404387201085801,1000.56225518515,1097.78394993162,0.338730504374345
"66","Thelypodieae","perennial",0.0849240235285545,0.288452232773965,0.273792229277376,339.642253929994,343.354376611726,0.483347220404337
