"","Group.1","Group.2","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"1","Alysseae","annual",0.0473724306306679,0.208191494012281,0.0482196729904305,515.233723568592,520.845008343821,0.119312371250232
"2","Antirrhineae","annual",0.03270944560623,0.0724090552088128,0.0540055264865129,410.490148964418,412.728463758543,0.372461538487574
"3","Apioideae","annual",0.0165501797541123,0.109027625160515,0.0748095853106017,600.605141811602,615.642547379364,0.343090489654587
"4","Arabideae","annual",10.5059624628496,10.0883101921994,5.37488863557121,607.404662720097,608.118427641115,0.301360717977745
"5","Balsamiaceae","annual",0.0140831512981691,0.0643943913750786,0.0221703389845639,970.496072870509,1060.84788313438,0.175673928322193
"6","Brassiceae","annual",0.0589668015036108,1.76016765496995,1.31409527779775,492.717112879169,492.584540830471,0.37679678088702
"7","Cardamineae","annual",0.0324841839751673,0.537382090797524,0.213573712917543,862.892541769448,860.464327084746,0.19984715095423
"8","Cardueae","annual",0.0714661157552569,0.0848524612922947,0.0286087895879964,556.030132724702,555.226047053619,0.17498417990052
"9","CES","annual",0.100519207821516,0.0897380951908697,0.081838522076173,318.204754228724,316.975312866146,0.670192084009159
"10","Chamaecrista","annual",0.0988229366324678,0.0482385366890617,0.00645251686407071,1288.22693901591,1285.88770569799,0.102030437540602
"12","Croton","annual",0.0657442980485113,0.0705798076180248,0.198377142981101,1259.94596400856,1263.75013557756,0.968539205907702
"13","Erysimeae","annual",0.18059134472748,0.33982324118584,0.10621910109334,441.109952909903,459.592067470759,0.158218034480056
"14","Euclidieae","annual",0.0412248660070954,0.105123648698263,0.0249927184369848,226.192034206826,226.189225719015,0.135155298093535
"15","Eumalvoideae","annual",0.0506680204945008,0.0562823439156776,0.180447206924014,634.539604411693,652.647045644185,1.30019166173384
"16","Gesneriaceae","annual",0.00933778838369826,0.0058688644951139,0.00540275107410461,2401.60745621047,1754.240805721,0.3142515588288
"17","Grewioideae","annual",0.0225170893988599,0.0140893673546669,0.0106849073856338,722.609890986605,989.069909887761,0.336300061689252
"18","Heliophileae","annual",0.0331122279981352,0.192967966238921,0.0835020803002839,243.426275629334,243.520266386648,0.24173503342463
"19","Hypericum","annual",0.0840133684254147,3.01147109539953,0.677646095754487,1216.79566363046,1216.86000598538,0.11949484576775
"20","Lepidieae","annual",0.246608198004515,14.5832525870669,6.024753240653,393.737996926234,393.860982221909,0.207323676501175
"21","Lupinus","annual",0.0297662006078181,0.0602579737875503,0.0597069080758331,562.626789541331,625.787037367668,0.403683993601406
"22","Lysimachieae","annual",0.028426979323109,0.113470053451424,0.0110181951292354,969.797238580681,966.581561883212,0.092534956623126
"23","Onagraceae","annual",0.396839508049303,0.0216700362590516,0.0901864864665705,954.557295774278,952.295529680283,1.42189999136385
"24","Orobanchaceae","annual",0.0494572336201155,0.0738937124943292,0.0464726126206582,730.129647639835,706.770783176498,0.330644322011858
"25","Panicoideae","annual",0.0247412831008434,0.483342405585913,0.24700800169495,1035.40849191723,1049.03122753223,0.256162318907283
"26","Polemoniaceae","annual",0.0114887063952336,0.0194716609482557,0.0235557422007933,39.6677213746419,143.598728779673,0.533113516562718
"27","Pooideae","annual",0.0223817696413318,8.59686616292748,2.64449223669605,583.224332093359,583.224332161661,0.154270248443189
"28","Primulaceae","annual",0.0337057849762187,0.202514421126974,0.00363834126975695,424.745044003507,473.130039108352,0.0487192316142115
"29","Rubieae","annual",0.0408692827457489,0.544874199262562,0.0132698305552199,577.697310209122,611.14690445444,0.0327742476112111
"30","Salvia","annual",0.0286575096493732,0.0589060376093191,1.66478395399637,532.772535527145,567.133825150886,5.73621352193444
"31","Solanaceae","annual",0.0307168845004662,0.116655907231179,0.191426856873229,511.278856507092,665.148487095981,0.819626119355024
"32","Spermacoceae","annual",0.036060063079165,0.053630666439958,0.0261823431498901,1238.4268685805,1218.88447962427,0.249256456145237
"33","Thelypodieae","annual",0.0302570847478276,0.288452232773965,0.292938266197089,656.824221781511,541.8130737157,0.521922793738807
"34","Alysseae","perennial",0.0231784413192902,0.208191494012281,0.038049488989412,579.780784482267,570.514227593149,0.0983291966361483
"35","Antirrhineae","perennial",0.0122783753336953,0.0724090552088128,0.063265900903425,505.8286403406,458.966029867311,0.419295569852052
"36","Apioideae","perennial",0.0130113674879711,0.109027625160515,0.0748276501266494,634.694501676161,634.445528487165,0.343155863881324
"37","Arabideae","perennial",1.48285991909385,10.0883101921994,5.45217919516505,613.045860911692,613.041921974587,0.276754030853115
"38","Balsamiaceae","perennial",0.0145137595115752,0.0643943913750786,0.0201530626905721,1871.70661637767,1679.55734188592,0.159548146632143
"39","Brassiceae","perennial",0.0216055528304486,1.76016765496995,1.29222597480105,416.796015608321,420.584471772377,0.364485386536517
"40","Cardamineae","perennial",0.0395561931499443,0.537382090797524,0.282576724784675,852.276082560407,852.355687660324,0.267551420228653
"41","Cardueae","perennial",0.0176907823165492,0.0848524612922947,0.0592892256314272,556.051389338849,555.551978162206,0.292505200315506
"42","CES","perennial",0.0311881130679361,0.0897380951908697,0.104094949753309,316.056617443794,316.12084202261,0.732350203457545
"43","Chamaecrista","perennial",0.0108852492621628,0.0482385366890617,0.00972917708056783,1284.65184630804,1284.67504936916,0.115944187527835
"45","Croton","perennial",0.00382828952540158,0.0705798076180248,0.0319102421938782,1267.62648922388,1267.47535342303,0.303102529872302
"46","Erysimeae","perennial",0.0258113136390264,0.33982324118584,0.10191941829926,490.226031897586,489.919728891502,0.152991158872625
"47","Euclidieae","perennial",0.0469832734637514,0.105123648698263,0.18484741285375,220.19729481272,226.330658714237,0.713446126684514
"48","Eumalvoideae","perennial",0.0170462486756798,0.0562823439156776,0.0571785333888128,673.317734119141,670.450098489278,0.582068228571565
"49","Gesneriaceae","perennial",0.00225535927215428,0.0058688644951139,0.00597045381353978,1704.92509314681,1693.489792092,0.323790552743267
