"","Group.1","Group.2","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"41","Cardueae","perennial",0.0275633187039621,0.04988559276373,3.23740103098159e-05,12.2762565172877,12.3471280046749,0.00033126870537721
"42","CES","perennial",0.0295039722934039,8.01338137532636e-05,1.17021077985537e-05,5.05167276803053,5.06660477845975,0.000379139840115165
"43","Chamaecrista","perennial",0.011070838044883,0.193702963831743,1.11150901463429e-05,23.3225386979133,23.3271609602575,2.89877476045525e-05
"45","Croton","perennial",0.0052227247082045,0.0944320871739439,1.7736250623733e-05,22.523845624725,22.5227251434263,9.52660595759326e-05
"46","Erysimeae","perennial",0.0271320274583883,0.57528604041788,0.00021566362896933,9.5945289086996,9.59306549940879,0.000230578846748549
"47","Euclidieae","perennial",0.0541651007373917,1.44339277771106,0.00119481075572268,-1.29588937700822,-0.725987859867928,0.000668237996036598
"48","Eumalvoideae","perennial",0.0123140346241127,0.0740699974758367,4.01563996666671e-05,19.3179257887864,19.3162748074233,0.00027107893570413
"49","Gesneriaceae","perennial",0.0022495497648989,0.0114242141232047,8.20624473416576e-06,35.6042324596161,19.2044469563309,0.000341814234730158
"50","Grewioideae","perennial",0.00193145077575116,0.0240039691318275,5.41812073600294e-06,22.5575965765518,22.5761850136918,0.000111094803057715
"51","Heliophileae","perennial",0.0244789223425203,5.34179125139462,0.000215050941247738,15.7401800760518,15.7456377016138,1.9726202210331e-05
"52","Hypericum","perennial",0.0169632738404877,0.388291139111364,0.000157877455942707,15.1333481471264,15.1298741254508,0.000203517367884949
"53","Lepidieae","perennial",0.240038250327878,0.0796650502268067,8.02265270108264e-05,14.3604908741738,14.3605583221027,0.00105854127162741
"54","Lupinus","perennial",0.172008486190769,0.00771824531219086,9.51143994666278e-05,13.7664454964119,13.7887146774208,0.000513383456032377
"55","Lysimachieae","perennial",0.0256213722463,0.0722565196303388,4.35145825817788e-05,12.0365716998904,12.1366827996937,0.000297244129865622
"56","Onagraceae","perennial",0.0123128925482416,0.338381610036859,0.00035963179677912,14.5595015126427,14.5592251517455,0.000527319613080152
"57","Orobanchaceae","perennial",0.0404596292791524,0.0930597957430134,0.000135240850042307,12.8453954894275,12.9271392438673,0.000702112387446107
"58","Panicoideae","perennial",0.042241716212468,5.12319916144584,0.00143819143513244,20.9175867297306,20.9224077727092,0.000140360155298618
"59","Polemoniaceae","perennial",0.0106125324772513,0.0500847019166325,6.55642790530554e-05,13.3968990913542,13.4439604960443,0.000533587856631335
"60","Pooideae","perennial",0.030544701921909,2.24398818480155,0.00230108197551071,7.20217552653071,7.22005428276202,0.000512082331728825
"61","Primulaceae","perennial",0.0105908447619708,0.196476697743973,0.000150716703576012,6.82163769917634,6.78214718728174,0.000383359578291647
"62","Rubieae","perennial",0.0760935755046102,14.721920766634,0.0064516486683649,10.7557003530528,10.7626708464375,0.000218246502193666
"63","Salvia","perennial",0.0133788865992256,0.0946879602728617,2.79254750357019e-05,15.5519713797788,15.5541254035926,0.000147079319102686
"64","Solanaceae","perennial",0.0139036220632582,0.119201947108105,7.2987532133396e-05,16.8991124666244,16.8973386285535,0.00030600579483236
"65","Spermacoceae","perennial",0.0134874298066958,0.109789339112559,3.27749123899716e-05,18.8112359346091,19.7477620256043,0.000149288140056675
"66","Thelypodieae","perennial",0.0795487861613596,0.60214063280996,0.000170226999232152,9.30177869071866,9.40325401323946,0.000144081760836927
