"","Group.1","Group.2","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"20","Lepidieae","annual",0.276499314184325,1.71090885388771,3.07276909165097,8.29814105107793,8.31073898650281,0.906788684597377
"21","Lupinus","annual",0.0273471297101924,0.00204535799190182,0.120153139331192,8.7829308921862,8.86029820516936,1.65303628239855
"22","Lysimachieae","annual",0.048714933253984,0.370008275326048,0.350286243926308,12.2859542328116,13.9443553842752,0.475848194011443
"23","Onagraceae","annual",0.0684903682789884,2.62375143540742,5.16135105159912,6.73775486830611,6.83165469934214,0.983582321081387
"24","Orobanchaceae","annual",0.0435129166086064,5.90084034746309,12.1191700172768,13.3759506090107,13.3745486355339,1.02999379720825
"25","Panicoideae","annual",0.021883942884579,9.91761497825716,14.9999999830905,12.7132505441772,12.714649049729,0.756230933925733
"26","Polemoniaceae","annual",0.0119026722678084,0.0806531602049149,0.109432047750885,4.04979967907321,4.29508992679928,0.684881718990519
"27","Pooideae","annual",0.0218311276301795,7.97966766479438,15,9.50257110147772,9.57202900724977,0.939888766682507
"28","Primulaceae","annual",0.032269970256821,0.183883111693724,0.45658065782685,9.69604876193993,9.71603306833024,1.24200740611128
"29","Rubieae","annual",0.0523278499093868,1.17350002597169,2.31212841659636,7.79785991612765,8.49551688628128,0.970912577025779
"30","Salvia","annual",0.045076233471862,0.0411204452581397,0.125765749988698,8.17490282494394,8.11720531967612,1.42247451033759
"31","Solanaceae","annual",0.016893516349645,0.176480807887633,0.428589632089529,6.80269218181056,9.15145632774675,1.18876227758462
"32","Spermacoceae","annual",0.0324226825408253,0.014053532567006,0.0704783422383881,7.15587134277177,10.2375224885578,1.8454242806074
"33","Thelypodieae","annual",0.0343999852845643,0.0160097959697902,0.351802441697729,5.30243797091848,5.05586877627161,2.05078883123524
"34","Alysseae","perennial",0.0256162289608464,0.477980982177404,0.497902754627047,12.4415604915729,12.3116038723458,0.526243689936384
"35","Antirrhineae","perennial",0.0119310265992461,0.242700919109166,0.515667400791011,6.98042699145291,6.88094422589717,1.06624137706234
"36","Apioideae","perennial",0.0135652219149899,0.134509093491616,0.33430401270128,10.2279576229844,10.2320774615614,1.24271999106778
"37","Arabideae","perennial",0.277828775215024,7.13680715459497,12.3001201220375,14.2696304439476,14.2675430993505,0.862229394039313
"38","Balsamiaceae","perennial",0.015318371136805,0.104380486265996,0.186196072487554,27.8605559660764,25.2679438714111,0.897761563027214
"39","Brassiceae","perennial",0.0276970251766368,0.339930620970182,0.613570487934639,6.66054601901916,6.97911115750839,0.902421601447525
"40","Cardamineae","perennial",0.0378388896929378,5.10328054220688,7.85333358515709,26.1740409911769,26.1743257845554,0.771042917581052
"41","Cardueae","perennial",0.0393839627681742,0.118190224456553,0.257228058438446,8.61387148023201,8.55311592533979,1.08786262286709
"42","CES","perennial",0.0440983129865342,0.155240330263239,0.195103702453422,8.51454294292525,8.54197290444802,0.862920587255832
"43","Chamaecrista","perennial",0.0108528285721893,0.0631263521261007,0.0969664099979057,15.5104572551981,15.5105721266676,0.864541230787718
"45","Croton","perennial",0.0359511767855706,0.140821448612415,0.274763504858845,20.5121542338541,20.5238386287368,0.978353862500687
"46","Erysimeae","perennial",0.0273286678517769,0.733590044173512,1.34366492825983,9.54097860203381,9.54214388704392,0.919915083898562
"47","Euclidieae","perennial",0.055971579415733,0.0987481134329927,0.116865608148126,3.39611738993933,3.38736916933135,0.568527216976836
"48","Eumalvoideae","perennial",0.0121617832127322,0.0772997031164725,0.156545633090983,9.20691145002911,8.79779357799725,1.01253657212009
"49","Gesneriaceae","perennial",0.00249703534671348,0.0252521593352186,0.0538263291981072,31.5242880782049,31.5495104129139,1.05424779515743
"50","Grewioideae","perennial",0.00173363714788095,0.0516035370034818,0.10964435637108,20.5083507954461,19.021084343608,1.07327492866856
"51","Heliophileae","perennial",0.0230453752125892,0.035276009555527,0.0399451330280522,17.5842475879199,9.93810809602559,0.372775830114536
"52","Hypericum","perennial",0.0149119785460787,0.635226070744872,0.0784478223274127,59.4638649888377,57.103958001482,0.0676086867255931
"53","Lepidieae","perennial",0.217660846570824,1.71090885388771,2.67169604281282,8.43403409169043,8.41705844816428,0.784482214208452
"54","Lupinus","perennial",0.0680838113707135,0.00204535799190182,0.408528310900226,11.4604871669296,9.12873959085574,2.80868966511812
"55","Lysimachieae","perennial",0.0252419824334107,0.370008275326048,0.350313342908246,21.3256514255365,21.1974095842038,0.47590471716717
"56","Onagraceae","perennial",0.00193533057395529,2.62375143540742,5.16135105159701,24.7771195678609,24.7621258024302,0.983582321079518
"57","Orobanchaceae","perennial",0.0443114526834853,5.90084034746309,12.126714997554,13.3227365370817,13.3227379633982,1.03114656386126
"58","Panicoideae","perennial",0.0342972737877052,9.91761497825716,14.9999999830905,16.5899866309406,16.5904225508399,0.756230933925733
"59","Polemoniaceae","perennial",0.0117070636759817,0.0806531602049149,0.145458281740515,14.8172802514257,10.4108598644726,0.8743615665219
"60","Pooideae","perennial",0.0304714567911348,7.97966766479438,15,17.0460389248306,17.0333096087852,0.939888766682509
"61","Primulaceae","perennial",0.0120871815403212,0.183883111693724,0.457383268342357,9.74104199634944,9.74052118241445,1.24384540781818
"62","Rubieae","perennial",0.0425017235381929,1.17350002597169,2.36764625979296,16.1437052293693,15.9928823590117,1.01511515592514
"63","Salvia","perennial",0.0125639646586676,0.0411204452581397,0.125768019229808,8.08740665103215,8.09385120931545,1.42252246874627
"64","Solanaceae","perennial",0.0138332181793408,0.176480807887633,0.364422225992036,18.2393939267432,18.0283887990855,1.03435575199162
"65","Spermacoceae","perennial",0.0177684920446392,0.014053532567006,0.0715393594752765,11.3450197226881,11.2982584768633,1.86078231610291
"66","Thelypodieae","perennial",0.0870640687571809,0.0160097959697902,0.0377424544002986,5.05025740070475,5.05519723007513,0.609731264859418
