"","Group.1","Group.2","rates","alpha","sigma.sq","theta","expected_mean","expected_var"
"1","Alysseae","annual",0.0457925891788671,0.477980982177404,0.485526287907016,9.95093419528959,10.0914011152849,0.51430865327867
"2","Antirrhineae","annual",0.0341520595189639,0.242700919109166,0.512994724001286,6.59550892163027,6.60005842622795,1.05972643516053
"3","Apioideae","annual",0.0166228636635073,0.134509093491616,0.33430537793636,10.7888515575736,10.5621438927105,1.2427239979275
"4","Arabideae","annual",1.75095961250142,7.13680715459497,12.3092249173691,13.3039180276545,13.442890369663,0.862533323087998
"5","Balsamiaceae","annual",0.0139756671022334,0.104380486265996,0.188476851038951,13.2250231484092,14.0246509717103,0.911562991686509
"6","Brassiceae","annual",0.0547758750690005,0.339930620970182,0.613457598915607,8.48687684303081,8.47316861498318,0.902060199050764
"7","Cardamineae","annual",0.0320160001921828,5.10328054220688,7.85332441985187,27.2031202035699,27.162920464036,0.771000905165236
"8","Cardueae","annual",0.0631192521140346,0.118190224456553,0.257172592440344,7.93199865929598,8.18382079458448,1.08767445061088
"9","CES","annual",0.269645581975373,0.155240330263239,0.181660661027974,9.40973286043663,8.9786228109634,0.837481488877535
"10","Chamaecrista","annual",0.0864068711678857,0.0631263521261007,0.0921853194382548,15.4731670642175,15.512902801483,0.807290120256557
"12","Croton","annual",0.149988272386347,0.140821448612415,0.280262169008782,22.3380453161045,21.3961722096043,0.999445812250175
"13","Erysimeae","annual",0.172074787758713,0.733590044173512,1.3435118706239,9.79397016638034,9.73528344848586,0.919582024497479
"14","Euclidieae","annual",0.0421790412151136,0.0987481134329927,0.112775884337028,3.36190769364182,3.36386880431705,0.551111962701722
"15","Eumalvoideae","annual",0.0417298087045929,0.0772997031164725,0.156642781655245,4.54353059556647,6.11844566700609,1.01302428577789
"16","Gesneriaceae","annual",0.00439606165230596,0.0252521593352186,0.0553855756516771,30.4554998159496,31.247658962276,1.07526829350383
"17","Grewioideae","annual",0.0172180032599015,0.0516035370034818,0.11907701589306,5.83801167974935,7.07659270981174,1.15756397933127
"18","Heliophileae","annual",0.0355406292216377,0.035276009555527,0.0453070032075016,7.56826033915247,7.5682603707897,0.38233641946963
"19","Hypericum","annual",0.0990047794072846,0.635226070744872,0.712589683258405,27.9872034594997,28.2061366222114,0.572920206121744
