"species","temp","lon","lat"
"Chaenorhinum minus (L.) Lange",80,43.697399,51.160455
"Chaenorhinum minus (L.) Lange",74,46.106509,54.23178
"Chaenorhinum minus (L.) Lange",70,38.353185,54.858994
"Chaenorhinum minus (L.) Lange",74,20.25,49.616667
"Chaenorhinum minus (L.) Lange",74,20.3,49.966667
"Chaenorhinum minus (L.) Lange",82,12.87,47.77
"Chaenorhinum minus (L.) Lange",68,37.617911,55.749052
"Chaenorhinum minus (L.) Lange",51,17.6478,59.17827
"Chaenorhinum minus (L.) Lange",70,15.65373,60.02836
"Chaenorhinum minus (L.) Lange",48,17.02375,58.74659
"Chaenorhinum minus (L.) Lange",48,17.104208,61.726183
"Chaenorhinum minus (L.) Lange",76,32.141111,49.061611
"Chaenorhinum minus (L.) Lange",67,15.16521,58.74822
"Chaenorhinum minus (L.) Lange",70,2.1,49.5
"Chaenorhinum minus (L.) Lange",59,4.698727,51.789129
"Chaenorhinum minus (L.) Lange",48,4.47369,52.16511
"Chaenorhinum minus (L.) Lange",55,6.5556,60.0689
"Chaenorhinum minus (L.) Lange",71,37.091519,54.165627
"Chaenorhinum minus (L.) Lange",71,37.619695,54.195185
"Chaenorhinum minus (L.) Lange",77,-0.59,39.59
"Chaenorhinum minus (L.) Lange",96,-1.79,40.52
"Chaenorhinum minus (L.) Lange",89,-0.82,39.97
"Chaenorhinum minus (L.) Lange",82,-0.14,40.53
"Chaenorhinum minus (L.) Lange",89,-1.163,42.685001
"Chaenorhinum minus (L.) Lange",72,2.55,42.866667
"Chaenorhinum minus (L.) Lange",46,5.933673,53.218886
"Chaenorhinum minus (L.) Lange",84,0.7,43.3
"Chaenorhinum minus (L.) Lange",64,5.933459,52.01459
"Chaenorhinum minus (L.) Lange",81,6.635167,44.202167
"Chaenorhinum minus (L.) Lange",68,5.919199,50.801123
"Chaenorhinum minus (L.) Lange",58,4.061082,51.289247
"Chaenorhinum minus (L.) Lange",50,6.865744,53.327802
"Chaenorhinum minus (L.) Lange",37,5.364904,52.887634
"Chaenorhinum minus (L.) Lange",65,6.96394,52.319912
"Chaenorhinum minus (L.) Lange",73,-0.933333,47.183333
"Chaenorhinum minus (L.) Lange",61,4.700773,51.65431
"Chaenorhinum minus (L.) Lange",96,-6.55,38.9
"Chaenorhinum minus (L.) Lange",16,18.64774,57.69033
"Chaenorhinum minus (L.) Lange",39,8.3697,58.2436
"Chaenorhinum minus (L.) Lange",60,14.798895,56.530586
"Chaenorhinum minus (L.) Lange",80,16.183333,48.033333
"Chaenorhinum minus (L.) Lange",71,6.50812,49.7576
"Chaenorhinum minus (L.) Lange",72,6.0855,49.4685
"Chaenorhinum minus (L.) Lange",67,37.403781,55.828919
"Chaenorhinum minus (L.) Lange",69,38.634716,55.639096
"Chaenorhinum minus (L.) Lange",70,35.881841,54.755277
"Chaenorhinum minus (L.) Lange",37,16.448674,57.278025
"Chaenorhinum minus (L.) Lange",65,10.9288,60.8849
"Chaenorhinum minus (L.) Lange",47,7.661569,62.549087
"Chaenorhinum minus (L.) Lange",66,27.43975,55.79225
"Chaenorhinum minus (L.) Lange",64,25.81345,56.54195
"Chaenorhinum minus (L.) Lange",61,25.18795,57.37495
"Chaenorhinum minus (L.) Lange",58,23.18635,56.87515
"Chaenorhinum minus (L.) Lange",53,24.43735,57.29165
"Chaenorhinum minus (L.) Lange",16,18.66478,57.70583
"Chaenorhinum minus (L.) Lange",79,11.45,48.18
"Chaenorhinum minus (L.) Lange",78,11.71,48.37
"Chaenorhinum minus (L.) Lange",57,10.7971,63.413
"Chaenorhinum minus (L.) Lange",55,11.4946,64.0248
"Chaenorhinum minus (L.) Lange",74,38.503653,52.62419
"Chaenorhinum minus (L.) Lange",59,23.585059,68.013803
"Chaenorhinum minus (L.) Lange",60,26.693224,60.863909
"Chaenorhinum minus (L.) Lange",62,25.639498,60.97406
"Chaenorhinum minus (L.) Lange",50,26.951469,60.469362
"Chaenorhinum minus (L.) Lange",23,21.381144,60.800536
"Chaenorhinum minus (L.) Lange",64,27.874157,62.315223
"Chaenorhinum minus (L.) Lange",66,25.755915,62.24061
"Chaenorhinum minus (L.) Lange",28,33.518594,44.525919
"Chaenorhinum minus (L.) Lange",93,21.92,39.92
"Chaenorhinum minus (L.) Lange",93,-4.5675,40.8635
"Chaenorhinum minus (L.) Lange",68,24.116667,40.916667
"Chaenorhinum minus (L.) Lange",75,13.6203,42.3392
"Chaenorhinum minus (L.) Lange",64,32.5,41.5167
"Chaenorhinum minus (L.) Lange",73,32.7167,41.4333
"Chaenorhinum minus (L.) Lange",86,-4.246,42.6688
"Chaenorhinum minus (L.) Lange",94,-3.8349,41.1054
"Chaenorhinum minus (L.) Lange",80,13.11222,46.3625
"Chaenorhinum minus (L.) Lange",103,-2.31,38.01
"Chaenorhinum minus (L.) Lange",103,-3.0811,38.144
"Chaenorhinum minus (L.) Lange",93,22.192499,37.673328
"Chaenorhinum minus (L.) Lange",95,-3.18,41.18
"Chaenorhinum minus (L.) Lange",88,-0.913,42.869999
"Chaenorhinum minus (L.) Lange",97,-2.6773,39.1349
"Chaenorhinum minus (L.) Lange",95,-5.4419,39.4521
"Chaenorhinum minus (L.) Lange",78,4.5667,45.3833
"Chaenorhinum minus (L.) Lange",94,-1.51,41.32
"Chaenorhinum minus (L.) Lange",103,-3.17,37.18
"Chaenorhinum minus (L.) Lange",41,13.7483,54.0485
"Chaenorhinum minus (L.) Lange",68,12.62487,59.67067
"Chaenorhinum minus (L.) Lange",64,14.7366,56.88339
"Chaenorhinum minus (L.) Lange",74,10.51,48.87
"Chaenorhinum minus (L.) Lange",89,-5.62,42.56
"Chaenorhinum minus (L.) Lange",70,7.966111,49.983056
"Chaenorhinum minus (L.) Lange",87,23.577499,41.233608
"Chaenorhinum minus (L.) Lange",93,21.60611,39.09639
"Chaenorhinum minus (L.) Lange",41,34.807461,44.827331
"Chaenorhinum minus (L.) Lange",57,-2.04,37
"Chaenorhinum minus (L.) Lange",93,21.723061,38.81361
"Chaenorhinum minus (L.) Lange",91,22.577499,38.48167
"Chaenorhinum minus (L.) Lange",33,7.4593,58.0247
"Chaenorhinum minus (L.) Lange",36,5.5643,59.5777
"Chaenorhinum minus (L.) Lange",65,11.2487,53.1485
"Chaenorhinum minus (L.) Lange",59,9.6233,61.6611
"Chaenorhinum minus (L.) Lange",27,16.459866,56.577145
"Chaenorhinum minus (L.) Lange",80,48.688972,53.520389
"Chaenorhinum minus (L.) Lange",78,15.4059,48.3197
"Chaenorhinum minus (L.) Lange",84,6.5,44.6667
"Chaenorhinum minus (L.) Lange",81,14.23,47.8
"Chaenorhinum minus (L.) Lange",57,17.634378,59.854989
"Chaenorhinum minus (L.) Lange",66,13.399986,58.555193
"Chaenorhinum minus (L.) Lange",23,16.679095,56.647421
"Chaenorhinum minus (L.) Lange",25,16.66419,56.88174
"Chaenorhinum minus (L.) Lange",46,11.99863,57.71643
"Chaenorhinum minus (L.) Lange",66,14.037221,56.805334
"Chaenorhinum minus (L.) Lange",66,13.541882,57.301126
"Chaenorhinum minus (L.) Lange",41,13.78589,55.48683
"Chaenorhinum minus (L.) Lange",40,16.628106,57.749068
"Chaenorhinum minus (L.) Lange",61,18.6306,66.0213
"Chaenorhinum minus (L.) Lange",59,9.5402,61.7774
"Chaenorhinum minus (L.) Lange",69,12.0130659137142,60.1987818400031
"Chaenorhinum minus (L.) Lange",67,11.7961,60.7259
"Chaenorhinum minus (L.) Lange",43,8.8553,58.6294
"Chaenorhinum minus (L.) Lange",57,6.9305,60.5635
"Chaenorhinum minus (L.) Lange",42,9.7165,63.7544
"Chaenorhinum minus (L.) Lange",34,5.2857,61.7672
"Chaenorhinum minus (L.) Lange",52,13.3686,65.1643
"Chaenorhinum minus (L.) Lange",73,41.74324,43.44918
"Chaenorhinum minus (L.) Lange",82,42.221832,43.964156
"Chaenorhinum minus (L.) Lange",47,34.369698,44.770137
"Chaenorhinum minus (L.) Lange",41,33.116667,45.383333
"Chaenorhinum minus (L.) Lange",75,24.479568,49.738378
"Chaenorhinum minus (L.) Lange",76,45.018316,53.195063
"Chaenorhinum minus (L.) Lange",74,39.134414,53.246197
"Chaenorhinum minus (L.) Lange",75,38.374322,51.583864
"Chaenorhinum minus (L.) Lange",76,43.035159,53.212329
"Chaenorhinum minus (L.) Lange",79,40.003076,50.493072
"Chaenorhinum minus (L.) Lange",75,45.400154,54.182643
"Chaenorhinum minus (L.) Lange",82,47.431414,52.054117
"Chaenorhinum minus (L.) Lange",66,37.139321,56.722098
"Chaenorhinum minus (L.) Lange",80,40.632238,49.977507
"Chaenorhinum minus (L.) Lange",75,40.29174,53.250685
"Chaenorhinum minus (L.) Lange",68,42.160188,57.438074
"Chaenorhinum minus (L.) Lange",83,41.682301,49.607262
"Chaenorhinum minus (L.) Lange",76,41.570254,52.703966
"Chaenorhinum minus (L.) Lange",78,42.480816,51.846882
"Chaenorhinum minus (L.) Lange",68,41.063795,56.983256
"Chaenorhinum minus (L.) Lange",67,42.35557,58.36319
"Chaenorhinum minus (L.) Lange",68,36.501044,55.750405
"Chaenorhinum minus (L.) Lange",71,35.387121,53.120325
"Chaenorhinum minus (L.) Lange",69,35.316942,54.988732
"Chaenorhinum minus (L.) Lange",77,37.688889,50.667778
"Chaenorhinum minus (L.) Lange",70,40.568056,55.779167
"Chaenorhinum minus (L.) Lange",68,39.205556,56.258333
"Chaenorhinum minus (L.) Lange",62,23.511944,56.51509
"Chaenorhinum minus (L.) Lange",65,33.245177,57.970047
"Chaenorhinum minus (L.) Lange",53,20.509831,54.710307
"Chaenorhinum minus (L.) Lange",65,35.28911,57.86122
"Chaenorhinum minus (L.) Lange",71,33.830382,52.631458
"Chaenorhinum minus (L.) Lange",69,41.376389,56.315278
"Chaenorhinum minus (L.) Lange",67,34.300441,55.197955
"Chaenorhinum minus (L.) Lange",43,21.349783,56.972071
"Chaenorhinum minus (L.) Lange",66,35.911896,56.859611
"Chaenorhinum minus (L.) Lange",70,42.047222,56.222222
"Chaenorhinum minus (L.) Lange",43,21.540172,63.132517
"Chaenorhinum minus (L.) Lange",67,24.400666,62.226289
"Chaenorhinum minus (L.) Lange",57,7.3672,58.7624
"Chaenorhinum minus (L.) Lange",27,11.187778,54.760833
"Chaenorhinum minus (L.) Lange",45,10.07743,56.446472
"Chaenorhinum minus (L.) Lange",29,12.12,55.255556
"Chaenorhinum minus (L.) Lange",45,12.558458,56.199442
"Chaenorhinum minus (L.) Lange",38,9.92,57.047222
"Chaenorhinum minus (L.) Lange",29,8.689722,56.954444
"Chaenorhinum minus (L.) Lange",52,-0.3,38.68
"Chaenorhinum minus (L.) Lange",85,-0.91,38.36
"Chaenorhinum minus (L.) Lange",67,19.40123,65.15026
"Chaenorhinum minus (L.) Lange",70,4.810102,50.198389
"Chaenorhinum minus (L.) Lange",31,10.730109,56.528948
"Chaenorhinum minus (L.) Lange",34,9.940511,55.495134
"Chaenorhinum minus (L.) Lange",49,9.50578,56.153625
"Chaenorhinum minus (L.) Lange",42,8.608224,55.767682
"Chaenorhinum minus (L.) Lange",45,8.864881,55.291996
"Chaenorhinum minus (L.) Lange",38,15.3966,67.2653
"Chaenorhinum minus (L.) Lange",68,3.283056,50.644722
"Chaenorhinum minus (L.) Lange",88,44.6,42.41666
"Chaenorhinum minus (L.) Lange",68,16.42628,59.3319
"Chaenorhinum minus (L.) Lange",80,16.797222,48.145
"Chaenorhinum minus (L.) Lange",68,14.33,59.77
"Chaenorhinum minus (L.) Lange",56,19.510097,63.802485
"Chaenorhinum minus (L.) Lange",51,20.266667,63.833333
"Chaenorhinum minus (L.) Lange",93,-1.437,41.969002
"Chaenorhinum minus (L.) Lange",84,-2.12,42.74
"Chaenorhinum minus (L.) Lange",94,-3.3,41.87
"Chaenorhinum minus (L.) Lange",40,12.2485,54.2484
"Chaenorhinum minus (L.) Lange",52,12.7484,53.8485
"Chaenorhinum minus (L.) Lange",65,16.16319,61.69883
"Chaenorhinum minus (L.) Lange",30,26.616667,37.733333
"Chaenorhinum minus (L.) Lange",62,14.639266,63.178648
"Chaenorhinum minus (L.) Lange",45,17.93395,62.63582
"Chaenorhinum minus (L.) Lange",62,17.896374,63.375535
"Chaenorhinum minus (L.) Lange",61,19.841694,66.605074
"Chaenorhinum minus (L.) Lange",62,14.52673,63.19484
"Chaenorhinum minus (L.) Lange",47,17.07695,61.64079
"Chaenorhinum minus (L.) Lange",59,12.93046,63.39243
"Chaenorhinum minus (L.) Lange",58,17.137796,60.672789
"Chaenorhinum minus (L.) Lange",67,15.9041,62.02147
"Chaenorhinum minus (L.) Lange",16,18.614938,57.736372
"Chaenorhinum minus (L.) Lange",73,16.38088,51.07989
"Chaenorhinum minus (L.) Lange",43,11.90267,57.69393
"Chaenorhinum minus (L.) Lange",67,14.116721,59.310522
"Chaenorhinum minus (L.) Lange",67,13.678333,52.518333
"Chaenorhinum minus (L.) Lange",99,-2.25,39.07
"Chaenorhinum minus (L.) Lange",97,-2.71,39.88
"Linaria incarnata (Vent.) Spreng.",63,27.727923,64.22705
"Linaria incarnata (Vent.) Spreng.",57,25.428041,65.020015
"Linaria incarnata (Vent.) Spreng.",50,24.421712,64.62212
"Linaria incarnata (Vent.) Spreng.",50,24.26258,65.814315
"Linaria incarnata (Vent.) Spreng.",92,-5.7275,40.7969
"Linaria incarnata (Vent.) Spreng.",98,-5.23,38.69
"Linaria incarnata (Vent.) Spreng.",38,5.7893,58.8469
"Linaria incarnata (Vent.) Spreng.",69,9.201233,50.652317
"Linaria incarnata (Vent.) Spreng.",91,-5.581,42.068
"Linaria incarnata (Vent.) Spreng.",87,1.61,42.22
"Linaria incarnata (Vent.) Spreng.",93,-8.02,38.53
"Linaria incarnata (Vent.) Spreng.",91,-6.29,40.88
"Linaria incarnata (Vent.) Spreng.",94,-8.03495,39.09312
"Linaria incarnata (Vent.) Spreng.",96,-7.2405,39.9232
"Linaria incarnata (Vent.) Spreng.",95,-6.92,40.25
"Linaria incarnata (Vent.) Spreng.",84,11.4,47.27
"Linaria incarnata (Vent.) Spreng.",65,-6.7088,34.0425
"Linaria incarnata (Vent.) Spreng.",68,-8.509641,40.286148
"Linaria incarnata (Vent.) Spreng.",45,4.257221,52.055373
"Linaria incarnata (Vent.) Spreng.",67,5.423087,51.341702
"Linaria incarnata (Vent.) Spreng.",64,5.911348,52.038473
"Linaria incarnata (Vent.) Spreng.",55,6.61995,53.132883
"Linaria incarnata (Vent.) Spreng.",39,3.745346,51.698772
"Linaria incarnata (Vent.) Spreng.",59,5.481943,52.042781
"Linaria incarnata (Vent.) Spreng.",43,5.572836,52.869518
"Linaria incarnata (Vent.) Spreng.",122,-6.85,30.85
"Linaria incarnata (Vent.) Spreng.",56,7.068045,53.127402
"Linaria incarnata (Vent.) Spreng.",38,3.715765,51.716333
"Linaria incarnata (Vent.) Spreng.",52,16.251809,57.876653
"Linaria incarnata (Vent.) Spreng.",55,10.7469,59.2708
"Linaria incarnata (Vent.) Spreng.",79,11.56,48.15
"Linaria incarnata (Vent.) Spreng.",33,22.178232,60.458421
"Linaria incarnata (Vent.) Spreng.",27,21.562458,60.817017
"Linaria incarnata (Vent.) Spreng.",96,-7.188889,39.376389
"Linaria incarnata (Vent.) Spreng.",67,-0.2603,39.9949
"Linaria incarnata (Vent.) Spreng.",128,-7.949278,29.744389
"Linaria incarnata (Vent.) Spreng.",75,-9.93,29.700833
"Linaria incarnata (Vent.) Spreng.",65,-9.800306,30.835778
"Linaria incarnata (Vent.) Spreng.",87,-6.67,37.5
"Linaria incarnata (Vent.) Spreng.",90,-6.249444,41.784444
"Linaria incarnata (Vent.) Spreng.",66,-6.05,35.283333
"Linaria incarnata (Vent.) Spreng.",92,-5.79,40.650002
"Linaria incarnata (Vent.) Spreng.",121,-7.72,31.7928
"Linaria incarnata (Vent.) Spreng.",115,-9.2202,29.9227
"Linaria incarnata (Vent.) Spreng.",59,13.8307,56.12224
"Linaria incarnata (Vent.) Spreng.",67,14.048284,57.184036
"Linaria incarnata (Vent.) Spreng.",64,15.072978,57.417377
"Linaria incarnata (Vent.) Spreng.",33,16.44767,57.040729
"Linaria incarnata (Vent.) Spreng.",68,10.7780356580362,59.91515891969
"Linaria incarnata (Vent.) Spreng.",41,7.39509364261544,58.200359163627
"Linaria incarnata (Vent.) Spreng.",55,10.8987,59.2286
"Linaria incarnata (Vent.) Spreng.",67,11.155,60.7247
"Linaria incarnata (Vent.) Spreng.",67,10.6816,59.9084
"Linaria incarnata (Vent.) Spreng.",56,10.4801,63.4365
"Linaria incarnata (Vent.) Spreng.",60,11.1719,62.8658
"Linaria incarnata (Vent.) Spreng.",50,39.767633,43.706229
"Linaria incarnata (Vent.) Spreng.",68,37.515335,55.681656
"Linaria incarnata (Vent.) Spreng.",73,36.190559,51.735908
"Linaria incarnata (Vent.) Spreng.",68,37.527786,55.814315
"Linaria incarnata (Vent.) Spreng.",67,37.819403,55.997608
"Linaria incarnata (Vent.) Spreng.",66,37.173176,56.744002
"Linaria incarnata (Vent.) Spreng.",28,-8.87225,37.08389
"Linaria incarnata (Vent.) Spreng.",35,5.2427,60.3388
"Linaria incarnata (Vent.) Spreng.",34,5.6589,58.7298
"Linaria incarnata (Vent.) Spreng.",103,-4.75,37.01
"Linaria incarnata (Vent.) Spreng.",40,18.1227,59.13843
"Linaria incarnata (Vent.) Spreng.",67,13.45663,59.33191
"Linaria incarnata (Vent.) Spreng.",36,8.20912104764893,58.1285648309071
"Linaria incarnata (Vent.) Spreng.",94,-4.42,40.830002
"Linaria incarnata (Vent.) Spreng.",95,-5.98,39.34
"Linaria incarnata (Vent.) Spreng.",65,25.8218,63.012798
"Linaria incarnata (Vent.) Spreng.",64,22.972799,61.3834
"Linaria incarnata (Vent.) Spreng.",66,25.9065,62.3316
"Linaria repens (L.) Mill.",32,22.180099,60.445
"Linaria repens (L.) Mill.",39,24.970965,60.15765
"Linaria repens (L.) Mill.",50,24.26258,65.814315
"Linaria repens (L.) Mill.",51,24.163987,65.843524
"Linaria repens (L.) Mill.",51,24.481019,65.818067
"Linaria repens (L.) Mill.",50,26.946111,60.466667
"Linaria repens (L.) Mill.",45,21.636279,63.095748
"Linaria repens (L.) Mill.",35,22.2867,60.481668
"Linaria repens (L.) Mill.",46,25.638146,60.359155
"Linaria repens (L.) Mill.",64,14.149174,56.531129
"Linaria repens (L.) Mill.",69,15.824412,52.248296
"Linaria repens (L.) Mill.",68,17.21756,53.657923
"Linaria repens (L.) Mill.",70,17.005557,52.381657
"Linaria repens (L.) Mill.",73,19,50
"Linaria repens (L.) Mill.",56,11.3101819266937,59.1401339589185
"Linaria repens (L.) Mill.",33,7.1313,58.0442
"Linaria repens (L.) Mill.",66,10.8335,59.7167
"Linaria repens (L.) Mill.",85,1.97,42.31
"Linaria repens (L.) Mill.",47,17.13,61.72
"Linaria repens (L.) Mill.",43,15.636128,56.190642
"Linaria repens (L.) Mill.",63,-2.68,51.639999
"Linaria repens (L.) Mill.",60,-3.13,51.5
"Linaria repens (L.) Mill.",65,23.908353,54.870162
"Linaria repens (L.) Mill.",33,5.6282,58.734
"Linaria repens (L.) Mill.",83,6.48854,44.95952
"Linaria repens (L.) Mill.",78,2.7061,45.0667
"Linaria repens (L.) Mill.",79,2.62806,44.63111
"Linaria repens (L.) Mill.",75,6.51528,43.84667
"Linaria repens (L.) Mill.",55,16.53222,43.55139
"Linaria repens (L.) Mill.",75,17.25083,49.58639
"Linaria repens (L.) Mill.",37,5.7344,58.8461
"Linaria repens (L.) Mill.",61,16.20185,58.59845
"Linaria repens (L.) Mill.",43,11.68176,58.25165
"Linaria repens (L.) Mill.",65,19.10819,65.60185
"Linaria repens (L.) Mill.",64,6.949667,43.733233
"Linaria repens (L.) Mill.",69,9.52687,50.7338
"Linaria repens (L.) Mill.",78,3.72805,45.032217
"Linaria repens (L.) Mill.",33,7.48340286679479,58.0231534200971
"Linaria repens (L.) Mill.",68,14.0735,57.9093
"Linaria repens (L.) Mill.",88,1.2134,42.3735
"Linaria repens (L.) Mill.",79,2.33,42.32
"Linaria repens (L.) Mill.",93,-2.94,42.14
"Linaria repens (L.) Mill.",86,-2.29,42.67
"Linaria repens (L.) Mill.",86,1.39,41.81
"Linaria repens (L.) Mill.",94,-1.51,41.05
"Linaria repens (L.) Mill.",91,-0.698,42.371
"Linaria repens (L.) Mill.",72,0.28,40.63
"Linaria repens (L.) Mill.",74,0.93,46.85
"Linaria repens (L.) Mill.",55,27.583333,59.25
"Linaria repens (L.) Mill.",65,27.416666,57.85
"Linaria repens (L.) Mill.",61,-0.271231,51.548322
"Linaria repens (L.) Mill.",84,12.82,47.29
"Linaria repens (L.) Mill.",81,13.03,47.82
"Linaria repens (L.) Mill.",64,5.932913,51.969651
"Linaria repens (L.) Mill.",78,8.05821,46.94851
"Linaria repens (L.) Mill.",77,8.38897,46.8347
"Linaria repens (L.) Mill.",79,7.987778,46.32
"Linaria repens (L.) Mill.",79,6.44476,46.31287
"Linaria repens (L.) Mill.",77,6.87871,47.10713
"Linaria repens (L.) Mill.",94,-1.85,41.42
"Linaria repens (L.) Mill.",79,14.76761,47.98289
"Linaria repens (L.) Mill.",69,16.86309,59.93983
"Linaria repens (L.) Mill.",67,14.85663,62.19642
"Linaria repens (L.) Mill.",66,14.97508,58.06327
"Linaria repens (L.) Mill.",54,17,62
"Linaria repens (L.) Mill.",27,16.50366,56.64496
"Linaria repens (L.) Mill.",73,4.933,44.00691
"Linaria repens (L.) Mill.",78,6.0552,46.32399
"Linaria repens (L.) Mill.",49,-0.4,49
"Linaria repens (L.) Mill.",76,2.21,45.57
"Linaria repens (L.) Mill.",43,4.615473,52.417784
"Linaria repens (L.) Mill.",53,-0.28,39.04
"Linaria repens (L.) Mill.",96,-1.8186,40.6429
"Linaria repens (L.) Mill.",84,0.708467,43.325683
"Linaria repens (L.) Mill.",65,6.289863,52.171042
"Linaria repens (L.) Mill.",68,5.706715,50.846848
"Linaria repens (L.) Mill.",49,3.910545,51.512187
"Linaria repens (L.) Mill.",66,10.45045,59.84258
"Linaria repens (L.) Mill.",54,6.245547,53.091236
"Linaria repens (L.) Mill.",66,4.91984,51.430665
"Linaria repens (L.) Mill.",53,6.547676,53.223478
"Linaria repens (L.) Mill.",71,3.75,49.516667
"Linaria repens (L.) Mill.",61,7.45238,43.99809
"Linaria repens (L.) Mill.",95,-5.34,39.37
"Linaria repens (L.) Mill.",70,4.5167,50.1
"Linaria repens (L.) Mill.",68,16.48612,59.34125
"Linaria repens (L.) Mill.",74,19.98333,50.01667
"Linaria repens (L.) Mill.",55,10.406533,63.438545
"Linaria repens (L.) Mill.",70,5.699342,49.939789
"Linaria repens (L.) Mill.",72,5.60258,48.2055
"Linaria repens (L.) Mill.",71,6.22366,49.7985
"Linaria repens (L.) Mill.",75,7.84722,48.01556
"Linaria repens (L.) Mill.",79,11.54,48.17
"Linaria repens (L.) Mill.",72,6.939445,49.258888
"Linaria repens (L.) Mill.",37,21.564017,61.347833
"Linaria repens (L.) Mill.",39,24.071903,60.239612
"Linaria repens (L.) Mill.",25,12.548056,54.965833
"Linaria repens (L.) Mill.",58,21.48894,65.84787
"Linaria repens (L.) Mill.",77,13.43,48.57
"Linaria repens (L.) Mill.",68,-1.823,43.278999
"Linaria repens (L.) Mill.",96,41.283333,39.85
"Linaria repens (L.) Mill.",95,-3.9617,40.82482
"Linaria repens (L.) Mill.",96,-1.3,40.14
"Linaria repens (L.) Mill.",78,2.4697,43.4356
"Linaria repens (L.) Mill.",96,-0.5196,41.2078
"Linaria repens (L.) Mill.",63,20.87407,66.48366
"Linaria repens (L.) Mill.",60,15.604467,57.60791
"Linaria repens (L.) Mill.",67,14.27841,57.7533
"Linaria repens (L.) Mill.",75,10.96,48.74
"Linaria repens (L.) Mill.",73,11.87,50.02
"Linaria repens (L.) Mill.",73,11.12,49.42
"Linaria repens (L.) Mill.",68,2.6,50.35
"Linaria repens (L.) Mill.",67,9.821667,51.659447
"Linaria repens (L.) Mill.",57,11.4153,53.6485
"Linaria repens (L.) Mill.",47,16.325063,57.696797
"Linaria repens (L.) Mill.",57,17.634378,59.854989
"Linaria repens (L.) Mill.",64,15.089443,57.426451
"Linaria repens (L.) Mill.",16,18.269609,57.612354
"Linaria repens (L.) Mill.",55,17.318888,62.385538
"Linaria repens (L.) Mill.",44,11.96981,57.64757
"Linaria repens (L.) Mill.",70,16.2,60.28
"Linaria repens (L.) Mill.",60,12.49658,58.09186
"Linaria repens (L.) Mill.",61,14.29436,56.41578
"Linaria repens (L.) Mill.",50,10.0199,59.0539
"Linaria repens (L.) Mill.",55,6.5476,60.0647
"Linaria repens (L.) Mill.",35,7.0736,62.7351
"Linaria repens (L.) Mill.",64,11.3664068872203,61.1365128638461
"Linaria repens (L.) Mill.",86,30.33333,36.81667
"Linaria repens (L.) Mill.",38,5.3521,60.3823
"Linaria repens (L.) Mill.",73,4.952778,47.185556
"Linaria repens (L.) Mill.",23,11.101111,55.6825
"Linaria repens (L.) Mill.",76,3.426667,46.127778
"Linaria repens (L.) Mill.",73,1.669722,47.277222
"Linaria repens (L.) Mill.",73,2.439166,48.8477
"Linaria repens (L.) Mill.",54,12.85362,56.24787
"Linaria repens (L.) Mill.",39,13.42129,55.35402
"Linaria repens (L.) Mill.",88,-0.815924,39.523939
"Linaria repens (L.) Mill.",64,13.15855,57.44866
"Linaria repens (L.) Mill.",29,11.362879,54.657955
"Linaria repens (L.) Mill.",50,9.264626,56.1993
"Linaria repens (L.) Mill.",72,3.57694,44.12138
"Linaria repens (L.) Mill.",42,18.143162,59.307163
"Linaria repens (L.) Mill.",42,-4.074294,52.408782
"Linaria repens (L.) Mill.",74,2.48822,46.867186
"Linaria repens (L.) Mill.",75,-1.64,43.19
"Linaria repens (L.) Mill.",68,13.30727,59.50384
"Linaria repens (L.) Mill.",67,14.46886,59.3389
"Linaria repens (L.) Mill.",36,18.38028,59.69964
"Linaria repens (L.) Mill.",48,17.00134,58.7462
"Linaria repens (L.) Mill.",44,18.73298,63.25436
"Linaria repens (L.) Mill.",68,13.731786,60.66825
"Linaria repens (L.) Mill.",58,17.67038,62.90565
"Linaria repens (L.) Mill.",67,15.88374,59.04551
"Linaria repens (L.) Mill.",16,18.297672,57.641843
"Linaria repens (L.) Mill.",65,12.703405,59.055812
"Linaria repens (L.) Mill.",48,21.73062,65.4756
"Linaria repens (L.) Mill.",53,-3.43444,56.39527
"Linaria repens (L.) Mill.",74,6.9778,47.9939
"Linaria repens (L.) Mill.",82,10.668056,47.546667
"Linaria repens (L.) Mill.",84,14.359,46.762
"Linaria repens (L.) Mill.",80,9.8,47.171
"Linaria repens (L.) Mill.",42,5.2665,61.3458
"Linaria repens (L.) Mill.",38,8.6652261268124,58.3730786851752
"Linaria repens (L.) Mill.",82,6.23,45.22
"Linaria repens (L.) Mill.",73,4.09786,48.3362
"Linaria repens (L.) Mill.",80,6,44
"Linaria supina (L.) Chaz.",36,22.359362,60.464862
"Linaria supina (L.) Chaz.",88,-0.29,42.820999
"Linaria supina (L.) Chaz.",84,6.61522,44.95547
"Linaria supina (L.) Chaz.",54,10.9345,59.1962
"Linaria supina (L.) Chaz.",50,2.18,41.38
"Linaria supina (L.) Chaz.",75,0.33,40.76
"Linaria supina (L.) Chaz.",79,0.22,40.75
"Linaria supina (L.) Chaz.",67,2.76,42.26
"Linaria supina (L.) Chaz.",83,2.15,42.4
"Linaria supina (L.) Chaz.",90,0.85,42.04
"Linaria supina (L.) Chaz.",45,3.31,42.31
"Linaria supina (L.) Chaz.",94,-1.46,41.29
"Linaria supina (L.) Chaz.",104,-3.36,37.12
"Linaria supina (L.) Chaz.",86,-6.8,42.8
"Linaria supina (L.) Chaz.",93,-3.51,41.94
