"species","life_form"
"Acacia abbreviata Maslin","perennial"
"Acacia hilliana Maiden","perennial"
"Acacia ancistrocarpa Maiden & Blakely","perennial"
"Acacia ptychophylla F.Muell.","perennial"
"Acacia yirrkallensis Specht","perennial"
"Acacia argyraea Tindale","perennial"
"Acacia stigmatophylla A.Cunn. ex Benth.","perennial"
"Acacia producta Tindale","perennial"
"Acacia arida Benth.","perennial"
"Acacia arrecta Maslin","perennial"
"Acacia orthocarpa F.Muell.","perennial"
"Acacia drepanocarpa subsp. latifolia Pedley","perennial"
"Acacia gonocarpa F.Muell.","perennial"
"Acacia tenuispica Maslin","perennial"
"Acacia aulacocarpa A.Cunn. ex Benth.","perennial"
"Acacia crassicarpa A.Cunn. ex Benth.","perennial"
"Acacia lamprocarpa O.Schwarz","perennial"
"Acacia celsa Tindale","perennial"
"Acacia midgleyi M.W.McDonald & Maslin","perennial"
"Acacia disparrima subsp. calidestris M.W.McDonald & Maslin","perennial"
"Acacia oncinocarpa Benth.","perennial"
"Acacia translucens A.Cunn. ex Hook.","perennial"
"Acacia acradenia F.Muell.","perennial"
"Acacia auriculiformis A.Cunn. ex Benth.","perennial"
"Acacia mangium Willd.","perennial"
"Acacia spirorbis Labill.","perennial"
"Acacia concurrens Pedley","perennial"
"Acacia leiocalyx Domin","perennial"
"Acacia crassa Pedley","perennial"
"Acacia grandifolia Pedley","perennial"
"Acacia faucium Pedley","no_life_form_on_database"
"Acacia longispicata Benth.","perennial"
"Acacia leptocarpa A.Cunn. ex Benth.","perennial"
"Acacia colei Maslin & L.A.J.Thomson","perennial"
"Acacia thomsonii Maslin & M.W.McDonald","perennial"
"Acacia cowleana Tate","perennial"
"Acacia elachantha M.W.McDonald & Maslin","perennial"
"Acacia pellita O.Schwarz","perennial"
"Acacia sericoflora Pedley","perennial"
"Acacia fecunda Maslin","no_life_form_on_database"
"Acacia gardneri Maiden & Blakely","perennial"
"Acacia holosericea A.Cunn.","perennial"
"Acacia neurocarpa A.Cunn. ex Hook.","perennial"
"Acacia gonoclada F.Muell.","perennial"
"Acacia hammondii Maiden","perennial"
"Acacia dimidiata Benth.","perennial"
"Acacia tropica (Maiden & Blakely) Tindale Tindale (Maiden & Blakely)","perennial"
"Acacia monticola J.M.Black","perennial"
"Acacia anfractuosa Maslin","perennial"
"Acacia adsurgens Maiden & Blakely","perennial"
"Acacia macdonnellensis Maconochie","no_life_form_on_database"
"Acacia atkinsiana Maslin","perennial"
"Acacia brockii Tindale & Kodela","perennial"
"Acacia aprepta Pedley","perennial"
"Acacia kempeana F.Muell.","perennial"
"Acacia stowardii Maiden","no_life_form_on_database"
"Acacia cyperophylla F.Muell. ex Benth.","perennial"
"Acacia grasbyi Maiden","perennial"
"Acacia rhodophloia Maslin","perennial"
"Acacia umbellata A.Cunn. ex Benth.","perennial"
"Acacia binervia (J.C.Wendl.) J.F.Macbr. J.F.Macbr. (J.C.Wendl.)","perennial"
"Acacia bulgaensis Tindale & S.J.Davies","perennial"
"Acacia cheelii Blakely","perennial"
"Acacia caroleae Pedley","perennial"
"Acacia striatifolia Pedley","perennial"
"Acacia tenuinervis Pedley","perennial"
"Acacia diphylla Tindale","no_life_form_on_database"
"Acacia pubifolia Pedley","perennial"
"Acacia doratoxylon A.Cunn.","perennial"
"Acacia tenuissima F.Muell.","perennial"
"Acacia anastema Maslin","perennial"
"Acacia brachystachya Benth.","perennial"
"Acacia ramulosa W.Fitzg.","perennial"
"Acacia coolgardiensis Maiden","perennial"
"Acacia sulcaticaulis Maslin & Buscumb","no_life_form_on_database"
"Acacia balsamea R.S.Cowan & Maslin","perennial"
"Acacia subtessarogona Tindale & Maslin","perennial"
"Acacia aneura F.Muell. ex Benth.","perennial"
"Acacia craspedocarpa F.Muell.","perennial"
"Acacia ayersiana Maconochie","perennial"
"Acacia paraneura Randell","perennial"
"Acacia minyura Randell","perennial"
"Acacia clelandii Pedley","perennial"
"Acacia distans Maslin","perennial"
"Acacia catenulata C.T.White","perennial"
"Acacia aprica Maslin & A.R.Chapm.","perennial"
"Acacia arcuatilis R.S.Cowan & Maslin","perennial"
"Acacia hopperiana Maslin","no_life_form_on_database"
"Acacia sparsiflora Maiden","perennial"
"Acacia aciphylla Benth.","perennial"
"Acacia beauverdiana Ewart & Sharman","perennial"
"Acacia sibina Maslin","perennial"
"Acacia exilis Maslin","no_life_form_on_database"
"Acacia citrinoviridis Tindale & Maslin","perennial"
"Acacia tarculensis J.M.Black","perennial"
"Acacia umbraculiformis Maslin & Buscumb","no_life_form_on_database"
"Acacia olgana Maconochie","perennial"
"Acacia hamersleyensis Maslin","perennial"
"Acacia ammobia Maconochie","perennial"
"Acacia bromilowiana Maslin","perennial"
"Acacia desmondii Maslin","perennial"
"Acacia undoolyana G.J.Leach","perennial"
"Acacia petraea Pedley","perennial"
"Acacia jamesiana Maslin","perennial"
"Acacia areolata M.W.McDonald","perennial"
"Acacia retinervis Benth.","perennial"
"Acacia tumida var. tumida","no_life_form_on_database"
"Acacia brassii Pedley","perennial"
"Acacia julifera subsp. julifera","no_life_form_on_database"
"Acacia conspersa F.Muell.","perennial"
"Acacia torulosa Benth.","perennial"
"Acacia proiantha Pedley","perennial"
"Acacia stipuligera F.Muell.","perennial"
"Acacia blakei Pedley","perennial"
"Acacia hemsleyi Maiden","perennial"
"Acacia difficilis Maiden","perennial"
"Acacia mountfordiae Specht","perennial"
"Acacia eriopoda Maiden & Blakely","perennial"
"Acacia armitii F.Muell. ex Maiden","perennial"
"Acacia plectocarpa A.Cunn. ex Benth.","perennial"
"Acacia chisholmii F.M.Bailey","perennial"
"Acacia lysiphloia F.Muell.","perennial"
"Acacia trachycarpa E.Pritz.","perennial"
"Acacia gracillima Tindale","no_life_form_on_database"
"Acacia delibrata A.Cunn. ex Benth.","perennial"
"Acacia curranii Maiden","perennial"
"Acacia multispicata Benth.","perennial"
"Acacia oncinophylla Lindl.","perennial"
"Acacia repanda R.S.Cowan & Maslin","perennial"
"Acacia lasiocalyx C.R.P.Andrews","perennial"
"Acacia acuminata Benth.","perennial"
"Acacia burkittii F.Muell. ex Benth.","perennial"
"Acacia nuperrima subsp. cassitera Pedley","no_life_form_on_database"
"Acacia denticulosa F.Muell.","perennial"
"Acacia neurophylla W.Fitzg.","perennial"
"Acacia sessilispica Maiden & Blakely","perennial"
"Acacia drepanophylla Maslin","perennial"
"Acacia alpina F.Muell.","perennial"
"Acacia axillaris Benth.","perennial"
"Acacia floribunda (Vent.) Willd. Willd. (Vent.)","perennial"
"Acacia longifolia subsp. longifolia","no_life_form_on_database"
"Acacia mucronata Willd. ex H.L.Wendl.","perennial"
"Acacia longissima H.L.Wendl.","no_life_form_on_database"
"Acacia obtusifolia A.Cunn.","perennial"
"Acacia phlebophylla F.Muell.","perennial"
"Acacia orites Pedley","perennial"
"Acacia courtii Tindale & Hersc.","perennial"
"Acacia rhigiophylla F.Muell. ex Benth.","perennial"
"Acacia triptera Benth.","perennial"
"Acacia amyctica R.S.Cowan & Maslin","perennial"
"Acacia ancistrophylla var. ancistrophylla","no_life_form_on_database"
"Acacia enervia Maiden & Blakely","perennial"
"Acacia papyrocarpa Benth.","perennial"
"Acacia sclerophylla var. sclerophylla","no_life_form_on_database"
"Acacia cana Maiden","perennial"
"Acacia latzii Maslin","perennial"
"Acacia sibilans Maslin","perennial"
"Acacia loderi Maiden","perennial"
"Acacia maconochieana Pedley","perennial"
"Acacia tephrina Pedley","perennial"
"Acacia pendula A.Cunn. ex G.Don","perennial"
"Acacia maranoensis Pedley","perennial"
"Acacia microsperma Pedley","perennial"
"Acacia melvillei Pedley","perennial"
"Acacia omalophylla A.Cunn. ex Benth.","perennial"
"Acacia argyrodendron Domin","perennial"
"Acacia harpophylla F.Muell. ex Benth.","perennial"
"Acacia georginae F.M.Bailey","perennial"
"Acacia brachyclada W.Fitzg","perennial"
"Acacia redolens Maslin","perennial"
"Acacia cyclops A.Cunn. ex G.Don","perennial"
"Acacia stenophylla A.Cunn. ex Benth.","perennial"
"Acacia auratiflora R.S.Cowan & Maslin","perennial"
"Acacia brachypoda Maslin","perennial"
"Acacia consobrina R.S.Cowan & Maslin","perennial"
"Acacia dictyoneura E.Pritz.","perennial"
"Acacia wilhelmiana F.Muell.","perennial"
"Acacia ixiophylla Benth.","perennial"
"Acacia verricula R.S.Cowan & Maslin","perennial"
"Acacia aspera Lindl.","perennial"
"Acacia dodonaeifolia Spreng.","no_life_form_on_database"
"Acacia ausfeldii Regel","perennial"
"Acacia gnidium Benth.","perennial"
"Acacia verniciflua A.Cunn.","perennial"
"Acacia paradoxa DC.","perennial"
"Acacia cognata Domin","perennial"
"Acacia howittii F.Muell.","perennial"
"Acacia errabunda Maslin","perennial"
"Acacia lineata A.Cunn. ex G.Don","perennial"
"Acacia rhetinocarpa J.M.Black","perennial"
"Acacia menzelii J.M.Black","perennial"
"Acacia flexifolia A.Cunn. ex Benth.","perennial"
"Acacia viscidula Benth.","perennial"
"Acacia baeuerlenii Maiden & R.T.Baker","perennial"
"Acacia venulosa Benth.","perennial"
"Acacia elongata Sieber ex DC.","perennial"
"Acacia genistifolia Link","perennial"
"Acacia implexa Benth.","perennial"
"Acacia melanoxylon R.Br.","perennial"
"Acacia tessellata Tindale & Kodela","perennial"
"Acacia barattensis J.M.Black","perennial"
"Acacia crassiuscula H.L.Wendl.","perennial"
"Acacia spongolitica R.S.Cowan & Maslin","perennial"
"Acacia dolichophylla Maslin","perennial"
"Acacia baueri Benth.","perennial"
"Acacia calcicola Forde & Ising","perennial"
"Acacia oswaldii F.Muell.","perennial"
"Acacia enterocarpa R.V.Sm.","perennial"
"Acacia hexaneura P.J.Lang & R.S.Cowan","perennial"
"Acacia rigens A.Cunn. ex G.Don","perennial"
"Acacia dawsonii R.T.Baker","perennial"
"Acacia montana Benth.","perennial"
"Acacia inceana subsp. conformis R.S.Cowan & Maslin","perennial"
"Acacia lineolata Benth.","perennial"
"Acacia mackeyana Ewart & Jean White","perennial"
"Acacia nyssophylla F.Muell.","perennial"
"Acacia argutifolia Maslin","perennial"
"Acacia simulans Maslin","perennial"
"Acacia delphina Maslin","perennial"
"Acacia colletioides F.Muell.","perennial"
"Acacia havilandiorum Maiden","perennial"
"Acacia masliniana R.S.Cowan","perennial"
"Acacia patagiata R.S.Cowan & Maslin","perennial"
"Acacia coriacea DC.","perennial"
"Acacia sericophylla F.Muell.","perennial"
"Acacia cuthbertsonii Luehm.","perennial"
"Acacia wanyu Tindale","perennial"
"Acacia jibberdingensis Maiden & Blakely","perennial"
"Acacia karina Maslin & Buscumb","no_life_form_on_database"
"Acacia oldfieldii F.Muell.","perennial"
"Acacia pachycarpa F.Muell.","perennial"
"Acacia xiphophylla E.Pritz.","perennial"
"Acacia acrionastes Pedley","perennial"
"Acacia obliquinervia Tindale","perennial"
"Acacia binata Maslin","perennial"
"Acacia binervata DC.","perennial"
"Acacia mabellae Maiden","perennial"
"Acacia penninervis Sieber","perennial"
"Acacia falciformis DC.","perennial"
"Acacia barringtonensis Tindale","perennial"
"Acacia linifolia (Vent.) Willd. Willd. (Vent.)","perennial"
"Acacia cremiflora B.J.Conn & Tame","perennial"
"Acacia vestita Ker Gawl.","perennial"
"Acacia aureocrinita B.J.Conn & Tame","perennial"
"Acacia uncinata Lindl.","perennial"
"Acacia covenyi Tindale","perennial"
"Acacia macnuttiana Maiden & Blakely","perennial"
"Acacia saliciformis Tindale","perennial"
"Acacia caesiella Maiden & Blakely","perennial"
"Acacia dorothea Maiden","perennial"
"Acacia attenuata Maiden","perennial"
