"species","life_form"
"Galatella altaica","perennial"
"Galatella angustissima","perennial"
"Galatella biflora","perennial"
"Galatella dahurica","perennial"
"Galatella divaricata","perennial"
"Galatella hauptii","perennial"
"Galatella linosyris","perennial"
"Galatella tatarica","perennial"
"Galatella villosa","perennial"
"Nepeta nervosa var. nervosa","perennial"
"Nepeta nivalis","perennial"
"Nepeta nuda","perennial"
"Nepeta nuda subsp. albiflora","perennial"
"Nepeta nuda subsp. glandulifera","perennial"
"Nepeta nuda subsp. lydiae","perennial"
"Nepeta nuda subsp. nuda","perennial"
"Appendicula lamprophylla","perennial"
"Nepeta obtusicrena","perennial"
"Nepeta odorifera","perennial"
"Nepeta olgae","perennial"
"Nepeta orphanidea","perennial"
"Nepeta orphanidea var. orphanidea","perennial"
"Nepeta orphanidea var. parnidea","perennial"
"Nepeta ouroumitanensis","perennial"
"Nepeta oxyodonta","perennial"
"Nepeta pabotii","perennial"
"Nepeta paktiana","perennial"
"Nepeta pamirensis","perennial"
"Nepeta parnassica","perennial"
"Nepeta paucifolia","perennial"
"Appendicula latifolia","perennial"
"Nepeta persica","perennial"
"Nepeta petraea","annual"
"Nepeta pharica","perennial"
"Nepeta phyllochlamys","perennial"
"Nepeta pilinux","perennial"
"Nepeta pinetorum","perennial"
"Appendicula latilabium","perennial"
"Nepeta podlechii","annual"
"Nepeta podostachys","perennial"
"Nepeta podostachys subsp. darwasica","perennial"
"Nepeta podostachys subsp. paulsenii","perennial"
"Nepeta podostachys subsp. podostachys","perennial"
"Nepeta pogonosperma","perennial"
"Appendicula latilabium var. latilabium","perennial"
"Nepeta polyodonta","perennial"
"Nepeta praetervisa","perennial"
"Nepeta prattii","perennial"
"Nepeta prostrata","perennial"
"Appendicula latilabium var. seramica","perennial"
"Nepeta pseudokokanica","perennial"
"Nepeta pubescens","perennial"
"Nepeta pungens","annual"
"Appendicula laxifolia","perennial"
"Nepeta racemosa","perennial"
"Nepeta racemosa subsp. crassifolia","perennial"
"Nepeta racemosa subsp. haussknechtii","perennial"
"Nepeta racemosa subsp. racemosa","perennial"
"Nepeta raphanorhiza","perennial"
"Nepeta rechingeri","annual"
"Nepeta rivularis","perennial"
"Nepeta roopiana","perennial"
"Nepeta rotundifolia","perennial"
"Nepeta rtanjensis","perennial"
"Nepeta rubella","perennial"
