"species","life_form"
"Draba ruaxes","perennial"
"Draba nylamensis","no_life_form_on_database"
"Draba zangbeiensis","perennial"
"Draba ladyginii","perennial"
"Draba mongolica","annual"
"Draba incana","annual"
"Draba norvegica","perennial"
"Draba kotschyi","perennial"
"Draba tucumanensis","perennial"
"Draba subumbellata","perennial"
"Draba nivalis","perennial"
"Draba elegans","perennial"
"Draba chamissonis","perennial"
"Draba ussuriensis","perennial"
"Draba sachalinensis","perennial"
"Draba scopulorum","perennial"
"Draba siliquosa","perennial"
"Draba supranivalis","perennial"
"Draba jaegeri","perennial"
"Draba heterocoma","no_life_form_on_database"
"Draba sikkimensis","perennial"
"Draba subamplexicaulis","perennial"
"Draba juvenilis","perennial"
"Draba prozorovskii","no_life_form_on_database"
"Draba glacialis","perennial"
"Draba tibetica","perennial"
"Draba incerta","perennial"
"Draba praealta","annual"
"Draba lanceolata","perennial"
"Draba laurentiana","no_life_form_on_database"
"Draba daurica","perennial"
"Draba arabisans","perennial"
"Draba falconeri","perennial"
"Draba glabella","perennial"
"Draba fuhaiensis","perennial"
"Draba borealis","perennial"
"Draba ochroleuca","perennial"
"Draba rigida","perennial"
"Draba glomerata","perennial"
"Draba lasiophylla","perennial"
"Draba alyssoides","perennial"
"Draba kusnezowii","perennial"
"Draba stenobotrys","perennial"
"Draba altaica","perennial"
"Draba sherriffii","perennial"
"Draba amoena","perennial"
"Draba elata","perennial"
"Draba staintonii","perennial"
"Draba rupestris","no_life_form_on_database"
"Draba cinerea","perennial"
"Draba baicalensis","perennial"
"Draba hyperborea","perennial"
"Draba doerfleri","perennial"
"Draba stylaris","annual"
"Draba ramosissima","perennial"
"Draba hitchcockii","perennial"
"Draba pterosperma","perennial"
"Draba murrayi","perennial"
"Draba lutescens","annual"
"Draba huetii","annual"
"Draba ellipsoidea","annual"
"Draba scabra","perennial"
"Draba longisiliqua","perennial"
"Draba aizoides","perennial"
"Draba cheiranthoides","perennial"
"Draba Dill.","no_life_form_on_database"
"Draba bellardii","perennial"
"Draba lasiocarpa","perennial"
"Draba olympica","no_life_form_on_database"
"Draba scardica","no_life_form_on_database"
"Draba parnassica","perennial"
"Draba dedeana","perennial"
"Draba acaulis","perennial"
"Draba lacaitae","perennial"
"Draba hispanica","perennial"
"Draba oreadum","perennial"
"Draba bruniifolia","perennial"
"Draba araratica","no_life_form_on_database"
"Draba cappadocica","perennial"
"Draba incompta","perennial"
"Draba aucheri","no_life_form_on_database"
"Draba rosularis","annual"
"Draba hispida","perennial"
"Draba nuda","no_life_form_on_database"
"Draba nemorosa","annual"
"Draba sibirica","perennial"
"Tomostima cuneifolia","annual"
"Tomostima araboides","no_life_form_on_database"
"Tomostima platycarpa","no_life_form_on_database"
"Tomostima reptans","no_life_form_on_database"
"Tomostima australis","no_life_form_on_database"
"Tomostima sonorae","no_life_form_on_database"
"Abdra aprica","annual"
"Abdra brachycarpa","annual"
"Draba hederifolia","no_life_form_on_database"
"Athysanus pusillus","annual"
"Draba verna","annual"
"Arabis graellsiiformis","no_life_form_on_database"
"Arabis brachycarpa","perennial"
"Arabis mollis","perennial"
"Arabis nordmanniana","perennial"
"Arabis aculeolata","perennial"
"Arabis patens","annual"
"Arabis modesta","perennial"
"Arabis blepharophylla","perennial"
"Arabis georgiana","annual"
"Arabis macdonaldiana","no_life_form_on_database"
"Arabis oregana","perennial"
"Arabis furcata","perennial"
"Arabis crucisetosa","perennial"
"Arabis nuttallii","perennial"
"Dendroarabis fruticulosa","no_life_form_on_database"
"Pachyneurum grandiflorum","perennial"
"Arabis amplexicaulis","annual"
"Arabis pterosperma","annual"
"Arabis bijuga","perennial"
"Arabis flagellosa","perennial"
"Arabis paniculata","annual"
"Arabis serrata","perennial"
"Arabis pycnocarpa","annual"
"Arabis eschscholtziana","annual"
"Arabis olympica","perennial"
"Arabis borealis","no_life_form_on_database"
"Arabis nuristanica","perennial"
"Arabis pangiensis","no_life_form_on_database"
"Arabis erubescens","no_life_form_on_database"
"Arabis doumetii","no_life_form_on_database"
"Arabis ciliata","annual"
"Arabis scabra","perennial"
"Arabis serpyllifolia","annual"
"Arabis vochinensis","no_life_form_on_database"
"Arabis stenocarpa","perennial"
"Arabis beirana","perennial"
"Arabis procurrens","perennial"
"Arabis stellulata","perennial"
"Arabis nipponica","no_life_form_on_database"
"Arabis stelleri","perennial"
"Arabis sadina","no_life_form_on_database"
"Arabis juressi","perennial"
"Arabis abietina","annual"
"Arabis planisiliqua","annual"
"Arabis nemorensis","no_life_form_on_database"
"Arabis sagittata","annual"
"Arabis hirsuta","annual"
"Arabis sudetica","no_life_form_on_database"
"Arabis allionii","perennial"
"Arabis pumila","perennial"
"Arabis soyeri","perennial"
"Arabis jacquinii","no_life_form_on_database"
"Arabis surculosa","no_life_form_on_database"
"Arabis cretica","annual"
"Arabis androsacea","perennial"
"Arabis pubescens","no_life_form_on_database"
"Arabis scopoliana","perennial"
"Arabis rosea","no_life_form_on_database"
"Arabis collina","perennial"
"Arabis bryoides","perennial"
"Arabis carduchorum","perennial"
"Arabis armena","perennial"
"Arabis sachokiana","no_life_form_on_database"
"Arabis aucheri","annual"
"Arabis parvula","annual"
"Arabis ionocalyx","annual"
"Arabis alpina","perennial"
"Arabis aubrietioides","perennial"
"Arabis tianschanica","no_life_form_on_database"
"Arabis deflexa","perennial"
"Arabis cypria","perennial"
"Arabis nepetifolia","perennial"
"Arabis purpurea","perennial"
"Arabis kennedyae","annual"
"Arabis montbretiana","no_life_form_on_database"
"Pseudodraba hystrix","no_life_form_on_database"
"Baimashania pulvinata","perennial"
"Borodiniopsis alaschanica","no_life_form_on_database"
"Arcyosperma primulifolium","perennial"
"Scapiarabis karategina","no_life_form_on_database"
"Scapiarabis ariana","no_life_form_on_database"
"Scapiarabis saxicola","no_life_form_on_database"
"Parryodes axilliflora","no_life_form_on_database"
"Baimashania wangii","perennial"
"Sinoarabis setosifolia","no_life_form_on_database"
"Botschantzevia karatavica","no_life_form_on_database"
"Scapiarabis popovii","no_life_form_on_database"
"Arabis caerulea","perennial"
"Arabis erikii","no_life_form_on_database"
"Arabis auriculata","no_life_form_on_database"
"Arabis nova subsp. nova","no_life_form_on_database"
"Drabella muralis","no_life_form_on_database"
"Aubrieta thessala","perennial"
"Aubrieta intermedia","perennial"
"Aubrieta scyria","perennial"
"Aubrieta deltoidea","no_life_form_on_database"
"Aubrieta pinardii","perennial"
"Aubrieta erubescens","perennial"
"Aubrieta parviflora","perennial"
"Aubrieta kotschyi","no_life_form_on_database"
"Aubrieta canescens subsp. canescens","no_life_form_on_database"
"Aubrieta columnae subsp. columnae","no_life_form_on_database"
"Aubrieta italica","no_life_form_on_database"
"Aubrieta libanotica","perennial"
"Aubrieta glabrescens","perennial"
"Aubrieta gracilis","perennial"
"Aubrieta olympica","perennial"
"Aubrieta vulcanica","perennial"
"Arabis verna","annual"
