"species","life_form"
"Salvia aspera","perennial"
"Salvia chamaedryoides","perennial"
"Salvia thymoides","perennial"
"Salvia keerlii","perennial"
"Salvia semiatrata","perennial"
"Salvia lasiantha","perennial"
"Salvia ramosa","perennial"
"Salvia melissodora","perennial"
"Salvia rupicola","no_life_form_on_database"
"Salvia breviflora","perennial"
"Salvia curtiflora","no_life_form_on_database"
"Salvia univerticillata","perennial"
"Salvia pulchella","perennial"
"Salvia holwayi","perennial"
"Salvia wagneriana","perennial"
"Salvia dorisiana","perennial"
"Salvia involucrata","perennial"
"Salvia karwinskii","perennial"
"Salvia discolor","no_life_form_on_database"
"Salvia leucocephala","perennial"
"Salvia galloana","no_life_form_on_database"
"Salvia lophanthoides","perennial"
"Salvia rubiginosa","no_life_form_on_database"
"Salvia compsostachys","no_life_form_on_database"
"Salvia verecunda","no_life_form_on_database"
"Salvia langlassei","perennial"
"Salvia sanctae-luciae","no_life_form_on_database"
"Salvia bupleuroides","no_life_form_on_database"
"Salvia lasiocephala","annual"
"Salvia mexiae","perennial"
"Salvia nitida","no_life_form_on_database"
"Salvia adenophora","perennial"
"Salvia disjuncta","perennial"
"Salvia madrensis","perennial"
"Salvia bangii","no_life_form_on_database"
"Salvia gilliesii","no_life_form_on_database"
"Salvia heerii","no_life_form_on_database"
"Salvia retinervia","perennial"
"Salvia calolophos","perennial"
"Salvia ballotiflora","perennial"
"Salvia pinguifolia","no_life_form_on_database"
"Salvia divinorum","perennial"
"Salvia venulosa","perennial"
"Salvia betulifolia","no_life_form_on_database"
"Salvia regla","perennial"
"Salvia pubescens","perennial"
"Salvia sessei","perennial"
"Salvia cuspidata","perennial"
"Salvia flocculosa","no_life_form_on_database"
"Salvia concolor","perennial"
"Salvia flaccidifolia","perennial"
"Salvia recurva","perennial"
"Salvia hidalgensis","no_life_form_on_database"
"Salvia candicans","perennial"
"Salvia oaxacana","perennial"
"Salvia purpusii","perennial"
"Salvia lycioides","perennial"
"Salvia villosa","perennial"
"Salvia greggii","perennial"
"Salvia coahuilensis","perennial"
"Salvia muelleri","perennial"
"Salvia microphylla","perennial"
"Salvia neurepia","no_life_form_on_database"
"Salvia cardinalis","no_life_form_on_database"
"Salvia gesneriiflora","no_life_form_on_database"
"Salvia fulgens","perennial"
"Salvia lineata","perennial"
"Salvia stolonifera","perennial"
"Salvia purpurea","perennial"
"Salvia podadena","annual"
"Salvia tehuacana","annual"
"Salvia acerifolia","no_life_form_on_database"
"Salvia albocaerulea","perennial"
"Salvia sinaloensis","perennial"
"Salvia prunifolia","no_life_form_on_database"
"Salvia rostellata","perennial"
"Salvia misella","annual"
"Salvia occidentalis","annual"
"Salvia corrugata","perennial"
"Salvia styphelus","no_life_form_on_database"
"Salvia bullulata","no_life_form_on_database"
"Salvia clinopodioides","no_life_form_on_database"
"Salvia forreri","no_life_form_on_database"
"Salvia mocinoi","perennial"
"Salvia prunelloides","perennial"
"Salvia glechomifolia","no_life_form_on_database"
"Salvia setulosa","perennial"
"Salvia filifolia","no_life_form_on_database"
"Salvia laevis","perennial"
"Salvia nana","perennial"
"Salvia pusilla","perennial"
"Salvia congestiflora","no_life_form_on_database"
"Salvia uliginosa","perennial"
"Salvia lachnostachys","no_life_form_on_database"
"Salvia ovalifolia","perennial"
"Salvia procurrens","perennial"
"Salvia cinnabarina","perennial"
"Salvia elegans","perennial"
"Salvia hintonii","perennial"
"Salvia textitlana","no_life_form_on_database"
"Salvia manantlanensis","perennial"
"Salvia tricuspidata","perennial"
"Salvia fruticulosa","perennial"
"Salvia parryi","perennial"
"Salvia macrophylla","perennial"
"Salvia sagittata","perennial"
"Salvia scutellarioides","perennial"
"Salvia cacaliifolia","perennial"
"Salvia patens","perennial"
"Salvia vitifolia","perennial"
"Salvia axillaris","perennial"
"Salvia munzii","perennial"
"Salvia vaseyi","perennial"
"Salvia eremostachya","perennial"
"Salvia clevelandii","perennial"
"Salvia apiana","no_life_form_on_database"
"Salvia mellifera","perennial"
"Salvia brandegeei","perennial"
"Salvia dorrii","perennial"
"Salvia pachyphylla","perennial"
"Salvia mohavensis","perennial"
"Salvia sonomensis","perennial"
"Salvia spathacea","perennial"
"Salvia chionopeplica","no_life_form_on_database"
"Salvia leucophylla","perennial"
"Salvia columbariae","annual"
"Salvia californica","perennial"
"Salvia greatae","perennial"
"Salvia funerea","perennial"
"Salvia carduacea","annual"
"Salvia dianthera","perennial"
"Salvia dorystaechas","perennial"
"Salvia aegyptiaca","perennial"
"Salvia deserti","perennial"
"Salvia herbanica","perennial"
"Salvia areysiana","perennial"
"Salvia bariensis","perennial"
"Salvia geminata","perennial"
"Salvia trichocalycina","perennial"
"Salvia aristata","perennial"
"Salvia vvedenskii","no_life_form_on_database"
"Salvia majdae","perennial"
"Salvia margaritae","perennial"
"Salvia handelii","perennial"
"Salvia lankongensis","perennial"
"Salvia subpalmatinervis","perennial"
"Salvia aerea","perennial"
"Salvia cyclostegia","perennial"
"Salvia atrorubra","perennial"
"Salvia mairei","perennial"
"Salvia cynica","perennial"
"Salvia kiaometiensis","no_life_form_on_database"
"Salvia omeiana","perennial"
"Salvia sikkimensis","perennial"
"Salvia digitaloides","perennial"
"Salvia flava","perennial"
"Salvia bulleyana","perennial"
"Salvia campanulata","perennial"
"Salvia schizochila","perennial"
"Salvia castanea","perennial"
"Salvia maximowicziana","perennial"
"Salvia przewalskii","perennial"
"Salvia hylocharis","perennial"
"Salvia heterochroa","perennial"
"Salvia pauciflora","no_life_form_on_database"
"Salvia paohsingensis","perennial"
"Salvia brachyloma","perennial"
"Salvia hians","perennial"
"Salvia hupehensis","perennial"
"Salvia evansiana","perennial"
"Salvia brevilabra","perennial"
"Salvia prattii","perennial"
"Salvia potaninii","perennial"
"Salvia wardii","perennial"
"Salvia bifidocalyx","perennial"
"Salvia pogonochila","perennial"
"Salvia smithii","perennial"
"Salvia atropurpurea","perennial"
"Salvia glabrescens","perennial"
"Salvia nipponica","perennial"
"Salvia koyamae","perennial"
"Salvia glutinosa","perennial"
"Salvia nubicola","perennial"
"Salvia roborowskii","annual"
"Salvia tricuspis","annual"
"Salvia umbratica","annual"
"Salvia substolonifera","annual"
"Salvia trijuga","perennial"
"Salvia chinensis","annual"
"Salvia japonica","annual"
"Salvia chienii","perennial"
"Salvia chunganensis","annual"
"Salvia qimenensis","annual"
"Salvia liguliloba","annual"
"Salvia baimaensis","perennial"
"Salvia cavaleriei","perennial"
"Salvia kiangsiensis","annual"
"Salvia scapiformis","perennial"
"Salvia pygmaea","perennial"
"Salvia appendiculata","perennial"
"Salvia akiensis","no_life_form_on_database"
"Salvia omerocalyx","perennial"
"Salvia arisanensis","no_life_form_on_database"
"Salvia lutescens","perennial"
"Salvia ranzaniana","perennial"
"Salvia isensis","perennial"
"Salvia bowleyana","perennial"
"Salvia sinica","perennial"
"Salvia dabieshanensis","perennial"
"Salvia paramiltiorrhiza","no_life_form_on_database"
"Salvia miltiorrhiza","perennial"
"Salvia honania","annual"
"Salvia meiliensis","perennial"
"Salvia nanchuanensis","annual"
"Salvia plectranthoides","annual"
"Salvia yunnanensis","perennial"
"Salvia plebeia","annual"
"Salvia petrophila","no_life_form_on_database"
"Salvia sonchifolia","perennial"
"Salvia reuteriana","perennial"
"Salvia sahendica","perennial"
"Salvia staminea","perennial"
"Salvia tingitana","perennial"
"Salvia limbata","perennial"
"Salvia candidissima","perennial"
"Salvia vermifolia","perennial"
"Salvia chloroleuca","perennial"
"Salvia absconditiflora","no_life_form_on_database"
"Salvia hypoleuca","perennial"
"Salvia cassia","perennial"
"Salvia chrysophylla","perennial"
"Salvia tobeyi","perennial"
"Salvia veneris","perennial"
"Salvia modesta","perennial"
"Salvia chionantha","perennial"
"Salvia cyanescens","perennial"
"Salvia microstegia","perennial"
"Salvia eriophora","perennial"
"Salvia yosgadensis","perennial"
"Salvia poculata","perennial"
"Salvia anatolica","perennial"
"Salvia xanthocheila","perennial"
"Salvia atropatana","perennial"
"Salvia brachyantha","perennial"
"Salvia frigida","perennial"
"Salvia indica","perennial"
"Salvia aethiopis","annual"
"Salvia canariensis","perennial"
"Salvia argentea","annual"
"Salvia persepolitana","perennial"
"Salvia schimperi","perennial"
"Salvia ariana","perennial"
"Salvia sharifii","perennial"
"Salvia sarawschanica","no_life_form_on_database"
"Salvia syriaca","perennial"
"Salvia moorcroftiana","perennial"
"Salvia palaestina","perennial"
"Salvia rhytidea","perennial"
"Salvia dominica","perennial"
"Salvia dichroantha","perennial"
"Salvia virgata","perennial"
"Salvia adenocaulon","perennial"
"Salvia amplexicaulis","perennial"
"Salvia sclareoides","perennial"
"Salvia viscosa","perennial"
"Salvia deserta","perennial"
"Salvia sylvestris","perennial"
"Salvia disermas","no_life_form_on_database"
"Salvia radula","no_life_form_on_database"
"Salvia pratensis","perennial"
"Salvia jurisicii","perennial"
"Salvia nutans","perennial"
"Salvia hierosolymitana","perennial"
"Salvia austriaca","perennial"
"Salvia merjamie","perennial"
"Salvia verbenaca","perennial"
"Salvia lanigera","perennial"
"Salvia broussonetii","perennial"
"Salvia sclarea","annual"
"Salvia montbretii","perennial"
"Salvia phlomoides","perennial"
"Salvia hypargeia","perennial"
"Salvia lanata","no_life_form_on_database"
"Salvia daghestanica","no_life_form_on_database"
"Salvia viridis","annual"
"Salvia albimaculata","perennial"
"Salvia potentillifolia","perennial"
"Salvia nydeggeri","perennial"
"Salvia pisidica","perennial"
"Salvia heldreichiana","perennial"
"Salvia cedronella","perennial"
"Salvia tchihatcheffii","perennial"
"Salvia adenophylla","perennial"
"Salvia cadmica","perennial"
"Salvia smyrnaea","perennial"
"Salvia ringens","perennial"
"Salvia candelabrum","perennial"
"Salvia interrupta","perennial"
"Salvia ballsiana","perennial"
"Salvia suffruticosa","perennial"
"Salvia marashica","perennial"
"Salvia pachystachya","perennial"
"Salvia garipensis","no_life_form_on_database"
"Salvia blepharochlaena","perennial"
"Salvia caespitosa","perennial"
"Salvia wiedemannii","perennial"
"Salvia multicaulis","perennial"
"Salvia quezelii","perennial"
"Salvia pinnata","perennial"
"Salvia scabiosifolia","perennial"
"Salvia cerinopruinosa","perennial"
"Salvia euphratica","perennial"
"Salvia pseudeuphratica","perennial"
"Salvia kronenburgii","perennial"
"Salvia sericeotomentosa","perennial"
"Salvia kurdica","perennial"
"Salvia hydrangea","perennial"
"Salvia maymanica","perennial"
"Salvia bucharica","perennial"
"Salvia huberi","perennial"
"Salvia recognita","perennial"
"Salvia aramiensis","no_life_form_on_database"
"Salvia tomentosa","perennial"
"Salvia korolkovii","perennial"
"Salvia officinalis","perennial"
"Salvia aucheri","perennial"
"Salvia fruticosa","perennial"
"Salvia cabulica","perennial"
"Salvia albicaulis","no_life_form_on_database"
"Salvia chamelaeagnea","perennial"
"Salvia africana","perennial"
"Salvia thermarum van","perennial"
"Salvia namaensis","no_life_form_on_database"
"Salvia repens","perennial"
"Salvia schlechteri","no_life_form_on_database"
"Salvia dolomitica","no_life_form_on_database"
"Salvia africana-lutea","no_life_form_on_database"
"Salvia lanceolata","no_life_form_on_database"
"Salvia scabra","no_life_form_on_database"
"Salvia leucodermis","perennial"
"Salvia sessilifolia","perennial"
"Salvia muirii","no_life_form_on_database"
"Salvia stenophylla","perennial"
"Salvia somalensis","perennial"
"Salvia aurita","no_life_form_on_database"
"Salvia nilotica","perennial"
"Salvia napifolia","perennial"
"Salvia russellii","perennial"
"Salvia judaica","no_life_form_on_database"
"Salvia verticillata","perennial"
"Salvia verticillata subsp. amasiaca","perennial"
"Salvia leriifolia","perennial"
"Salvia taraxacifolia","no_life_form_on_database"
"Salvia engelmannii","perennial"
"Salvia texana","no_life_form_on_database"
"Salvia whitehousei","perennial"
"Salvia pentstemonoides","no_life_form_on_database"
"Salvia henryi","perennial"
"Salvia summa","perennial"
"Salvia roemeriana","perennial"
"Salvia lyrata","no_life_form_on_database"
"Salvia rosmarinus","perennial"
"Salvia scrophulariifolia","perennial"
"Salvia yangii","perennial"
