"species","life_form"
"Apeiba glabra","perennial"
"Apeiba petoumo","perennial"
"Apeiba membranacea","perennial"
"Apeiba tibourbou","perennial"
"Entelea arborescens","perennial"
"Sparrmannia africana","perennial"
"Corchorus aestuans","annual"
"Corchorus orinocensis","annual"
"Corchorus arenicola","no_life_form_on_database"
"Corchorus psammophilus","perennial"
"Corchorus asplenifolius","perennial"
"Corchorus sulcatus","perennial"
"Corchorus pinnatipartitus","perennial"
"Corchorus schimperi","annual"
"Corchorus capsularis","annual"
"Corchorus longipedunculatus","annual"
"Corchorus tridens","annual"
"Corchorus cunninghamii","no_life_form_on_database"
"Corchorus kirkii","perennial"
"Corchorus confusus","perennial"
"Corchorus hirsutus","perennial"
"Corchorus fascicularis","annual"
"Corchorus siliquosus","perennial"
"Corchorus olitorius","annual"
"Corchorus trilocularis","annual"
"Heliocarpus americanus","perennial"
"Heliocarpus appendiculatus","perennial"
"Triumfetta calderonii","no_life_form_on_database"
"Triumfetta lappula","perennial"
"Heliocarpus pallidus","perennial"
"Triumfetta annua","annual"
"Triumfetta pilosa","perennial"
"Triumfetta semitriloba","perennial"
"Glyphaea brevis","perennial"
"Glyphaea tomentosa","perennial"
"Colona auriculata","perennial"
"Goethalsia meiantha","perennial"
"Lueheopsis rugosa","perennial"
"Colona floribunda","perennial"
"Colona scabra","no_life_form_on_database"
"Grewia microthyrsa","no_life_form_on_database"
"Grewia transzambesica","perennial"
"Microcos paniculata","perennial"
"Microcos tomentosa","perennial"
"Microcos coriacea","perennial"
"Microcos argentata","no_life_form_on_database"
"Microcos blattifolia","no_life_form_on_database"
"Microcos grandiflora","no_life_form_on_database"
"Microcos chungii","perennial"
"Microcos hirsuta","perennial"
"Luehea candida","perennial"
"Luehea speciosa","perennial"
"Luehea divaricata","perennial"
"Luehea seemannii","perennial"
"Desplatsia dewevrei","perennial"
"Grewia bicolor","perennial"
"Grewia monticola","perennial"
"Grewia inaequilatera","perennial"
"Grewia micrantha","perennial"
"Grewia microcarpa","perennial"
"Grewia hexamita","perennial"
"Grewia flava","perennial"
"Grewia occidentalis","perennial"
"Grewia sulcata","perennial"
"Grewia lasiocarpa","perennial"
"Grewia pondoensis","perennial"
"Grewia biloba","perennial"
"Grewia robusta","no_life_form_on_database"
"Grewia orientalis","perennial"
"Grewia caffra","perennial"
"Grewia flavescens","perennial"
"Grewia gracillima","perennial"
"Grewia falcistipula","perennial"
"Grewia villosa","perennial"
"Grewia kakothamnos","perennial"
"Grewia lepidopetala","perennial"
"Grewia similis","perennial"
"Grewia stolzii","perennial"
"Grewia papuana","no_life_form_on_database"
"Grewia glabra","no_life_form_on_database"
"Grewia latifolia","no_life_form_on_database"
"Hydrogaster trinervis","perennial"
"Mollia glabrescens","perennial"
"Mollia speciosa","perennial"
"Tetralix brachypetalus","perennial"
"Trichospermum grewiifolium","no_life_form_on_database"
"Trichospermum pleiostigma","perennial"
"Trichospermum mexicanum","perennial"
"Luehea paniculata","perennial"
"Waltheria madagascariensis","no_life_form_on_database"
