"species","life_form"
"Primula cusickiana var. cusickiana","no_life_form_on_database"
"Primula cusickiana var. maguirei","no_life_form_on_database"
"Primula angustifolia","perennial"
"Primula rusbyi","perennial"
"Primula parryi","perennial"
"Primula deorum","perennial"
"Primula glaucescens","perennial"
"Primula glutinosa","perennial"
"Primula minima","perennial"
"Primula clusiana","perennial"
"Primula palinuri","perennial"
"Primula marginata","perennial"
"Primula villosa","perennial"
"Primula hirsuta","perennial"
"Soldanella alpina","perennial"
"Soldanella minima","perennial"
"Soldanella pusilla","perennial"
"Soldanella villosa","perennial"
"Omphalogramma souliei","perennial"
"Omphalogramma delavayi","perennial"
"Bryocarpum himalaicum","perennial"
"Hottonia palustris","perennial"
"Hottonia inflata","perennial"
"Androsace brigantiaca","no_life_form_on_database"
"Androsace puberula","no_life_form_on_database"
"Androsace adfinis","perennial"
"Androsace cantabrica","no_life_form_on_database"
"Androsace chaixii","annual"
"Androsace obtusifolia","perennial"
"Androsace helvetica","perennial"
"Androsace alpina","perennial"
"Androsace pubescens","perennial"
"Androsace ciliata","perennial"
"Androsace halleri","perennial"
"Androsace rioxana","perennial"
"Androsace halleri","perennial"
"Androsace pyrenaica","perennial"
"Androsace laggeri","perennial"
"Androsace hedraeantha","no_life_form_on_database"
"Androsace lactea","perennial"
"Androsace mathildae","perennial"
"Douglasia gormanii","no_life_form_on_database"
"Douglasia arctica","no_life_form_on_database"
"Douglasia idahoensis","no_life_form_on_database"
"Douglasia ochotensis","no_life_form_on_database"
"Douglasia nivalis","no_life_form_on_database"
"Douglasia beringensis","no_life_form_on_database"
"Androsace triflora","perennial"
"Douglasia laevigata","no_life_form_on_database"
"Androsace brevis","perennial"
"Androsace wulfeniana","perennial"
"Androsace vitaliana","perennial"
"Androsace cylindrica subsp. willkommii","no_life_form_on_database"
"Androsace cylindrica var. hirtella","perennial"
"Androsace cylindrica subsp. cylindrica","no_life_form_on_database"
"Androsace vandellii","no_life_form_on_database"
"Androsace hausmannii","perennial"
"Androsace komovensis","perennial"
"Androsace elongata subsp. elongata","no_life_form_on_database"
"Androsace elongata var. breistrofferi","annual"
"Androsace raddeana","no_life_form_on_database"
"Androsace armeniaca","annual"
"Androsace albana","annual"
"Androsace septentrionalis","annual"
"Androsace lactiflora","annual"
"Pomatosace filicula","annual"
"Androsace sublanata","perennial"
"Androsace bulleyana","annual"
"Androsace cuttingii","perennial"
"Androsace mariae","perennial"
"Androsace limprichtii","perennial"
"Androsace stenophylla","perennial"
"Androsace chamaejasme","perennial"
"Androsace bungeana","perennial"
"Androsace minor","perennial"
"Androsace sempervivoides","perennial"
"Androsace delavayi","perennial"
"Androsace spinulifera","perennial"
"Androsace globifera","perennial"
"Androsace nortonii","perennial"
"Androsace barbulata","no_life_form_on_database"
"Androsace hookeriana","perennial"
"Androsace erecta","annual"
"Androsace axillaris","perennial"
"Androsace cuscutiformis","perennial"
"Androsace elatior","perennial"
"Androsace maxima","annual"
"Androsace filiformis","annual"
