"species","life_form","source","notes_1","notes_2"
"Anagallis djalonis","annual","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis nummularifolia","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis kingaensis","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis oligantha","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis hexamera","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis angustiloba","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis serpens","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis huttonii","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis crassifolia","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis tenella","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis alternifolia","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis filiformis","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Anagallis minima","perennial","https://doi.org/10.1086/449318","manually_curated",""
"Lysimachia hybrida","perennial","","",""
"Lysimachia radicans","perennial","","",""
"Lysimachia quadriflora","perennial","","",""
"Lysimachia ciliata","perennial","","",""
"Lysimachia lanceolata","perennial","","",""
"Lysimachia andina","no_life_form_on_database","","",""
"Lysimachia mexicana","no_life_form_on_database","","",""
"Trientalis borealis","perennial","https://www.wildflower.org/plants/result.php?id_plant=TRBO2","manually_curated",""
"Trientalis europaea","perennial","https://calscape.org/Lysimachia-europaea-()","manually_curated",""
