"species","life_form","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Salvia absconditiflora","no_life_form_on_database",2,6.059522,0.546167,0.386198,0.116755
"Salvia acerifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia adenocaulon","perennial",NA,NA,NA,NA,NA
"Salvia adenophora","perennial",6,6.719723,0.236095,0.096385,0.038918
"Salvia adenophylla","perennial",NA,NA,NA,NA,NA
"Salvia aegyptiaca","perennial",19,5.047816,0.556638,0.127702,0.01229
"Salvia aequidistans","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia aerea","perennial",4,6.565375,0.165185,0.082592,0.058377
"Salvia aethiopis","annual",76,6.374526,0.258557,0.029659,0.003072
"Salvia africana","perennial",NA,NA,NA,NA,NA
"Salvia africana-lutea","no_life_form_on_database",15,5.967872,0.683346,0.176439,0.015567
"Salvia agnes","perennial",8,6.881783,0.350819,0.124033,0.029189
"Salvia akiensis","no_life_form_on_database",1,7.304516,NA,NA,0.23351
"Salvia alamosana","perennial",13,6.828504,0.33567,0.093098,0.017962
"Salvia alba","no_life_form_on_database",11,6.703142,0.498868,0.150414,0.021228
"Salvia albicaulis","no_life_form_on_database",2,6.562303,1.024701,0.724573,0.116755
"Salvia albimaculata","perennial",NA,NA,NA,NA,NA
"Salvia albocaerulea","perennial",10,7.120897,0.34191,0.108121,0.023351
"Salvia alborosea","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia amarissima","no_life_form_on_database",33,6.813005,0.507141,0.088282,0.007076
"Salvia amethystina","perennial",6,7.389375,0.282072,0.115155,0.038918
"Salvia amplexicaulis","perennial",NA,NA,NA,NA,NA
"Salvia amplifrons","annual",NA,NA,NA,NA,NA
"Salvia anatolica","perennial",NA,NA,NA,NA,NA
"Salvia angulata","perennial",12,7.405056,0.499791,0.144277,0.019459
"Salvia angustiarum","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia apiana","no_life_form_on_database",22,5.495112,0.635142,0.135413,0.010614
"Salvia appendiculata","perennial",NA,NA,NA,NA,NA
"Salvia aramiensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia arbuscula","no_life_form_on_database",13,7.068377,0.231423,0.064185,0.017962
"Salvia areolata","perennial",1,7.928046,NA,NA,0.23351
"Salvia areysiana","perennial",NA,NA,NA,NA,NA
"Salvia argentea","annual",55,6.322028,0.461851,0.062276,0.004246
"Salvia ariana","perennial",NA,NA,NA,NA,NA
"Salvia arisanensis","no_life_form_on_database",3,7.99636,0.271336,0.156656,0.077837
"Salvia aristata","perennial",3,6.022661,0.215538,0.124441,0.077837
"Salvia articulata","perennial",NA,NA,NA,NA,NA
"Salvia aspera","perennial",4,6.706027,0.548042,0.274021,0.058377
"Salvia atrocyanea","perennial",7,6.632733,0.538969,0.203711,0.033359
"Salvia atropatana","perennial",4,5.940013,0.206116,0.103058,0.058377
"Salvia atropurpurea","perennial",1,7.127694,NA,NA,0.23351
"Salvia atrorubra","perennial",1,6.774224,NA,NA,0.23351
"Salvia aucheri","perennial",NA,NA,NA,NA,NA
"Salvia aurita","no_life_form_on_database",8,6.52012,0.170999,0.060457,0.029189
"Salvia austriaca","perennial",18,6.373381,0.246791,0.058169,0.012973
"Salvia axillaris","perennial",22,6.469256,0.312445,0.066613,0.010614
"Salvia azurea","perennial",59,6.92287,0.433808,0.056477,0.003958
"Salvia baimaensis","perennial",NA,NA,NA,NA,NA
"Salvia ballotiflora","perennial",59,6.163455,0.402708,0.052428,0.003958
"Salvia ballsiana","perennial",NA,NA,NA,NA,NA
"Salvia bangii","no_life_form_on_database",2,6.499236,0.187759,0.132766,0.116755
"Salvia bariensis","perennial",NA,NA,NA,NA,NA
"Salvia betulifolia","no_life_form_on_database",7,6.301436,0.486839,0.184008,0.033359
"Salvia bifidocalyx","perennial",1,6.22059,NA,NA,0.23351
"Salvia blepharochlaena","perennial",NA,NA,NA,NA,NA
"Salvia blepharophylla","no_life_form_on_database",2,6.226638,0.086579,0.061221,0.116755
"Salvia bogotensis","perennial",4,7.398204,0.25936,0.12968,0.058377
"Salvia bowleyana","perennial",10,7.322718,0.172291,0.054483,0.023351
"Salvia brachyantha","perennial",NA,NA,NA,NA,NA
"Salvia brachyloma","perennial",3,6.509064,0.234348,0.135301,0.077837
"Salvia brandegeei","perennial",8,5.952448,0.484244,0.171206,0.029189
"Salvia breviflora","perennial",8,6.691906,0.204808,0.072411,0.029189
"Salvia brevilabra","perennial",5,6.734158,0.43359,0.193907,0.046702
"Salvia brevipes","perennial",18,7.246283,0.21253,0.050094,0.012973
"Salvia broussonetii","perennial",NA,NA,NA,NA,NA
"Salvia buchananii","perennial",NA,NA,NA,NA,NA
"Salvia bucharica","perennial",1,5.937536,NA,NA,0.23351
