"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Bastardia bivalvis","no_life_form_on_database",24,8.19524,1.083325,0.221133,0.012673
"Bastardiastrum cinctum","perennial",12,7.765544,0.463685,0.133854,0.025345
"Bastardiopsis densiflora","no_life_form_on_database",45,9.177996,0.250423,0.037331,0.006759
"Billieturnera helleri","perennial",13,7.997179,0.24144,0.066963,0.023396
"Briquetia sonorae","perennial",3,7.291325,0.101701,0.058717,0.101381
"Briquetia spicata","perennial",81,8.99231,0.48794,0.054216,0.003755
"Callirhoe involucrata","perennial",74,8.118449,0.479036,0.055687,0.00411
"Corynabutilon vitifolium","perennial",NA,NA,NA,NA,NA
"Cristaria andicola","perennial",14,6.189405,1.276403,0.341133,0.021724
"Cristaria gracilis","annual",10,4.970998,1.648918,0.521434,0.030414
"Decaschistia byrnesii","perennial",2,8.698098,0.119763,0.084685,0.152071
"Dendrosida breedlovei","perennial",4,8.387906,0.428389,0.214195,0.076035
"Dendrosida wingfieldii","no_life_form_on_database",NA,NA,NA,NA,NA
"Eremalche exilis","annual",46,6.647375,0.501764,0.073981,0.006612
"Eremalche parryi","annual",10,7.423772,0.633517,0.200336,0.030414
"Eremalche rotundifolia","annual",27,6.168588,0.524926,0.101022,0.011265
"Fuertesimalva chilensis","annual",10,4.829405,1.23563,0.390741,0.030414
"Fuertesimalva echinata","annual",9,8.33857,0.323842,0.107947,0.033794
"Fuertesimalva jacens","perennial",NA,NA,NA,NA,NA
"Fuertesimalva limensis","perennial",23,8.320462,0.832362,0.173559,0.013224
"Fuertesimalva peruviana","annual",13,6.006013,2.36,0.654546,0.023396
"Gaya atiquipana","perennial",1,4.174387,NA,NA,0.304142
"Gaya calyptrata","perennial",1,8.599879,NA,NA,0.304142
"Gossypioides kirkii","perennial",NA,NA,NA,NA,NA
"Gossypium arboreum","perennial",NA,NA,NA,NA,NA
"Gossypium darwinii","perennial",NA,NA,NA,NA,NA
"Gossypium herbaceum","annual",NA,NA,NA,NA,NA
"Hibiscus mechowii","annual",15,8.689269,0.691172,0.17846,0.020276
"Hibiscus micranthus","perennial",114,8.016014,0.687056,0.064349,0.002668
"Hibiscus surattensis","perennial",133,9.153005,0.462133,0.040072,0.002287
"Hochreutinera amplexifolia","perennial",26,8.872485,0.388021,0.076097,0.011698
"Horsfordia exalata","no_life_form_on_database",1,7.731492,NA,NA,0.304142
"Humbertiella henrici","perennial",4,8.119284,0.349869,0.174934,0.076035
"Humbertiella quararibeoides","perennial",NA,NA,NA,NA,NA
"Kearnemalvastrum lacteum","perennial",22,8.653114,0.484236,0.103239,0.013825
"Kokia drynarioides","perennial",1,9.641408,NA,NA,0.304142
"Kosteletzkya diplocrater","no_life_form_on_database",18,8.393825,0.444909,0.104866,0.016897
"Kosteletzkya reflexiflora","no_life_form_on_database",6,8.510239,0.574341,0.234474,0.05069
"Lavatera occidentalis","no_life_form_on_database",2,7.095344,0.046884,0.033152,0.152071
"Malacothamnus fasciculatus","perennial",23,7.598506,0.609319,0.127052,0.013224
"Malacothamnus palmeri","perennial",2,8.308365,0.30435,0.215208,0.152071
"Malope trifida","annual",10,7.976193,0.694149,0.219509,0.030414
"Malvastrum americanum","annual",169,8.733739,0.43691,0.033608,0.0018
"Malvastrum coromandelianum","annual",NA,NA,NA,NA,NA
"Malvaviscus arboreus","perennial",166,9.003251,0.568836,0.04415,0.001832
"Malvaviscus palmanus","perennial",7,9.671975,0.328708,0.12424,0.043449
"Malvella sagittifolia","perennial",38,7.186067,0.439872,0.071357,0.008004
"Megistostegium microphyllum","perennial",4,7.920019,0.141226,0.070613,0.076035
"Megistostegium perrieri","perennial",NA,NA,NA,NA,NA
"Modiola caroliniana","annual",NA,NA,NA,NA,NA
"Modiolastrum lateritum","no_life_form_on_database",2,9.354891,0.055183,0.03902,0.152071
"Neobrittonia acerifolia","perennial",23,9.138678,0.505901,0.105488,0.013224
"Nototriche anthemidifolia","perennial",6,6.684236,1.920759,0.784147,0.05069
"Nototriche flabellata","no_life_form_on_database",4,8.768773,0.1547,0.07735,0.076035
"Nototriche pediculariifolia","perennial",6,8.279696,0.611454,0.249625,0.05069
"Nototriche turritella","perennial",3,7.498686,0.906362,0.523288,0.101381
"Palaua camanensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Palaua rhombifolia","no_life_form_on_database",4,5.903004,0.800464,0.400232,0.076035
"Palaua trisepala","no_life_form_on_database",2,3.282632,1.385996,0.980047,0.152071
"Pavonia schiedeana","perennial",115,9.394297,0.442991,0.041309,0.002645
"Periptera punicea","perennial",34,8.491573,0.371271,0.063672,0.008945
"Perrierophytum humbertii","no_life_form_on_database",11,8.1793,0.406121,0.12245,0.027649
"Phymosia umbellata","perennial",17,8.691168,0.546876,0.132637,0.017891
"Plagianthus divaricatus","no_life_form_on_database",20,9.473787,0.43301,0.096824,0.015207
"Plagianthus regius","perennial",14,9.464612,0.405463,0.108365,0.021724
"Pseudabutilon umbellatum","perennial",39,8.671838,0.412992,0.066132,0.007799
"Robinsonella lindeniana","perennial",14,9.180061,0.411742,0.110043,0.021724
"Sida abutifolia","no_life_form_on_database",95,7.868249,0.636419,0.065295,0.003201
"Sida acuta","annual",453,9.049257,0.510741,0.023997,0.000671
"Sida aggregata","perennial",61,8.770862,0.452617,0.057952,0.004986
"Sida cordifolia","annual",538,8.830711,0.561866,0.024224,0.000565
"Sida cuspidata","perennial",23,8.939654,0.403228,0.084079,0.013224
"Sida glutinosa","perennial",22,8.868978,0.353559,0.075379,0.013825
"Sida hookeriana","no_life_form_on_database",10,8.294272,0.337017,0.106574,0.030414
"Sida linifolia","annual",354,9.047194,0.432683,0.022997,0.000859
"Sida martiana","perennial",36,9.136173,0.375729,0.062622,0.008448
"Sida platycalyx","no_life_form_on_database",131,7.107092,0.372787,0.032571,0.002322
"Sida rhombifolia","perennial",28,8.830573,0.357858,0.067629,0.010862
"Sida spinosa","annual",327,8.634248,0.56465,0.031225,0.00093
"Sidalcea hartwegii","annual",12,8.465798,0.455554,0.131507,0.025345
"Sidastrum paniculatum","perennial",135,8.766537,0.677845,0.05834,0.002253
"Sphaeralcea angustifolia","perennial",165,7.466079,0.619872,0.048257,0.001843
"Sphaeralcea cordobensis","perennial",13,8.029724,0.423616,0.11749,0.023396
"Sphaeralcea crispa","perennial",NA,NA,NA,NA,NA
"Sphaeralcea philippiana","perennial",3,6.938806,0.48059,0.277469,0.101381
"Sphaeralcea wrightii","perennial",8,7.505252,0.333476,0.117902,0.038018
"Tarasa albertii","perennial",NA,NA,NA,NA,NA
"Tarasa capitata","perennial",28,8.013434,0.602074,0.113781,0.010862
"Tarasa operculata","perennial",14,6.132651,1.376277,0.367826,0.021724
"Tarasa thyrsoidea","no_life_form_on_database",5,7.126316,1.847304,0.826139,0.060828
"Tarasa trisecta","annual",5,6.731755,0.121017,0.05412,0.060828
"Tetrasida chachapoyensis","perennial",NA,NA,NA,NA,NA
"Tetrasida weberbaueri","no_life_form_on_database",NA,NA,NA,NA,NA
"Thespesia acutiloba","perennial",7,8.608254,0.187069,0.070705,0.043449
"Thespesia populnea","perennial",NA,NA,NA,NA,NA
"Urena lobata","perennial",667,9.223596,0.481563,0.018646,0.000456
"Urocarpidium albiflorum","annual",NA,NA,NA,NA,NA
"Wissadula boliviana","perennial",NA,NA,NA,NA,NA
"Wissadula cruziana","no_life_form_on_database",NA,NA,NA,NA,NA
"Wissadula excelsior","perennial",113,9.383685,0.508446,0.047831,0.002692
"Wissadula periplocifolia","perennial",NA,NA,NA,NA,NA
