"species","life_form","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Salvia absconditiflora","no_life_form_on_database",2,5.582639,0.020486,0.014486,0.000254
"Salvia acerifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia adenocaulon","perennial",NA,NA,NA,NA,NA
"Salvia adenophora","perennial",6,5.643374,0.012866,0.005253,8.5e-05
"Salvia adenophylla","perennial",NA,NA,NA,NA,NA
"Salvia aegyptiaca","perennial",19,5.643101,0.017131,0.00393,2.7e-05
"Salvia aequidistans","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia aerea","perennial",4,5.59516,0.01712,0.00856,0.000127
"Salvia aethiopis","annual",76,5.599097,0.013467,0.001545,7e-06
"Salvia africana","perennial",NA,NA,NA,NA,NA
"Salvia africana-lutea","no_life_form_on_database",15,5.639919,0.011323,0.002924,3.4e-05
"Salvia agnes","perennial",8,5.625692,0.017162,0.006068,6.4e-05
"Salvia akiensis","no_life_form_on_database",1,5.623837,NA,NA,0.000508
"Salvia alamosana","perennial",13,5.62763,0.013816,0.003832,3.9e-05
"Salvia alba","no_life_form_on_database",11,5.636439,0.018261,0.005506,4.6e-05
"Salvia albicaulis","no_life_form_on_database",2,5.62546,0.001784,0.001261,0.000254
"Salvia albimaculata","perennial",NA,NA,NA,NA,NA
"Salvia albocaerulea","perennial",10,5.63581,0.010601,0.003352,5.1e-05
"Salvia alborosea","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia amarissima","no_life_form_on_database",33,5.645044,0.016989,0.002957,1.5e-05
"Salvia amethystina","perennial",6,5.630879,0.009004,0.003676,8.5e-05
"Salvia amplexicaulis","perennial",NA,NA,NA,NA,NA
"Salvia amplifrons","annual",NA,NA,NA,NA,NA
"Salvia anatolica","perennial",NA,NA,NA,NA,NA
"Salvia angulata","perennial",12,5.670748,0.017384,0.005018,4.2e-05
"Salvia angustiarum","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia apiana","no_life_form_on_database",22,5.625077,0.014882,0.003173,2.3e-05
"Salvia appendiculata","perennial",NA,NA,NA,NA,NA
"Salvia aramiensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia arbuscula","no_life_form_on_database",13,5.641873,0.025156,0.006977,3.9e-05
"Salvia areolata","perennial",1,5.628161,NA,NA,0.000508
"Salvia areysiana","perennial",NA,NA,NA,NA,NA
"Salvia argentea","annual",55,5.613711,0.018979,0.002559,9e-06
"Salvia ariana","perennial",NA,NA,NA,NA,NA
"Salvia arisanensis","no_life_form_on_database",3,5.618608,0.021955,0.012676,0.000169
"Salvia aristata","perennial",3,5.590167,0.005724,0.003305,0.000169
"Salvia articulata","perennial",NA,NA,NA,NA,NA
"Salvia aspera","perennial",4,5.651287,0.012775,0.006388,0.000127
"Salvia atrocyanea","perennial",7,5.613528,0.009987,0.003775,7.3e-05
"Salvia atropatana","perennial",4,5.582498,0.0124,0.0062,0.000127
"Salvia atropurpurea","perennial",1,5.638177,NA,NA,0.000508
"Salvia atrorubra","perennial",1,5.605986,NA,NA,0.000508
"Salvia aucheri","perennial",NA,NA,NA,NA,NA
"Salvia aurita","no_life_form_on_database",8,5.631206,0.010734,0.003795,6.4e-05
"Salvia austriaca","perennial",18,5.5923,0.008397,0.001979,2.8e-05
"Salvia axillaris","perennial",22,5.634895,0.010935,0.002331,2.3e-05
"Salvia azurea","perennial",59,5.615554,0.019702,0.002565,9e-06
"Salvia baimaensis","perennial",NA,NA,NA,NA,NA
"Salvia ballotiflora","perennial",59,5.630388,0.010574,0.001377,9e-06
"Salvia ballsiana","perennial",NA,NA,NA,NA,NA
"Salvia bangii","no_life_form_on_database",2,5.620912,0.011267,0.007967,0.000254
"Salvia bariensis","perennial",NA,NA,NA,NA,NA
"Salvia betulifolia","no_life_form_on_database",7,5.616346,0.009065,0.003426,7.3e-05
"Salvia bifidocalyx","perennial",1,5.590427,NA,NA,0.000508
"Salvia blepharochlaena","perennial",NA,NA,NA,NA,NA
"Salvia blepharophylla","no_life_form_on_database",2,5.631856,0.016969,0.011999,0.000254
"Salvia bogotensis","perennial",4,5.647901,0.016621,0.00831,0.000127
