"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Cardamine majovskii","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine maritima","annual",NA,NA,NA,NA,NA
"Cardamine matthioli","perennial",15,8.881107,0.249875,0.064517,0.020276
"Cardamine microphylla","perennial",30,8.782085,0.557038,0.101701,0.010138
"Cardamine microzyga","perennial",10,8.901701,0.303287,0.095908,0.030414
"Cardamine monteluccii","annual",3,8.890723,0.056758,0.032769,0.101381
"Cardamine niigatensis","perennial",1,9.940446,NA,NA,0.304142
"Cardamine nipponica","perennial",14,9.925879,0.575096,0.153701,0.021724
"Cardamine nuttallii","perennial",31,9.292253,0.656964,0.117994,0.009811
"Cardamine obliqua","perennial",26,9.048263,0.419571,0.082285,0.011698
"Cardamine occidentalis","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine occulta","annual",6,9.445664,0.292251,0.119311,0.05069
"Cardamine oligosperma","annual",130,8.943684,0.819853,0.071906,0.00234
"Cardamine ovata","perennial",31,9.350336,0.421107,0.075633,0.009811
"Cardamine pancicii","no_life_form_on_database",1,9.167955,NA,NA,0.304142
"Cardamine papuana","perennial",7,9.819995,0.463247,0.175091,0.043449
"Cardamine parviflora","annual",220,9.008103,0.33756,0.022758,0.001382
"Cardamine pattersonii","annual",1,10.388164,NA,NA,0.304142
"Cardamine paucijuga","annual",46,8.603125,0.543732,0.080169,0.006612
"Cardamine pectinata","perennial",5,8.996375,0.432408,0.193379,0.060828
"Cardamine pedata","perennial",NA,NA,NA,NA,NA
"Cardamine pensylvanica","annual",258,9.002307,0.525625,0.032724,0.001179
"Cardamine pentaphyllos","perennial",15,9.302889,0.521038,0.134531,0.020276
"Cardamine penzesii","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine plumierii","perennial",7,9.139131,0.39827,0.150532,0.043449
"Cardamine polemonioides","perennial",25,8.560131,0.409268,0.081854,0.012166
"Cardamine pratensis","perennial",552,9.16692,0.37423,0.015928,0.000551
"Cardamine prorepens","perennial",14,8.862721,0.34417,0.091983,0.021724
"Cardamine purpurea","perennial",78,8.759359,0.373465,0.042287,0.003899
"Cardamine quinquefolia","perennial",52,8.877186,0.372036,0.051592,0.005849
"Cardamine raphanifolia","perennial",13,9.082247,0.340161,0.094344,0.023396
"Cardamine resedifolia","perennial",40,9.457205,0.468478,0.074073,0.007604
"Cardamine rivularis","no_life_form_on_database",7,9.626807,0.566193,0.214001,0.043449
"Cardamine rockii","perennial",6,8.817964,0.162109,0.066181,0.05069
"Cardamine rotundifolia","perennial",19,9.141927,0.080176,0.018394,0.016007
"Cardamine rupestris","annual",NA,NA,NA,NA,NA
"Cardamine rupicola","perennial",NA,NA,NA,NA,NA
"Cardamine scutata","annual",55,9.581304,0.287955,0.038828,0.00553
"Cardamine seidlitziana","perennial",NA,NA,NA,NA,NA
"Cardamine serbica","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine sphenophylla","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine tanakae","perennial",30,9.734845,0.251899,0.04599,0.010138
"Cardamine tangutorum","perennial",43,8.571015,0.41885,0.063874,0.007073
"Cardamine tenera","perennial",14,9.029496,0.476536,0.12736,0.021724
"Cardamine torrentis","no_life_form_on_database",11,9.632328,1.149628,0.346626,0.027649
"Cardamine trichocarpa","annual",27,9.197641,0.497082,0.095663,0.011265
"Cardamine trifolia","perennial",21,9.518479,0.269606,0.058833,0.014483
"Cardamine uliginosa","perennial",25,8.89763,0.548002,0.1096,0.012166
"Cardamine umbellata","perennial",130,9.451615,0.55947,0.049069,0.00234
"Cardamine victoris","perennial",3,9.276678,0.249952,0.14431,0.101381
"Cardamine waldsteinii","perennial",3,9.41312,0.285016,0.164554,0.101381
"Cardamine wiedmanniana","no_life_form_on_database",NA,NA,NA,NA,NA
"Cardamine yezoensis","perennial",21,9.704494,0.356929,0.077888,0.014483
"Cardamine yunnanensis","perennial",29,8.95512,0.34143,0.063402,0.010488
"Iodanthus pinnatifidus","perennial",NA,NA,NA,NA,NA
"Leavenworthia alabamica","annual",1,9.206533,NA,NA,0.304142
"Leavenworthia aurea","annual",NA,NA,NA,NA,NA
"Leavenworthia crassa","annual",NA,NA,NA,NA,NA
"Leavenworthia exigua","annual",NA,NA,NA,NA,NA
"Leavenworthia stylosa","annual",2,9.184436,0.033377,0.023601,0.152071
"Leavenworthia texana","annual",NA,NA,NA,NA,NA
"Leavenworthia torulosa","annual",1,9.233275,NA,NA,0.304142
"Leavenworthia uniflora","annual",13,9.005471,0.087753,0.024338,0.023396
"Nasturtium microphyllum","perennial",43,9.156242,0.301114,0.045919,0.007073
"Nasturtium officinale","perennial",183,8.538278,0.681936,0.05041,0.001662
"Ornithocarpa torulosa","no_life_form_on_database",7,8.186667,0.417685,0.15787,0.043449
"Planodes virginicum","annual",75,8.61344,0.55005,0.063514,0.004055
"Rorippa amphibia","perennial",220,8.867772,0.312146,0.021045,0.001382
"Rorippa austriaca","perennial",NA,NA,NA,NA,NA
"Rorippa divaricata","annual",NA,NA,NA,NA,NA
"Rorippa dubia","annual",102,9.146244,0.348535,0.03451,0.002982
"Rorippa indica","no_life_form_on_database",NA,NA,NA,NA,NA
"Rorippa islandica","annual",NA,NA,NA,NA,NA
"Rorippa palustris","annual",1222,8.879078,0.570157,0.01631,0.000249
"Rorippa sylvestris","perennial",263,8.897452,0.380478,0.023461,0.001156
"Selenia aurea","annual",18,8.928292,0.127111,0.02996,0.016897
"Selenia dissecta","annual",13,7.395882,0.266765,0.073987,0.023396
"Selenia grandis","annual",NA,NA,NA,NA,NA
"Selenia jonesii","annual",NA,NA,NA,NA,NA
"Selenia mexicana","no_life_form_on_database",NA,NA,NA,NA,NA
"Sisymbrella aspera","annual",34,8.382048,0.391124,0.067077,0.008945
