"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Prangos haussknechtii","no_life_form_on_database",NA,NA,NA,NA,NA
"Prangos pabularia","perennial",26,7.982929,0.516353,0.101265,0.011715
"Prangos uloptera","perennial",18,7.626845,0.562968,0.132693,0.016922
"Prionosciadium acuminatum","no_life_form_on_database",6,8.492257,0.246013,0.100434,0.050765
"Prionosciadium simplex","no_life_form_on_database",NA,NA,NA,NA,NA
"Prionosciadium turneri","no_life_form_on_database",NA,NA,NA,NA,NA
"Prionosciadium watsonii","no_life_form_on_database",NA,NA,NA,NA,NA
"Psammogeton biternatum","annual",7,7.746925,0.539574,0.20394,0.043513
"Psammogeton canescens","annual",7,7.11369,0.690272,0.260898,0.043513
"Pseudocymopterus longiradiatus","no_life_form_on_database",3,7.690821,0.27212,0.157109,0.101531
"Pseudocymopterus montanus","no_life_form_on_database",61,8.130215,0.337576,0.043222,0.004993
"Pseudorlaya biseriata","no_life_form_on_database",NA,NA,NA,NA,NA
"Pseudorlaya minuscula","no_life_form_on_database",9,8.390642,0.478987,0.159662,0.033844
"Pseudorlaya pumila","no_life_form_on_database",49,8.087133,0.474045,0.067721,0.006216
"Pseudotrachydium kotschyi","perennial",3,7.425649,0.297925,0.172007,0.101531
"Pternopetalum botrychioides","perennial",9,9.29215,0.211034,0.070345,0.033844
"Pternopetalum cardiocarpum","no_life_form_on_database",15,8.800812,0.280758,0.072491,0.020306
"Pternopetalum davidii","perennial",10,9.229161,0.341361,0.107948,0.030459
"Pternopetalum delavayi","perennial",15,8.939196,0.320291,0.082699,0.020306
"Pternopetalum heterophyllum","no_life_form_on_database",12,9.113168,0.343955,0.099291,0.025383
"Pternopetalum leptophyllum","perennial",3,9.251304,0.09341,0.05393,0.101531
"Pternopetalum molle","perennial",17,8.966809,0.308268,0.074766,0.017917
"Pternopetalum tanakae","perennial",29,9.766875,0.515143,0.09566,0.010503
"Pternopetalum trichomanifolium","perennial",10,9.364306,0.135461,0.042837,0.030459
"Pternopetalum vulgare","perennial",33,9.246227,0.208591,0.036311,0.00923
"Pterocyclus rivulorum","no_life_form_on_database",NA,NA,NA,NA,NA
"Pteroselinum austriacum","no_life_form_on_database",9,9.092584,0.534274,0.178091,0.033844
"Pteroselinum rablense","no_life_form_on_database",NA,NA,NA,NA,NA
"Pterygopleurum neurophyllum","perennial",6,9.314743,0.3044,0.124271,0.050765
"Pteryxia davidsonii","no_life_form_on_database",3,7.759701,0.194598,0.112351,0.101531
"Pteryxia hendersonii","no_life_form_on_database",NA,NA,NA,NA,NA
"Pteryxia petraea","no_life_form_on_database",19,7.548947,0.446975,0.102543,0.016031
"Pteryxia terebinthina","no_life_form_on_database",27,7.999241,0.701485,0.135001,0.011281
"Ptilimnium ahlesii","annual",5,9.006485,0.055405,0.024778,0.060918
"Ptilimnium capillaceum","annual",NA,NA,NA,NA,NA
"Ptilimnium costatum","perennial",18,9.066503,0.11761,0.027721,0.016922
"Ptilimnium nodosum","no_life_form_on_database",NA,NA,NA,NA,NA
"Ptilimnium nuttallii","annual",57,8.916364,0.216386,0.028661,0.005344
"Pycnocycla aucheriana","perennial",3,6.411479,0.331464,0.191371,0.101531
"Pycnocycla spinosa","perennial",NA,NA,NA,NA,NA
"Pyramidoptera cabulica","perennial",NA,NA,NA,NA,NA
"Rhabdosciadium aucheri","perennial",3,7.434918,0.11563,0.066759,0.101531
"Rhodosciadium argutum","no_life_form_on_database",NA,NA,NA,NA,NA
"Ridolfia segetum","annual",51,8.214165,0.343094,0.048043,0.005972
"Rughidia cordata","no_life_form_on_database",1,6.668228,NA,NA,0.304592
"Rughidia milleri","no_life_form_on_database",NA,NA,NA,NA,NA
"Rumia crithmifolia","no_life_form_on_database",2,8.652804,0.52837,0.373614,0.152296
"Rupiphila tachiroei","annual",6,8.804247,0.531384,0.216937,0.050765
"Saposhnikovia divaricata","perennial",79,8.371706,0.370947,0.041735,0.003856
"Scaligeria moreana","no_life_form_on_database",4,8.698251,0.146928,0.073464,0.076148
"Scaligeria napiformis","annual",34,8.283042,0.438665,0.07523,0.008959
"Scandia rosifolia","no_life_form_on_database",9,9.524095,0.203255,0.067752,0.033844
"Scandix balansae","no_life_form_on_database",NA,NA,NA,NA,NA
"Scandix iberica","annual",NA,NA,NA,NA,NA
"Scandix pecten-veneris","annual",261,8.439067,0.577214,0.035729,0.001167
"Scandix stellata","annual",54,7.900778,0.591139,0.080444,0.005641
"Scaraboides manningii","annual",2,6.737623,0.265833,0.187972,0.152296
"Schulzia albiflora","no_life_form_on_database",15,7.718912,0.943562,0.243627,0.020306
"Schumannia karelinii","no_life_form_on_database",1,7.325808,NA,NA,0.304592
"Sclerosciadium nodiflorum","no_life_form_on_database",NA,NA,NA,NA,NA
"Selinum broteri","no_life_form_on_database",3,9.253333,0.451663,0.260768,0.101531
"Selinum candollei","no_life_form_on_database",1,8.948846,NA,NA,0.304592
"Selinum carvifolia","no_life_form_on_database",205,9.018623,0.234528,0.01638,0.001486
"Selinum cryptotaenium","perennial",6,8.986413,0.246982,0.10083,0.050765
"Selinum pyrenaeum","no_life_form_on_database",11,9.305034,0.21479,0.064762,0.02769
"Semenovia bucharica","perennial",1,8.536996,NA,NA,0.304592
"Semenovia dichotoma","perennial",2,7.533555,0.10089,0.07134,0.152296
"Semenovia frigida","perennial",2,7.226145,0.569728,0.402859,0.152296
"Semenovia heterodonta","perennial",1,8.173575,NA,NA,0.304592
"Semenovia pamirica","perennial",1,7.678326,NA,NA,0.304592
"Semenovia radiata","perennial",4,7.812739,0.8915,0.44575,0.076148
"Semenovia tragioides","perennial",8,7.715964,0.363588,0.128548,0.038074
"Semenovia transiliensis","perennial",14,7.95045,0.633057,0.169192,0.021757
"Seseli elatum","no_life_form_on_database",14,8.305667,0.366884,0.098054,0.021757
"Seseli farrenyi","no_life_form_on_database",1,8.314342,NA,NA,0.304592
"Seseli galloprovinciale","no_life_form_on_database",4,8.847042,0.18453,0.092265,0.076148
"Seseli gracile","perennial",2,8.833066,0.080903,0.057207,0.152296
"Seseli gummiferum","perennial",2,8.441173,0.077782,0.055,0.152296
"Seseli hippomarathrum","perennial",12,8.720917,0.116242,0.033556,0.025383
"Seseli krylovii","no_life_form_on_database",NA,NA,NA,NA,NA
"Seseli libanotis","annual",179,8.946936,0.39064,0.029198,0.001702
"Seseli longifolium","annual",1,7.742402,NA,NA,0.304592
"Seseli mairei","perennial",26,8.953577,0.287352,0.056354,0.011715
"Seseli montanum","no_life_form_on_database",49,8.794404,0.485667,0.069381,0.006216
"Seseli olivieri","perennial",NA,NA,NA,NA,NA
"Seseli peucedanoides","perennial",NA,NA,NA,NA,NA
"Seseli praecox","perennial",0,NA,NA,NA,Inf
"Seseli rhodopeum","perennial",NA,NA,NA,NA,NA
"Seseli rigidum","perennial",8,8.671041,0.231127,0.081716,0.038074
"Seseli tortuosum","annual",67,8.379358,0.394043,0.04814,0.004546
"Seseli webbii","no_life_form_on_database",2,7.410069,0.068863,0.048693,0.152296
"Seseli yunnanense","perennial",11,8.94903,0.26895,0.081091,0.02769
"Seselopsis tianschanica","annual",NA,NA,NA,NA,NA
"Shoshonea pulvinata","no_life_form_on_database",3,8.064786,0.38866,0.224393,0.101531
"Silaum silaus","perennial",130,8.773774,0.389159,0.034132,0.002343
"Sinocarum coloratum","no_life_form_on_database",NA,NA,NA,NA,NA
"Sinocarum cruciatum","perennial",NA,NA,NA,NA,NA
"Sinocarum dolichopodum","perennial",NA,NA,NA,NA,NA
"Sinolimprichtia alpina","perennial",6,8.619423,0.462463,0.1888,0.050765
"Sium bracteatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Sium burchellii","no_life_form_on_database",NA,NA,NA,NA,NA
"Sium frigidum","no_life_form_on_database",8,8.793896,0.261366,0.092407,0.038074
"Sium latifolium","perennial",223,8.903981,0.282762,0.018935,0.001366
"Sium medium","perennial",5,8.183095,0.259928,0.116243,0.060918
"Sium ninsi","perennial",NA,NA,NA,NA,NA
"Sium repandum","no_life_form_on_database",17,8.661953,0.479316,0.116251,0.017917
"Sium sisaroideum","no_life_form_on_database",54,8.327384,0.472897,0.064353,0.005641
"Sium sisarum","perennial",NA,NA,NA,NA,NA
"Sium suave","perennial",481,8.804033,0.631406,0.02879,0.000633
"Sium tenue","no_life_form_on_database",1,8.888343,NA,NA,0.304592
"Smyrniopsis aucheri","annual",7,7.974345,0.516572,0.195246,0.043513
"Smyrnium connatum","annual",NA,NA,NA,NA,NA
"Smyrnium cordifolium","annual",5,8.187123,0.750841,0.335786,0.060918
"Smyrnium creticum","annual",15,8.289751,0.241305,0.062305,0.020306
"Smyrnium galaticum","no_life_form_on_database",NA,NA,NA,NA,NA
"Smyrnium olusatrum","annual",98,8.341889,0.534937,0.054037,0.003108
"Smyrnium rotundifolium","no_life_form_on_database",11,8.417311,0.265006,0.079902,0.02769
"Sondera humilis","no_life_form_on_database",NA,NA,NA,NA,NA
"Spermolepis inermis","annual",90,8.486609,0.519035,0.054711,0.003384
"Sphaenolobium tianschanicum","no_life_form_on_database",NA,NA,NA,NA,NA
"Sphallerocarpus gracilis","annual",69,8.2984,0.529365,0.063728,0.004414
"Sphenosciadium capitellatum","no_life_form_on_database",38,8.437632,0.684507,0.111042,0.008016
"Spuriopimpinella brachycarpa","perennial",NA,NA,NA,NA,NA
"Spuriopimpinella calycina","perennial",36,9.613005,0.249449,0.041575,0.008461
"Spuriopimpinella nikoensis","no_life_form_on_database",16,9.811693,0.308851,0.077213,0.019037
"Stefanoffia daucoides","perennial",NA,NA,NA,NA,NA
"Stenosemis angustifolia","perennial",4,8.513288,0.242359,0.12118,0.076148
"Stenosemis caffra","no_life_form_on_database",4,8.273398,0.401772,0.200886,0.076148
"Stenosemis caffra","perennial",4,8.273398,0.401772,0.200886,0.076148
"Stoibrax dichotomum","annual",16,7.721779,0.427915,0.106979,0.019037
"Symphyoloma graveolens","no_life_form_on_database",NA,NA,NA,NA,NA
"Synelcosciadium carmeli","no_life_form_on_database",NA,NA,NA,NA,NA
"Szovitsia callicarpa","annual",2,7.698149,0.331227,0.234213,0.152296
"Taenidia integerrima","perennial",144,9.037517,0.15039,0.012532,0.002115
"Tamamschjanella rhizomatica","perennial",1,9.168372,NA,NA,0.304592
"Tamamschjanella rubella","no_life_form_on_database",NA,NA,NA,NA,NA
"Tauschia arguta","no_life_form_on_database",13,7.572989,0.315521,0.08751,0.02343
"Tauschia glauca","perennial",7,8.859022,0.69391,0.262273,0.043513
"Tauschia kelloggii","no_life_form_on_database",16,8.913384,0.496241,0.12406,0.019037
"Tauschia texana","perennial",7,8.575484,0.398545,0.150636,0.043513
"Tetrataenium candolleanum","no_life_form_on_database",NA,NA,NA,NA,NA
"Tetrataenium canescens","perennial",NA,NA,NA,NA,NA
"Tetrataenium nepalense","perennial",4,8.780985,0.386712,0.193356,0.076148
"Tetrataenium pinnatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Tetrataenium sprengelianum","no_life_form_on_database",1,9.188708,NA,NA,0.304592
"Tetrataenium sublineare","no_life_form_on_database",NA,NA,NA,NA,NA
"Thaspium trifoliatum","perennial",NA,NA,NA,NA,NA
"Thecocarpus meifolius","perennial",3,6.917442,0.176724,0.102032,0.101531
"Thysselinum lancifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Thysselinum palustre","no_life_form_on_database",89,8.915659,0.182269,0.01932,0.003422
"Tilingia ajanensis","perennial",37,9.786838,0.368456,0.060574,0.008232
"Tinguarra cervariifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Tinguarra montana","no_life_form_on_database",1,7.877018,NA,NA,0.304592
"Tinguarra sicula","no_life_form_on_database",NA,NA,NA,NA,NA
"Todaroa aurea","perennial",2,7.394914,0.027801,0.019658,0.152296
"Tommasinia verticillaris","no_life_form_on_database",2,8.935459,0.097008,0.068595,0.152296
"Tongoloa elata","perennial",13,8.616186,0.318854,0.088434,0.02343
"Tongoloa gracilis","perennial",18,8.66564,0.264947,0.062449,0.016922
"Tongoloa loloensis","perennial",10,8.880435,0.233307,0.073778,0.030459
"Tongoloa silaifolia","perennial",7,8.940566,0.264216,0.099864,0.043513
"Tongoloa tenuifolia","perennial",4,8.598334,0.097609,0.048804,0.076148
"Tordyliopsis brunonis","perennial",NA,NA,NA,NA,NA
"Tordylium aegyptiacum","annual",NA,NA,NA,NA,NA
"Tordylium apulum","annual",59,8.411036,0.390019,0.050776,0.005163
"Tordylium maximum","annual",111,8.609516,0.369583,0.035079,0.002744
"Torilis arvensis","annual",NA,NA,NA,NA,NA
"Torilis elongata","annual",53,8.006105,0.529238,0.072696,0.005747
"Torilis japonica","annual",5,8.906122,0.308432,0.137935,0.060918
"Torilis leptophylla","annual",135,8.148667,0.497293,0.0428,0.002256
"Torilis nodosa","annual",NA,NA,NA,NA,NA
"Torilis scabra","annual",125,9.378756,0.305497,0.027324,0.002437
"Torilis tenella","annual",9,7.780173,0.58626,0.19542,0.033844
"Tornabenea annua","no_life_form_on_database",NA,NA,NA,NA,NA
"Tornabenea tenuissima","no_life_form_on_database",1,9.723164,NA,NA,0.304592
"Trachydium dichotomum","no_life_form_on_database",NA,NA,NA,NA,NA
"Trachydium kopetdaghense","no_life_form_on_database",NA,NA,NA,NA,NA
"Trachydium pauciradiatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Trachydium popovii","no_life_form_on_database",NA,NA,NA,NA,NA
"Trachydium simplicifolium","perennial",2,8.973422,0.361671,0.25574,0.152296
"Trachyspermum aethusifolium","no_life_form_on_database",NA,NA,NA,NA,NA
"Trachyspermum ammi","annual",9,7.870874,0.652294,0.217431,0.033844
"Trachyspermum scaberulum","perennial",20,8.900469,0.29601,0.06619,0.01523
"Trachyspermum triradiatum","perennial",4,8.736001,0.238292,0.119146,0.076148
"Trepocarpus aethusae","annual",59,9.045239,0.200104,0.026051,0.005163
"Trigonosciadium brachytaenium","perennial",NA,NA,NA,NA,NA
"Trigonosciadium lasiocarpum","annual",NA,NA,NA,NA,NA
"Trigonosciadium viscidulum","annual",NA,NA,NA,NA,NA
"Trinia hispida","perennial",28,8.185356,0.347337,0.065641,0.010878
"Trochiscanthes nodiflorus","perennial",3,9.184653,0.36029,0.208014,0.101531
"Turgenia latifolia","annual",143,8.206499,0.595697,0.049815,0.00213
"Turgenia lisaeoides","annual",NA,NA,NA,NA,NA
"Vanasushava pedata","no_life_form_on_database",1,9.188708,NA,NA,0.304592
"Vicatia bipinnata","no_life_form_on_database",1,8.605021,NA,NA,0.304592
"Vicatia coniifolia","perennial",8,8.473466,0.659419,0.23314,0.038074
"Xanthoselinum alsaticum","no_life_form_on_database",91,8.603008,0.232654,0.024389,0.003347
"Yabea microcarpa","annual",85,7.853942,0.803889,0.087194,0.003583
"Zeravschania aucheri","perennial",4,7.433459,0.271434,0.135717,0.076148
"Zeravschania membranacea","perennial",3,7.501281,0.156788,0.090522,0.101531
"Zeravschania regeliana","perennial",NA,NA,NA,NA,NA
"Zizia aptera","perennial",162,8.804865,0.404295,0.031764,0.00188
"Zizia aurea","perennial",252,9.021878,0.256607,0.016165,0.001209
"Zosima korovinii","perennial",NA,NA,NA,NA,NA
"Zosima orientalis","no_life_form_on_database",NA,NA,NA,NA,NA
