"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Salvia repens","perennial",26,8.020175,0.438439,0.085985,0.011698
"Salvia reptans","perennial",23,8.303656,0.405564,0.084566,0.013224
"Salvia retinervia","perennial",NA,NA,NA,NA,NA
"Salvia reuteriana","perennial",1,6.532334,NA,NA,0.304142
"Salvia rhombifolia","annual",7,4.769762,1.524812,0.576325,0.043449
"Salvia rhyacophila","no_life_form_on_database",12,8.519631,0.308909,0.089174,0.025345
"Salvia rhytidea","perennial",11,7.757494,0.555833,0.16759,0.027649
"Salvia richardsonii","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia ringens","perennial",15,8.715815,0.375112,0.096854,0.020276
"Salvia roborowskii","annual",44,8.519557,0.355805,0.05364,0.006912
"Salvia roemeriana","perennial",34,7.827499,0.446242,0.07653,0.008945
"Salvia rosei","perennial",2,8.298137,0.244379,0.172802,0.152071
"Salvia rosmarinus","perennial",NA,NA,NA,NA,NA
"Salvia rostellata","perennial",NA,NA,NA,NA,NA
"Salvia rubescens","perennial",4,9.085694,0.235992,0.117996,0.076035
"Salvia rubiginosa","no_life_form_on_database",26,8.989598,0.51682,0.101357,0.011698
"Salvia rufula","perennial",8,9.483539,0.250959,0.088727,0.038018
"Salvia rupicola","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia rusbyi","perennial",NA,NA,NA,NA,NA
"Salvia russellii","perennial",NA,NA,NA,NA,NA
"Salvia rypara","perennial",16,8.127085,0.642571,0.160643,0.019009
"Salvia rzedowskii","perennial",NA,NA,NA,NA,NA
"Salvia sagittata","perennial",13,9.034567,1.124228,0.311805,0.023396
"Salvia sahendica","perennial",1,7.623642,NA,NA,0.304142
"Salvia sanctae-luciae","no_life_form_on_database",3,8.900139,0.148613,0.085802,0.101381
"Salvia santanae","no_life_form_on_database",1,8.807023,NA,NA,0.304142
"Salvia sapinea","no_life_form_on_database",9,8.884111,0.430671,0.143557,0.033794
"Salvia sarawschanica","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia sarmentosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia scabiosifolia","perennial",2,8.325904,0.005651,0.003996,0.152071
"Salvia scabra","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia scabrida","perennial",25,9.139503,0.128699,0.02574,0.012166
"Salvia scapiformis","perennial",22,9.71814,0.470485,0.100308,0.013825
"Salvia schimperi","perennial",5,8.014406,0.696326,0.311406,0.060828
"Salvia schizochila","perennial",1,8.794067,NA,NA,0.304142
"Salvia schlechteri","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia sclarea","perennial",103,8.464271,0.579916,0.057141,0.002953
"Salvia sclareoides","perennial",10,8.42874,0.308072,0.097421,0.030414
"Salvia scrophulariifolia","perennial",NA,NA,NA,NA,NA
"Salvia scutellarioides","perennial",35,9.430219,0.431428,0.072925,0.00869
"Salvia semiatrata","perennial",4,8.414118,0.208523,0.104261,0.076035
"Salvia sericeotomentosa","perennial",NA,NA,NA,NA,NA
"Salvia sessei","perennial",22,8.438533,0.383649,0.081794,0.013825
"Salvia sessilifolia","perennial",NA,NA,NA,NA,NA
"Salvia setulosa","perennial",10,8.856194,0.42842,0.135478,0.030414
"Salvia sharifii","perennial",NA,NA,NA,NA,NA
"Salvia sharpii","perennial",5,8.36775,0.595509,0.26632,0.060828
"Salvia sikkimensis","perennial",5,8.848056,0.616017,0.275491,0.060828
"Salvia simulans","no_life_form_on_database",5,8.907549,0.566607,0.253394,0.060828
"Salvia sinaloensis","perennial",NA,NA,NA,NA,NA
"Salvia sinica","perennial",2,9.334314,0.160133,0.113231,0.152071
"Salvia smithii","perennial",4,9.053187,0.401248,0.200624,0.076035
"Salvia smyrnaea","perennial",NA,NA,NA,NA,NA
"Salvia somalensis","perennial",NA,NA,NA,NA,NA
"Salvia sonchifolia","perennial",NA,NA,NA,NA,NA
"Salvia sonomensis","perennial",21,8.480453,0.350107,0.0764,0.014483
"Salvia sophrona","perennial",NA,NA,NA,NA,NA
"Salvia sordida","perennial",2,9.416854,0.040946,0.028953,0.152071
"Salvia spathacea","perennial",10,8.072214,0.423236,0.133839,0.030414
"Salvia speciosa","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia sphacelifolia","perennial",1,8.668024,NA,NA,0.304142
"Salvia sphacelioides","perennial",4,9.067522,0.258304,0.129152,0.076035
"Salvia splendens","perennial",6,9.358094,0.067292,0.027472,0.05069
"Salvia sprucei","perennial",NA,NA,NA,NA,NA
"Salvia squalens","perennial",6,8.213582,1.222754,0.499187,0.05069
"Salvia stachydifolia","perennial",14,7.932783,0.49217,0.131538,0.021724
"Salvia stachyoides","no_life_form_on_database",2,8.871345,0.214538,0.151701,0.152071
"Salvia staminea","perennial",NA,NA,NA,NA,NA
"Salvia stenophylla","perennial",32,7.668382,0.526217,0.093023,0.009504
"Salvia stolonifera","perennial",5,8.616625,0.380902,0.170345,0.060828
"Salvia striata","no_life_form_on_database",6,8.941428,0.361986,0.14778,0.05069
"Salvia styphelus","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia subpalmatinervis","perennial",NA,NA,NA,NA,NA
"Salvia subrotunda","perennial",3,9.288018,0.070065,0.040452,0.101381
"Salvia substolonifera","annual",NA,NA,NA,NA,NA
"Salvia sucrensis","perennial",NA,NA,NA,NA,NA
"Salvia suffruticosa","perennial",NA,NA,NA,NA,NA
"Salvia summa","perennial",4,7.290294,0.080102,0.040051,0.076035
"Salvia sylvestris","perennial",20,8.824633,0.366992,0.082062,0.015207
"Salvia syriaca","perennial",7,7.889796,0.465385,0.175899,0.043449
"Salvia taraxacifolia","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia tchihatcheffii","perennial",NA,NA,NA,NA,NA
"Salvia tehuacana","annual",5,8.251505,0.183135,0.0819,0.060828
"Salvia tepicensis","perennial",3,8.977898,0.121206,0.069978,0.101381
"Salvia texana","no_life_form_on_database",31,8.002326,0.382706,0.068736,0.009811
"Salvia textitlana","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia thermarum van","perennial",1,8.219865,NA,NA,0.304142
"Salvia thymoides","perennial",4,8.239379,0.311467,0.155733,0.076035
"Salvia thyrsiflora","perennial",15,8.721803,0.259023,0.066879,0.020276
"Salvia tiliifolia","annual",123,8.544715,0.657584,0.059292,0.002473
"Salvia tingitana","perennial",NA,NA,NA,NA,NA
"Salvia tobeyi","perennial",1,8.52536,NA,NA,0.304142
"Salvia tolimensis","perennial",NA,NA,NA,NA,NA
"Salvia tomentella","perennial",13,9.151952,0.148593,0.041212,0.023396
"Salvia tomentosa","perennial",12,8.497567,0.256964,0.074179,0.025345
"Salvia tonaticensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia tortuosa","perennial",13,9.469157,0.188279,0.052219,0.023396
"Salvia trichocalycina","perennial",NA,NA,NA,NA,NA
"Salvia trichostephana","perennial",NA,NA,NA,NA,NA
"Salvia tricuspidata","perennial",3,9.01087,0.463459,0.267578,0.101381
"Salvia tricuspis","annual",5,8.842503,0.446413,0.199642,0.060828
"Salvia trijuga","perennial",12,8.912688,0.357495,0.1032,0.025345
"Salvia tubifera","perennial",11,8.702643,0.524448,0.158127,0.027649
"Salvia tubiflora","perennial",13,6.458555,2.182972,0.605447,0.023396
"Salvia tuerckheimii","perennial",NA,NA,NA,NA,NA
"Salvia uliginosa","perennial",16,9.267648,0.26286,0.065715,0.019009
"Salvia umbratica","annual",NA,NA,NA,NA,NA
"Salvia univerticillata","perennial",NA,NA,NA,NA,NA
"Salvia urica","perennial",16,9.094885,0.403954,0.100988,0.019009
"Salvia vaseyi","perennial",4,6.58117,0.176348,0.088174,0.076035
"Salvia vazquezii","no_life_form_on_database",2,8.855143,0.009179,0.006491,0.152071
"Salvia veneris","perennial",NA,NA,NA,NA,NA
"Salvia venulosa","perennial",NA,NA,NA,NA,NA
"Salvia verbenaca","perennial",205,8.311422,0.609571,0.042574,0.001484
"Salvia verecunda","no_life_form_on_database",NA,NA,NA,NA,NA
"Salvia vermifolia","perennial",NA,NA,NA,NA,NA
"Salvia verticillata","perennial",210,8.842392,0.324887,0.022419,0.001448
"Salvia verticillata subsp. amasiaca","perennial",NA,NA,NA,NA,NA
"Salvia villosa","perennial",11,8.129852,0.605663,0.182614,0.027649
"Salvia virgata","perennial",25,8.325047,0.306472,0.061294,0.012166
"Salvia viridis","annual",64,8.151128,0.531817,0.066477,0.004752
"Salvia viscosa","perennial",NA,NA,NA,NA,NA
"Salvia vitifolia","perennial",17,8.816454,0.443488,0.107562,0.017891
"Salvia vvedenskii","no_life_form_on_database",1,8.142645,NA,NA,0.304142
"Salvia wagneriana","perennial",11,9.403075,0.369937,0.11154,0.027649
"Salvia wardii","perennial",6,8.878933,0.355679,0.145205,0.05069
"Salvia whitehousei","perennial",5,7.334425,0.201452,0.090092,0.060828
"Salvia wiedemannii","perennial",NA,NA,NA,NA,NA
"Salvia xalapensis","annual",13,8.890122,0.633396,0.175672,0.023396
"Salvia xanthocheila","perennial",3,7.655334,0.413999,0.239022,0.101381
"Salvia yangii","perennial",NA,NA,NA,NA,NA
"Salvia yosgadensis","perennial",NA,NA,NA,NA,NA
"Salvia yunnanensis","perennial",7,8.861193,0.200224,0.075678,0.043449
