"","rates","alpha","sigma.sq","theta","expected_mean","expected_var","tip_state"
"Alysseae.Odontarrhena_bertolonii",0.0267919592074742,6.22818656095876,0.00449873664453306,5.59884884044329,5.59904211615201,0.000367059645655134,"perennial"
"Alysseae.Clypeola_cyclodontea",0.0471760779570295,6.22818656095876,0.00420729748115674,5.60050429547923,5.60048704540684,0.000357270397955673,"annual"
"Alysseae.Clypeola_jonthlaspi",0.0471760019752663,6.22818656095876,0.00420729761055071,5.60050429547924,5.60048704540684,0.000357270397955673,"annual"
"Alysseae.Alyssum_fastigiatum",0.0267919347171128,6.22818656095876,0.00449873664551054,5.59884884044309,5.59914894649327,0.00036703171358923,"perennial"
"Alysseae.Alyssum_montanum",0.0267919346266872,6.22818656095876,0.00449873664551105,5.59884884044298,5.59914894649327,0.00036703171358923,"perennial"
"Alysseae.Alyssum_cuneifolium",0.0267919358429398,6.22818656095876,0.00449873664556436,5.59884884044298,5.59914894649322,0.00036703171358923,"perennial"
"Alysseae.Alyssum_gmelinii",0.0267919344217855,6.22818656095876,0.00449873664548092,5.59884884044298,5.59914894649322,0.00036703171358923,"perennial"
"Alysseae.Alyssum_siculum",0.0471758855682469,6.22818656095876,0.00420729750071878,5.60050429547924,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_alyssoides",0.0471758408460251,6.22818656095876,0.00420729755055614,5.60050429547856,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_granatense",0.0471759624876745,6.22818656095876,0.0042072977174792,5.60050429547924,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_turkestanicum",0.0471790404450835,6.22818656095876,0.00420729926195329,5.60050429547924,5.60049737661583,0.000357256763308545,"annual"
"Alysseae.Alyssum_foliosum",0.0471759142897788,6.22818656095876,0.00420729763055166,5.60050429547924,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_szovitsianum",0.0471759120852446,6.22818656095876,0.00420729760729053,5.60050429547924,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_minutum",0.0471883151257203,6.22818656095876,0.00420729753938524,5.60050429523668,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_stapfii",0.0472599551322057,6.22818656095876,0.00420729754600776,5.60050429384639,5.60049737661582,0.000357256401735233,"annual"
"Alysseae.Alyssum_strigosum",0.0471758117848514,6.22818656095876,0.00420729749373474,5.60050429547924,5.60049737661583,0.000357256401735228,"annual"
"Alysseae.Alyssum_hirsutum",0.0471759857508206,6.22818656095876,0.00420729770695978,5.60050429547923,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_simplex",0.0471758763983722,6.22818656095876,0.0042072976023963,5.60050429547924,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_umbellatum",0.0471874300359936,6.22818656095876,0.00420729772185286,5.600504295256,5.60049737661583,0.000357256401735233,"annual"
"Alysseae.Alyssum_persicum",0.0267919353798705,6.22818656095876,0.00449873664544168,5.59884884044299,5.59906376914519,0.000367080382149412,"perennial"
"Alysseae.Alyssum_lenense",0.0267920317876858,6.22818656095876,0.00449873664906328,5.59884884055697,5.59906376914955,0.000367080385190649,"perennial"
"Alysseae.Alyssum_dasycarpum",0.0503829095835078,6.22818656095876,0.00420729802980436,5.60050423319305,5.60027945645422,0.000357275370245376,"annual"
"Alysseae.Fibigia_clypeata",0.0267919344225699,6.22818656095876,0.00449873664548095,5.59884884044298,5.59884934426409,0.000367234919838015,"perennial"
"Alysseae.Fibigia_eriocarpa",0.0267919344225545,6.22818656095876,0.00449873664548095,5.59884884044298,5.59884934426409,0.000367234919838015,"perennial"
"Alysseae.Fibigia_macrocarpa",0.0267919345422394,6.22818656095876,0.00449873664548535,5.59884884044312,5.59884934426409,0.000367234919838017,"perennial"
"Alysseae.Lutzia_cretica",0.0267919359920822,6.22818656095876,0.00449873664553869,5.59884884044482,5.59884934426409,0.000367236721568832,"perennial"
"Alysseae.Alyssoides_utriculata",0.0267919344605061,6.22818656095876,0.00449873664548234,5.59884884044303,5.59884934426409,0.000367236721568832,"perennial"
"Alysseae.Clastopus_vestitus",0.0267919344217855,6.22818656095876,0.00449873664548092,5.59884884044298,5.59884934426409,0.00036723491983802,"perennial"
"Alysseae.Hormathophylla_longicaulis",0.0267919344217855,6.22818656095876,0.00449873664548092,5.59884884044298,5.59884934426409,0.000367234919838015,"perennial"
"Alysseae.Hormathophylla_reverchonii",0.0267919345021074,6.22818656095876,0.00449873664548387,5.59884884044307,5.59884934426409,0.000367234919838015,"perennial"
"Alysseae.Hormathophylla_spinosa",0.0267920187728041,6.22818656095876,0.00449873665788781,5.598848840443,5.59884934426409,0.000367234919838011,"perennial"
"Alysseae.Hormathophylla_purpurea",0.0267919344217863,6.22818656095876,0.00449873664548092,5.59884884044298,5.59884934426409,0.000367234919838024,"perennial"
"Alysseae.Hormathophylla_cadevalliana",0.026791934421786,6.22818656095876,0.00449873664548092,5.59884884044298,5.59884934426409,0.000367234919838015,"perennial"
"Alysseae.Bornmuellera_tymphaea",0.0267919363170634,6.22818656095876,0.00449873664540136,5.59884884044298,5.59884934426409,0.00036723492646374,"perennial"
"Alysseae.Bornmuellera_angustifolia",0.026791934543006,6.22818656095876,0.00449873664548538,5.59884884044312,5.59884934426409,0.000367234926463735,"perennial"
"Alysseae.Berteroa_orbiculata",0.0269059751710815,6.22818656095876,0.00449873185570394,5.59884884044312,5.59895399448812,0.000367209459565812,"perennial"
"Alysseae.Berteroa_obliqua",0.0269058529968255,6.22818656095876,0.00449873186082586,5.59884884044298,5.59895399448812,0.000367209459565812,"perennial"
"Alysseae.Berteroa_incana",0.114856440249228,6.22818656095876,0.00420753489228335,5.60050299393847,5.5993156480732,0.000357555990674118,"annual"
"Alysseae.Aurinia_gionae",0.0267919354893696,6.22818656095876,0.00449873664556716,5.59884884044373,5.59885234286448,0.000367220892513941,"perennial"
"Alysseae.Aurinia_saxatilis",0.0267919345593893,6.22818656095876,0.00449873664548598,5.59884884044314,5.59885234286448,0.000367220892513941,"perennial"
"Alysseae.Aurinia_saxatilis_subsp._orientalis",0.0267919344217855,6.22818656095876,0.00449873664548092,5.59884884044298,5.59885234286448,0.00036722061296566,"perennial"
"Alysseae.Aurinia_petraea",0.0267919344246689,6.22818656095876,0.00449873664548102,5.59884884044298,5.59885234286448,0.000367220612965664,"perennial"
