"","waiting_times","alpha","sigma.sq","theta","tip_state"
"Primula_secundiflora",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_poissonii",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_cicutariifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_maximowiczii",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_advena",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_minor",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_eximia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_tschuktschorum",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_littledalei",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_rotundifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_malvacea",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_blattariformis",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_pycnoloba",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_cortusoides",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_kisoana",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_sinomollis",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_polyneura",0.0115725654964885,0.174745291493966,0.467491826258074,2.24246697006538,"perennial"
"Primula_septemloba",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_geraniifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_heucherifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_mollis",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_malacoides",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567,"annual"
"Primula_dryadifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_asarifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_sinolisteri",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_obconica",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_suffrutescens",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_cuneifolia_var._saxifragifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_nipponica",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_angustifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_rusbyi",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_parryi",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_glutinosa",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_minima",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_clusiana",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_marginata",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_villosa",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Primula_hirsuta",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Soldanella_alpina",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Soldanella_minima",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Soldanella_pusilla",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Soldanella_villosa",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Omphalogramma_souliei",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Omphalogramma_delavayi",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Hottonia_palustris",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Hottonia_inflata",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_chaixii",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567,"annual"
"Androsace_obtusifolia",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_helvetica",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_alpina",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_pubescens",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_ciliata",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_rioxana",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_wulfeniana",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_vitaliana",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_hausmannii",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_albana",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567,"annual"
"Androsace_septentrionalis",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567,"annual"
"Androsace_lactiflora",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567,"annual"
"Pomatosace_filicula",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567,"annual"
"Androsace_sublanata",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
"Androsace_bulleyana",0.0205764462690328,0.174745291493966,0.467491818236378,2.2003306155567,"annual"
"Androsace_cuttingii",0.0115602898158154,0.174745291493966,0.467491826258074,2.2424669781123,"perennial"
