"","rates","alpha","sigma.sq","theta","expected_mean","expected_var","tip_state"
"Alysseae.Odontarrhena_bertolonii",0.0264431092564516,0.29525667927218,0.01317551854855,6.90376351680771,6.90522743751335,0.0239642589715206,"perennial"
"Alysseae.Clypeola_cyclodontea",0.0456820176249098,0.29525667927218,0.0141152579078099,6.90879484183637,6.90843823392093,0.0244824152326309,"annual"
"Alysseae.Clypeola_jonthlaspi",0.0456822205078266,0.29525667927218,0.0141152578732299,6.90879484155318,6.90843823392093,0.0244824152326309,"annual"
"Alysseae.Alyssum_fastigiatum",0.0264430766071354,0.29525667927218,0.0131755185263971,6.90376351674282,6.90580242229297,0.0240040450731984,"perennial"
"Alysseae.Alyssum_montanum",0.0264430765211402,0.29525667927218,0.0131755185263971,6.90376351680771,6.90580242229297,0.0240040450731984,"perennial"
"Alysseae.Alyssum_cuneifolium",0.0264430773070993,0.29525667927218,0.013175518526929,6.90376351680771,6.90580242229283,0.0240040450732007,"perennial"
"Alysseae.Alyssum_gmelinii",0.0264430765211402,0.29525667927218,0.0131755185263971,6.90376351680771,6.90580242229283,0.0240040450732007,"perennial"
"Alysseae.Alyssum_siculum",0.045682015126368,0.29525667927218,0.0141152578926351,6.90879484174383,6.90858401886424,0.0245020454561434,"annual"
"Alysseae.Alyssum_alyssoides",0.0456820117340281,0.29525667927218,0.0141152578926351,6.90879484146768,6.90858401886424,0.0245020454561434,"annual"
"Alysseae.Alyssum_granatense",0.0456868575614197,0.29525667927218,0.0141152571110348,6.90879484150814,6.90858401886424,0.0245020454561434,"annual"
"Alysseae.Alyssum_turkestanicum",0.0456850307790015,0.29525667927218,0.0141152575678503,6.90879487139309,6.90858402561849,0.024502045456134,"annual"
"Alysseae.Alyssum_foliosum",0.0456918199953887,0.29525667927218,0.0141152563041893,6.90879484180007,6.90858401886419,0.0245020454561331,"annual"
"Alysseae.Alyssum_szovitsianum",0.0456867458934963,0.29525667927218,0.0141152572476808,6.90879484216271,6.9085840188642,0.024502045456135,"annual"
"Alysseae.Alyssum_minutum",0.0456820134858211,0.29525667927218,0.0141152579118244,6.90879484147011,6.9085840188642,0.024502045456135,"annual"
"Alysseae.Alyssum_stapfii",0.0456820135028457,0.29525667927218,0.0141152579090795,6.90879484149154,6.90858401886415,0.0245020454561256,"annual"
"Alysseae.Alyssum_strigosum",0.0456821124844404,0.29525667927218,0.0141152578773932,6.90879484208965,6.9085840188642,0.024502045456135,"annual"
"Alysseae.Alyssum_hirsutum",0.0456820131257058,0.29525667927218,0.0141152579070059,6.90879484147599,6.90858401886422,0.0245020454561387,"annual"
"Alysseae.Alyssum_simplex",0.0456869927022876,0.29525667927218,0.0141152570772679,6.90879484147033,6.90858401886422,0.0245020454561387,"annual"
"Alysseae.Alyssum_umbellatum",0.0456888039979477,0.29525667927218,0.0141152568091662,6.90879484151517,6.90858401886421,0.0245020454561378,"annual"
"Alysseae.Alyssum_persicum",0.026443145311485,0.29525667927218,0.0131755185729238,6.90376351677915,6.90558317951862,0.0239832541721599,"perennial"
"Alysseae.Alyssum_lenense",0.0264431443889392,0.29525667927218,0.0131755185723251,6.9037635168077,6.90558317951845,0.0239832541721629,"perennial"
"Alysseae.Alyssum_dasycarpum",0.0458472615784736,0.29525667927218,0.0141152313860565,6.9087949141473,6.90805131508699,0.0244671178706421,"annual"
"Alysseae.Fibigia_clypeata",0.0264430769367354,0.29525667927218,0.0131755185266783,6.90376351680771,6.90381676065408,0.0238547913546591,"perennial"
"Alysseae.Fibigia_eriocarpa",0.0264430769399905,0.29525667927218,0.0131755185266805,6.90376351680771,6.90381676065408,0.0238547913546591,"perennial"
"Alysseae.Fibigia_macrocarpa",0.0264430774443432,0.29525667927218,0.0131755185270219,6.90376351680771,6.90381676065407,0.0238547913546638,"perennial"
"Alysseae.Lutzia_cretica",0.0264430814091642,0.29525667927218,0.013175518529705,6.90376351680771,6.90381676065408,0.0238547913546582,"perennial"
"Alysseae.Alyssoides_utriculata",0.0264430800859357,0.29525667927218,0.0131755185288095,6.90376351680771,6.90381676065408,0.0238547913546582,"perennial"
"Alysseae.Clastopus_vestitus",0.0264430826120905,0.29525667927218,0.013175518530519,6.90376351680771,6.90381676065407,0.0238547913546647,"perennial"
"Alysseae.Hormathophylla_longicaulis",0.0264430765211402,0.29525667927218,0.0131755185263971,6.90376351680771,6.90381676065409,0.0238547913546516,"perennial"
"Alysseae.Hormathophylla_reverchonii",0.0264430765211402,0.29525667927218,0.0131755185263971,6.90376351680771,6.90381676065409,0.0238547913546516,"perennial"
"Alysseae.Hormathophylla_spinosa",0.0264430782525498,0.29525667927218,0.0131755185275688,6.90376351680771,6.90381676065409,0.0238547913546488,"perennial"
"Alysseae.Hormathophylla_purpurea",0.0264430778547753,0.29525667927218,0.0131755185272996,6.90376351680771,6.90381676065409,0.0238547913546507,"perennial"
"Alysseae.Hormathophylla_cadevalliana",0.0264430804957049,0.29525667927218,0.0131755185290868,6.90376351680771,6.90381676065408,0.0238547913546544,"perennial"
"Alysseae.Bornmuellera_tymphaea",0.0264430822318551,0.29525667927218,0.0131755185302617,6.90376351680771,6.90382213629808,0.0238547915088368,"perennial"
"Alysseae.Bornmuellera_angustifolia",0.0264430828289775,0.29525667927218,0.0131755185306658,6.90376351680771,6.90382213629808,0.0238547915088349,"perennial"
"Alysseae.Berteroa_orbiculata",0.0264488409868354,0.29525667927218,0.0131755188634552,6.90375954246857,6.90403036471482,0.0238749311164129,"perennial"
"Alysseae.Berteroa_obliqua",0.0264488408371281,0.29525667927218,0.0131755188649705,6.90375954427137,6.90403036471482,0.0238749311164129,"perennial"
"Alysseae.Berteroa_incana",0.0542602823111969,0.29525667927218,0.0141138702404146,6.90879530248553,6.90439049150177,0.0240597169051437,"annual"
"Alysseae.Aurinia_gionae",0.026443077118825,0.29525667927218,0.0131755185268016,6.90376351680771,6.90381820082564,0.0238552993510559,"perennial"
"Alysseae.Aurinia_saxatilis",0.0264430774738919,0.29525667927218,0.0131755185270418,6.90376351680771,6.90381820082564,0.023855299351054,"perennial"
"Alysseae.Aurinia_saxatilis_subsp._orientalis",0.0264431051532882,0.29525667927218,0.0131755185279536,6.90376351680771,6.90381820082564,0.0238552993510549,"perennial"
"Alysseae.Aurinia_petraea",0.0264430765212527,0.29525667927218,0.0131755185263971,6.90376351680763,6.90381820082564,0.0238552993510568,"perennial"
"Alysseae.Aurinia_corymbosa",0.0264430765217471,0.29525667927218,0.0131755185263971,6.90376351680726,6.90381820082564,0.0238552993510568,"perennial"
"Antirrhineae.Linaria_angustissima",0.01566210874456,0.0334532166369285,0.00567419581314182,6.73018832859494,6.73211135592408,0.056735937172688,"perennial"
