"","waiting_times","alpha","sigma.sq","theta","tip_state"
"Odontarrhena_bertolonii",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Clypeola_cyclodontea",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Clypeola_jonthlaspi",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_fastigiatum",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Alyssum_montanum",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Alyssum_cuneifolium",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Alyssum_gmelinii",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Alyssum_siculum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_alyssoides",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_granatense",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_turkestanicum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_foliosum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_szovitsianum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_minutum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_stapfii",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_strigosum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_hirsutum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_simplex",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_umbellatum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Alyssum_persicum",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Alyssum_lenense",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Alyssum_dasycarpum",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Fibigia_clypeata",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Fibigia_eriocarpa",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Fibigia_macrocarpa",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Lutzia_cretica",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Alyssoides_utriculata",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Clastopus_vestitus",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Hormathophylla_longicaulis",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Hormathophylla_reverchonii",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Hormathophylla_spinosa",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Hormathophylla_purpurea",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Hormathophylla_cadevalliana",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Bornmuellera_tymphaea",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Bornmuellera_angustifolia",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Berteroa_orbiculata",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Berteroa_obliqua",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Berteroa_incana",0.0442545695174845,2.82044387784124,0.000461037741885523,5.70589137807443,"annual"
"Aurinia_gionae",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Aurinia_saxatilis",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Aurinia_saxatilis_subsp._orientalis",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Aurinia_petraea",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
"Aurinia_corymbosa",0.0251872118593745,2.82044387784124,0.000510730975340615,5.70120769135653,"perennial"
