Impatiens platychlaena Hook.fil.,annual,,
Impatiens apsotis Hook.fil.,annual,,
Impatiens lecomtei Hook.fil.,annual,,
Impatiens pritzelii Hook.fil.,perennial,,
Impatiens fissicornis Maxim.,annual,,
Impatiens tayemonii Hayata,no_life_form_on_database,,
Impatiens corchorifolia Franch.,annual,,
Impatiens shimianensis G.C.Zhang & Li Bing Zhang,annual,"Zhang, J. G., & Zhang, L. B. (2011). Impatiens shimianensis sp. nov.(Balsaminaceae): A new species from Sichuan, China, based on morphological and molecular evidence. Systematic Botany, 36(3), 721-729.",manually_curated
Impatiens delavayi Franch.,annual,,
Impatiens poculifer Hook.fil.,annual,,
Impatiens subecalcarata (Hand.-Mazz.) Y.L.Chen Y.L.Chen (Hand.-Mazz.),annual,,
Impatiens nubigena W.W.Sm.,annual,,
Impatiens barbata Comber,annual,,
Impatiens davidii Franch.,annual,,
Impatiens capensis Meerb.,annual,,
Impatiens pallida Nutt.,annual,,
Impatiens noli-tangere L.,annual,,
Impatiens faberi Hook.fil.,annual,,
Impatiens imbecilla Hook.fil.,annual,,
Impatiens uniflora Hayata,annual,,
Impatiens oxyanthera Hook.fil.,annual,,
Impatiens forrestii Hook.fil. ex W.W.Sm.,perennial,,
Impatiens textorii Miq.,annual,,
Impatiens clavigera Hook.fil.,annual,,
Impatiens omeiana Hook.fil.,perennial,,
Impatiens reticulata Wall.,no_life_form_on_database,,
Impatiens angustisepala Tardieu,no_life_form_on_database,,
Impatiens diversifolia Wall. ex Wight & Arn.,annual,,
Impatiens brevicornis (E.Barnes) Bhaskar Bhaskar (E.Barnes),annual,,
Impatiens herbicola Hook.fil.,annual,,
Impatiens ligulata Bedd.,annual,,
Impatiens debilis Turcz.,annual,,
Impatiens chinensis L.,annual,,
Impatiens minor (DC.) S.M.Almeida S.M.Almeida (DC.),annual,,
Impatiens pseudochinensis Shimizu,no_life_form_on_database,,
Impatiens platypetala Lindl.,perennial,,
Impatiens gardneriana Wight,annual,,
Impatiens beccarii Hook.fil. ex Dunn,perennial,"Grey-Wilson, C. (1989). A revision of Sumatran Impatiens: studies in Balsaminaceae: VIII. Kew bulletin, 67-106.",manually_curated
Impatiens hawkeri W.Bull,perennial,,
Impatiens usambarensis Grey-Wilson,perennial,,
Impatiens balsamina L.,annual,,
Impatiens walleriana Hook.fil.,perennial,,
Impatiens bequaertii De Wild.,perennial,,
Impatiens stuhlmannii Warb.,perennial,,
Impatiens burtonii Hook.fil.,perennial,,
Impatiens hoehnelii T.C.E.Fr.,perennial,,
Impatiens dasysperma Wight,annual,,
Impatiens flaccida Arn.,perennial,,
Impatiens floribunda Wight,perennial,,
Impatiens pseudoviola Gilg,perennial,,
Impatiens scabriuscula B.Heyne ex Roxb.,annual,,
Impatiens mysorensis Roth,annual,,
Impatiens latifolia L.,perennial,,
Impatiens cuspidata Wight & Arn.,perennial,,
Impatiens leschenaultii (DC.) Wall. Wall. (DC.),perennial,,
Impatiens tuberosa H.Perrier,perennial,,
Impatiens auricoma Baill.,perennial,,
Impatiens kilimanjari Oliv.,perennial,,
Impatiens notoptera Hook.fil.,no_life_form_on_database,,
Impatiens attopeuensis Hook.fil.,no_life_form_on_database,,
Impatiens phuluangensis Shimizu,no_life_form_on_database,,
Impatiens noei Craib,no_life_form_on_database,,
Impatiens patula Craib,no_life_form_on_database,,
Impatiens muscicola Craib,annual,https://doi.org/10.1111/boj.12427,manually_curated
Impatiens chiangdaoensis Shimizu,annual,https://doi.org/10.1111/boj.12427,manually_curated
Impatiens violiflora Hook.fil.,annual,,
Impatiens santisukii T.Shimizu,annual,https://doi.org/10.1111/boj.12427,manually_curated
Impatiens rubricolor Tardieu,no_life_form_on_database,,
Impatiens aureliana Hook.fil.,no_life_form_on_database,,
Impatiens niamniamensis Gilg,perennial,,
Impatiens congolensis G.M.Schulze & R.Wilczek,no_life_form_on_database,,
Impatiens L._indet_sp1,no_life_form_on_database,,
Impatiens parasitica Bedd.,perennial,,
Impatiens keilii Gilg,perennial,,
Impatiens amoena H.Perrier,no_life_form_on_database,,
Impatiens miniata Grey-Wilson,perennial,,
Impatiens baronii Baker,no_life_form_on_database,,
Impatiens subabortiva H.Perrier,no_life_form_on_database,,
Impatiens andringitrensis H.Perrier,no_life_form_on_database,,
Impatiens andohahelae Eb.Fisch. & Raheliv.,no_life_form_on_database,,
Impatiens furcata H.Perrier,no_life_form_on_database,,
Impatiens inaperta (H.Perrier) H.Perrier H.Perrier (H.Perrier),no_life_form_on_database,,
Impatiens leptopoda Arn.,annual,,
Impatiens fuchsioides H.Perrier,no_life_form_on_database,,
Impatiens anovensis H.Perrier,no_life_form_on_database,,
Impatiens sambiranensis H.Perrier,no_life_form_on_database,,
Impatiens manaharensis Baill.,no_life_form_on_database,,
Impatiens firmula Baker,perennial,,
Impatiens percrenata H.Perrier,no_life_form_on_database,,
Impatiens vilersii Costantin & Poiss.,no_life_form_on_database,,
Impatiens sodenii Engl. & Warb. ex Engl.,perennial,,
Impatiens meruensis Gilg,perennial,,
Impatiens etindensis Cheek & Eb.Fisch.,perennial,,
Impatiens hians Hook.fil.,perennial,,
Impatiens tinctoria A.Rich.,perennial,,
Impatiens columbaria Bos,no_life_form_on_database,,
Impatiens palpebrata Hook.fil.,perennial,"book ""Impatiens of Africa"" by Grey-Wilson 1980",manually_curated
Impatiens pseudomacroptera Grey-Wilson,perennial,,
Impatiens macroptera Hook.fil.,no_life_form_on_database,,
Impatiens mackeyana Hook.fil.,no_life_form_on_database,,
Impatiens manteroana Exell,no_life_form_on_database,,
Impatiens buccinalis Hook.fil.,perennial,,
Impatiens thomensis Exell,no_life_form_on_database,,
Impatiens circaeoides Wall.,no_life_form_on_database,,
Impatiens garrettii Craib,no_life_form_on_database,,
Impatiens trichosepala Y.L.Chen,annual,,
Impatiens kamtilongensis Toppin,no_life_form_on_database,,
Impatiens napoensis Y.L.Chen,annual,,
Impatiens begoniifolia S.Akiyama & H.Ohba,annual,,
Impatiens batanggadisensis Utami,no_life_form_on_database,,
Impatiens rubricaulis Utami,no_life_form_on_database,,
Impatiens pyrrhotricha Miq.,perennial,Grey Wilson 1989 ,manually_curated
Impatiens diepenhorstii Miq.,perennial,Grey Wilson 1989 ,manually_curated
Impatiens ekapaksiana Utami,no_life_form_on_database,,
Impatiens kerinciensis Utami,no_life_form_on_database,,
Impatiens elephanticeps Grey-Wilson,perennial,Grey Wilson 1989 ,manually_curated
Impatiens kunyitensis Utami,no_life_form_on_database,,
Impatiens chonoceras Hassk.,no_life_form_on_database,,
Impatiens pilosivittata Grey-Wilson,perennial,Grey Wilson 1989 ,manually_curated
Impatiens phahompokensis T.Shimizu & Suksathan,no_life_form_on_database,,
Impatiens sidikalangensis Grey-Wilson,perennial,Grey Wilson 1989 ,manually_curated
Impatiens junghuhnii Miq.,perennial,Grey Wilson 1989 ,manually_curated
Impatiens acehensis Grey-Wilson,perennial,Grey Wilson 1989 ,manually_curated
Impatiens tapanuliensis Grey-Wilson,perennial,Grey Wilson 1989 ,manually_curated
Impatiens yingjiangensis S.Akiyama & H.Ohba,annual,,
Impatiens monticola Hook.fil.,no_life_form_on_database,,
Impatiens mengtszeana Hook.,no_life_form_on_database,,
Impatiens xanthina Comber,annual,,
Impatiens coelotropis C.E.C.Fisch.,perennial,,
Impatiens campanulata Wight,perennial,,
Impatiens disotis Hook.fil.,annual,,
Impatiens grandis B.Heyne ex Wall.,perennial,,
Impatiens grandiflora Hemsl.,no_life_form_on_database,,
Impatiens modesta Wight,perennial,,
Impatiens acaulis Arn.,perennial,,
Impatiens levingei Gamble ex Hook.f.,perennial,,
Impatiens scapiflora B.Heyne ex Roxb.,perennial,,
Impatiens wightiana Bedd.,perennial,,
Impatiens maculata Wight,perennial,,
Impatiens uncinata Wight,annual,,
Impatiens viscida Wight,perennial,,
Impatiens goughii Wight,annual,,
Impatiens viscosa Bedd.,annual,,
Impatiens cordata Wight,perennial,,
Impatiens henslowiana Arn.,perennial,,
Impatiens phoenicea Bedd.,perennial,,
Impatiens johnii E.Barnes,perennial,,
Impatiens munronii Wight,perennial,,
Impatiens neomunronii L.Joseph & Bhaskar,no_life_form_on_database,,
Impatiens rubrostriata Hook.fil.,annual,,
Impatiens discolor DC.,perennial,,
Impatiens conchibracteata Y.L.Chen & Y.Q.Lu,annual,,
Impatiens duclouxii Hook.fil.,perennial,,
Impatiens puberula DC.,annual,,
Impatiens flanaganae Hemsl.,no_life_form_on_database,,
Impatiens fischeri Warb.,perennial,,
Impatiens teitensis Grey-Wilson,perennial,,
Impatiens rothii Hook.fil.,perennial,,
Impatiens gordonii Horne ex Baker,perennial,,
Impatiens repens Moon,perennial,,
Impatiens arguta Hook.fil. & Thomson,perennial,,
Impatiens stenosepala E.Pritz.,annual,,
Impatiens tribuana Utami & Nurainas,no_life_form_on_database,,
Impatiens adenioides Suksathan & Keerat.,perennial,protologue (tropicos),manually_curated
Impatiens opinata Craib,perennial,,
Impatiens mirabilis Hook.fil.,perennial,,
Impatiens phengklaii T.Shimizu & Suksathan,perennial,,
Impatiens charisma Suksathan & Keerat.,perennial,protologue (tropicos),manually_curated
Impatiens sirindhorniae Triboun & Suksathan,perennial,protologue (tropicos),manually_curated
Impatiens chumphonensis T.Shimizu,no_life_form_on_database,,
Impatiens putii Craib,no_life_form_on_database,,
Impatiens peltata Hook.f.,no_life_form_on_database,,
Impatiens parishii Hook.fil.,perennial,,
Impatiens kerriae Craib,perennial,,
Impatiens alboflava Miq.,annual,Grey Wilson 1989 ,manually_curated
Impatiens larsenii T.Shimizu,no_life_form_on_database,,
Impatiens spectabilis Triboun & Suksathan,annual,protologue (tropicos),manually_curated
Impatiens nalampoonii Shimizu,no_life_form_on_database,,
Impatiens daraneenae Suksathan & Triboun,annual,protologue (tropicos),manually_curated
Impatiens ruthiae Suksathan & Triboun,annual,protologue (tropicos),manually_curated
Impatiens psittacina Hook.fil.,annual,,
Impatiens namkatensis T.Shimizu,no_life_form_on_database,,
Impatiens tribounii T.Shimizu & Suksathan,no_life_form_on_database,,
Impatiens bonii Hook.fil.,no_life_form_on_database,,
Impatiens charanii T.Shimizu,annual,Shimizu 1991 NewSpeciesoftheThaiImpatiens J.Jpn.Bot. 6:16-171(191),manually_curated
Impatiens kanburiensis T.Shimizu,annual,Shimizu 1991 NewSpeciesoftheThaiImpatiens J.Jpn.Bot. 6:16-171(191),manually_curated
Impatiens vaughanii Hook.fil.,no_life_form_on_database,,
Impatiens macrosepala Hook.fil.,no_life_form_on_database,,
Impatiens calcicola Craib,no_life_form_on_database,,
Impatiens salaengensis T.Shimizu,annual,Shimizu 1991 NewSpeciesoftheThaiImpatiens J.Jpn.Bot. 6:16-171(191),manually_curated
Impatiens tigrina Suksathan & Triboun,annual,protologue (tropicos),manually_curated
Impatiens scortechinii Hook.f.,no_life_form_on_database,,
Impatiens damrongii Shimizu,no_life_form_on_database,,
