"species","life_form"
"Lepidium serra H.Mann","perennial"
"Lepidium arbuscula Hillebr.","perennial"
"Lepidium bidentatum Montin","perennial"
"Lepidium orbiculare H.St.John","no_life_form_on_database"
"Lepidium rahmeri Phil.","annual"
"Lepidium bonariense L.","annual"
"Lepidium depressum Thell.","no_life_form_on_database"
"Lepidium brevicaule Barnéoud","no_life_form_on_database"
"Lepidium austrinum Small","annual"
"Lepidium lasiocarpum Nutt.","annual"
"Lepidium chichicara Desv.","perennial"
"Lepidium costaricense Thell.","no_life_form_on_database"
"Lepidium virginicum L.","annual"
"Lepidium ramosissimum A.Nelson","annual"
"Lepidium alyssoides A.Gray","perennial"
"Lepidium meyenii Walp.","perennial"
"Lepidium solomonii Al-Shehbaz","no_life_form_on_database"
"Lepidium jaredii Brandegee","annual"
"Lepidium violaceum (Munby) Al-Shehbaz Al-Shehbaz (Munby)","perennial"
"Lepidium coronopus (L.) Al-Shehbaz Al-Shehbaz (L.)","annual"
"Lepidium navasii (Pau) Al-Shehbaz Al-Shehbaz (Pau)","perennial"
"Lepidium papilliferum (L.F.Hend.) A.Nelson & J.F.Macbr. A.Nelson & J.F.Macbr. (L.F.Hend.)","annual"
"Lepidium fremontii S.Watson","perennial"
"Lepidium montanum Nutt.","annual"
"Lepidium thurberi Wooton","annual"
"Lepidium davisii Rollins","perennial"
"Lepidium flavum Torr.","annual"
"Lepidium kirkii Petrie","no_life_form_on_database"
"Lepidium naufragorum Garn.-Jones & Norton","no_life_form_on_database"
"Lepidium tenuicaule Kirk","no_life_form_on_database"
"Lepidium sisymbrioides Hook.f.","no_life_form_on_database"
"Lepidium kawarau Petrie","no_life_form_on_database"
"Lepidium aschersonii Thell.","perennial"
"Lepidium fasciculatum Thell.","annual"
"Lepidium pseudopapillosum Thell.","annual"
"Lepidium_indet_sp1","no_life_form_on_database"
"Lepidium papillosum F.Muell.","annual"
"Lepidium oxytrichum Sprague","annual"
"Lepidium dictyotum A.Gray","annual"
"Lepidium latipes Hook.","annual"
"Lepidium oxycarpum Torr. & A.Gray","annual"
"Lepidium nitidum Nutt.","annual"
"Lepidium angustissimum Phil.","annual"
"Lepidium auriculatum Regel & Körn.","annual"
"Lepidium oblongum Small","annual"
"Lepidium bipinnatifidum Desv.","perennial"
"Lepidium quitense Turcz.","no_life_form_on_database"
"Lepidium rhytidocarpum (Hook.) Al-Shehbaz Al-Shehbaz (Hook.)","perennial"
"Lepidium strictum (S.Watson) Rattan Rattan (S.Watson)","annual"
"Lepidium johnstonii C.L.Hitchc.","annual"
"Lepidium didymum L.","annual"
"Lepidium serratum (Poir.) Al-Shehbaz Al-Shehbaz (Poir.)","perennial"
"Lithodraba mendocinensis (Hauman) Boelcke Boelcke (Hauman)","perennial"
"Lepidium ruderale L.","annual"
"Lepidium pinnatifidum Ledeb.","annual"
"Lepidium cordatum Willd. ex DC.","perennial"
"Lepidium apetalum Willd.","annual"
"Lepidium capitatum Hook.f. & Thomson","annual"
"Lepidium paniculatum (Regel & Schmalh.) Al-Shehbaz Al-Shehbaz (Regel & Schmalh.)","no_life_form_on_database"
"Lepidium botschantsevianum Al-Shehbaz","no_life_form_on_database"
"Lepidium litwinowii (Lipsky) Al-Shehbaz Al-Shehbaz (Lipsky)","perennial"
"Lepidium afghanicum (Rech.f. & Köie) Al-Shehbaz & Mumm. Al-Shehbaz & Mumm. (Rech.f. & Köie)","no_life_form_on_database"
"Lepidium affghanum Boiss.","perennial"
"Lepidium sagittatum (Kar. & Kir.) Al-Shehbaz Al-Shehbaz (Kar. & Kir.)","perennial"
"Lepidium patrinoides (Regel) Al-Shehbaz & Mummenhoff Al-Shehbaz & Mummenhoff (Regel)","no_life_form_on_database"
"Lepidium silaifolium (Hook.f. & Thomson) Al-Shehbaz & Mumm. Al-Shehbaz & Mumm. (Hook.f. & Thomson)","no_life_form_on_database"
"Lepidium apterum (Lipsky) Al-Shehbaz & Mumm. Al-Shehbaz & Mumm. (Lipsky)","no_life_form_on_database"
"Cyphocardamum aretioides Hedge","perennial"
"Lepidium cardiophyllum (Pavlov) Al-Shehbaz Al-Shehbaz (Pavlov)","no_life_form_on_database"
"Lepidium spinosum Ard.","annual"
"Lepidium sativum L.","annual"
"Lepidium spinescens DC.","no_life_form_on_database"
"Lepidium tiehmii (Rollins) Al-Shehbaz Al-Shehbaz (Rollins)","perennial"
"Lepidium aegrum Heenan & de Lange","no_life_form_on_database"
"Lepidium juvencum Heenan & de Lange","no_life_form_on_database"
"Lepidium banksii Kirk","no_life_form_on_database"
"Lepidium rekohuense de Lange & Heenan","no_life_form_on_database"
"Lepidium obtusatum Kirk","perennial"
"Lepidium crassum Heenan & de Lange","no_life_form_on_database"
"Lepidium seditiosum de Lange, Heenan & J.R.Rolfe","no_life_form_on_database"
"Lepidium oligodontum de Lange & Heenan","no_life_form_on_database"
"Lepidium limenophylax de Lange, Rance & D.A.Norton","no_life_form_on_database"
"Lepidium oleraceum G.Forst.","annual"
"Lepidium desvauxii Thell.","perennial"
"Lepidium foliosum Desv.","perennial"
"Lepidium pseudotasmanicum Thell.","annual"
"Lepidium flexicaule Kirk","perennial"
"Lepidium nesophilum Hewson ex P.S.Green","perennial"
"Lepidium englerianum (Muschler) Al-Shehbaz Al-Shehbaz (Muschler)","annual"
"Lepidium divaricatum subsp. trifurcum (Sond.) Marais Marais (Sond.)","no_life_form_on_database"
"Lepidium myriocarpum Sond.","perennial"
"Lepidium pseudohyssopifolium Hewson","annual"
"Lepidium pinnatum Thunb.","perennial"
"Lepidium africanum (Burm.f.) DC. DC. (Burm.f.)","annual"
"Lepidium schinzii Thell.","perennial"
"Lepidium capense Thunb.","perennial"
"Lepidium armoracia Fisch. & C.A.Mey.","perennial"
"Lepidium desertorum Eckl. & Zeyh.","annual"
"Lepidium graminifolium L.","perennial"
"Lepidium alluaudii Maire","no_life_form_on_database"
"Lepidium subulatum L.","perennial"
"Lepidium cardamines L.","no_life_form_on_database"
"Lepidium lacerum C.A.Mey.","perennial"
"Lepidium ferganense Korsh.","perennial"
"Lepidium subcordatum Botsch. & Vved.","no_life_form_on_database"
"Lepidium lyratum L.","perennial"
"Lepidium lacerum subsp. rubtzovii (Vassilcz.) D.A.German D.A.German (Vassilcz.)","no_life_form_on_database"
"Lepidium songaricum Schrenk","perennial"
"Lepidium coronopifolium Fisch. ex DC.","no_life_form_on_database"
"Lepidium vesicarium L.","annual"
"Lepidium latifolium L.","perennial"
"Lepidium cartilagineum (J.Mayer) Thell. Thell. (J.Mayer)","perennial"
"Lepidium niloticum Sieber ex Steud.","annual"
"Lepidium campestre (L.) W.T.Aiton W.T.Aiton (L.)","annual"
"Lepidium aucheri Boiss.","annual"
"Lepidium hirtum subsp. hirtum","no_life_form_on_database"
"Lepidium heterophyllum Benth.","perennial"
"Lepidium villarsii subsp. villarsii","no_life_form_on_database"
"Lepidium appelianum Al-Shehbaz","perennial"
"Lepidium draba L.","perennial"
"Lepidium chalepense L.","perennial"
"Lepidium rigidum Pomel","no_life_form_on_database"
"Lepidium perfoliatum L.","annual"
"Lepidium pavlovii Al-Shehbaz & Mumm.","no_life_form_on_database"
"Lepidium lipskyi (N.Busch) Al-Shehbaz & Mumm. Al-Shehbaz & Mumm. (N.Busch)","no_life_form_on_database"
"Lepidium orientale (Schrenk) Al-Shehbaz & Mumm. Al-Shehbaz & Mumm. (Schrenk)","no_life_form_on_database"
"Lepidium kirilowii Trautv.","no_life_form_on_database"
"Lepidium brachyotum (Kar. & Kir.) Al-Shehbaz Al-Shehbaz (Kar. & Kir.)","perennial"
"Lepidium pedicellosum F.Muell.","perennial"
"Lepidium platypetalum Hewson","perennial"
"Lepidium pholidogynum F.Muell.","annual"
"Lepidium echinatum Hewson","perennial"
"Lepidium leptopetalum (F.Muell.) F.Muell. F.Muell. (F.Muell.)","perennial"
"Lepidium phlebopetalum (F.Muell.) F.Muell. F.Muell. (F.Muell.)","annual"
"Lepidium rotundum (Desv.) DC. DC. (Desv.)","perennial"
"Lepidium linifolium (Desv.) Steud. Steud. (Desv.)","perennial"
"Lepidium biplicatum Hewson","perennial"
"Delpinophytum patagonicum (Speg.) Speg. Speg. (Speg.)","perennial"
