"species","life_form"
"Aphyllon Mitch._indet_sp1","no_life_form_on_database"
"Aphyllon robbinsii (Heckard) A.C.Schneid. A.C.Schneid. (Heckard)","no_life_form_on_database"
"Aphyllon Mitch._indet_sp2","no_life_form_on_database"
"Aphyllon vallicolum (Jeps.) A.C.Schneid. A.C.Schneid. (Jeps.)","no_life_form_on_database"
"Aphyllon Mitch._indet_sp3","no_life_form_on_database"
"Aphyllon Mitch._indet_sp4","no_life_form_on_database"
"Aphyllon Mitch._indet_sp5","no_life_form_on_database"
"Aphyllon corymbosum (Rydb.) A.C.Schneid. A.C.Schneid. (Rydb.)","no_life_form_on_database"
"Aphyllon Mitch._indet_sp6","no_life_form_on_database"
"Aphyllon Mitch._indet_sp7","no_life_form_on_database"
"Aphyllon chilensis Phil.","no_life_form_on_database"
"Aphyllon tacnaense (Mattf.) A.C.Schneid. A.C.Schneid. (Mattf.)","no_life_form_on_database"
"Aphyllon ludovicianum Nutt","no_life_form_on_database"
"Aphyllon multiflorum Nutt","no_life_form_on_database"
"Aphyllon Mitch._indet_sp8","no_life_form_on_database"
"Aphyllon arizonicum (L.T.Collins) A.C.Schneid. A.C.Schneid. (L.T.Collins)","no_life_form_on_database"
"Aphyllon riparium (L.T.Collins) A.C.Schneid. A.C.Schneid. (L.T.Collins)","no_life_form_on_database"
"Aphyllon tarapacanum (Phil.) A.C.Schneid. A.C.Schneid. (Phil.)","no_life_form_on_database"
"Aphyllon pinorum (Geyer ex Hook.) A.Gray A.Gray (Geyer ex Hook.)","no_life_form_on_database"
"Aphyllon Mitch._indet_sp9","no_life_form_on_database"
"Aphyllon dugesii S.Watson","no_life_form_on_database"
"Aphyllon Mitch._indet_sp10","no_life_form_on_database"
"Aphyllon Mitch._indet_sp11","no_life_form_on_database"
"Aphyllon tuberosum (A.Gray) A.Gray A.Gray (A.Gray)","no_life_form_on_database"
"Aphyllon Mitch._indet_sp12","no_life_form_on_database"
"Aphyllon purpureum (A.Heller) Holub Holub (A.Heller)","no_life_form_on_database"
"Aphyllon uniflorum (L.) Torr. & A.Gray Torr. & A.Gray (L.)","no_life_form_on_database"
"Aphyllon fasciculatum Torr. & Gray","no_life_form_on_database"
"Phelipanche georgii-reuteri Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew.","no_life_form_on_database"
"Phelipanche tunetana (Beck) Soják Soják (Beck)","no_life_form_on_database"
"Phelipanche nana (Reut.) Soják Soják (Reut.)","no_life_form_on_database"
"Phelipanche oxyloba (Reut.) Soják Soják (Reut.)","no_life_form_on_database"
"Orobanche gratiosa (Webb & Berthel.) Linding. Linding. (Webb & Berthel.)","perennial"
"Phelipanche portoilicitana (A.Pujadas & M.B.Crespo) Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew. Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew. (A.Pujadas & M.B.Crespo)","no_life_form_on_database"
"Phelipanche pulchella (C.A.Mey.) Soják Soják (C.A.Mey.)","no_life_form_on_database"
"Phelipanche bungeana (Beck) Soják Soják (Beck)","no_life_form_on_database"
"Phelipanche coelestis (Boiss. & Reut.) Soják Soják (Boiss. & Reut.)","no_life_form_on_database"
"Phelipanche ramosa (L.) Pomel Pomel (L.)","no_life_form_on_database"
"Phelipanche iberica (Beck) Soják Soják (Beck)","no_life_form_on_database"
"Phelipanche aegyptiaca (Pers.) Pomel Pomel (Pers.)","no_life_form_on_database"
"Phelipanche inexspectata Carlón, G.Gómez, M.Laínz, G.Moreno, Ó.Sánchez & Schneew.","no_life_form_on_database"
"Phelipanche rosmarina (Beck) Banfi, Galasso & Soldano Banfi, Galasso & Soldano (Beck)","no_life_form_on_database"
"Phelipanche lavandulacea (Rchb.) Pomel Pomel (Rchb.)","no_life_form_on_database"
"Phelipanche mutelii (F.W.Schultz) Czerep. Czerep. (F.W.Schultz)","no_life_form_on_database"
"Phelipanche bohemica (Celak.) Holub & Zázvorka Holub & Zázvorka (Celak.)","no_life_form_on_database"
"Phelipanche purpurea (Jacq.) Soják Soják (Jacq.)","no_life_form_on_database"
"Phelipanche arenaria (Borkh.) Pomel Pomel (Borkh.)","no_life_form_on_database"
"Phelipanche caesia (Rchb.) Soják Soják (Rchb.)","no_life_form_on_database"
"Phelipanche nowackiana (Markgr.) Soják Soják (Markgr.)","no_life_form_on_database"
"Orobanche owerinii (Beck) Beck Beck (Beck)","perennial"
"Orobanche transcaucasica Tzvelev","perennial"
"Orobanche picridis F.W.Schultz","perennial"
"Orobanche pubescens d'Urv.","perennial"
"Orobanche crenata Forssk.","annual"
"Orobanche artemisiae-campestris Gaudin","perennial"
"Orobanche minor Sm.","perennial"
"Orobanche amethystea Thuill.","perennial"
"Orobanche hederae Duby","perennial"
"Orobanche ballotae A.Pujadas","perennial"
"Orobanche santolinae Loscos & Pardo","perennial"
"Orobanche sintenisii Beck","perennial"
"Orobanche bartlingii Griseb.","perennial"
"Orobanche elatior Sutton","perennial"
"Orobanche ozanonis Beck","no_life_form_on_database"
"Orobanche ritro Gren.","no_life_form_on_database"
"Orobanche lucorum A.Braun","perennial"
"Orobanche salviae F.W.Schultz","perennial"
"Orobanche haenseleri Reut.","perennial"
"Orobanche flava Mart. ex F.W.Schultz","perennial"
"Orobanche alba M.Bieb.","perennial"
"Orobanche grossheimii Novopokr.","perennial"
"Orobanche pancicii Beck","perennial"
"Orobanche reticulata Wallr.","perennial"
"Orobanche raddeana Beck","no_life_form_on_database"
"Orobanche krylowii Beck","perennial"
"Orobanche lycoctoni Rhiner","perennial"
"Orobanche rapum-genistae Thuill.","perennial"
"Orobanche densiflora Salzm. ex Reut.","perennial"
"Orobanche foetida Poir.","perennial"
"Orobanche crinita Benth.","no_life_form_on_database"
"Orobanche austrohispanica M.J.Y.Foley","no_life_form_on_database"
"Orobanche gracilis Sm.","perennial"
"Orobanche lutea Baumg.","perennial"
"Orobanche caryophyllacea Sm.","perennial"
"Orobanche teucrii Holandre","perennial"
"Orobanche coerulescens Stephan ex Willd.","perennial"
"Orobanche L._indet_sp13","no_life_form_on_database"
"Orobanche pycnostachya Hance","perennial"
"Orobanche grenieri F.W.Schultz","perennial"
"Orobanche anatolica Boiss. & Reut.","perennial"
"Orobanche colorata K.Koch","no_life_form_on_database"
"Orobanche macrolepis Turcz.","no_life_form_on_database"
"Diphelypaea coccinea (M.Bieb.) Nicolson Nicolson (M.Bieb.)","no_life_form_on_database"
"Diphelypaea tournefortii (Desf.) Nicolson Nicolson (Desf.)","no_life_form_on_database"
"Mannagettaea hummelii Harry Sm.","perennial"
"Cistanche Hoffmanns. & Link_indet_sp14","no_life_form_on_database"
"Cistanche tubulosa Hook.fil.","perennial"
"Cistanche violacea (Desf.) Hoffmanns. & Link Hoffmanns. & Link (Desf.)","perennial"
"Cistanche deserticola Ma","perennial"
"Cistanche salsa (C.A.Mey.) Beck Beck (C.A.Mey.)","perennial"
