"","rates","alpha","sigma.sq","theta","expected_mean","expected_var","tip_state"
"Alysseae.Odontarrhena_bertolonii",0.0242677879011681,10.6994061317762,0.00220883131944849,5.70302747932091,5.70302747958993,0.000101428428859452,"perennial"
"Alysseae.Clypeola_cyclodontea",0.0432175056985492,10.6994061317762,0.00181687285257868,5.70467097484803,5.70467097485176,8.83629061717634e-05,"annual"
"Alysseae.Clypeola_jonthlaspi",0.0432166345248752,10.6994061317762,0.00181687285139394,5.7046709748536,5.70467097485176,8.83629061717634e-05,"annual"
"Alysseae.Alyssum_fastigiatum",0.0242677879011681,10.6994061317762,0.00220883131944849,5.70302747932091,5.70302747999294,0.000101428380122487,"perennial"
"Alysseae.Alyssum_montanum",0.0242677879011681,10.6994061317762,0.00220883131944849,5.70302747932091,5.70302747999294,0.000101428380122487,"perennial"
"Alysseae.Alyssum_cuneifolium",0.0242677879011681,10.6994061317762,0.00220883131944849,5.70302747932091,5.70302747999294,0.000101428380122484,"perennial"
"Alysseae.Alyssum_gmelinii",0.0242677879011681,10.6994061317762,0.00220883131944849,5.70302747932091,5.70302747999294,0.000101428380122484,"perennial"
"Alysseae.Alyssum_siculum",0.043216633736786,10.6994061317762,0.00181687284993944,5.70467097485361,5.70467097485345,8.83628844951731e-05,"annual"
"Alysseae.Alyssum_alyssoides",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951731e-05,"annual"
"Alysseae.Alyssum_granatense",0.043216633783367,10.6994061317762,0.00181687284993949,5.70467097485361,5.70467097485345,8.83628844951731e-05,"annual"
"Alysseae.Alyssum_turkestanicum",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951763e-05,"annual"
"Alysseae.Alyssum_foliosum",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951763e-05,"annual"
"Alysseae.Alyssum_szovitsianum",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951764e-05,"annual"
"Alysseae.Alyssum_minutum",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951764e-05,"annual"
"Alysseae.Alyssum_stapfii",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951763e-05,"annual"
"Alysseae.Alyssum_strigosum",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951764e-05,"annual"
"Alysseae.Alyssum_hirsutum",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951763e-05,"annual"
"Alysseae.Alyssum_simplex",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951763e-05,"annual"
"Alysseae.Alyssum_umbellatum",0.0432166337367704,10.6994061317762,0.00181687284993939,5.70467097485361,5.70467097485345,8.83628844951763e-05,"annual"
"Alysseae.Alyssum_persicum",0.0242677879011681,10.6994061317762,0.00220883131944849,5.70302747932091,5.70302748005802,0.000101428397728699,"perennial"
