"","np","lnLik","DiscLik","ContLik","AIC","dAIC","AICwt"
"Apioideae.CD_OUV",6,1091.19081712008,-209.553246967657,1302.54445400556,-2170.38163424016,81.9611388406597,1.59354684417355e-18
"Apioideae.CD_OUM",6,1100.69735927399,-213.132678038869,1312.74127277937,-2189.39471854798,62.9480545328452,2.14290853210466e-14
"Apioideae.CD_OUMV",7,1106.42778631955,-208.661238985753,1317.7368381793,-2198.85557263911,53.4872004417157,2.42885728335433e-12
"Apioideae.CID_BMV",9,1106.29717451667,-208.064428641997,1318.11867925814,-2194.59434903335,57.7484240474719,2.88462290650775e-13
"Apioideae.CID_OUV",10,1136.17138654041,-222.683201722633,1352.26604524597,-2252.34277308082,0,0.999999997914123
"Apioideae.CID_OUM",10,1106.2248045734,-212.060362997587,1319.19878758338,-2192.4496091468,59.8931639340167,9.87108062060304e-14
"Apioideae.CID_OUMV",11,1090.49938474146,-208.774802984647,1301.72135801196,-2158.99876948292,93.3440035979033,5.37783110113443e-21
"Arabideae.CID_BM1",4,270.272490660597,-106.319759216237,379.672725713163,-532.544981321193,85.4271129791866,2.69584138557389e-19
"Arabideae.CID_OU1",5,310.877311349549,-106.160401885214,420.50575174771,-611.754622699098,6.21747160128189,0.0427414664017248
"Arabideae.CD_BMV",5,275.42304822508,-106.055928320978,385.841194710234,-540.846096450161,77.1259978502192,1.71103377831504e-17
"Arabideae.CD_OUV",6,301.933301388587,-105.676746650808,410.818131322585,-591.866602777174,26.105491523206,2.05220510731031e-06
"Arabideae.CD_OUM",6,314.98604715019,-105.668457748038,424.103980151559,-617.97209430038,0,0.957097588648867
"Arabideae.CD_OUMV",7,304.772926424305,-105.728005988583,413.969398260814,-595.545852848611,22.4262414517689,1.29169436769861e-05
"Arabideae.CID_BMV",9,271.675177986622,-104.99513742816,379.847362990239,-525.350355973244,92.6217383271357,7.38586375657736e-21
"Arabideae.CID_OUV",10,304.733815080973,-113.760085555009,419.652818808184,-589.467630161946,28.5044641384342,6.18429901128311e-07
"Arabideae.CID_OUM",10,310.19355433987,-106.946782495799,419.363020549174,-600.387108679739,17.5849856206403,0.000145353372365651
"Arabideae.CID_OUMV",11,300.69251492417,-106.686711112174,409.817773266716,-579.385029848341,38.5870644520392,3.99835765960697e-09
"Balsamiaceae.CID_BM1",4,171.272333770232,-51.5012295742827,226.366525445844,-334.544667540465,28.9413312268966,5.187625755215e-07
"Balsamiaceae.CID_OU1",5,178.798577498097,-51.4298106609561,233.930827678381,-347.597154996194,15.8888437711676,0.000354225870562962
"Balsamiaceae.CD_BMV",5,175.270366780359,-51.0933960041732,230.124495725018,-340.540733560718,22.9452652066437,1.03991497122198e-05
"Balsamiaceae.CD_OUV",6,180.537704324263,-51.2133659539449,235.609081101205,-349.075408648526,14.4105901188357,0.000741786590760625
"Balsamiaceae.CD_OUM",6,187.742999383681,-51.2976899114707,242.789440378652,-363.485998767361,0,0.998846755220577
"Balsamiaceae.CD_OUMV",7,176.411612635578,-51.3133507372004,231.465281613353,-338.823225271157,24.6627734962044,4.40601168122044e-06
"Balsamiaceae.CID_BMV",9,174.973619272678,-51.6274616317138,229.841873439557,-331.947238545355,31.5387602220059,1.41561155160973e-07
"Balsamiaceae.CID_OUV",10,172.982546427342,-51.1622100851992,227.84176193144,-325.965092854683,37.5209059126778,7.11111441284448e-09
"Balsamiaceae.CID_OUM",10,181.660180999234,-51.8448858573861,238.238320241403,-343.320361998468,20.1656367688936,4.17432709409453e-05
"Balsamiaceae.CID_OUMV",11,174.821268867656,-51.7333445339644,229.507473975794,-327.642537735312,35.8434610320494,1.64509201306965e-08
"Brassiceae.CID_BM1",4,135.339510927034,-34.9817701567045,173.848296007697,-262.679021854067,51.0769735752683,4.15387188592764e-12
"Brassiceae.CID_OU1",5,161.877997714668,-34.9051918677682,200.339592787047,-313.755995429335,0,0.512480076190805
"Brassiceae.CD_BMV",5,138.792849428861,-39.1415029825554,181.329610663011,-267.585698857723,46.1702965716127,4.8297480013876e-11
"Brassiceae.CD_OUV",6,160.842965865004,-34.7062315740633,199.393011320621,-309.685931730008,4.07006369932742,0.0669690106558785
"Brassiceae.CD_OUM",6,162.34825186803,-35.0288251864281,200.647671985433,-312.69650373606,1.05949169327482,0.301724994384974
"Brassiceae.CD_OUMV",7,162.317838618806,-34.8702686994169,200.625096681267,-310.635677237613,3.1203181917225,0.107673418021471
"Brassiceae.CID_BMV",9,135.25134019485,-35.003721678986,173.470606718191,-252.502680389701,61.2533150396347,2.56264604919653e-14
"Brassiceae.CID_OUV",10,160.654544870003,-34.7982013866505,199.251860639181,-301.309089740007,12.4469056893284,0.00101593461306667
"Brassiceae.CID_OUM",10,162.954885154928,-34.9869585256897,201.325981286139,-305.909770309856,7.8462251194789,0.0101365659266527
"Brassiceae.CID_OUMV",11,145.956798267638,-39.6038333804231,188.783267517487,-269.913596535277,43.8423988940584,1.54675322193275e-10
"Cardamineae.CID_BM1",4,190.730842785135,-52.6595154865022,246.941832634517,-373.46168557027,29.9288506093341,2.8144734019606e-07
"Cardamineae.CID_OU1",5,202.488286157005,-52.499833707234,258.779249411643,-394.976572314009,8.4139638655945,0.0132219479913535
"Cardamineae.CD_BMV",5,192.777901223834,-52.5208191524157,249.050824635964,-375.555802447668,27.8347337319353,8.01915948659637e-07
"Cardamineae.CD_OUV",6,198.19116779632,-52.6787415816112,254.506946113528,-384.382335592639,19.0082005869647,6.61890534617506e-05
"Cardamineae.CD_OUM",6,207.695268089802,-52.7322195065312,264.288567550727,-403.390536179604,0,0.887900873844498
"Cardamineae.CD_OUMV",7,206.437338512679,-52.5949505559811,262.639086666609,-398.874677025358,4.51585915424533,0.0928449159783323
"Cardamineae.CID_BMV",9,192.571851325561,-52.9263685407762,249.059706166877,-367.143702651122,36.2468335284818,1.19526606476161e-08
"Cardamineae.CID_OUV",10,198.577508984402,-52.6570888676659,255.130764087044,-377.155017968805,26.2355182107989,1.78399687377929e-06
"Cardamineae.CID_OUM",10,206.692012817715,-53.1279745866038,263.278783954475,-393.384025635431,10.0065105441733,0.0059631856071081
"Cardamineae.CID_OUMV",11,194.196545456921,-53.2923812114386,251.021216650967,-366.393090913841,36.9974452657627,8.21242320921289e-09
"Cardueae.CID_BM1",4,262.287194399203,-74.4786034341456,339.902477658519,-516.574388798406,13.738315850559,0.00103382547013286
"Cardueae.CID_OU1",5,264.555981753394,-76.3681136095679,342.484990449402,-519.111963506787,11.2007411421781,0.00367683866684246
"Cardueae.CD_BMV",5,262.719247661489,-74.5726690873588,340.262140231424,-515.438495322977,14.8742093259881,0.000585856285043564
"Cardueae.CD_OUV",6,249.26299211864,-74.9667091573344,327.593148273771,-486.525984237279,43.7867204116864,3.08687527456919e-10
"Cardueae.CD_OUM",6,271.156352324483,-75.5570606035077,350.029868043857,-530.312704648965,0,0.994682803761684
"Cardueae.CD_OUMV",7,260.905978444015,-74.1103505064967,338.180006460554,-507.811956888031,22.5007477609346,1.29332988880152e-05
"Cardueae.CID_BMV",9,261.991549824466,-75.1323885106858,340.101864729642,-505.983099648932,24.3296050000333,5.18296183202496e-06
"Cardueae.CID_OUV",10,250.073337478556,-73.8139214170795,327.223043703973,-480.146674957112,50.1660296918535,1.27136330620961e-11
"Cardueae.CID_OUM",10,262.28587894341,-76.7171934599351,342.47124691447,-504.57175788682,25.7409467621454,2.55922836735674e-06
"Cardueae.CID_OUMV",11,250.29000560054,-73.5628148567221,327.28670431743,-478.580011201081,51.7326934478847,5.8086199303691e-12
"CES.CID_BM1",4,69.3658582082357,-14.1797658762468,87.3036874112312,-130.731716416471,3.65173047540591,0.121368436753109
"CES.CID_OU1",5,69.5153831898594,-14.1512198072688,87.4569041327758,-129.030766379719,5.35268051215857,0.0518500465599117
"CES.CD_BMV",5,69.6446872321357,-15.7809647506858,89.3731732275593,-129.289374464271,5.09407242760605,0.059007223872319
"CES.CD_OUV",6,65.5112006774354,-14.2072443383003,83.4509493445994,-119.022401354871,15.3610455370066,0.000347904702612982
"CES.CD_OUM",6,73.1917234459387,-14.8225558137997,91.9376358280072,-134.383446891877,0,0.753475188151655
"CES.CD_OUMV",7,70.0544915820773,-14.2177219842655,87.950231528065,-126.108983164155,8.2744637277228,0.0120307301815611
"CES.CID_BMV",9,69.3789647814036,-16.3341328471053,88.7431949357594,-120.757929562807,13.6255173290703,0.000828562857620544
"CES.CID_OUV",10,65.2502088139763,-14.3139956978027,83.3128194136339,-110.500417627953,23.8830292639248,4.90834459737156e-06
"CES.CID_OUM",10,70.4528769323363,-14.66908160383,89.55044413588,-120.905753864673,13.4776930272048,0.000892123748185475
"CES.CID_OUMV",11,69.931629525185,-14.3222701286318,87.938978206898,-117.86325905037,16.5201878415073,0.000194874828427873
"Chamaecrista.CID_BM1",4,250.690458120695,-14.4292039264521,268.299289053027,-493.380916241389,20.3765272105676,2.66291818744495e-05
"Chamaecrista.CID_OU1",5,261.878721725979,-13.7027279796857,279.314794625789,-513.757443451957,0,0.708050914118421
"Chamaecrista.CD_BMV",5,252.340556496497,-13.8276824553998,271.651143561404,-494.681112992994,19.0763304589635,5.10143034499197e-05
"Chamaecrista.CD_OUV",6,256.317709108925,-13.8119792241653,273.757357945597,-500.63541821785,13.122025234107,0.00100150451730351
"Chamaecrista.CD_OUM",6,261.961279691009,-13.9307853118597,279.54896806365,-511.922559382019,1.83488406993854,0.282894480795915
"Chamaecrista.CD_OUMV",7,259.389871218884,-13.8081422981796,276.785612421449,-504.779742437767,8.97770101418985,0.00795392483365805
"Chamaecrista.CID_BMV",9,253.351004334054,-15.9295721770229,274.474747177563,-488.702008668108,25.055434783849,2.56652768689484e-06
"Chamaecrista.CID_OUV",10,256.350969221971,-14.4495219125326,274.044887952039,-492.701938443941,21.0555050080158,1.89635511964438e-05
"Chamaecrista.CID_OUM",10,247.233063112787,-18.6570719811796,267.978708175303,-474.466126225575,39.2913172263823,2.0800001139105e-09
"Chamaecrista.CID_OUMV",11,245.098237258002,-14.4242347876158,262.670532023652,-468.196474516003,45.5609689359537,9.04952508627577e-11
"Chorisporeae.CID_BM1",4,19.2162457851274,-4.70565508902629,27.7456423298265,-30.4324915702548,9.00292383742669,0.00499092559654854
"Chorisporeae.CID_OU1",5,20.3612778402969,-4.667300047712,28.8790571626436,-30.7225556805938,8.71285972708771,0.00576989243378919
"Chorisporeae.CD_BMV",5,24.254410646833,-4.79181397471599,31.2118540325234,-38.508821293666,0.926594114015465,0.283096051473378
"Chorisporeae.CD_OUV",6,18.9438624265789,-4.72896752968899,27.6139553977096,-25.8877248531578,13.5476905545237,0.00051439595187453
"Chorisporeae.CD_OUM",6,25.0892695361462,-4.70919060921655,33.3486227183229,-38.1785390722923,1.25687633538916,0.240001490531659
"Chorisporeae.CD_OUMV",7,26.7177077038407,-4.69635261286805,35.1566956813339,-39.4354154076815,0,0.449926079532711
"Chorisporeae.CID_BMV",9,22.4220417911022,-5.53906329542869,30.3845164553745,-26.8440835822043,12.5913318254771,0.000829790009194021
"Chorisporeae.CID_OUV",10,18.8378008682314,-4.73001995070525,27.3685092183663,-17.6756017364628,21.7598136712187,8.47339915313297e-06
"Chorisporeae.CID_OUM",10,25.5417945958571,-4.74457592046998,33.2747098651379,-31.0835891917142,8.35182621596724,0.0069113859795749
"Chorisporeae.CID_OUMV",11,26.6819868904083,-4.745234108324,35.1030924355129,-31.3639737808167,8.07144162686478,0.00795151509211747
"Croton.CID_BM1",4,647.108599739804,-46.248591774426,697.051180565672,-1286.21719947961,55.5082391278481,8.7644841250573e-13
"Croton.CID_OU1",5,671.131717452017,-46.195317446536,720.99167516389,-1332.26343490403,9.46200370342262,0.00874056158931463
"Croton.CD_BMV",5,647.749387176805,-46.1391374181588,697.898880442746,-1285.49877435361,56.2266642538459,6.11958997910951e-13
"Croton.CD_OUV",6,650.437865635341,-46.018981979089,700.278167983759,-1288.87573127068,52.849707336773,3.31145762632314e-12
"Croton.CD_OUM",6,676.862719303728,-47.308475250154,727.41406168223,-1341.72543860746,0,0.991259438168123
"Croton.CD_OUMV",7,655.711015399474,-46.9266611967115,705.428381250191,-1297.42203079895,44.3034078085072,2.37588034667665e-10
"Croton.CID_BMV",9,647.94618769036,-45.5978094515371,697.022169601539,-1277.89237538072,63.8330632267348,1.36462641693675e-14
"Croton.CID_OUV",10,649.917134238222,-45.7091277835298,699.754282835398,-1279.83426847644,61.8911701310117,3.60321770000787e-14
"Croton.CID_OUM",10,651.155403850101,-46.4313942369286,701.489204589122,-1282.3108077002,59.4146309072528,1.24298006016562e-13
"Croton.CID_OUMV",11,645.136652896616,-46.9832915773079,695.086195390227,-1268.27330579323,73.4521328142246,1.11239583164194e-16
"Erysimeae.CID_BM1",4,86.7264779637403,-26.9638952200522,117.470119872976,-165.452955927481,4.0068851224805,0.0423435275229205
"Erysimeae.CID_OU1",5,89.7299205249806,-26.9935763149853,120.492608804306,-169.459841049961,0,0.313957660507727
"Erysimeae.CD_BMV",5,88.7164523833444,-26.839846297106,119.204118346099,-167.432904766689,2.02693628327242,0.113953445939002
"Erysimeae.CD_OUV",6,90.70092143826,-26.9470521717148,121.345565195081,-169.40184287652,0.057998173441149,0.304983919098034
"Erysimeae.CD_OUM",6,89.67239987718,-27.286380954447,120.35469370413,-167.34479975436,2.11504129560109,0.109042475506568
"Erysimeae.CD_OUMV",7,90.6447510698354,-27.0290579218949,121.327774102426,-167.289502139671,2.17033891029041,0.106068878740666
"Erysimeae.CID_BMV",9,88.5261289446135,-27.074731605013,119.254203826297,-159.052257889227,10.4075831607341,0.00172541319874255
"Erysimeae.CID_OUV",10,90.5239188174183,-27.2505482250176,121.323758350796,-161.047837634837,8.41200341512459,0.00467980494249534
"Erysimeae.CID_OUM",10,89.3846567084679,-27.5800434052577,120.224398879941,-158.769313416936,10.6905276330253,0.00149779544118825
"Erysimeae.CID_OUMV",11,90.5386076965779,-27.4396490950873,121.292031555131,-159.077215393156,10.3826256568054,0.00174707910265709
"Euclidieae.CID_BM1",4,32.8334158967832,-10.4988120495898,47.1882345715796,-57.6668317935664,2.95628731262042,0.111510001310802
"Euclidieae.CID_OU1",5,33.7507733511984,-10.6584380025901,48.0912126673028,-57.5015467023969,3.12157240378995,0.10266504914986
"Euclidieae.CD_BMV",5,32.7911946986476,-10.5067734771726,47.1720289002117,-55.5823893972951,5.0407297088917,0.0393262834966218
"Euclidieae.CD_OUV",6,32.2860382709462,-10.4898725718702,46.6304675463165,-52.5720765418925,8.05104256429439,0.0087297493569504
"Euclidieae.CD_OUM",6,36.3115595530934,-10.4854168164209,50.6457222423926,-60.6231191061868,0,0.488948878488951
"Euclidieae.CD_OUMV",7,36.5976056414296,-10.4887641787347,50.9484012831509,-59.1952112828592,1.42790782332767,0.239440279147507
"Euclidieae.CID_BMV",9,32.8162961345429,-10.499588482084,47.173388339934,-47.6325922690859,12.990526837101,0.00073859505069911
"Euclidieae.CID_OUV",10,32.2465146745915,-10.5608805575367,46.6939303153494,-44.493029349183,16.1300897570038,0.000153694726793803
"Euclidieae.CID_OUM",10,35.535096437169,-11.2003775645954,49.547953923703,-51.070192874338,9.55292623184883,0.00411975965344815
"Euclidieae.CID_OUMV",11,36.5935403689719,-11.2090458075799,50.9789099424911,-51.1870807379439,9.43603836824298,0.00436770961836628
"Eumalvoideae.CID_BM1",4,205.605282171393,-45.4791802665854,254.727447915783,-403.210564342786,11.6403535244748,0.00293687812196936
"Eumalvoideae.CID_OU1",5,205.552224455389,-45.503597418777,254.707567011494,-401.104448910778,13.7464689564827,0.00102458682923256
"Eumalvoideae.CD_BMV",5,205.68644073059,-45.6203072860984,254.869343418306,-401.37288146118,13.4780364060813,0.00117175861857486
"Eumalvoideae.CD_OUV",6,213.42545893363,-45.8053336806499,262.28522882334,-414.850917867261,0,0.989820799497899
"Eumalvoideae.CD_OUM",6,206.465236712493,-45.7935097213713,254.81404024199,-400.930473424986,13.9204444422754,0.000939226790974427
"Eumalvoideae.CD_OUMV",7,206.464743619812,-45.3014491960962,254.926417966061,-398.929487239624,15.9214306276373,0.000345351894513981
"Eumalvoideae.CID_BMV",9,202.640499893149,-48.5057417203208,254.85571017292,-387.280999786298,27.5699180809634,1.0205280145063e-06
"Eumalvoideae.CID_OUV",10,185.779577448721,-48.4855546016243,238.132072343666,-351.559154897442,63.2917629698192,1.78617855839331e-14
"Eumalvoideae.CID_OUM",10,211.85245442694,-45.9052961756749,261.402661334676,-403.70490885388,11.1460090133812,0.0037603777186552
"Eumalvoideae.CID_OUMV",11,188.894749183501,-45.499152562495,238.043327299501,-355.789498367002,59.0614195002586,1.48092233937598e-13
"Gesneriaceae.CID_BM1",4,671.766480086994,-27.3615595955605,703.017362625077,-1335.53296017399,0,0.637001750240504
"Gesneriaceae.CID_OU1",5,669.468323335991,-27.3430175537979,700.631549841142,-1328.93664667198,6.59631350200652,0.02353798860149
"Gesneriaceae.CD_BMV",5,670.101155941911,-27.5626951846243,701.66789739541,-1330.20231188382,5.33064829016575,0.044320541402102
"Gesneriaceae.CD_OUV",6,642.057812109141,-27.3368654386451,673.185767756998,-1272.11562421828,63.4173359557069,1.07954585522682e-14
"Gesneriaceae.CD_OUM",6,670.829301313637,-27.4404441077762,701.140093642719,-1329.65860262727,5.87435754671424,0.0337707022694492
"Gesneriaceae.CD_OUMV",7,644.754828629438,-27.3495861061249,675.846962092692,-1275.50965725888,60.0233029151134,5.89177298547274e-14
"Gesneriaceae.CID_BMV",9,675.874606350796,-27.4258177126957,707.037458351805,-1333.74921270159,1.78374747239604,0.261098744450297
"Gesneriaceae.CID_OUV",10,645.731070967774,-27.4102640257334,676.86227674701,-1271.46214193555,64.0708182384396,7.78644498821493e-15
"Gesneriaceae.CID_OUM",10,670.001385097591,-27.5772183997294,700.620311495642,-1320.00277019518,15.5301899788058,0.000270273036080635
"Gesneriaceae.CID_OUMV",11,641.326670409678,-27.3830335260666,672.635358143565,-1260.65334081936,74.8796193546318,3.501368975222e-17
"Grewioideae.CID_BM1",4,215.054145497483,-23.0672754167708,241.959082535966,-422.108290994966,7.49910037284116,0.0155360412708611
"Grewioideae.CID_OU1",5,219.803695683904,-23.1421173225892,246.712675658848,-429.607391367807,0,0.660312200628897
"Grewioideae.CD_BMV",5,215.560234046311,-22.9509596924733,242.524478721782,-421.120468092623,8.48692327518455,0.00948063329058535
"Grewioideae.CD_OUV",6,220.054861638971,-22.9655336143297,246.850652065124,-428.109723277942,1.4976680898647,0.312273282382314
"Grewioideae.CD_OUM",6,215.164847748235,-22.9908372605565,241.816435356183,-418.32969549647,11.2776958713374,0.00234870665895875
"Grewioideae.CD_OUMV",7,211.387642659426,-22.9925069170775,238.160790412813,-408.775285318851,20.8321060489561,1.97749306943378e-05
"Grewioideae.CID_BMV",9,209.804658185652,-29.8676270581236,243.569083414912,-401.609316371305,27.9980749965025,5.49597292257873e-07
"Grewioideae.CID_OUV",10,211.292886003294,-23.0095914003553,238.08720136188,-402.585772006587,27.02161936122,8.95528128352769e-07
"Grewioideae.CID_OUM",10,214.720360656273,-24.0702706306279,241.931552098251,-409.440721312546,20.1666700552616,2.75811620641642e-05
"Grewioideae.CID_OUMV",11,211.308259330422,-23.0140749704444,238.147037121792,-400.616518660845,28.9908727069624,3.34550205308914e-07
"Heliophileae.CID_BM1",4,116.338945597824,-18.0910494304909,138.097014058668,-224.677891195649,16.4491111519498,0.000135720798790673
"Heliophileae.CID_OU1",5,124.271918005458,-18.1498474577375,146.059251257467,-238.543836010917,2.58316633668136,0.139186805332424
"Heliophileae.CD_BMV",5,116.962867635912,-18.0252632226056,138.998721097989,-223.925735271824,17.2012670757745,9.31789523995366e-05
"Heliophileae.CD_OUV",6,124.482727610192,-18.0153498082246,146.140195243152,-236.965455220383,4.16154712721487,0.0632203699692475
"Heliophileae.CD_OUM",6,126.563501173799,-18.0180663189464,148.316592927101,-241.127002347598,0,0.506437095988988
"Heliophileae.CD_OUMV",7,126.945877924374,-18.0896139005689,148.697521870669,-239.891755848747,1.2352464988509,0.27308329896126
"Heliophileae.CID_BMV",9,116.986410362308,-18.0411764688842,138.693856536864,-215.972820724616,25.1541816229819,1.74728750789453e-06
"Heliophileae.CID_OUV",10,122.778807635505,-18.1271962023725,144.42613563291,-225.557615271011,15.5693870765875,0.000210705592546922
"Heliophileae.CID_OUM",10,126.817824021635,-18.0988302566293,148.479400155164,-233.635648043269,7.49135430432923,0.0119618565966076
"Heliophileae.CID_OUMV",11,127.071152685232,-17.9758114472402,148.847656565096,-232.142305370464,8.98469697713423,0.00566922052022763
"Hypericum.CID_BM1",4,168.310766163886,-12.9446964680588,185.073417423174,-328.621532327772,18.343642724983,7.45340297319899e-05
"Hypericum.CID_OU1",5,178.482587526378,-12.844230010534,195.229968446114,-346.965175052755,0,0.717176431617436
"Hypericum.CD_BMV",5,168.339452290305,-12.8684019633014,185.116720713944,-326.678904580609,20.2862704721463,2.82174878549751e-05
"Hypericum.CD_OUV",6,172.987157195798,-12.8966278373407,189.781409197606,-333.974314391597,12.9908606611588,0.00108316959042713
"Hypericum.CD_OUM",6,178.546362361747,-12.912204567343,195.277391047663,-345.092724723493,1.87245032926228,0.281208592186962
"Hypericum.CD_OUMV",7,173.013791479717,-12.8745390008067,189.751752682039,-332.027582959434,14.9375920933217,0.000409231541441011
"Hypericum.CID_BMV",9,168.2495782638,-13.0502801152336,185.056022816538,-318.499156527601,28.4660185251549,4.72398625598903e-07
"Hypericum.CID_OUV",10,172.946764317434,-12.95594593981,189.768206858733,-325.893528634868,21.0716464178872,1.90535597868986e-05
"Hypericum.CID_OUM",10,168.616365350651,-13.9379412659853,185.78553808126,-317.232730701302,29.7324443514531,2.50788577075038e-07
"Hypericum.CID_OUMV",11,167.937620286666,-14.1332555838154,185.05842500773,-313.875240573331,33.0899344794242,4.67991573670144e-08
"Lepidieae.CID_BM1",4,115.104869188475,-61.3755710828115,179.622161547778,-222.209738376951,39.623594615556,2.48263656458628e-09
"Lepidieae.CID_OU1",5,128.883905687438,-61.0048129427545,193.259204165008,-247.767811374876,14.0655216176306,0.000880598989947081
"Lepidieae.CD_BMV",5,135.916666496253,-60.7475052161731,200.395950206007,-261.833332992507,0,0.997854901186596
"Lepidieae.CD_OUV",6,129.427469064248,-60.4273830787795,193.163227874026,-246.854938128496,14.9783948640105,0.000557892182912948
"Lepidieae.CD_OUM",6,129.192850647397,-60.3226145397483,192.934629083105,-246.385701294794,15.4476316977127,0.000441221627666658
"Lepidieae.CD_OUMV",7,129.648744015822,-60.3619078965671,193.318019635852,-245.297488031645,16.535844960862,0.00025606739580633
"Lepidieae.CID_BMV",9,117.389916881591,-61.9881814678844,197.134637881511,-216.779833763183,45.0534992293241,1.6437067625486e-10
"Lepidieae.CID_OUV",10,128.884777267696,-60.9278194062741,192.74226451276,-237.769554535392,24.0637784571147,5.93860303589626e-06
"Lepidieae.CID_OUM",10,116.188348633359,-71.8974273770751,191.109847271461,-212.376697266718,49.4566357257892,1.81842502799407e-11
"Lepidieae.CID_OUMV",11,129.320394377136,-60.1595789475048,192.976641645464,-236.640788754273,25.1925442382339,3.37734884391634e-06
"Lupinus.CID_BM1",4,217.061346945083,-35.7639280199211,256.662219601159,-426.122693890166,28.5642577269697,6.04950503000421e-07
"Lupinus.CID_OU1",5,226.79597565302,-35.7454410119931,266.384201080551,-443.59195130604,11.0950003110954,0.00375942038064239
"Lupinus.CD_BMV",5,232.343475808568,-35.8675794949197,271.809522825785,-454.686951617136,0,0.964649619670509
"Lupinus.CD_OUV",6,208.92917269896,-35.6766244778049,248.388770449371,-405.85834539792,48.8286062192155,2.40642581251628e-11
"Lupinus.CD_OUM",6,229.903875714224,-35.848875347857,269.778778235034,-447.807751428449,6.87920018868692,0.0309435585364803
"Lupinus.CD_OUMV",7,217.478672331736,-35.7604867941943,257.010954408078,-420.957344663473,33.7296069536633,4.57170826627587e-08
"Lupinus.CID_BMV",9,228.988499199901,-38.2007960754744,274.464669894615,-439.976998399801,14.7099532173346,0.000616799256785929
"Lupinus.CID_OUV",10,208.893767729497,-35.8092501727902,248.540003775823,-397.787535458993,56.8994161581425,4.2542045418028e-13
"Lupinus.CID_OUM",10,226.963432570913,-35.7279296285216,266.499646899199,-433.926865141826,20.7600864753097,2.99484325702666e-05
"Lupinus.CID_OUMV",11,218.765072106882,-36.033088484058,257.950141557642,-415.530144213765,39.1568074033709,3.03093697157176e-09
"Lysimachieae.CID_BM1",4,200.066356360268,-37.760974677914,241.636195856625,-392.132712720536,7.7401297966166,0.0141820666194697
"Lysimachieae.CID_OU1",5,203.95321765228,-37.7194635096714,245.560611567481,-397.906435304561,1.96640721259206,0.254382628350715
