"","np","lnLik","DiscLik","ContLik","AIC","dAIC","AICwt"
"Gesneriaceae.CID_OUV",10,499.471890269251,-27.2126640875409,530.540111130201,-978.943780538502,159.883019304043,1.2875007045488e-35
"Gesneriaceae.CID_OUM",10,551.098727398815,-27.5742489713413,581.800721758777,-1082.19745479763,56.6293450449157,3.3962367638692e-13
"Gesneriaceae.CID_OUMV",11,496.89141583362,-27.4652851909811,528.055029358197,-971.782831667239,167.043968175306,3.58729576961378e-37
"Grewioideae.CID_BM1",4,160.061500111447,-23.068918208338,186.859231019166,-312.123000222893,10.2109684954296,0.00232966636028433
"Grewioideae.CID_OU1",5,166.166984359161,-23.1212636617296,193.049362489155,-322.333968718323,0,0.384217697310354
"Grewioideae.CD_BMV",5,161.761333275713,-22.9587227017567,188.878180290799,-313.522666551426,8.81130216689712,0.00469058931733199
"Grewioideae.CD_OUV",6,166.749153531525,-22.9240137924784,193.675859429461,-321.498307063051,0.835661655271792,0.252997215918533
"Grewioideae.CD_OUM",6,166.656773537223,-22.9996938081189,193.452804751543,-321.313547074445,1.02042164387751,0.230672392608689
"Grewioideae.CD_OUMV",7,167.041725805591,-22.936081751998,193.843273117775,-320.083451611182,2.25051710714104,0.124704976349034
"Grewioideae.CID_BMV",9,161.683978919679,-23.0324421465871,188.991864065482,-305.367957839359,16.9660108789639,7.95160709486756e-05
"Grewioideae.CID_OUV",10,157.289561383834,-23.0227016837321,184.155745498187,-294.579122767669,27.7548459506539,3.61151267699668e-07
"Grewioideae.CID_OUM",10,163.897608254875,-23.3964884712122,190.903851871572,-307.79521650975,14.5387522085728,0.000267625465618174
"Grewioideae.CID_OUMV",11,162.995884906519,-23.1494673578237,189.804320862466,-303.991769813037,18.3421989052853,3.99594479399265e-05
"Heliophileae.CID_BM1",4,107.048248344567,-18.0250474017158,128.701476881636,-206.096496689135,1.21619791985916,0.178341615190963
"Heliophileae.CID_OU1",5,108.656347304497,-18.005316883692,130.322396058985,-207.312694608994,0,0.327602131183637
"Heliophileae.CD_BMV",5,107.505336924722,-18.0174970601992,128.774341245944,-205.010673849445,2.30202075954929,0.10362612580596
"Heliophileae.CD_OUV",6,107.358827824241,-18.0221309705343,129.017258185144,-202.717655648482,4.59503896051211,0.0329265847024795
"Heliophileae.CD_OUM",6,109.563232200604,-18.0819169890444,130.779826909009,-207.126464401208,0.186230207786394,0.298474575054778
"Heliophileae.CD_OUMV",7,108.8328067531,-17.7809370016845,130.490637783453,-203.665613506199,3.64708110279477,0.0528923812104327
"Heliophileae.CID_BMV",9,107.56588211157,-17.8619172837772,129.124407551093,-197.131764223139,10.1809303858549,0.00201644218604683
"Heliophileae.CID_OUV",10,107.368154708293,-17.776227047164,129.039487694102,-194.736309416587,12.5763851924071,0.000608722525166106
"Heliophileae.CID_OUM",10,108.783494106828,-18.0327902376189,130.262315864579,-197.566988213656,9.74570639533803,0.00250664864490019
"Heliophileae.CID_OUMV",11,108.869309585729,-18.0688098524005,130.550550512016,-195.738619171457,11.574075437537,0.00100477349563673
"Hypericum.CID_BM1",4,145.347604145512,-12.8816514733744,162.089027135725,-282.695208291024,11.706541579326,0.00207567391508636
"Hypericum.CID_OU1",5,152.200874935175,-12.8812612701488,168.960911350233,-294.40174987035,0,0.723106611905169
"Hypericum.CD_BMV",5,145.661765263109,-12.8890055517696,162.113991472839,-281.323530526218,13.0782193441314,0.00104544956318018
"Hypericum.CD_OUV",6,148.698558758678,-12.8732444041513,165.436483898536,-285.397117517356,9.00463235299316,0.00801440455902202
"Hypericum.CD_OUM",6,152.168524902924,-12.8432760419226,168.876154213144,-292.337049805849,2.06470006450076,0.257548135527474
"Hypericum.CD_OUMV",7,148.687745758616,-12.8292354550252,165.418697362593,-283.375491517232,11.0262583531177,0.00291662606902346
"Hypericum.CID_BMV",9,145.594579949408,-13.0501487556153,162.261945568153,-273.189159898817,21.2125899715329,1.790387128176e-05
"Hypericum.CID_OUV",10,152.265672862701,-12.9918042463453,169.124087497854,-284.531345725402,9.87040414494743,0.00519841928903706
"Hypericum.CID_OUM",10,148.01272313416,-13.07569826158,164.850953771882,-276.025446268319,18.3763036020304,7.39330642675197e-05
"Hypericum.CID_OUMV",11,145.754154214836,-13.3421026715134,162.430985060047,-269.508308429672,24.8934414406774,2.84223645838169e-06
"Lepidieae.CID_BM1",4,110.990812202666,-61.2880667028222,175.472635078174,-213.981624405331,11.2898961743347,0.00151288644290576
"Lepidieae.CID_OU1",5,117.366812550064,-61.0133704957444,181.791114095715,-224.733625100129,0.537895479537156,0.327019474813685
"Lepidieae.CD_BMV",5,117.635760289833,-59.8459656673158,181.313197021101,-225.271520579666,0,0.427933352456831
"Lepidieae.CD_OUV",6,103.37183043029,-60.2592856012722,167.093073337177,-194.743660860579,30.5278597190868,1.00539246460959e-07
"Lepidieae.CD_OUM",6,118.055670493116,-60.1876352157091,181.716432815875,-224.111340986232,1.16017959343415,0.239577670785175
"Lepidieae.CD_OUMV",7,104.268853671813,-60.1984915474374,167.85971562942,-194.537707343627,30.7338132360391,9.0701274137267e-08
"Lepidieae.CID_BMV",9,99.8268676171204,-73.5519162510333,175.2899154432,-181.653735234241,43.6177853454252,1.44508832338072e-10
"Lepidieae.CID_OUV",10,102.030562307399,-61.1124898014833,165.905239440241,-184.061124614798,41.210395964868,4.81562159966711e-10
"Lepidieae.CID_OUM",10,117.952133266303,-60.1358265011253,181.708055927399,-215.904266532606,9.36725404705982,0.00395642342387279
"Lepidieae.CID_OUMV",11,102.205095383037,-60.7778072953001,165.792927461258,-182.410190766074,42.8613298135923,2.10938874047347e-10
"Lupinus.CID_BM1",4,186.066155307368,-35.7871645143582,225.680569692424,-364.132310614736,36.7315190378274,1.05129537932244e-08
"Lupinus.CID_OU1",5,196.6156792495,-35.7511736205607,236.196199467823,-383.231358499001,17.6324711535628,0.00014758095232211
"Lupinus.CD_BMV",5,205.431914826282,-35.8686726588989,245.062934718244,-400.863829652564,0,0.995113849608342
"Lupinus.CD_OUV",6,180.115562511478,-35.7663401188047,219.648419123752,-348.231125022955,52.6327046296084,3.70532388941381e-12
"Lupinus.CD_OUM",6,197.553777242879,-35.765431690528,237.070265075403,-383.107554485758,17.7562751668061,0.000138722404714938
"Lupinus.CD_OUMV",7,182.800603128131,-35.7377497002631,222.31876791533,-351.601206256262,49.2626233963018,1.99815888309108e-11
"Lupinus.CID_BMV",9,185.812501627016,-36.4859082314584,225.69902357176,-353.625003254032,47.2388263985317,5.49657239476598e-11
"Lupinus.CID_OUV",10,196.370015989924,-36.1682327724593,236.178636345779,-372.740031979849,28.1237976727148,7.77799573933018e-07
"Lupinus.CID_OUM",10,205.054909313775,-37.6522315436494,227.982390057571,-390.109818627549,10.7540110250147,0.00459905864344038
"Lupinus.CID_OUMV",11,170.860522720654,-35.6826820679275,210.446638913101,-319.721045441309,81.1427842112548,2.38748722270817e-18
"Lysimachieae.CID_BM1",4,167.275274285816,-37.7598808568733,208.832134108678,-326.550548571633,3.96625622063465,0.0938067728084512
"Lysimachieae.CID_OU1",5,168.526558008018,-37.7465947479772,210.117114844641,-327.053116016036,3.46368877623155,0.120605004532882
"Lysimachieae.CD_BMV",5,170.258402396134,-38.2999877564333,212.655059063737,-330.516804792268,0,0.681546968804215
"Lysimachieae.CD_OUV",6,145.406121825683,-37.764245104851,186.94654069394,-278.812243651367,51.7045611409008,4.0363888167316e-12
"Lysimachieae.CD_OUM",6,169.242861268435,-37.8053560654484,211.188465672141,-326.485722536869,4.03108225539825,0.0908149610043437
"Lysimachieae.CD_OUMV",7,149.74899421135,-37.6552605719398,191.355404992895,-285.4979884227,45.0188163695679,1.14231012187422e-10
"Lysimachieae.CID_BMV",9,170.263315367673,-38.1360861112216,212.579783921428,-322.526630735346,7.99017405692149,0.0125444475331837
"Lysimachieae.CID_OUV",10,145.186173164509,-37.9866122888125,186.94195083946,-270.372346329018,60.14445846325,5.93324902828681e-14
"Lysimachieae.CID_OUM",10,168.351084596668,-37.9067049335239,210.343314163461,-316.702169193337,13.8146355989306,0.000681845196872396
"Lysimachieae.CID_OUMV",11,149.555774607394,-38.0506425554624,191.294235936507,-277.111549214787,53.4052555774806,1.72461392995022e-12
"Onagraceae.CID_BM1",4,368.16628089601,-86.7740020983127,458.777857669819,-728.332561792019,128.960733713769,5.95941219207645e-29
"Onagraceae.CID_OU1",5,427.212683542647,-87.3833684867517,517.943493163751,-844.425367085294,12.867928420494,0.000964796654585373
"Onagraceae.CD_BMV",5,368.150685197263,-87.2279348284172,458.648372429946,-726.301370394527,130.991925111261,2.15841930806499e-29
"Onagraceae.CD_OUV",6,434.646647752894,-87.1444092013155,525.157271446468,-857.293295505788,0,0.600718410479305
"Onagraceae.CD_OUM",6,432.354087859044,-86.5859293271021,522.892381420955,-852.708175718088,4.58511978770025,0.060677102079279
"Onagraceae.CD_OUMV",7,435.070455354763,-87.0993331702053,525.60349341796,-856.140910709526,1.15238479626225,0.337624351597987
"Onagraceae.CID_BMV",9,363.26901084153,-96.0438949931425,455.942351911375,-708.53802168306,148.755273822728,2.99829012611707e-33
"Onagraceae.CID_OUV",10,401.920553546607,-82.0701086271875,484.372888181448,-783.841107093214,73.4521884125745,6.74110181359909e-17
"Onagraceae.CID_OUM",10,428.070942509782,-88.2574169352542,518.820972944493,-836.141885019563,21.1514104862247,1.53355908392707e-05
"Onagraceae.CID_OUMV",11,420.713390287273,-86.9776056600547,511.16885514725,-819.426780574546,37.866514931242,3.59800448518728e-09
"Orobanchaceae.CID_BM1",4,118.246090990682,-49.9856803004005,171.249797336648,-228.492181981363,25.6670120216467,1.56070573685831e-06
"Orobanchaceae.CID_OU1",5,132.079597001505,-48.9689095229958,184.82171085445,-254.15919400301,0,0.584577197272613
"Orobanchaceae.CD_BMV",5,124.607172662512,-48.9440926668448,177.555199167381,-239.214345325024,14.9448486779859,0.000332360354766929
"Orobanchaceae.CD_OUV",6,127.990053580588,-48.8033298678692,180.599828477451,-243.980107161175,10.1790868418349,0.00360148199240074
"Orobanchaceae.CD_OUM",6,132.704718169732,-48.6974897699582,185.270939186161,-253.409436339464,0.74975766354595,0.401822325460291
"Orobanchaceae.CD_OUMV",7,129.069294619995,-49.0505925201597,181.675853986622,-244.13858923999,10.0206047630197,0.00389847895184985
"Orobanchaceae.CID_BMV",9,118.772602408996,-48.7610893875908,171.28505003599,-219.545204817992,34.6139891850183,1.78036734870025e-08
"Orobanchaceae.CID_OUV",10,132.45226326365,-49.3225608696915,185.287211377805,-244.9045265273,9.25466747570954,0.00571763414244314
"Orobanchaceae.CID_OUM",10,118.193433549418,-49.2219018685739,170.815942784966,-216.386867098835,37.7723269041745,3.67016254802892e-09
"Orobanchaceae.CID_OUMV",11,128.691540702198,-49.32629861517,181.560028888366,-235.383081404396,18.7761125986141,4.89396460615824e-05
"Panicoideae.CID_BM1",4,734.250902299622,-311.885068559431,1044.0547688338,-1460.50180459924,407.153779552033,2.62105103305937e-89
"Panicoideae.CID_OU1",5,935.455560700549,-311.653129536495,1246.42377705925,-1860.9111214011,6.74446275017885,0.0232409497555244
"Panicoideae.CD_BMV",5,737.429363493492,-308.326919206876,1045.83695136311,-1464.85872698698,402.796857164294,2.31509678829309e-88
"Panicoideae.CD_OUV",6,938.154008574629,-308.076372122505,1246.65388334559,-1864.30801714926,3.34756700201956,0.127022428408185
"Panicoideae.CD_OUM",6,939.827792075639,-306.21240617736,1248.00352762606,-1867.65558415128,0,0.67732226138442
"Panicoideae.CD_OUMV",7,939.45486479706,-306.379969738825,1247.69220041618,-1864.90972959412,2.74585455715805,0.171609216520135
"Panicoideae.CID_BMV",9,779.908955074415,-337.981474513901,1121.97143685416,-1541.81791014883,325.837674002447,1.19136117251903e-71
"Panicoideae.CID_OUV",10,780.940887063954,-328.989523956947,1107.61442283183,-1541.88177412791,325.773810023369,1.23001760885749e-71
"Panicoideae.CID_OUM",10,935.406263141779,-306.957784319,1243.58289439733,-1850.81252628356,16.8430578677194,0.000149063668290147
"Panicoideae.CID_OUMV",11,937.888172757414,-307.471244458552,1246.66911251067,-1853.77634551483,13.8792386364503,0.000656080263445192
"Polemoniaceae.CID_BM1",4,348.284321238832,-62.3512393167127,414.493652454346,-688.568642477665,43.4151023568866,3.73666193003918e-10
"Polemoniaceae.CID_OU1",5,359.786180139732,-62.3716421223341,425.981734069536,-709.572360279464,22.4113845550875,1.35951241452993e-05
"Polemoniaceae.CD_BMV",5,361.26992190135,-62.3546735259396,428.494697044137,-712.539843802699,19.4439010318522,5.99465283885233e-05
"Polemoniaceae.CD_OUV",6,371.991872417276,-62.5936802646223,438.909041465506,-731.983744834551,0,0.999892935042129
"Polemoniaceae.CD_OUM",6,361.405403874119,-62.3353225286457,427.899988291769,-710.810807748239,21.1729370863123,2.52527470564455e-05
"Polemoniaceae.CD_OUMV",7,361.266468169703,-62.4869998027023,428.243569917285,-708.532936339406,23.4508084951457,8.08490901736016e-06
"Polemoniaceae.CID_BMV",9,348.288216741766,-62.3941446872142,414.153500876192,-678.576433483532,53.407311351019,2.5275700072016e-12
"Polemoniaceae.CID_OUV",10,359.796532269583,-62.3612446959576,425.604561196801,-699.593064539167,32.3906802953844,9.25564398109235e-08
"Polemoniaceae.CID_OUM",10,359.79826149848,-62.3160304909009,425.970383528718,-699.596522996959,32.3872218375921,9.27166295436125e-08
"Polemoniaceae.CID_OUMV",11,327.630639016892,-62.2823013859598,393.801022488595,-633.261278033784,98.7224668007674,3.65293726750547e-22
"Pooideae.CID_BM1",4,879.637657947967,-273.132300480425,1154.97666597622,-1751.27531589593,537.011770635931,2.45118250284211e-117
"Pooideae.CID_OU1",5,1083.78108665549,-273.099054923152,1358.52733731314,-2157.56217331098,130.724913220889,4.10625362636115e-29
"Pooideae.CD_BMV",5,903.387388213711,-272.515421546137,1181.40499811457,-1796.77477642742,491.512310104442,1.85976455827743e-107
"Pooideae.CD_OUV",6,1096.3033610552,-271.179710788938,1371.31799946376,-2180.60672211041,107.680364421456,4.14482273267603e-24
"Pooideae.CD_OUM",6,1120.36370800649,-272.05166487305,1395.64641735667,-2228.72741601299,59.5596705188782,1.16622373203533e-13
"Pooideae.CD_OUMV",7,1151.14354326593,-273.930483313474,1425.9039784923,-2288.28708653187,0,0.999999999999883
"Pooideae.CID_BMV",9,880.222510888714,-271.859035487997,1154.89707810637,-1742.44502177743,545.842064754436,2.96416000589736e-119
"Pooideae.CID_OUV",10,1088.09060226462,-270.775413700316,1362.0305890115,-2156.18120452925,132.105882002616,2.05860114336505e-29
"Pooideae.CID_OUM",10,1065.0325119067,-271.96403977752,1340.14137708587,-2110.06502381339,178.222062718472,1.9932914503258e-39
"Pooideae.CID_OUMV",11,1085.11059609639,-270.45293961381,1358.85184173391,-2148.22119219278,140.065894339084,3.84660412368793e-31
"Primulaceae.CID_BM1",4,238.514205707238,-30.4744760279591,272.786848397193,-469.028411414476,75.9131243685556,2.00215692165594e-17
"Primulaceae.CID_OU1",5,276.8617084877,-30.4384259032506,311.112776721631,-543.723416975399,1.21811880763266,0.332133347977665
"Primulaceae.CD_BMV",5,243.178498864312,-30.8898281746635,278.832069096323,-476.356997728623,68.5845380544085,7.81412602296908e-16
"Primulaceae.CD_OUV",6,275.430845775257,-30.3674508013599,309.683126076956,-538.861691550513,6.07984423251844,0.029214753144879
"Primulaceae.CD_OUM",6,278.470767891516,-30.4292634583373,312.672334566437,-544.941535783032,0,0.61069395556491
"Primulaceae.CD_OUMV",7,275.899630373812,-30.3679975567503,310.191918184512,-537.799260747624,7.14227503540792,0.0171750616036684
"Primulaceae.CID_BMV",9,243.035964047378,-30.9876957687435,278.171805720523,-468.071928094755,76.8696076882765,1.24108177737649e-17
"Primulaceae.CID_OUV",10,275.242894443642,-30.9737227264226,309.610534471701,-530.485788887285,14.4557468957469,0.000443402428310898
"Primulaceae.CID_OUM",10,278.365688828299,-30.432023425752,312.571968918465,-536.731377656598,8.21015812643384,0.0100695586685647
"Primulaceae.CID_OUMV",11,275.746544556047,-30.4306748241877,310.07062487253,-529.493089112093,15.4484466709386,0.000269920612001963
"Rubieae.CID_BM1",4,160.699933887825,-51.2864498144901,215.785283929646,-313.399867775651,63.9001388546927,1.26038668766062e-14
"Rubieae.CID_OU1",5,187.158827764648,-51.7823010975865,242.22838382946,-364.317655529296,12.9823511010469,0.00143602147139314
"Rubieae.CD_BMV",5,169.825356134992,-51.4887687987293,225.677039121579,-329.650712269984,47.6492943603596,4.25921783677994e-11
"Rubieae.CD_OUV",6,186.98527189784,-51.8038712592122,242.000741937773,-361.97054379568,15.3294628346635,0.000444111578998675
"Rubieae.CD_OUM",6,191.735533240739,-51.7186066690957,247.078785650677,-371.471066481478,5.82894014886506,0.0513457361990553
"Rubieae.CD_OUMV",7,195.650003315172,-50.7522678888076,250.139275762482,-377.300006630343,0,0.946766006344705
"Rubieae.CID_BMV",9,164.495093443227,-52.7098655530353,221.047761816229,-310.990186886455,66.3098197438885,3.77788079905294e-15
