"","rates","alpha","sigma.sq","theta","expected_mean","expected_var","tip_state"
"Alysseae.Odontarrhena_bertolonii",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.32303346713234,0.101179113414863,"perennial"
"Alysseae.Clypeola_cyclodontea",0.04737238699308,0.208191494012281,0.0482196723870779,6.24462062988508,6.25323530616266,0.120317999168535,"annual"
"Alysseae.Clypeola_jonthlaspi",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.25323530616266,0.120317999168535,"annual"
"Alysseae.Alyssum_fastigiatum",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.30861310479729,0.103085073588064,"perennial"
"Alysseae.Alyssum_montanum",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.30861310479729,0.103085073588064,"perennial"
"Alysseae.Alyssum_cuneifolium",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.30861310480088,0.103085073587342,"perennial"
"Alysseae.Alyssum_gmelinii",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.30861310480088,0.103085073587342,"perennial"
"Alysseae.Alyssum_siculum",0.0473723870770849,0.208191494012281,0.0482196723869791,6.24462062988508,6.24883726933872,0.120637069584787,"annual"
"Alysseae.Alyssum_alyssoides",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933872,0.120637069584787,"annual"
"Alysseae.Alyssum_granatense",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933873,0.120637069584787,"annual"
"Alysseae.Alyssum_turkestanicum",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933965,0.120637069584707,"annual"
"Alysseae.Alyssum_foliosum",0.047372447032982,0.208191494012281,0.0482196723225473,6.24462062988508,6.24883726933975,0.120637069584698,"annual"
"Alysseae.Alyssum_szovitsianum",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933956,0.120637069584715,"annual"
"Alysseae.Alyssum_minutum",0.0473723870615148,0.208191494012281,0.0482196723869958,6.24462062988508,6.24883726933956,0.120637069584715,"annual"
"Alysseae.Alyssum_stapfii",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726934049,0.120637069584634,"annual"
"Alysseae.Alyssum_strigosum",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933956,0.120637069584715,"annual"
"Alysseae.Alyssum_hirsutum",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933919,0.120637069584747,"annual"
"Alysseae.Alyssum_simplex",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933919,0.120637069584747,"annual"
"Alysseae.Alyssum_umbellatum",0.0473723869852047,0.208191494012281,0.0482196723870778,6.24462062988508,6.24883726933928,0.120637069584739,"annual"
"Alysseae.Alyssum_persicum",0.0232614721264467,0.208191494012281,0.0380494889853681,6.3626500311547,6.3032163986601,0.104074094128028,"perennial"
"Alysseae.Alyssum_lenense",0.0231752488311559,0.208191494012281,0.0380494889333695,6.36265007596469,6.30321639866512,0.104074094126944,"perennial"
"Alysseae.Alyssum_dasycarpum",0.0473723871656975,0.208191494012281,0.0482196723870778,6.24462062988526,6.24991996923501,0.120182312462996,"annual"
"Alysseae.Fibigia_clypeata",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.36079550738181,0.0964731171523481,"perennial"
"Alysseae.Fibigia_eriocarpa",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.36079550738181,0.0964731171523481,"perennial"
"Alysseae.Fibigia_macrocarpa",0.0231752687431685,0.208191494012281,0.0380494893455227,6.36265007596703,6.36079550738201,0.0964731171523698,"perennial"
"Alysseae.Lutzia_cretica",0.0231752453846116,0.208191494012281,0.0380494889513463,6.36265007596703,6.36079550738177,0.0964731171523438,"perennial"
"Alysseae.Alyssoides_utriculata",0.0231752641173221,0.208191494012281,0.0380494892674614,6.36265007596703,6.36079550738177,0.0964731171523438,"perennial"
"Alysseae.Clastopus_vestitus",0.0231752662374,0.208191494012281,0.0380494893032377,6.36265007596703,6.36079550738205,0.0964731171523742,"perennial"
"Alysseae.Hormathophylla_longicaulis",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.36079550738149,0.0964731171523133,"perennial"
"Alysseae.Hormathophylla_reverchonii",0.0231752443228001,0.208191494012281,0.0380494889333697,6.36265007596703,6.36079550738149,0.0964731171523133,"perennial"
"Alysseae.Hormathophylla_spinosa",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.36079550738136,0.0964731171523003,"perennial"
"Alysseae.Hormathophylla_purpurea",0.0231752443193298,0.208191494012281,0.0380494889333695,6.36265007596703,6.36079550738144,0.096473117152309,"perennial"
"Alysseae.Hormathophylla_cadevalliana",0.023175263694798,0.208191494012281,0.0380494892603312,6.36265007596703,6.36079550738161,0.0964731171523264,"perennial"
"Alysseae.Bornmuellera_tymphaea",0.0231752443193241,0.208191494012281,0.0380494889333695,6.36265007596703,6.36079507542467,0.0964810570471743,"perennial"
