"","rates","alpha","sigma.sq","theta","expected_mean","expected_var","tip_state"
"Alysseae.Odontarrhena_bertolonii",0.0256162287882583,0.477980982177404,0.497902754627165,2.52104252089908,2.49711760383633,0.526309056052438,"perennial"
"Alysseae.Clypeola_cyclodontea",0.0457789901252731,0.477980982177404,0.485526289473778,2.29766643570689,2.29983011098373,0.513663115241148,"annual"
"Alysseae.Clypeola_jonthlaspi",0.0457789938612897,0.477980982177404,0.485526289473765,2.29766643591386,2.29983011098373,0.513663115241148,"annual"
"Alysseae.Alyssum_fastigiatum",0.0256162287879768,0.477980982177404,0.497902754627165,2.52104252089908,2.48136941903081,0.526074325010829,"perennial"
"Alysseae.Alyssum_montanum",0.0256162287879768,0.477980982177404,0.497902754627165,2.52104252089908,2.48136941903081,0.526074325010829,"perennial"
"Alysseae.Alyssum_cuneifolium",0.0256162287879768,0.477980982177404,0.497902754627165,2.52104252089908,2.48136941903718,0.526074325011018,"perennial"
"Alysseae.Alyssum_gmelinii",0.0256162287982396,0.477980982177404,0.497902754627165,2.52104252089844,2.48136941903718,0.526074325011018,"perennial"
"Alysseae.Alyssum_siculum",0.0457789901320314,0.477980982177404,0.485526289476466,2.29766643571128,2.2982691343812,0.513689342043736,"annual"
"Alysseae.Alyssum_alyssoides",0.0457789901113009,0.477980982177404,0.485526289473778,2.29766643570611,2.2982691343812,0.513689342043736,"annual"
"Alysseae.Alyssum_granatense",0.0457789901248575,0.477980982177404,0.485526289475536,2.29766643570949,2.2982691343812,0.513689342043736,"annual"
"Alysseae.Alyssum_turkestanicum",0.045778990111301,0.477980982177404,0.485526289473778,2.29766643570611,2.29826913438152,0.513689342043716,"annual"
"Alysseae.Alyssum_foliosum",0.0457789901113019,0.477980982177404,0.485526289473778,2.29766643570611,2.29826913438155,0.513689342043715,"annual"
"Alysseae.Alyssum_szovitsianum",0.0457789918661417,0.477980982177404,0.485526289473778,2.29766643580333,2.29826913438148,0.513689342043718,"annual"
"Alysseae.Alyssum_minutum",0.045778990153549,0.477980982177404,0.485526289473778,2.29766643570845,2.29826913438148,0.513689342043718,"annual"
"Alysseae.Alyssum_stapfii",0.0457789901295928,0.477980982177404,0.48552628947378,2.29766643570713,2.2982691343818,0.513689342043699,"annual"
"Alysseae.Alyssum_strigosum",0.0457789901113248,0.477980982177404,0.485526289473781,2.29766643570612,2.29826913438149,0.513689342043719,"annual"
"Alysseae.Alyssum_hirsutum",0.0457789901113891,0.477980982177404,0.485526289473789,2.29766643570613,2.29826913438136,0.513689342043726,"annual"
"Alysseae.Alyssum_simplex",0.0457789901288335,0.477980982177404,0.485526289476051,2.29766643571049,2.29826913438136,0.513689342043726,"annual"
"Alysseae.Alyssum_umbellatum",0.0457789901130188,0.477980982177404,0.48552628947378,2.29766643570621,2.29826913438139,0.513689342043724,"annual"
"Alysseae.Alyssum_persicum",0.0256162300690181,0.477980982177404,0.497902754627155,2.52104252081893,2.48763033954348,0.526035390948071,"perennial"
"Alysseae.Alyssum_lenense",0.0256162287884358,0.477980982177404,0.497902754627155,2.52104252089908,2.48763033955064,0.526035390948308,"perennial"
"Alysseae.Alyssum_dasycarpum",0.045787073833003,0.477980982177404,0.485526288542378,2.29766643570611,2.32090465438358,0.514189916627396,"annual"
"Alysseae.Fibigia_clypeata",0.0256162287879768,0.477980982177404,0.497902754627165,2.52104252089908,2.52099784809345,0.526349356862457,"perennial"
"Alysseae.Fibigia_eriocarpa",0.025616228787977,0.477980982177404,0.497902754627165,2.52104252089908,2.52099784809345,0.526349356862457,"perennial"
"Alysseae.Alyssoides_utriculata",0.0256162288181381,0.477980982177404,0.497902754627152,2.52104252089921,2.52099784809345,0.526349356862456,"perennial"
"Alysseae.Clastopus_vestitus",0.0256162287879768,0.477980982177404,0.497902754627165,2.52104252089908,2.52099784809346,0.526349356862464,"perennial"
"Alysseae.Hormathophylla_longicaulis",0.0256162287879768,0.477980982177404,0.497902754627165,2.52104252089908,2.52099784809343,0.526349356862447,"perennial"
"Alysseae.Hormathophylla_reverchonii",0.0256162287989395,0.477980982177404,0.497902754627165,2.52104252089839,2.52099784809343,0.526349356862447,"perennial"
