"wcvp_name","gbif_name"
"Pentacalia luteynorum","Pentacalia luteynorum H.Rob. & Cuatrec."
"Pentacalia morazensis","Pentacalia morazensis (Greenm.) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Greenm.)"
"Pentacalia moronensis","Pentacalia moronensis H.Rob. & Cuatrec."
"Pentacalia mucronatifolia","Pentacalia mucronatifolia H.Rob. & Cuatrec."
"Pentacalia napoensis","Pentacalia napoensis H.Rob. & Cuatrec."
"Pentacalia neblinensis","Pentacalia neblinensis Pruski"
"Pentacalia nunezii","Pentacalia nunezii H.Rob. & Cuatrec."
"Pentacalia odorata","Pentacalia odorata S.Díaz & G.P.Méndez"
"Lasianthus barbiger","Lasianthus barbiger Ridl."
"Pentacalia oronocensis","Pentacalia oronocensis (DC.) Cuatrec. Cuatrec. (DC.)"
"Pentacalia pailasensis","Pentacalia pailasensis H.Rob. & Cuatrec."
"Pentacalia paipana","Pentacalia paipana Rodr.-Cabeza & S.Díaz"
"Pentacalia palaciosii","Pentacalia palaciosii H.Rob. & Cuatrec."
"Pentacalia pavonii","Pentacalia pavonii (Wedd.) Cuatrec. Cuatrec. (Wedd.)"
"Pentacalia petiolincrassata","Pentacalia petiolincrassata (Cabrera & Zardini) H.Beltrán H.Beltrán (Cabrera & Zardini)"
"Lasianthus batangensis","Lasianthus batangensis K.Schum."
"Pentacalia phanerandra","Pentacalia phanerandra (Cufod.) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Cufod.)"
"Pentacalia phelpsiae","Pentacalia phelpsiae (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia phorodendroides","Pentacalia phorodendroides (L.O.Williams) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (L.O.Williams)"
"Pentacalia pleniaurita","Pentacalia pleniaurita (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia poeppigiana","Pentacalia poeppigiana A.Granda"
"Anthurium corallinum","Anthurium corallinum Poepp."
"Pentacalia pomacochana","Pentacalia pomacochana (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia popayanensis","Pentacalia popayanensis (Hieron.) Cuatrec. Cuatrec. (Hieron.)"
"Pentacalia poyasensis","Pentacalia poyasensis (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia psidiifolia","Pentacalia psidiifolia (Rusby) Cuatrec. Cuatrec. (Rusby)"
"Pentacalia ptariana","Pentacalia ptariana (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Lasianthus bicolor","Lasianthus bicolor Craib"
"Pentacalia purpurivenosa","Pentacalia purpurivenosa (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia retroflexa","Pentacalia retroflexa S.Díaz"
"Pentacalia ricoensis","Pentacalia ricoensis (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia riotintis","Pentacalia riotintis (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia robertii","Pentacalia robertii S.Díaz & Obando"
"Pentacalia ruficaulis","Pentacalia ruficaulis (Greenm. & Cuatrec.) Cuatrec. Cuatrec. (Greenm. & Cuatrec.)"
"Lasianthus biermannii","Lasianthus biermannii King ex Hook.f."
"Pentacalia rufohirsuta","Pentacalia rufohirsuta (Cabrera) Cuatrec. Cuatrec. (Cabrera)"
"Pentacalia rugosa","Pentacalia rugosa (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia sagasteguii","Pentacalia sagasteguii H.Rob. & Cuatrec."
"Pentacalia scortifolia","Pentacalia scortifolia (Greenm.) Cuatrec. Cuatrec. (Greenm.)"
"Lasianthus biermannii subsp. biermannii","Lasianthus biermannii subsp. biermannii"
"Pentacalia sevillana","Pentacalia sevillana (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia silvascandens","Pentacalia silvascandens (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia sinforosi","Pentacalia sinforosi S.Díaz & G.P.Méndez"
"Pentacalia sisavitensis","Pentacalia sisavitensis S.Díaz & Obando"
"Pentacalia streptothamna","Pentacalia streptothamna (Greenm. ex Standl.) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Greenm. ex Standl.)"
"Pentacalia subdiscolor","Pentacalia subdiscolor H.Rob."
"Lasianthus biermannii subsp. crassipedunculatus","Lasianthus biermannii subsp. crassipedunculatus C.Y.Wu & H.Zhu"
"Pentacalia subglomerosa","Pentacalia subglomerosa (Greenm.) Cuatrec. Cuatrec. (Greenm.)"
"Pentacalia suboppositifolia","Pentacalia suboppositifolia (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia supernitens","Pentacalia supernitens (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia sylvicola","Pentacalia sylvicola (Greenm.) Cuatrec. Cuatrec. (Greenm.)"
"Pentacalia tablensis","Pentacalia tablensis (Cabrera) Cuatrec. Cuatrec. (Cabrera)"
"Lasianthus biflorus","Lasianthus biflorus (Blume) M.Gangop. & Chakrab. M.Gangop. & Chakrab. (Blume)"
"Pentacalia tarapotensis","Pentacalia tarapotensis (Cabrera) Cuatrec. Cuatrec. (Cabrera)"
"Pentacalia theifolia","Pentacalia theifolia (Benth.) Cuatrec. Cuatrec. (Benth.)"
"Pentacalia todziae","Pentacalia todziae H.Rob. & Cuatrec."
"Pentacalia tomasiana","Pentacalia tomasiana (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia tonduzii","Pentacalia tonduzii (Greenm. ex Standl.) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Greenm. ex Standl.)"
"Lasianthus blumeanus","Lasianthus blumeanus Wight"
"Pentacalia trianae","Pentacalia trianae (Klatt) Cuatrec. Cuatrec. (Klatt)"
"Pentacalia trianae var. villosa","Pentacalia trianae var. villosa S.Díaz & Obando"
"Pentacalia tropicalis","Pentacalia tropicalis (Cabrera) C.Jeffrey C.Jeffrey (Cabrera)"
"Pentacalia ucumariana","Pentacalia ucumariana S.Díaz & G.P.Méndez"
"Pentacalia ullucosana","Pentacalia ullucosana (Hieron.) S.Díaz & Cuatrec. S.Díaz & Cuatrec. (Hieron.)"
"Pentacalia urbani","Pentacalia urbanii (Hieron.) Cuatrec. Cuatrec. (Hieron.)"
"Pentacalia uribei","Pentacalia uribei Cuatrec."
"Pentacalia urubambensis","Pentacalia urubambensis (Cabrera) Cuatrec. Cuatrec. (Cabrera)"
"Pentacalia vallejiana","Pentacalia vallejiana Sagást. & E.Rodr."
"Pentacalia vargasiana","Pentacalia vargasiana (Cabrera) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Cabrera)"
"Pentacalia veleziae","Pentacalia veleziae S.Díaz & Cuatrec."
"Pentacalia venturae","Pentacalia venturae (T.M.Barkley) C.Jeffrey C.Jeffrey (T.M.Barkley)"
"Pentacalia vicelliptica","Pentacalia vicelliptica (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia vulpinaris","Pentacalia vulpinaris (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Lasianthus borneensis","Lasianthus borneensis Merr."
"Pentacalia weinmannifolia","Pentacalia weinmannifolia (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia parasitica","Pentacalia parasitica (Hemsl.) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Hemsl.)"
"Pentacalia wilburii","Pentacalia wilburii H.Rob."
"Pentacalia wurdackii","Pentacalia wurdackii (Cuatrec.) Cuatrec. Cuatrec. (Cuatrec.)"
"Pentacalia yanetharum","Pentacalia yanetharum S.Díaz & Obando"
"Pentacalia yapacana","Pentacalia yapacana (Aristeg.) Cuatrec. Cuatrec. (Aristeg.)"
"Pentacalia zakii","Pentacalia zakii H.Rob. & Cuatrec."
"Pentacalia zamorana","Pentacalia zamorana H.Rob. & Cuatrec."
"Monticalia abietina","Monticalia abietina (Willd. ex Wedd.) C.Jeffrey C.Jeffrey (Willd. ex Wedd.)"
"Monticalia abietina var. aciculata","Monticalia abietina var. aciculata (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia albipanquei","Monticalia albipanquei (S.Díaz & Cuatrec.) B.Nord. B.Nord. (S.Díaz & Cuatrec.)"
"Monticalia albiramea","Monticalia albiramea (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia alcidiphylla","Monticalia alcidiphylla (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia almorzana","Monticalia almorzana (S.Díaz & Cuatrec.) B.Nord. B.Nord. (S.Díaz & Cuatrec.)"
"Lasianthus bracteolatus","Lasianthus bracteolatus Miq."
"Monticalia andicola","Monticalia andicola (Turcz.) C.Jeffrey C.Jeffrey (Turcz.)"
"Monticalia andicola var. pseudonitida","Monticalia andicola var. pseudonitida (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia angustifolia","Monticalia angustifolia (Kunth) B.Nord. B.Nord. (Kunth)"
"Monticalia arbutifolia","Monticalia arbutifolia (Kunth) C.Jeffrey C.Jeffrey (Kunth)"
"Monticalia batallonensis","Monticalia batallonensis (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia befarioides","Monticalia befarioides (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia cacaosensis","Monticalia cacaosensis (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia cachacoensis","Monticalia cachacoensis (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia carrikeri","Monticalia carrikeri (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia carrikeri var. macrophylla","Monticalia carrikeri var. macrophylla (S.Díaz) B.Nord. B.Nord. (S.Díaz)"
"Monticalia carupana","Monticalia carupana (S.Díaz) B.Nord. B.Nord. (S.Díaz)"
"Monticalia cleefii","Monticalia cleefii (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Lasianthus brevipes","Lasianthus brevipes Valeton"
"Monticalia corymbosa","Monticalia corymbosa (Benth.) C.Jeffrey C.Jeffrey (Benth.)"
"Monticalia elatoides","Monticalia elatoides (Wedd.) B.Nord. B.Nord. (Wedd.)"
"Monticalia empetroides","Monticalia empetroides (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia fimbriifera","Monticalia fimbriifera (S.Díaz & G.P.Méndez) B.Nord. B.Nord. (S.Díaz & G.P.Méndez)"
"Monticalia firmipes","Monticalia firmipes (Greenm.) C.Jeffrey C.Jeffrey (Greenm.)"
"Monticalia flocculidens","Monticalia flocculidens (Sch.Bip. ex Wedd.) C.Jeffrey C.Jeffrey (Sch.Bip. ex Wedd.)"
"Monticalia flosfragrans","Monticalia flosfragrans (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia flosfragrans var. frigidophila","Monticalia flosfragrans var. frigidophila (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia gelida","Monticalia gelida (Wedd.) C.Jeffrey C.Jeffrey (Wedd.)"
"Monticalia greenmaniana","Monticalia greenmaniana (Hieron.) C.Jeffrey C.Jeffrey (Hieron.)"
"Monticalia guadalupe","Monticalia guadalupe (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia guadalupe subsp. guadalupe","Monticalia guadalupe subsp. guadalupe"
"Monticalia guadalupe subsp. caucana","Monticalia guadalupe subsp. caucana (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia guicanensis","Monticalia guicanensis (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia hammenii","Monticalia hammenii (S.Díaz & Cuatrec.) B.Nord. B.Nord. (S.Díaz & Cuatrec.)"
"Anthurium cordatotriangulum","Anthurium cordatotriangulum Matuda"
"Lasianthus burmanicus","Lasianthus burmanicus M.Gangop. & Chakrab."
"Monticalia harrietae","Monticalia harrietae (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia iguaquensis","Monticalia iguaquensis (S.Díaz & Cuatrec.) B.Nord. B.Nord. (S.Díaz & Cuatrec.)"
"Monticalia imbricatifolia","Monticalia imbricatifolia (Sch.Bip. ex Wedd.) C.Jeffrey C.Jeffrey (Sch.Bip. ex Wedd.)"
"Monticalia juajibioyi","Monticalia juajibioyi (S.Díaz & Cuatrec.) B.Nord. B.Nord. (S.Díaz & Cuatrec.)"
"Lasianthus caeruleus","Lasianthus caeruleus Pit."
"Monticalia ledifolia","Monticalia ledifolia (Kunth) C.Jeffrey C.Jeffrey (Kunth)"
"Monticalia ledifolia var. lanata","Monticalia ledifolia var. lanata (Kunth) B.Nord. B.Nord. (Kunth)"
"Monticalia ledifolia subsp. lehmannii","Monticalia ledifolia subsp. lehmannii (Hieron.) C.Jeffrey C.Jeffrey (Hieron.)"
"Monticalia ledifolia subsp. schlimii","Monticalia ledifolia subsp. schlimii (Wedd.) C.Jeffrey C.Jeffrey (Wedd.)"
"Monticalia schultzei subsp. sevillana","Monticalia schultzei subsp. sevillana (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia sclerosa","Monticalia sclerosa (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Lasianthus calycinus","Lasianthus calycinus Dunn"
"Monticalia stuebelii","Monticalia stuebelii (Hieron) C.Jeffrey C.Jeffrey (Hieron)"
"Monticalia subarachnoidea","Monticalia subarachnoidea (Wedd.) C.Jeffrey C.Jeffrey (Wedd.)"
"Monticalia subarachnoidea var. pauciflora","Monticalia subarachnoidea var. pauciflora (S.Díaz & M.L.Bueno) B.Nord. B.Nord. (S.Díaz & M.L.Bueno)"
"Dendrophorbium reflexum","Dendrophorbium reflexum (Kunth) C.Jeffrey C.Jeffrey (Kunth)"
"Dendrophorbium restingae","Dendrophorbium restingae Teles, J.N.Nakaj. & Stehmann"
"Monticalia leioclada","Monticalia leioclada (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Lasianthus cambodianus","Lasianthus cambodianus Pit."
"Monticalia libertatis","Monticalia libertatis (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia lindenii","Monticalia lindenii (Sch.Bip. ex Wedd.) C.Jeffrey C.Jeffrey (Sch.Bip. ex Wedd.)"
"Monticalia magnicalyculata","Monticalia magnicalyculata (V.M.Badillo) C.Jeffrey C.Jeffrey (V.M.Badillo)"
"Monticalia mamancanacana","Monticalia mamancanacana (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia masonhalei","Monticalia masonhalei (Ruíz-Terán & López-Fig.) C.Jeffrey C.Jeffrey (Ruíz-Terán & López-Fig.)"
"Monticalia microdon","Monticalia microdon (Wedd.) B.Nord. B.Nord. (Wedd.)"
"Lasianthus capitatus","Lasianthus capitatus Blume"
"Monticalia micropachyphylla","Monticalia micropachyphylla (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia myrsinites","Monticalia myrsinites (Turcz.) C.Jeffrey C.Jeffrey (Turcz.)"
"Monticalia pachypus","Monticalia pachypus (Greenm.) C.Jeffrey C.Jeffrey (Greenm.)"
"Monticalia perijaensis","Monticalia perijaensis (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia peruviana","Monticalia peruviana (Pers.) C.Jeffrey C.Jeffrey (Pers.)"
"Monticalia polymera","Monticalia polymera (Klatt) C.Jeffrey C.Jeffrey (Klatt)"
"Monticalia prunifolia","Monticalia prunifolia (Wedd.) C.Jeffrey C.Jeffrey (Wedd.)"
"Monticalia pulchella","Monticalia pulchella (Kunth) C.Jeffrey C.Jeffrey (Kunth)"
"Lasianthus capitatus subsp. vietnamensis","Lasianthus capitatus subsp. vietnamensis H.Zhu"
"Monticalia pulchella subsp. pulchella","Monticalia pulchella subsp. pulchella"
"Monticalia pulchella var. pungens","Monticalia pulchella var. pungens (Kunth) C.Jeffrey C.Jeffrey (Kunth)"
"Monticalia pulchella subsp. guantivana","Monticalia pulchella subsp. guantivana (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Lasianthus capitulatus","Lasianthus capitulatus Wight"
"Monticalia quiroana","Monticalia quiroana (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia ramentosa","Monticalia ramentosa (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia reissiana","Monticalia reissiana (Hieron.) C.Jeffrey C.Jeffrey (Hieron.)"
"Monticalia rex","Monticalia rex (Sandwith) C.Jeffrey C.Jeffrey (Sandwith)"
"Monticalia rigidifolia","Monticalia rigidifolia (V.M.Badillo) C.Jeffrey C.Jeffrey (V.M.Badillo)"
"Monticalia romeroana","Monticalia romeroana (S.Díaz & M.L.Bueno) B.Nord. B.Nord. (S.Díaz & M.L.Bueno)"
"Monticalia rosmarinifolia","Monticalia rosmarinifolia (Benth.) C.Jeffrey C.Jeffrey (Benth.)"
"Monticalia ruiteranii","Monticalia ruiteranii (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia schultzei","Monticalia schultzei (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia schultzei subsp. schultzei","Monticalia schultzei subsp. schultzei"
"Monticalia summapacis","Monticalia summapacis (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Lasianthus cereiflorus","Lasianthus cereiflorus E.A.Bruce"
"Monticalia taironae","Monticalia taironae (S.Díaz & Cuatrec.) B.Nord. B.Nord. (S.Díaz & Cuatrec.)"
"Monticalia teretifolia","Monticalia teretifolia (Kunth) B.Nord. B.Nord. (Kunth)"
"Lasianthus chartaceus","Lasianthus chartaceus Craib"
"Monticalia tolimensis","Monticalia tolimensis (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia tolimensis var. colombiana","Monticalia tolimensis var. colombiana (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia trichopus","Monticalia trichopus (Benth.) C.Jeffrey C.Jeffrey (Benth.)"
"Lasianthus chevalieri","Lasianthus chevalieri Pit."
"Monticalia tunamensis","Monticalia tunamensis (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia vaccinioides","Monticalia vaccinioides (Kunth) C.Jeffrey C.Jeffrey (Kunth)"
"Lasianthus chinensis","Lasianthus chinensis (Champ.) Benth. Benth. (Champ.)"
"Monticalia vaccinioides var. microdentata","Monticalia vaccinioides var. microdentata (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Monticalia venezuelensis","Monticalia venezuelensis (Sandwith) C.Jeffrey C.Jeffrey (Sandwith)"
"Monticalia vernicifolia","Monticalia vernicifolia (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Monticalia vernicosa","Monticalia vernicosa (Sch.Bip. ex Wedd.) C.Jeffrey C.Jeffrey (Sch.Bip. ex Wedd.)"
"Monticalia verticillata","Monticalia verticillata Klatt"
"Monticalia viridialba","Monticalia viridialba (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Lasianthus chlorocarpus","Lasianthus chlorocarpus K.Schum."
"Ortizacalia austin-smithii","Ortizacalia austin-smithii (Standl.) Pruski Pruski (Standl.)"
"Dendrophorbium acuminatissimum","Dendrophorbium acuminatissimum (Cabrera) D.J.N.Hind D.J.N.Hind (Cabrera)"
"Dendrophorbium americanum","Dendrophorbium americanum (L.fil.) C.Jeffrey C.Jeffrey (L.fil.)"
"Lasianthus chryseus","Lasianthus chryseus Ridl."
"Dendrophorbium amplexicaule","Dendrophorbium amplexicaule (Kunth) B.Nord. B.Nord. (Kunth)"
"Dendrophorbium angelense","Dendrophorbium angelense (Domke) B.Nord. B.Nord. (Domke)"
"Dendrophorbium arboluco","Dendrophorbium arboluco (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Dendrophorbium archeri","Dendrophorbium archeri (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Lasianthus chrysocaulis","Lasianthus chrysocaulis Ridsdale"
"Dendrophorbium argutidentatum","Dendrophorbium argutidentatum (Cuatrec.) H.Beltrán H.Beltrán (Cuatrec.)"
"Dendrophorbium ayopayense","Dendrophorbium ayopayense (Cuatrec.) D.J.N.Hind D.J.N.Hind (Cuatrec.)"
"Dendrophorbium balsapampae","Dendrophorbium balsapampae (Cuatrec.) B.Nord. B.Nord. (Cuatrec.)"
"Dendrophorbium barkleyanum","Dendrophorbium barkleyanum (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Dendrophorbium biacuminatum","Dendrophorbium biacuminatum (Rusby) C.Jeffrey C.Jeffrey (Rusby)"
"Lasianthus chrysoneurus","Lasianthus chrysoneurus (Korth.) Miq. Miq. (Korth.)"
"Dendrophorbium biserrifolium","Dendrophorbium biserrifolium (Kuntze) D.J.N.Hind D.J.N.Hind (Kuntze)"
"Dendrophorbium bomanii","Dendrophorbium bomanii (Fr.) C.Jeffrey C.Jeffrey (Fr.)"
"Dendrophorbium brachycodon","Dendrophorbium brachycodon (Baker) C.Jeffrey C.Jeffrey (Baker)"
"Dendrophorbium bradei","Dendrophorbium bradei (Cabrera) C.Jeffrey C.Jeffrey (Cabrera)"
"Pentacalia buchtienii","Pentacalia buchtienii Greenm."
"Lasianthus chrysophyllus","Lasianthus chrysophyllus Miq."
"Dendrophorbium scaphiforme","Dendrophorbium scaphiforme (Greenm.) C.Jeffrey C.Jeffrey (Greenm.)"
"Dendrophorbium scytophyllum","Dendrophorbium scytophyllum Kunth"
"Graphistylis itatiaiae","Graphistylis itatiaiae (Dusén) B.Nord. B.Nord. (Dusén)"
"Graphistylis oreophila","Graphistylis oreophila (Dusén) B.Nord. B.Nord. (Dusén)"
"Lasianthus chrysotrichus","Lasianthus chrysotrichus Lauterb."
"Graphistylis organensis","Graphistylis organensis (Casar.) B.Nord. B.Nord. (Casar.)"
"Graphistylis riopretensis","Graphistylis riopretensis A.M.Teles & B.Nord."
"Graphistylis serrana","Graphistylis serrana (Zardini) D.J.N.Hind D.J.N.Hind (Zardini)"
"Graphistylis toledoi","Graphistylis toledoi (Cabrera) B.Nord. B.Nord. (Cabrera)"
"Lasianthus chunii","Lasianthus chunii H.S.Lo"
"Talamancalia boquetensis","Talamancalia boquetensis (Standl.) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Standl.)"
"Caxamarca ayabacensis","Caxamarca ayabacensis S.Leiva, Zapata & M.O.Dillon"
"Dendrophorbium sibundoyense","Dendrophorbium sibundoyense (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Culcitium neaei","Culcitium neaei Sch.Bip."
"Culcitium nivale","Culcitium nivale Kunth"
"Lasianthus ciliatus","Lasianthus ciliatus Wight"
"Culcitium oligocephalum","Culcitium oligocephalum Cabrera"
"Culcitium peruvianum","Culcitium peruvianum Klatt"
"Culcitium pflanzii","Culcitium pflanzii Perkins"
"Euryops exudans","Euryops exudans B.Nord. & V.R.Clark"
"Euryops floribundus","Euryops floribundus N.E.Br."
"Euryops galpinii","Euryops galpinii Bolus"
"Euryops gilfillanii","Euryops gilfillanii Bolus"
"Euryops glutinosus","Euryops glutinosus B.Nord."
"Dendrophorbium cabrerae","Dendrophorbium cabrerae (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Lasianthus cinereus","Lasianthus cinereus Gamble"
"Dendrophorbium cabrerianum","Dendrophorbium cabrerianum (Greenm. & Cuatrec.) C.Jeffrey C.Jeffrey (Greenm. & Cuatrec.)"
"Dendrophorbium catharinense","Dendrophorbium catharinense (Dusén ex Cabrera) C.Jeffrey C.Jeffrey (Dusén ex Cabrera)"
"Dendrophorbium chaenocephalum","Dendrophorbium chaenocephalum (Cabrera) C.Jeffrey C.Jeffrey (Cabrera)"
"Dendrophorbium chingualense","Dendrophorbium chingualense (Cuatrec.) S.Díaz & Cuatrec. S.Díaz & Cuatrec. (Cuatrec.)"
"Dendrophorbium chulumanicum","Dendrophorbium chulumanicum (Cabrera) S.Beck & D.Ibáñez S.Beck & D.Ibáñez (Cabrera)"
"Dendrophorbium coroicense","Dendrophorbium coroicense (Rusby) C.Jeffrey C.Jeffrey (Rusby)"
"Dendrophorbium cosnipatense","Dendrophorbium cosnipatense (Cabrera) H.Beltrán H.Beltrán (Cabrera)"
"Dendrophorbium curvidens","Dendrophorbium curvidens (Sch.Bip. ex Klatt) C.Jeffrey C.Jeffrey (Sch.Bip. ex Klatt)"
"Lasianthus clementis","Lasianthus clementis Merr."
"Dendrophorbium dielsii","Dendrophorbium dielsii C.Jeffrey"
"Dendrophorbium dodsonii","Dendrophorbium dodsonii (H.Rob. & Cuatrec.) B.Nord. B.Nord. (H.Rob. & Cuatrec.)"
"Dendrophorbium dolichodoryium","Dendrophorbium dolichodoryium (Cuatrec.) C.Jeffrey C.Jeffrey (Cuatrec.)"
"Dendrophorbium fastigiaticephalum","Dendrophorbium fastigiaticephalum (Cabrera) C.Jeffrey C.Jeffrey (Cabrera)"
