"wcvp_name","gbif_name"
"Psephellus sibiricus","Psephellus sibiricus (L.) Wagenitz Wagenitz (L.)"
"Psephellus simplicicaulis","Psephellus simplicicaulis (Boiss. & A.Huet) Wagenitz Wagenitz (Boiss. & A.Huet)"
"Psephellus somcheticus","Psephellus somcheticus Sosn."
"Psephellus straminicephalus","Psephellus straminicephalus (Hub.-Mor) Wagenitz Wagenitz (Hub.-Mor)"
"Psephellus sumensis","Psephellus sumensis (Kalen.) Greuter Greuter (Kalen.)"
"Psephellus taochius","Psephellus taochius Sosn."
"Psephellus transcaucasicus","Psephellus transcaucasicus Sosn."
"Centaurea graminifolia","Centaurea graminifolia Pourr. ex Willk. & Lange"
"Jatropha grossidentata","Jatropha grossidentata Pax & K.Hoffm."
"Psephellus trinervius","Psephellus trinervius (Willd.) Wagenitz Wagenitz (Willd.)"
"Psephellus troitzkyi","Psephellus troitzkyi Sosn."
"Psephellus turcicus","Psephellus turcicus A.Duran & Hamzaoglu"
"Psephellus vanensis","Psephellus vanensis A.Duran, Behçet & B.Dogan"
"Jatropha guaranitica","Jatropha guaranitica Speg."
"Psephellus vvedenskii","Psephellus vvedenskii Sosn."
"Psephellus woronowii","Psephellus woronowii Sosn."
"Psephellus xanthocephalus","Psephellus xanthocephalus (DC.) Fisch. & C.A.Mey. Fisch. & C.A.Mey. (DC.)"
"Psephellus xanthocephalus subsp. xanthocephalus","Psephellus xanthocephalus subsp. xanthocephalus"
"Psephellus xanthocephalus subsp. xanthocephaloides","Psephellus xanthocephalus subsp. xanthocephaloides (Tzvelev) Greuter Greuter (Tzvelev)"
"Psephellus xeranthemoides","Psephellus xeranthemoides (Rech.fil.) Wagenitz Wagenitz (Rech.fil.)"
"Psephellus yildizii","Psephellus yildizii (Civelek, Türkoglu & Akan) Greuter Greuter (Civelek, Türkoglu & Akan)"
"Psephellus yusufeliensis","Psephellus yusufeliensis Tugay & Uysal"
"Psephellus zangezuri","Psephellus zangezuri Sosn."
"Psephellus zuvandicus","Psephellus zuvandicus Sosn."
"Psephellus zuvandicus subsp. zuvandicus","Psephellus zuvandicus subsp. zuvandicus"
"Psephellus zuvandicus subsp. gegharkunikensis","Psephellus zuvandicus subsp. gegharkunikensis (Gabrieljan) Gabrieljan Gabrieljan (Gabrieljan)"
"Psephellus zuvandicus subsp. jelenevskyi","Psephellus zuvandicus subsp. jelenevskyi (Gabrieljan) Gabrieljan Gabrieljan (Gabrieljan)"
"Hymenocephalus rigidus","Hymenocephalus rigidus Jaub. & Spach"
"Stizolophus balsamita","Stizolophus balsamita (Lam.) Cass. Cass. (Lam.)"
"Stizolophus balsamitoides","Stizolophus balsamitoides (Post) Soják Soják (Post)"
"Stizolophus coronopifolius","Stizolophus coronopifolius (Lam.) Cass. Cass. (Lam.)"
"Stizolophus kermanensis","Stizolophus kermanensis (Bornm.) Soják Soják (Bornm.)"
"Cheirolophus arboreus","Cheirolophus arboreus (Webb & Berthel.) Holub Holub (Webb & Berthel.)"
"Cheirolophus arbutifolius","Cheirolophus arbutifolius (Svent.) G.Kunkel G.Kunkel (Svent.)"
"Cheirolophus benoistii","Cheirolophus benoistii (Humb.) Holub Holub (Humb.)"
"Cheirolophus canariensis","Cheirolophus canariensis (Willd.) Holub Holub (Willd.)"
"Rhaponticoides taliewii","Rhaponticoides taliewii (Kleopow) M.V.Agab. & Greuter M.V.Agab. & Greuter (Kleopow)"
"Rhaponticoides tamanianae","Rhaponticoides tamanianae (M.V.Agab.) M.V.Agab. & Greuter M.V.Agab. & Greuter (M.V.Agab.)"
"Rhaponticoides wagenitziana","Rhaponticoides wagenitziana (Bancheva & Kit Tan) M.V.Agab. & Greuter M.V.Agab. & Greuter (Bancheva & Kit Tan)"
"Jatropha hernandiifolia","Jatropha hernandiifolia Vent."
"Schischkinia albispina","Schischkinia albispina (Bunge) Iljin Iljin (Bunge)"
"Volutaria abyssinica","Volutaria abyssinica (A.Rich.) C.Jeffrey C.Jeffrey (A.Rich.)"
"Leuzea rhapontica subsp. bicknellii","Leuzea rhapontica subsp. bicknellii (Briq.) Holub Holub (Briq.)"
"Cheirolophus crassifolius","Cheirolophus crassifolius (Bertol.) Susanna Susanna (Bertol.)"
"Cheirolophus dariasii","Cheirolophus dariasii (Svent.) Bramwell Bramwell (Svent.)"
"Cheirolophus duranii","Cheirolophus duranii (Burchard) Holub Holub (Burchard)"
"Cheirolophus falcisectus","Cheirolophus falcisectus Svent. ex Montelongo & Moraleda"
"Cheirolophus ghomerythus","Cheirolophus ghomerythus (Svent.) Holub Holub (Svent.)"
"Jatropha hernandiifolia var. hernandiifolia","Jatropha hernandiifolia var. hernandiifolia"
"Cheirolophus ghomerythus var. integrifolius","Cheirolophus ghomerythus var. integrifolius (Svent.) G.Kunkel G.Kunkel (Svent.)"
"Cheirolophus grandifolius","Cheirolophus grandifolius (Font Quer) Stübing, Peris, Olivares & J.Martín Stübing, Peris, Olivares & J.Martín (Font Quer)"
"Cheirolophus intybaceus","Cheirolophus intybaceus (Lam.) Dostál Dostál (Lam.)"
"Cheirolophus intybaceus subsp. intybaceus","Cheirolophus intybaceus subsp. intybaceus"
"Cheirolophus junonianus var. isoplexiphyllus","Cheirolophus junonianus var. isoplexiphyllus (Svent.) G.Kunkel G.Kunkel (Svent.)"
"Cheirolophus mansanetianus","Cheirolophus mansanetianus Stübing, Peris, Olivares & J.Martín"
"Cheirolophus massonianus","Cheirolophus massonianus (Lowe) O.E.Erikss., A.Hansen & Sunding O.E.Erikss., A.Hansen & Sunding (Lowe)"
"Cheirolophus mauritanicus","Cheirolophus mauritanicus (Font Quer) Susanna Susanna (Font Quer)"
"Cheirolophus metlesicsii","Cheirolophus metlesicsii Parada"
"Anthospermum ammannioides","Anthospermum ammannioides S.Moore"
"Jatropha hernandiifolia var. portoricensis","Jatropha hernandiifolia var. portoricensis (Millsp.) Urb. Urb. (Millsp.)"
"Cheirolophus santos-abreui","Cheirolophus santos-abreui A.Santos"
"Cheirolophus satarataensis","Cheirolophus satarataensis (Svent.) Holub Holub (Svent.)"
"Cheirolophus sempervirens","Cheirolophus sempervirens (L.) Pomel Pomel (L.)"
"Cheirolophus sventenii","Cheirolophus sventenii (A.Santos) G.Kunkel G.Kunkel (A.Santos)"
"Cheirolophus sventenii subsp. sventenii","Cheirolophus sventenii subsp. sventenii"
"Cheirolophus sventenii subsp. gracilis","Cheirolophus sventenii subsp. gracilis A.Santos"
"Cheirolophus tagananensis","Cheirolophus tagananensis (Svent.) Holub Holub (Svent.)"
"Cheirolophus tananicus","Cheirolophus tananicus (Maire) Ibn Tattou Ibn Tattou (Maire)"
"Cheirolophus teydis","Cheirolophus teydis (C.Sm.) G.López G.López (C.Sm.)"
"Cheirolophus uliginosus","Cheirolophus uliginosus (Brot.) Dostál Dostál (Brot.)"
"Cheirolophus webbianus","Cheirolophus webbianus (Sch.Bip.) Holub Holub (Sch.Bip.)"
"Plectocephalus americanus","Plectocephalus americanus (Nutt.) D.Don D.Don (Nutt.)"
"Plectocephalus cachinalensis","Plectocephalus cachinalensis (Phil.) N.Garcia & Susanna N.Garcia & Susanna (Phil.)"
"Plectocephalus chilensis","Plectocephalus chilensis G.Don ex Loudon"
"Plectocephalus dracaenoides","Plectocephalus dracaenoides (Johow) F.H.Hellw. F.H.Hellw. (Johow)"
"Plectocephalus floccosus","Plectocephalus floccosus (Hook. & Arn.) N.Garcia & Susanna N.Garcia & Susanna (Hook. & Arn.)"
"Plectocephalus rothrockii","Plectocephalus rothrockii (Greenm.) D.J.N.Hind D.J.N.Hind (Greenm.)"
"Plectocephalus tweediei","Plectocephalus tweediei (Hook. & Arn.) N.Garcia & Susanna N.Garcia & Susanna (Hook. & Arn.)"
"Plectocephalus varians","Plectocephalus varians (A.Rich.) C.Jeffrey C.Jeffrey (A.Rich.)"
"Jatropha heynei","Jatropha heynei N.P.Balakr."
"Phalacrachena calva","Phalacrachena calva (Ledeb.) Iljin Iljin (Ledeb.)"
"Phalacrachena inuloides","Phalacrachena inuloides (Fisch.) Iljin Iljin (Fisch.)"
"Jatropha hieronymi","Jatropha hieronymi Kuntze"
"Rhaponticoides africana","Rhaponticoides africana (Lam.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Lam.)"
"Rhaponticoides alpina","Rhaponticoides alpina (L.) M.V.Agab. & Greuter M.V.Agab. & Greuter (L.)"
"Rhaponticoides amasiensis","Rhaponticoides amasiensis (Bornm.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Bornm.)"
"Rhaponticoides amplifolia","Rhaponticoides amplifolia (Boiss. & Heldr.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Boiss. & Heldr.)"
"Rhaponticoides aytachii","Rhaponticoides aytachii Bagci et al."
"Jatropha hildebrandtii","Jatropha hildebrandtii Pax"
"Rhaponticoides bachtiarica","Rhaponticoides bachtiarica (Boiss. & Hausskn.) L.Martins L.Martins (Boiss. & Hausskn.)"
"Rhaponticoides calabrica","Rhaponticoides calabrica Puntillo & Peruzzi"
"Rhaponticoides centaurium","Rhaponticoides centaurium (L.) M.V.Agab. & Greuter M.V.Agab. & Greuter (L.)"
"Jatropha hildebrandtii var. hildebrandtii","Jatropha hildebrandtii var. hildebrandtii"
"Rhaponticoides dschungarica","Rhaponticoides dschungarica (C.Shih) L.Martins L.Martins (C.Shih)"
"Rhaponticoides eriosiphon","Rhaponticoides eriosiphon (Emb. & Maire) M.V.Agab. & Greuter M.V.Agab. & Greuter (Emb. & Maire)"
"Rhaponticoides fraylensis","Rhaponticoides fraylensis (Nyman) M.V.Agab. & Greuter M.V.Agab. & Greuter (Nyman)"
"Rhaponticoides gokceoglui","Rhaponticoides gokceoglui Çinbilgel, Eren & H.Duman"
"Jatropha hildebrandtii var. torrentis-lugardi","Jatropha hildebrandtii var. torrentis-lugardi Radcl.-Sm."
"Rhaponticoides hajastana","Rhaponticoides hajastana (Tzvelev) M.V.Agab. & Greuter M.V.Agab. & Greuter (Tzvelev)"
"Rhaponticoides hierroi","Rhaponticoides hierroi Eren"
"Rhaponticoides iconiensis","Rhaponticoides iconiensis (Hub.-Mor.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Hub.-Mor.)"
"Rhaponticoides kasakorum","Rhaponticoides kasakorum (Iljin) M.V.Agab. & Greuter M.V.Agab. & Greuter (Iljin)"
"Rhaponticoides linaresii","Rhaponticoides linaresii (Lázaro Ibiza) M.V.Agab. & Greuter M.V.Agab. & Greuter (Lázaro Ibiza)"
"Rhaponticoides mykalea","Rhaponticoides mykalea (Hub.-Mor.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Hub.-Mor.)"
"Rhaponticoides pythiae","Rhaponticoides pythiae (Azn. & Bornm.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Azn. & Bornm.)"
"Rhaponticoides razdorskyi","Rhaponticoides razdorskyi (Karjagin ex Sosn.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Karjagin ex Sosn.)"
"Rhaponticoides ruthenica","Rhaponticoides ruthenica (Lam.) M.V.Agab. & Greuter M.V.Agab. & Greuter (Lam.)"
"Jatropha hippocastanifolia","Jatropha hippocastanifolia Croizat"
"Volutaria abyssinica subsp. abyssinica","Volutaria abyssinica subsp. abyssinica"
"Volutaria abyssinica subsp. aylmeri","Volutaria abyssinica subsp. aylmeri (Baker) Wagenitz Wagenitz (Baker)"
"Volutaria abyssinica subsp. inornata","Volutaria abyssinica subsp. inornata Wagenitz"
"Volutaria albicaulis","Volutaria albicaulis (Deflers) Wagenitz Wagenitz (Deflers)"
"Jatropha hirsuta","Jatropha hirsuta Hochst."
"Volutaria belouini","Volutaria belouinii (Humbert) Maire Maire (Humbert)"
"Volutaria bollei","Volutaria bollei (Sch.Bip. ex Bolle) G.Kunkel G.Kunkel (Sch.Bip. ex Bolle)"
"Volutaria boranensis","Volutaria boranensis (Cufod.) Wagenitz Wagenitz (Cufod.)"
"Volutaria canariensis","Volutaria canariensis Wagenitz"
"Jatropha hirsuta var. glabrescens","Jatropha hirsuta var. glabrescens (Pax & K.Hoffm.) Prain Prain (Pax & K.Hoffm.)"
"Volutaria crupinoides","Volutaria crupinoides (Desf.) Maire Maire (Desf.)"
"Volutaria dhofarica","Volutaria dhofarica Wagenitz"
"Volutaria djiboutensis","Volutaria djiboutensis Wagenitz"
"Volutaria lippii","Volutaria lippii (L.) Maire Maire (L.)"
"Jatropha hirsuta var. hirsuta","Jatropha hirsuta var. hirsuta"
"Volutaria lippii subsp. lippii","Volutaria lippii subsp. lippii"
"Volutaria lippii subsp. medians","Volutaria lippii subsp. medians (Maire) Wagenitz Wagenitz (Maire)"
"Jatropha hirsuta var. oblongifolia","Jatropha hirsuta var. oblongifolia Prain"
"Volutaria maroccana","Volutaria maroccana (Barratte & Murb.) Maire Maire (Barratte & Murb.)"
"Volutaria muricata","Volutaria muricata (L.) Maire Maire (L.)"
"Volutaria saharae","Volutaria saharae (L.Chevall.) Wagenitz Wagenitz (L.Chevall.)"
"Jatropha horizontalis","Jatropha horizontalis M.G.Gilbert"
"Volutaria sinaica","Volutaria sinaica (DC.) Wagenitz Wagenitz (DC.)"
"Volutaria socotrensis","Volutaria socotrensis Wagenitz"
"Volutaria tubuliflora","Volutaria tubuliflora (Murb.) Sennen Sennen (Murb.)"
"Goniocaulon indicum","Goniocaulon indicum (Klein ex Willd.) C.B.Clarke C.B.Clarke (Klein ex Willd.)"
"Mantisalca amberboides","Mantisalca amberboides (Caball.) Maire Maire (Caball.)"
"Mantisalca cabezudoi","Mantisalca cabezudoi E.Ruíz & Devesa"
"Jatropha humboldtiana","Jatropha humboldtiana McVaugh"
"Mantisalca delestrii","Mantisalca delestrei (Spach) Briq. & Cavill. Briq. & Cavill. (Spach)"
"Mantisalca duriaei","Mantisalca duriaei (Spach) Briq. & Cavill. Briq. & Cavill. (Spach)"
"Jatropha humifusa","Jatropha humifusa Thulin"
"Mantisalca salmantica","Mantisalca salmantica (L.) Briq. & Cavill. Briq. & Cavill. (L.)"
"Mantisalca spinulosa","Mantisalca spinulosa (Rouy) E.Ruíz & Devesa E.Ruíz & Devesa (Rouy)"
"Mantisalca × castroviejoi","Mantisalca ×castroviejoi E.Ruíz & Devesa"
"Jatropha hypogyna","Jatropha hypogyna Radcl.-Sm. & Thulin"
"Amberboa amberboi","Amberboa amberboi (L.) Tzvelev Tzvelev (L.)"
"Amberboa bucharica","Amberboa bucharica Iljin"
"Amberboa glauca","Amberboa glauca (Willd.) Iljin Iljin (Willd.)"
"Amberboa gubanovii","Amberboa gubanovii Gabrieljan"
"Amberboa iljiniana","Amberboa iljiniana Grossh."
"Amberboa maroofii","Amberboa maroofii Negaresh"
"Jatropha inaequispina","Jatropha inaequispina Thulin"
"Amberboa moschata","Amberboa moschata (L.) DC. DC. (L.)"
"Amberboa nana","Amberboa nana (Boiss.) Iljin Iljin (Boiss.)"
"Amberboa sosnovskyi","Amberboa sosnovskyi Iljin"
"Amberboa takhtajanii","Amberboa takhtajanii Gabrieljan"
"Amberboa turanica","Amberboa turanica Iljin"
"Tricholepis elongata","Tricholepis elongata DC."
"Tricholepis furcata","Tricholepis furcata Spreng. ex DC."
"Tricholepis glaberrima","Tricholepis glaberrima DC."
"Tricholepis infundibuliformis","Tricholepis infundibuliformis Dittrich"
"Tricholepis karensium","Tricholepis karensium Kurz"
"Tricholepis montana","Tricholepis montana Dalzell & Gibson"
"Tricholepis nakaoi","Tricholepis nakaoi Kitam."
"Tricholepis radicans","Tricholepis radicans (Roxb.) DC. DC. (Roxb.)"
"Jatropha integerrima","Jatropha integerrima Jacq."
"Tricholepis roylei","Tricholepis roylei Hook.fil."
"Tricholepis stewartii","Tricholepis stewartii C.B.Clarke"
"Tricholepis stictophyllum","Tricholepis stictophyllum C.B.Clarke"
"Tricholepis tibetica","Tricholepis tibetica Hook.fil. & Thomson ex C.B.Clarke"
"Tricholepis trichocephala","Tricholepis trichocephala Lincz."
"Plagiobasis centauroides","Plagiobasis centauroides Schrenk"
"Russowia sogdiana","Russowia sogdiana (Bunge) B.Fedtsch. B.Fedtsch. (Bunge)"
"Karvandarina aphylla","Karvandarina aphylla Rech.fil."
"Leuzea acaulis","Leuzea acaulis (L.) Holub Holub (L.)"
"Leuzea annae-bentiae","Leuzea annae-bentiae (Rech.fil.) Holub Holub (Rech.fil.)"
"Anthospermum asperuloides","Anthospermum asperuloides Hook.f."
"Leuzea aulieatensis","Leuzea aulieatensis (Iljin) Holub Holub (Iljin)"
"Leuzea australis","Leuzea australis Gaudich."
"Leuzea berardioides","Leuzea berardioides Batt."
"Leuzea cynaroides","Leuzea cynaroides Font Quer, 1956"
"Jatropha intermedia","Jatropha intermedia (Chodat & Hassl.) Pax Pax (Chodat & Hassl.)"
"Leuzea carthamoides subsp. carthamoides","Leuzea carthamoides subsp. carthamoides"
"Leuzea carthamoides subsp. orientalis","Leuzea carthamoides subsp. orientalis Serg."
"Jatropha isabellei","Jatropha isabellei Müll.Arg."
"Leuzea centauroides","Leuzea centauroides (L.) Holub Holub (L.)"
"Jatropha isabellei var. antisyphilitica","Jatropha isabellei var. antisyphilitica (Speg.) Pax Pax (Speg.)"
"Klaseopsis chinensis","Klaseopsis chinensis (S.Moore) L.Martins L.Martins (S.Moore)"
"Rhaponticum chinense var. missionis","Rhaponticum chinense var. missionis (H.Lév.) L.Martins L.Martins (H.Lév.)"
"Leuzea conifera","Leuzea conifera Spreng."
"Leuzea caulescens","Leuzea caulescens (Coss. & Balansa) Holub Holub (Coss. & Balansa)"
"Leuzea exaltata","Leuzea exaltata Cutanda ex Willk."
"Leuzea rhapontica subsp. heleniifolia","Leuzea rhapontica subsp. heleniifolia (Grenier & Godr.) Holub, 1973 Holub, 1973 (Grenier & Godr.)"
"Leuzea integrifolia","Leuzea integrifolia (C.Winkl.) Holub Holub (C.Winkl.)"
"Leuzea karatavica","Leuzea karatavica (Regel & Schmalh.) Holub Holub (Regel & Schmalh.)"
"Leuzea longifolia","Leuzea longifolia Hoffmanns. & Link"
"Anthospermum basuticum","Anthospermum basuticum Puff"
"Rhaponticum nanum subsp. pellucidum","Rhaponticum nanum subsp. pellucidum (Rech.fil.) Dittrich Dittrich (Rech.fil.)"
"Leuzea nitida","Leuzea nitida (Fisch.) Holub Holub (Fisch.)"
"Leuzea pulchra","Leuzea pulchra (Fisch. & C.A.Mey.) Holub Holub (Fisch. & C.A.Mey.)"
"Ochrocephala imatongensis","Ochrocephala imatongensis (Philipson) Dittrich Dittrich (Philipson)"
"Klasea centauroides subsp. polycephala","Klasea centauroides subsp. polycephala (Iljin) L.Martins L.Martins (Iljin)"
"Klasea centauroides subsp. strangulata","Klasea centauroides subsp. strangulata (Iljin) L.Martins L.Martins (Iljin)"
"Klasea pallida","Klasea pallida (DC.) Holub Holub (DC.)"
"Klasea paradoxa","Klasea paradoxa (Mozaff.) Ranjbar & Negaresh Ranjbar & Negaresh (Mozaff.)"
"Carthamus creticus","Carthamus creticus L."
"Carthamus curdicus","Carthamus curdicus Hanelt"
"Carthamus dentatus","Carthamus dentatus (Forssk.) Vahl Vahl (Forssk.)"
"Rhaponticum longifolium subsp. ericeticola","Rhaponticum longifolium subsp. ericeticola (Font Quer) Greuter Greuter (Font Quer)"
"Leuzea lyrata","Leuzea lyrata (C.Winkl. ex Iljin) Holub Holub (C.Winkl. ex Iljin)"
"Jatropha kamerunica","Jatropha kamerunica Pax & K.Hoffm."
"Leuzea namanganica","Leuzea namanganica (Iljin) Holub Holub (Iljin)"
"Leuzea nana","Leuzea nana (Lipsky) Holub Holub (Lipsky)"
"Jatropha kamerunica var. kamerunica","Jatropha kamerunica var. kamerunica"
"Leuzea pusilla","Leuzea pusilla Spreng."
"Jatropha kamerunica var. trochainii","Jatropha kamerunica var. trochainii Leandri"
"Anthospermum bergianum","Anthospermum bergianum Cruse"
"Rhaponticum scariosum","Rhaponticum scariosum Lam."
"Leuzea rhapontica","Leuzea rhapontica (L.) Holub Holub (L.)"
"Leuzea altaica","Leuzea altaica Fisch. ex Schauer"
"Jatropha krusei","Jatropha krusei J.Jiménez Ram. & Mart.Gord."
"Callicephalus nitens","Callicephalus nitens (M.Bieb.) C.A.Mey. C.A.Mey. (M.Bieb.)"
"Oligochaeta divaricata","Oligochaeta divaricata (Fisch. & C.A.Mey.) C.Koch C.Koch (Fisch. & C.A.Mey.)"
"Oligochaeta minima","Oligochaeta minima (Boiss.) Briq. Briq. (Boiss.)"
"Oligochaeta tomentosa","Oligochaeta tomentosa Czerep."
"Myopordon aucheri","Myopordon aucheri Boiss."
"Myopordon damavandica","Myopordon damavandica Mozaff."
"Myopordon hyrcanum","Myopordon hyrcanum (Bornm.) Wagenitz Wagenitz (Bornm.)"
"Myopordon persicum","Myopordon persicum Boiss."
"Myopordon pulchellum","Myopordon pulchellum (Winkl. & Barbey) Wagenitz Wagenitz (Winkl. & Barbey)"
"Myopordon thiebautii","Myopordon thiebautii (Genty) Wagenitz Wagenitz (Genty)"
"Jatropha lagarinthoides","Jatropha lagarinthoides Sond."
"Centaurothamnus maximus","Centaurothamnus maximus (Forssk.) Wagenitz & Dittrich Wagenitz & Dittrich (Forssk.)"
"Archiserratula forrestii","Archiserratula forrestii (Iljin) L.Martins L.Martins (Iljin)"
"Serratula coronata","Serratula coronata L."
"Klasea cardunculus","Klasea cardunculus (Pall.) Holub Holub (Pall.)"
"Klasea centauroides","Klasea centauroides (L.) Cass. Cass. (L.)"
"Klasea pusilla","Klasea pusilla (Labill.) Greuter & Wagenitz Greuter & Wagenitz (Labill.)"
"Jatropha latifolia","Jatropha latifolia Pax"
"Carthamus duvauxii","Carthamus duvauxii (Batt. & Trab.) Prain Prain (Batt. & Trab.)"
"Serratula coronata subsp. coronata","Serratula coronata subsp. coronata"
"Anthospermum bicorne","Anthospermum bicorne Puff"
"Jatropha latifolia var. angustata","Jatropha latifolia var. angustata Prain"
"Serratula coronata subsp. insularis","Serratula coronata var. insularis Kitam."
"Serratula kirghisorum","Serratula kirghisorum Iljin"
"Serratula lancifolia","Serratula lancifolia Zakirov"
"Jatropha latifolia var. latifolia","Jatropha latifolia var. latifolia"
"Serratula tinctoria","Serratula tinctoria L."
"Serratula tinctoria subsp. tinctoria","Serratula tinctoria subsp. tinctoria"
"Serratula tinctoria subsp. seoanei","Serratula tinctoria subsp. seoanei (Willk.) M.Laínz M.Laínz (Willk.)"
"Jatropha latifolia var. subeglandulosa","Jatropha latifolia var. subeglandulosa Radcl.-Sm."
"Klasea algarbiensis","Klasea algarbiensis (Cantó) Cantó Cantó (Cantó)"
"Klasea aphyllopoda","Klasea aphyllopoda (Iljin) Holub Holub (Iljin)"
"Klasea aznavouriana","Klasea aznavouriana (Bornm.) Greuter & Wagenitz Greuter & Wagenitz (Bornm.)"
"Klasea boetica","Klasea boetica (DC.) Holub Holub (DC.)"
"Klasea boetica subsp. boetica","Klasea boetica subsp. boetica"
