,np,lnLik,DiscLik,ContLik,AICc,dAICc,AICcwt
bio_15.Cardamineae.CD_OUMV,7,-124.8234132,-53.49353847,-66.59769267,264.8134931,4.024171017,0.060878829
bio_15.Cardamineae.CID_BMV,9,-143.353559,-53.65475006,-84.77806715,306.6220116,45.8326895,5.08E-11
bio_15.Cardamineae.CID_OUV,10,-124.8812997,-53.72690428,-66.57832436,272.1281908,11.33886874,0.001570724
bio_15.Cardamineae.CID_OUM,10,-125.6055317,-54.14231225,-67.29615617,273.5766549,12.78733283,0.000761325
bio_15.Cardamineae.CID_OUMV,11,-126.5937456,-53.58479342,-68.57851262,278.0570565,17.26773442,8.10E-05
bio_15.Cardamineae.HYB_BMV,11,-143.3592685,-53.85582794,-84.73476205,311.5881023,50.79878024,4.24E-12
bio_15.Cardamineae.HYB_OUV,12,-125.1368808,-53.69814909,-66.98892262,277.7023331,16.91301099,9.68E-05
bio_15.Cardamineae.HYB_OUM,12,-128.5582396,-55.61416003,-68.74806049,284.5450506,23.7557285,3.16E-06
bio_15.Cardamineae.HYB_OUMV,15,-125.5075123,-53.66498657,-67.10813618,286.4695701,25.68024799,1.21E-06
bio_15.Cardueae.CID_BM1,4,-133.7850554,-74.05264785,-55.84370104,275.924093,32.72650139,4.08E-08
bio_15.Cardueae.CID_OU1,5,-116.7293501,-74.59227452,-37.71068389,243.9944144,0.796822797,0.350060959
bio_15.Cardueae.CD_BMV,5,-133.5803956,-73.45038377,-55.94575555,277.6965055,34.49891385,1.68E-08
bio_15.Cardueae.CD_OUV,6,-117.1001611,-74.3769011,-38.45411544,246.9570789,3.759487307,0.079580975
bio_15.Cardueae.CD_OUM,6,-115.2204174,-74.03965451,-37.38837474,243.1975916,0,0.521400629
bio_15.Cardueae.CD_OUMV,7,-116.5209695,-74.23450078,-37.99921764,248.0601207,4.862529089,0.045844451
bio_15.Cardueae.CID_BMV,9,-132.5592793,-72.7362954,-55.75135032,284.7852253,41.58763368,4.86E-10
bio_15.Cardueae.CID_OUV,10,-116.3485394,-72.61452738,-39.62280837,254.7531535,11.55556188,0.001614036
bio_15.Cardueae.CID_OUM,10,-116.706529,-74.28395656,-38.03048183,255.4691327,12.27154111,0.001128341
bio_15.Cardueae.CID_OUMV,11,-116.6127969,-73.74125425,-38.75907908,257.7161599,14.51856822,0.000366864
bio_15.Cardueae.HYB_BMV,11,-136.4424079,-78.0410408,-54.05996859,297.3753818,54.17779015,8.97E-13
bio_15.Cardueae.HYB_OUV,12,-120.727366,-78.06920859,-38.12681463,268.4261606,25.228569,1.73E-06
bio_15.Cardueae.HYB_OUM,12,-133.704632,-87.01778976,-43.1545102,294.3806927,51.18310103,4.01E-12
bio_15.Cardueae.HYB_OUMV,15,-116.7397898,-74.57397777,-38.03683611,268.185462,24.9878704,1.95E-06
bio_15.CES.CID_BM1,4,-25.25207506,-12.96574178,-7.719518573,60.17081679,0,0.430784406
bio_15.CES.CID_OU1,5,-24.67290987,-12.91925054,-7.157988637,61.95451539,1.783698599,0.176577248
bio_15.CES.CD_BMV,5,-24.24843543,-13.00655071,-6.905934376,61.10556652,0.934749728,0.269948954
bio_15.CES.CD_OUV,6,-23.90219995,-13.04114649,-6.872241115,63.62258172,3.451764928,0.076686469
bio_15.CES.CD_OUM,6,-24.76438664,-12.95750519,-7.251241757,65.3469551,5.176138309,0.032379924
bio_15.CES.CD_OUMV,7,-23.88570165,-13.03007476,-6.81860671,67.10473664,6.933919848,0.013445545
bio_15.CES.CID_BMV,9,-24.31916879,-13.14889464,-6.374638009,76.11202179,15.941205,0.000148823
bio_15.CES.CID_OUV,10,-24.09918528,-13.23149023,-6.755657798,80.42059279,20.249776,1.73E-05
bio_15.CES.CID_OUM,10,-24.84403806,-13.14501658,-7.210245778,81.91029835,21.73948156,8.20E-06
bio_15.CES.CID_OUMV,11,-23.56421407,-13.34158547,-5.328924332,84.65783991,24.48702311,2.07E-06
bio_15.CES.HYB_BMV,11,-24.29550738,-13.10244972,-6.82555463,86.12042652,25.94960973,9.99E-07
bio_15.CES.HYB_OUV,12,-23.98357113,-13.13150809,-6.75341854,91.46714226,31.29632547,6.89E-08
bio_15.CES.HYB_OUM,12,-24.80794839,-13.00858171,-7.267123852,93.11589679,32.94508,3.02E-08
bio_15.CES.HYB_OUMV,15,-23.93552291,-13.09063571,-6.93244331,114.7941227,54.62330595,5.93E-13
bio_15.Chamaecrista.CID_BM1,4,13.46389293,-13.81662656,31.4964812,-18.32172525,0,0.508413283
bio_15.Chamaecrista.CID_OU1,5,13.23938491,-14.12357376,31.49623636,-15.5556929,2.766032354,0.127520673
bio_15.Chamaecrista.CD_BMV,5,13.99935342,-13.53304795,32.56002603,-17.07562992,1.246095335,0.272665835
bio_15.Chamaecrista.CD_OUV,6,12.94905062,-14.17603067,31.01283755,-12.58560124,5.736124008,0.028882407
bio_15.Chamaecrista.CD_OUM,6,13.15713764,-14.54806202,31.76123019,-13.00177528,5.319949966,0.035563495
bio_15.Chamaecrista.CD_OUMV,7,14.02633459,-16.39242162,34.99904838,-12.2748914,6.046833848,0.024726554
bio_15.Chamaecrista.CID_BMV,9,13.81818839,-13.53932526,32.25599887,-6.685557114,11.63616814,0.001511663
bio_15.Chamaecrista.CID_OUV,10,13.61017061,-14.19548897,32.4794278,-3.553674547,14.7680507,0.000315773
bio_15.Chamaecrista.CID_OUM,10,13.19818293,-14.55390837,32.02500539,-2.729699202,15.59202605,0.000209147
bio_15.Chamaecrista.CID_OUMV,11,13.92301186,-13.55109936,32.36851447,-1.37144744,16.95027781,0.00010605
bio_15.Chamaecrista.HYB_BMV,11,13.23899784,-15.10361669,32.39867984,-0.003419402,18.31830585,5.35E-05
bio_15.Chamaecrista.HYB_OUV,12,13.94748503,-13.56266024,32.5972155,1.484340285,19.80606554,2.54E-05
bio_15.Chamaecrista.HYB_OUM,12,12.52050114,-14.21351859,30.66760574,4.338308056,22.66003331,6.10E-06
bio_15.Chamaecrista.HYB_OUMV,15,12.74401628,-14.64417512,31.18750888,13.23924016,31.56096541,7.13E-08
bio_15.Chorisporeae.CID_BM1,4,-12.08450504,-4.613418453,-2.883851183,38.83567674,262.214162,7.93E-58
bio_15.Chorisporeae.CID_OU1,5,-9.044879116,-4.708064596,0.171510242,40.08975823,263.4682435,4.24E-58
bio_15.Chorisporeae.CD_BMV,5,-10.08189646,-4.690434331,-1.399423596,42.16379292,265.5422782,1.50E-58
bio_15.Chorisporeae.CD_OUV,6,-9.229404319,-4.695337655,-0.081108416,51.45880864,274.8372939,1.44E-60
bio_15.Chorisporeae.CD_OUM,6,-8.844859043,-4.624097714,0.213338845,50.68971809,274.0682033,2.11E-60
bio_15.Chorisporeae.CD_OUMV,7,-8.816894762,-4.699041118,0.176415924,68.96712286,292.3456081,2.27E-64
bio_15.Chorisporeae.CID_BMV,9,-10.11566252,-4.702936934,-1.433450314,218.231325,441.6098103,8.79E-97
bio_15.Chorisporeae.CID_OUV,10,-9.263869608,-4.722116845,-0.292227995,Inf,Inf,0
bio_15.Chorisporeae.CID_OUM,10,-8.890748879,-4.701808441,0.191823779,Inf,Inf,0
bio_15.Chorisporeae.CID_OUMV,11,-9.310757369,-4.737237559,-0.284243197,-223.3784853,0,0.689117631
bio_15.Chorisporeae.HYB_BMV,11,-10.10675475,-4.710900122,-1.148522829,-221.7864905,1.59199476,0.310882369
bio_15.Chorisporeae.HYB_OUV,12,-9.243610389,-4.622881017,-0.436275617,-113.5127792,109.865706,9.58E-25
bio_15.Chorisporeae.HYB_OUM,12,-8.837666914,-4.702031973,0.288836633,-114.3246662,109.0538191,1.44E-24
bio_15.Chorisporeae.HYB_OUMV,15,-9.039493483,-4.72296107,-0.152442979,-47.92101303,175.4574722,5.47E-39
bio_15.Croton.CID_BM1,4,-186.3215184,-46.03355072,-135.7455458,380.8308303,78.64004348,7.93E-18
bio_15.Croton.CID_OU1,5,-150.0805621,-46.03441954,-99.60511472,310.444143,8.253356216,0.015265626
bio_15.Croton.CD_BMV,5,-186.475864,-46.07779181,-135.9277406,383.2347469,81.04396009,2.38E-18
bio_15.Croton.CD_OUV,6,-148.1254514,-46.12099671,-97.30578164,308.6490071,6.458220269,0.037456175
bio_15.Croton.CD_OUM,6,-152.1030869,-47.50866521,-102.4085163,316.604278,14.41349119,0.000701549
bio_15.Croton.CD_OUMV,7,-143.8287267,-46.86377256,-93.83305947,302.1907868,0,0.946037035
bio_15.Croton.CID_BMV,9,-185.6285292,-45.63177674,-135.6526816,390.1224431,87.93165632,7.62E-20
bio_15.Croton.CID_OUV,10,-148.361357,-46.82334233,-98.00301555,317.7855159,15.59472915,0.000388647
bio_15.Croton.CID_OUM,10,-149.889025,-45.91349017,-97.11149281,320.8408518,18.65006504,8.44E-05
bio_15.Croton.CID_OUMV,11,-149.3867093,-45.9992806,-96.14752001,322.054972,19.8641852,4.60E-05
bio_15.Croton.HYB_BMV,11,-185.8369003,-45.50924115,-135.9236043,394.9553541,92.76456726,6.80E-21
bio_15.Croton.HYB_OUV,12,-149.193215,-47.0357341,-95.32836108,323.9083812,21.71759445,1.82E-05
bio_15.Croton.HYB_OUM,12,-151.5432446,-49.82470248,-99.10180636,328.6084405,26.41765368,1.74E-06
bio_15.Croton.HYB_OUMV,15,-149.0023192,-49.28878404,-95.86411726,330.3808759,28.19008913,7.15E-07
bio_15.Erysimeae.CID_BM1,4,-50.13215934,-13.64798,-31.94995545,109.3754298,15.96633372,0.000214949
bio_15.Erysimeae.CID_OU1,5,-40.84740518,-13.62696903,-22.66364253,93.40909607,0,0.630057541
bio_15.Erysimeae.CD_BMV,5,-49.30937359,-13.67321545,-29.90025728,110.3330329,16.92393682,0.000133166
bio_15.Erysimeae.CD_OUV,6,-41.10001191,-13.64692469,-23.08079297,96.67061206,3.261515985,0.123353369
bio_15.Erysimeae.CD_OUM,6,-40.66877967,-13.67812271,-22.46417227,95.80814757,2.399051499,0.189859704
bio_15.Erysimeae.CD_OUMV,7,-40.42997902,-13.66696663,-22.13646723,98.25389743,4.844801363,0.055891397
bio_15.Erysimeae.CID_BMV,9,-49.7022499,-13.91318426,-30.80245791,123.2109514,29.80185535,2.13E-07
bio_15.Erysimeae.CID_OUV,10,-41.35704588,-13.63375419,-23.40257292,110.0474251,16.63832901,0.000153608
bio_15.Erysimeae.CID_OUM,10,-40.71616745,-13.71374678,-22.41990617,108.7656682,15.35657217,0.00029157
bio_15.Erysimeae.CID_OUMV,11,-40.76780846,-13.78782272,-21.97610554,112.6390652,19.22996913,4.20E-05
bio_15.Erysimeae.HYB_BMV,11,-49.40543905,-13.7252846,-29.43223598,129.9143264,36.5052303,7.45E-09
bio_15.Erysimeae.HYB_OUV,12,-41.96928246,-13.7030366,-24.18110676,119.0814221,25.67232599,1.68E-06
bio_15.Erysimeae.HYB_OUM,12,-42.76220298,-14.66567794,-23.74584337,120.6672631,27.25816702,7.59E-07
bio_15.Erysimeae.HYB_OUMV,15,-44.43938846,-14.43970492,-27.69290999,138.0787769,44.66968086,1.26E-10
bio_15.Euclidieae.CID_BM1,4,-19.07009978,-11.73268536,-2.836895053,48.64019955,4.93891525,0.036442945
bio_15.Euclidieae.CID_OU1,5,-16.04237024,-11.78546893,-24.55699533,46.08474048,2.383456179,0.130774885
bio_15.Euclidieae.CD_BMV,5,-14.85064215,-11.82176811,-0.622198241,43.7012843,0,0.43061116
bio_15.Euclidieae.CD_OUV,6,-13.06399411,-11.6397957,2.705959345,44.12798822,0.42670392,0.347878591
bio_15.Euclidieae.CD_OUM,6,-16.38278293,-12.11757279,-24.55691139,50.76556586,7.064281556,0.012592038
bio_15.Euclidieae.CD_OUMV,7,-12.87806603,-11.69115025,2.828366712,48.37151668,4.670232372,0.041682831
bio_15.Euclidieae.CID_BMV,9,-14.92869088,-11.86385389,-0.052021,64.22101812,20.51973382,1.51E-05
bio_15.Euclidieae.CID_OUV,10,-13.00191332,-11.71460959,2.954164487,68.00382665,24.30254234,2.27E-06
bio_15.Euclidieae.CID_OUM,10,-15.45768451,-11.75511304,0.822969738,72.91536902,29.21408471,1.95E-07
bio_15.Euclidieae.CID_OUMV,11,-15.71942183,-12.71209164,0.293982951,82.77217698,39.07089268,1.41E-09
bio_15.Euclidieae.HYB_BMV,11,-14.75165384,-11.74118685,0.4483211,80.83664101,37.1353567,3.72E-09
bio_15.Euclidieae.HYB_OUV,12,-13.07350603,-11.73307504,2.884904623,89.14701207,45.44572776,5.83E-11
bio_15.Euclidieae.HYB_OUM,12,-15.58994268,-11.79846935,0.672452865,94.17988536,50.47860106,4.71E-12
bio_15.Euclidieae.HYB_OUMV,15,-13.0143034,-11.69659287,2.326180291,152.0286068,108.3273225,1.29E-24
bio_15.Eumalvoideae.CID_BM1,4,-78.48383743,-45.28330992,-28.98057258,165.4438653,17.47661471,0.000129581
bio_15.Eumalvoideae.CID_OU1,5,-71.84074116,-45.37986455,-22.20477039,154.4043739,6.43712325,0.032339751
bio_15.Eumalvoideae.CD_BMV,5,-77.11266587,-44.99204039,-27.02275826,164.9482233,16.98097267,0.000166023
bio_15.Eumalvoideae.CD_OUV,6,-67.4714302,-45.27867067,-17.69820822,147.9672506,0,0.808239787
bio_15.Eumalvoideae.CD_OUM,6,-70.77822836,-45.31416873,-20.72620198,154.580847,6.613596329,0.029608474
bio_15.Eumalvoideae.CD_OUMV,7,-68.12832852,-45.50709983,-18.14578901,151.6393731,3.672122452,0.128869151
bio_15.Eumalvoideae.CID_BMV,9,-77.70061884,-46.20285619,-26.94923186,175.6797187,27.71246806,7.76E-07
bio_15.Eumalvoideae.CID_OUV,10,-69.72551231,-45.74320165,-19.61992955,162.2715374,14.30428681,0.000633
bio_15.Eumalvoideae.CID_OUM,10,-74.91455339,-48.54000498,-21.97184132,172.6496196,24.68236896,3.53E-06
bio_15.Eumalvoideae.CID_OUMV,11,-72.81626977,-45.69014162,-23.04860365,171.061111,23.09386033,7.81E-06
bio_15.Eumalvoideae.HYB_BMV,11,-79.37997158,-47.81892224,-27.51579453,184.1885146,36.22126395,1.10E-08
bio_15.Eumalvoideae.HYB_OUV,12,-73.76206391,-47.69641839,-21.65462478,175.629391,27.66214034,7.96E-07
bio_15.Eumalvoideae.HYB_OUM,12,-73.36350745,-48.18487335,-20.43880075,174.8322781,26.86502743,1.19E-06
bio_15.Eumalvoideae.HYB_OUMV,15,-71.4063985,-48.70098064,-17.65860634,179.3881395,31.42088883,1.22E-07
bio_15.Gesneriaceae.CID_BM1,4,-129.3186753,-27.42682767,-97.49372936,266.8216825,43.19517633,2.83E-10
bio_15.Gesneriaceae.CID_OU1,5,-107.4353728,-27.30309877,-75.62087437,225.1485233,1.522017144,0.316915618
bio_15.Gesneriaceae.CD_BMV,5,-131.7290721,-27.42120048,-99.38431196,273.735922,50.10941589,8.92E-12
bio_15.Gesneriaceae.CD_OUV,6,-112.9961519,-27.30650188,-81.21334409,238.3830014,14.75649531,0.000423753
bio_15.Gesneriaceae.CD_OUM,6,-111.7972039,-27.32529744,-79.95027254,235.9851055,12.35859936,0.001405432
bio_15.Gesneriaceae.CD_OUMV,7,-104.5515708,-27.42778616,-72.67512692,223.6265061,0,0.678336937
bio_15.Gesneriaceae.CID_BMV,9,-131.5702955,-27.36110085,-99.33264781,281.9896476,58.36314147,1.44E-13
bio_15.Gesneriaceae.CID_OUV,10,-106.7552041,-27.35213022,-74.94091699,234.5530622,10.92655607,0.002875901
bio_15.Gesneriaceae.CID_OUM,10,-111.4260326,-27.39141566,-79.67897162,243.8947193,20.26821312,2.69E-05
bio_15.Gesneriaceae.CID_OUMV,11,-111.0076835,-27.65454896,-79.00614947,245.2725099,21.64600381,1.35E-05
bio_15.Gesneriaceae.HYB_BMV,11,-133.9002438,-28.85941144,-101.3989301,291.0576305,67.43112433,1.55E-15
bio_15.Gesneriaceae.HYB_OUV,12,-113.2536771,-29.35342421,-81.81371613,252.0001771,28.37367099,4.68E-07
bio_15.Gesneriaceae.HYB_OUM,12,-112.2217817,-28.15211991,-79.60317982,249.9363864,26.30988029,1.31E-06
bio_15.Gesneriaceae.HYB_OUMV,15,-111.1752011,-27.25324419,-79.31544385,254.6804993,31.05399317,1.23E-07
bio_15.Grewioideae.CID_BM1,4,-59.21333632,-23.09698613,-31.70307891,127.0327333,29.98605936,2.24E-07
bio_15.Grewioideae.CID_OU1,5,-46.41899056,-22.9469485,-18.95012327,103.761058,6.714384149,0.025329476
bio_15.Grewioideae.CD_BMV,5,-56.70857221,-24.52568755,-26.57280242,124.3402213,27.29354744,8.61E-07
bio_15.Grewioideae.CD_OUV,6,-46.1573989,-22.9406765,-18.67342642,105.6272978,8.580623905,0.009962708
bio_15.Grewioideae.CD_OUM,6,-43.00860054,-22.95606221,-15.86239446,99.32970108,2.283027185,0.232211194
bio_15.Grewioideae.CD_OUMV,7,-40.63444806,-23.00002317,-13.46415983,97.0466739,0,0.727170422
bio_15.Grewioideae.CID_BMV,9,-56.93886812,-23.36798849,-147.2919922,134.8285559,37.78188202,4.54E-09
bio_15.Grewioideae.CID_OUV,10,-46.51493037,-22.97509584,-18.93629994,116.6965274,19.6498535,3.93E-05
bio_15.Grewioideae.CID_OUM,10,-43.04730868,-22.97522964,-15.55164026,109.761284,12.71461013,0.001260938
bio_15.Grewioideae.CID_OUMV,11,-40.48528426,-23.01134723,-12.83534639,107.4451448,10.39847089,0.004014551
bio_15.Grewioideae.HYB_BMV,11,-56.82237254,-23.97878511,-28.2726698,140.1193214,43.07264746,3.22E-10
bio_15.Grewioideae.HYB_OUV,12,-47.04293047,-23.20763387,-19.42346441,123.4651713,26.41849739,1.33E-06
bio_15.Grewioideae.HYB_OUM,12,-45.1381293,-23.14336878,-17.22238748,119.655569,22.60889505,8.96E-06
bio_15.Grewioideae.HYB_OUMV,15,-49.91935789,-23.29942899,-23.13449996,138.5659885,41.51931461,7.01E-10
bio_15.Heliophileae.CID_BM1,4,-21.1104536,-17.78533755,1.26972972,51.4709072,1.008880646,0.236896712
bio_15.Heliophileae.CID_OU1,5,-21.16711458,-17.77813618,-41.73278241,54.26971303,3.807686479,0.058452901
bio_15.Heliophileae.CD_BMV,5,-19.83394156,-18.06464239,1.551440811,51.60336699,1.141340432,0.221715347
bio_15.Heliophileae.CD_OUV,6,-17.83101328,-17.74927085,3.584543721,50.46202655,0,0.392314791
bio_15.Heliophileae.CD_OUM,6,-20.69468411,-17.74638884,-41.73328798,56.18936822,5.727341668,0.022385059
bio_15.Heliophileae.CD_OUMV,7,-18.0552,-17.73965066,3.492281329,53.97246896,3.510442405,0.067819065
bio_15.Heliophileae.CID_BMV,9,-21.38282319,-18.55652395,2.877943573,67.43231304,16.97028649,8.10E-05
bio_15.Heliophileae.CID_OUV,10,-18.42570737,-17.78276042,3.448418246,65.31295321,14.85092666,0.000233774
bio_15.Heliophileae.CID_OUM,10,-19.89982765,-18.04144404,2.275700716,68.26119376,17.7991672,5.35E-05
bio_15.Heliophileae.CID_OUMV,11,-18.17095982,-18.02292223,3.316898104,68.90191963,18.43989308,3.89E-05
bio_15.Heliophileae.HYB_BMV,11,-20.3750505,-18.61515008,2.780035255,73.310101,22.84807445,4.29E-06
bio_15.Heliophileae.HYB_OUV,12,-18.26910111,-17.99996525,3.365246709,73.53820222,23.07617567,3.83E-06
bio_15.Heliophileae.HYB_OUM,12,-19.79646422,-17.74002941,2.306976515,76.59292845,26.13090189,8.31E-07
bio_15.Heliophileae.HYB_OUMV,15,-18.02796411,-17.75657784,3.257833963,88.91307108,38.45104453,1.75E-09
bio_15.Hypericum.CID_BM1,4,-32.96524248,-12.83738599,-15.57901447,74.59715163,11.53415117,0.002057362
bio_15.Hypericum.CID_OU1,5,-27.63991223,-12.82648748,-10.24650392,66.29677362,3.233773155,0.130531343
bio_15.Hypericum.CD_BMV,5,-31.84743624,-12.96541664,-14.77675533,74.71182164,11.64882118,0.001942721
bio_15.Hypericum.CD_OUV,6,-24.8073623,-13.52788271,-7.966457095,63.06300046,0,0.657536287
bio_15.Hypericum.CD_OUM,6,-27.59022899,-13.35344843,-10.46310173,68.62873384,5.565733383,0.040675798
bio_15.Hypericum.CD_OUMV,7,-24.95160001,-13.70156169,-6.967291812,65.86811231,2.805111847,0.161732547
bio_15.Hypericum.CID_BMV,9,-31.82037066,-13.40343656,-14.5064913,84.9134686,21.85046814,1.18E-05
bio_15.Hypericum.CID_OUV,10,-25.10473874,-13.31425882,-7.458945001,74.28355155,11.22055109,0.002406623
bio_15.Hypericum.CID_OUM,10,-27.28703957,-13.65364356,-9.77716457,78.64815321,15.58515274,0.000271423
bio_15.Hypericum.CID_OUMV,11,-23.54627671,-13.52514105,-5.15715015,74.07368549,11.01068503,0.002672882
bio_15.Hypericum.HYB_BMV,11,-32.11960267,-13.86357726,-15.36999543,91.22033742,28.15733696,5.05E-07
bio_15.Hypericum.HYB_OUV,12,-24.93910868,-13.3300033,-7.35436844,79.87821736,16.81521689,0.000146738
bio_15.Hypericum.HYB_OUM,12,-27.52636685,-13.29068199,-10.28408122,85.0527337,21.98973323,1.10E-05
bio_15.Hypericum.HYB_OUMV,15,-23.96581466,-13.63931725,-6.43264984,87.72754769,24.66454723,2.90E-06
bio_15.Lepidieae.CID_BM1,4,-132.5230843,-60.80119157,-67.72621642,273.634404,48.23343469,1.12E-11
bio_15.Lepidieae.CID_OU1,5,-107.2527234,-60.63451427,-42.4902734,225.4009693,0,0.334584088
bio_15.Lepidieae.CD_BMV,5,-129.4875359,-59.88943093,-65.27868338,269.8705941,44.46962481,7.38E-11
bio_15.Lepidieae.CD_OUV,6,-106.230624,-59.89517036,-42.35797179,225.7339753,0.333005998,0.283265673
bio_15.Lepidieae.CD_OUM,6,-106.1426457,-59.54289509,-42.27240961,225.5580187,0.15704943,0.309316033
bio_15.Lepidieae.CD_OUMV,7,-106.373454,-59.80569418,-42.5372428,228.4699849,3.069015634,0.072123535
bio_15.Lepidieae.CID_BMV,9,-139.7598227,-73.62557108,-63.3528321,300.3767882,74.97581887,1.75E-17
bio_15.Lepidieae.CID_OUV,10,-107.4937771,-59.98267103,-43.34693528,238.5359413,13.13497201,0.0004702
bio_15.Lepidieae.CID_OUM,10,-108.9560801,-60.40450717,-44.66959785,241.4605473,16.05957797,0.000108946
bio_15.Lepidieae.CID_OUMV,11,-108.2556777,-60.47190925,-43.55052961,242.8392243,17.43825502,5.47E-05
bio_15.Lepidieae.HYB_BMV,11,-130.4492808,-60.29747389,-65.19109757,287.2264305,61.82546117,1.26E-14
bio_15.Lepidieae.HYB_OUV,12,-108.7285222,-60.07126089,-44.54347149,246.6570443,21.25607505,8.11E-06
bio_15.Lepidieae.HYB_OUM,12,-106.5916056,-59.6434482,-42.65129749,242.3832112,16.98224188,6.87E-05
bio_15.Lepidieae.HYB_OUMV,15,-109.143089,-59.91414892,-44.93992905,256.7072307,31.30626139,5.33E-08
bio_15.Lupinus.CID_BM1,4,-88.93858686,-35.65194714,-48.7227624,186.3591014,16.82196106,0.000104174
bio_15.Lupinus.CID_OU1,5,-82.79293656,-35.6976375,-42.54807912,176.3175804,6.780440069,0.015785078
bio_15.Lupinus.CD_BMV,5,-79.40271652,-36.11520443,-38.94645134,169.5371404,0,0.468382408
bio_15.Lupinus.CD_OUV,6,-78.26657976,-35.85018005,-36.67694465,169.5701966,0.033056204,0.460704561
bio_15.Lupinus.CD_OUM,6,-82.70279563,-35.70257723,-42.49697095,178.4426283,8.905487937,0.005455046
bio_15.Lupinus.CD_OUMV,7,-79.38478033,-35.90907663,-35.75004538,174.1695607,4.632420303,0.046204395
bio_15.Lupinus.CID_BMV,9,-85.432154,-37.81208197,-40.64542098,191.1720003,21.63485994,9.39E-06
bio_15.Lupinus.CID_OUV,10,-78.53396426,-36.49310692,-36.14156944,179.9250714,10.38793102,0.002599501
bio_15.Lupinus.CID_OUM,10,-82.90239934,-36.25614591,-41.93314441,188.6619415,19.12480117,3.29E-05
bio_15.Lupinus.CID_OUMV,11,-82.83701757,-35.71123668,-42.62340222,191.1477194,21.610579,9.50E-06
bio_15.Lupinus.HYB_BMV,11,-79.44425255,-35.94148384,-39.24843107,184.3621893,14.82504895,0.000282737
bio_15.Lupinus.HYB_OUV,12,-78.4691371,-36.39671544,-36.24711095,185.0982742,15.56113383,0.000195679
bio_15.Lupinus.HYB_OUM,12,-78.28787121,-45.1320382,-29.15463435,184.7357424,15.19860207,0.000234567
bio_15.Lupinus.HYB_OUMV,15,-83.29100621,-45.21101337,-34.31910756,203.2486791,33.71153873,2.24E-08
bio_15.Lysimachieae.CID_BM1,4,-79.46505501,-35.88606456,-39.01195966,167.4495905,23.29698492,5.85E-06
bio_15.Lysimachieae.CID_OU1,5,-70.2214846,-35.92049034,-29.74707912,151.2324429,7.079837271,0.019430453
bio_15.Lysimachieae.CD_BMV,5,-75.29668874,-36.22303248,-33.66477883,161.3828512,17.23024554,0.000121437
bio_15.Lysimachieae.CD_OUV,6,-66.44869882,-36.60815785,-25.30097894,146.0173976,1.864792018,0.263581915
bio_15.Lysimachieae.CD_OUM,6,-68.22047965,-35.98859011,-27.27842809,149.5609593,5.408353692,0.044816813
bio_15.Lysimachieae.CD_OUMV,7,-64.31954605,-36.0251181,-22.55249426,144.1526056,0,0.669653356
bio_15.Lysimachieae.CID_BMV,9,-76.13056722,-36.08527903,-70.76691461,172.7611344,28.60852882,4.11E-07
bio_15.Lysimachieae.CID_OUV,10,-66.48593113,-36.70512929,-25.49365045,156.0704538,11.91784819,0.001729506
bio_15.Lysimachieae.CID_OUM,10,-69.61789218,-37.50869459,-27.34226996,162.3343759,18.1817703,7.55E-05
bio_15.Lysimachieae.CID_OUMV,11,-66.47883269,-37.54055246,-24.1856593,158.7290939,14.57648833,0.000457726
bio_15.Lysimachieae.HYB_BMV,11,-75.21226695,-36.72165987,-33.39395286,176.1959625,32.04335686,7.37E-08
bio_15.Lysimachieae.HYB_OUV,12,-66.42237683,-36.56545494,-25.30674512,161.3664928,17.21388716,0.000122434
bio_15.Lysimachieae.HYB_OUM,12,-69.71134642,-37.45867301,-27.56185962,167.944432,23.79182635,4.57E-06
bio_15.Lysimachieae.HYB_OUMV,15,-78.06459403,-37.69508368,-42.5585473,193.4019153,49.24930972,1.35E-11
bio_15.Onagraceae.CID_BM1,4,-394.8238851,-96.79917608,-293.4392762,797.8247614,228.5939142,1.41E-50
bio_15.Onagraceae.CID_OU1,5,-285.5336277,-96.94192122,-184.143614,581.3339221,12.10307491,0.001443839
bio_15.Onagraceae.CD_BMV,5,-394.5037736,-96.8956039,-293.2458344,799.2742139,230.0433667,6.83E-51
bio_15.Onagraceae.CD_OUV,6,-285.7532936,-96.78944826,-184.4618073,583.8815871,14.65073987,0.000403925
bio_15.Onagraceae.CD_OUM,6,-281.9057664,-96.95397885,-180.6934502,576.1865328,6.955685547,0.01893477
bio_15.Onagraceae.CD_OUMV,7,-395.8298429,-97.92298338,-293.4783997,806.1619279,236.9310807,2.18E-52
bio_15.Onagraceae.CID_BMV,9,-350.3761564,-115.7815457,-243.3358438,719.5667924,150.3359452,1.39E-33
bio_15.Onagraceae.CID_OUV,10,-274.1154236,-85.17895893,-182.3765427,569.2308472,0,0.613292936
bio_15.Onagraceae.CID_OUM,10,-282.9926936,-92.77415919,-186.334215,586.9853872,17.75453992,8.56E-05
bio_15.Onagraceae.CID_OUMV,11,-298.6540338,-143.0167894,-165.9622542,620.5135471,51.28269991,4.49E-12
bio_15.Onagraceae.HYB_BMV,11,-336.1585022,-90.25001059,-249.2315212,695.5224838,126.2916366,2.31E-28
bio_15.Onagraceae.HYB_OUV,12,-272.4164767,-84.52832338,-183.8248229,570.2641461,1.033298911,0.365838961
bio_15.Onagraceae.HYB_OUM,12,-380.405807,-92.86500371,-286.161239,786.2428066,217.0119593,4.61E-48
