"","clade","variable","X.1.","X.2."
"168","Lupinus","bio_ai",0.995787903984403,0.00421209601559662
"169","Lysimachieae","bio_1",0.00439649779594137,0.995603502204059
"170","Lysimachieae","bio_4",0.000144340373370684,0.999855659626629
"171","Lysimachieae","bio_5",0.0243960077292188,0.975603992270781
"172","Lysimachieae","bio_6",0.00686413670007242,0.993135863299928
"173","Lysimachieae","bio_12",0.00344186587334476,0.996558134126655
"174","Lysimachieae","bio_14",0.0174352221240695,0.982564777875931
"175","Lysimachieae","bio_15",0.00064880415032927,0.999351195849671
"176","Lysimachieae","bio_ai",0.0520263529358361,0.947973647064164
"177","Onagraceae","bio_1",0.0917258535247188,0.908274146475281
"178","Onagraceae","bio_4",0.0157777913354648,0.984222208664535
"179","Onagraceae","bio_5",0.248118362448454,0.751881637551546
"180","Onagraceae","bio_6",0.0128399416323776,0.987160058367622
"181","Onagraceae","bio_12",0.0450434501275688,0.954956549872431
"182","Onagraceae","bio_14",0.017885141771207,0.982114858228793
"183","Onagraceae","bio_15",0.017795936708525,0.982204063291475
"184","Onagraceae","bio_ai",0.0231590904962718,0.976840909503728
"185","Orobanchaceae","bio_1",0.870312896248617,0.129687103751383
"186","Orobanchaceae","bio_4",0.873087537441062,0.126912462558938
"187","Orobanchaceae","bio_5",0.882697751823185,0.117302248176815
"188","Orobanchaceae","bio_6",0.892757739352021,0.107242260647979
"189","Orobanchaceae","bio_12",0.922337530989151,0.0776624690108493
"190","Orobanchaceae","bio_14",0.850531932408595,0.149468067591405
"191","Orobanchaceae","bio_15",0.855589512030412,0.144410487969588
"192","Orobanchaceae","bio_ai",0.902147501897567,0.0978524981024331
"193","Panicoideae","bio_1",2.46183170990478e-08,0.999999975381683
"194","Panicoideae","bio_4",5.46018276787993e-07,0.999999453981723
"195","Panicoideae","bio_5",1.66073487829036e-17,1
"196","Panicoideae","bio_6",9.19486500301572e-06,0.999990805134997
"197","Panicoideae","bio_12",5.02854974160305e-06,0.999994971450258
"198","Panicoideae","bio_14",2.58889542675476e-13,0.999999999999741
"199","Panicoideae","bio_15",8.26764655128526e-09,0.999999991732353
"200","Panicoideae","bio_ai",7.67166136056532e-11,0.999999999923283
"201","Polemoniaceae","bio_1",0.440691723107756,0.559308276892244
"202","Polemoniaceae","bio_4",0.975310084997317,0.0246899150026834
"203","Polemoniaceae","bio_5",0.453349497481195,0.546650502518805
"204","Polemoniaceae","bio_6",0.47074792663587,0.52925207336413
"205","Polemoniaceae","bio_12",0.00783953858225993,0.99216046141774
"206","Polemoniaceae","bio_14",0.506857290884325,0.493142709115675
"207","Polemoniaceae","bio_15",0.426639956555267,0.573360043444733
"208","Polemoniaceae","bio_ai",0.996413876603301,0.00358612339669881
"209","Pooideae","bio_1",4.95616603002113e-15,0.999999999999995
"210","Pooideae","bio_4",0.00117213646293127,0.998827863537069
"211","Pooideae","bio_5",0.000129298866652187,0.999870701133348
"212","Pooideae","bio_6",0.00011774080410146,0.999882259195899
"213","Pooideae","bio_12",0.00026333713007149,0.999736662869928
"214","Pooideae","bio_14",1.62209800967414e-35,1
"215","Pooideae","bio_15",0.00164075038456282,0.998359249615437
"216","Pooideae","bio_ai",0.000557495076430096,0.99944250492357
"217","Primulaceae","bio_1",0.31125463096376,0.68874536903624
"218","Primulaceae","bio_4",0.280603336035467,0.719396663964533
"219","Primulaceae","bio_5",0.250971036410975,0.749028963589025
"220","Primulaceae","bio_6",0.24899798231268,0.75100201768732
"221","Primulaceae","bio_12",0.655392741552543,0.344607258447457
"222","Primulaceae","bio_14",0.278894523594499,0.721105476405501
"223","Primulaceae","bio_15",0.120850690072979,0.879149309927021
"224","Primulaceae","bio_ai",0.343448820573195,0.656551179426805
"225","Rubieae","bio_1",0.76270138369859,0.23729861630141
"226","Rubieae","bio_4",0.87535751019794,0.12464248980206
"227","Rubieae","bio_5",0.354949068373229,0.645050931626771
"228","Rubieae","bio_6",0.861087450857291,0.138912549142709
"229","Rubieae","bio_12",0.00243520682098524,0.997564793179015
"230","Rubieae","bio_14",0.0561420863109943,0.943857913689006
"231","Rubieae","bio_15",0.341897685399497,0.658102314600503
"232","Rubieae","bio_ai",0.0075265547018528,0.992473445298147
"233","Salvia","bio_1",0.00024779285978846,0.999752207140212
"234","Salvia","bio_4",0.00169065154978611,0.998309348450214
"235","Salvia","bio_5",2.43784614329206e-06,0.999997562153857
"236","Salvia","bio_6",0.000102894632901229,0.999897105367099
"237","Salvia","bio_12",3.6061063602259e-10,0.999999999639389
"238","Salvia","bio_14",0.0150077107486328,0.984992289251367
"239","Salvia","bio_15",6.15670300271657e-05,0.999938432969973
"240","Salvia","bio_ai",0.000200384410886552,0.999799615589113
"241","Solanaceae","bio_1",9.59300832686604e-05,0.999904069916731
"242","Solanaceae","bio_4",0.00145997527588496,0.998540024724115
"243","Solanaceae","bio_5",0.000389415869994798,0.999610584130005
"244","Solanaceae","bio_6",4.81913593106133e-05,0.999951808640689
"245","Solanaceae","bio_12",4.33395675733228e-07,0.999999566604324
"246","Solanaceae","bio_14",1.35348607751858e-25,1
"247","Solanaceae","bio_15",1.6215376061703e-05,0.999983784623938
"248","Solanaceae","bio_ai",0.000161748538282423,0.999838251461718
"249","Spermacoceae","bio_1",0.794106853126395,0.205893146873605
"250","Spermacoceae","bio_4",0.11499570116862,0.88500429883138
"251","Spermacoceae","bio_5",0.000555480786683476,0.999444519213317
"252","Spermacoceae","bio_6",0.784855222903694,0.215144777096306
"253","Spermacoceae","bio_12",0.800506599728652,0.199493400271348
"254","Spermacoceae","bio_14",0.756409241884791,0.243590758115209
"255","Spermacoceae","bio_15",0.888234511104077,0.111765488895923
"256","Spermacoceae","bio_ai",0.853151171432325,0.146848828567675
"257","Thelypodieae","bio_1",0.357983154491158,0.642016845508842
"258","Thelypodieae","bio_4",0.278801428791305,0.721198571208695
"259","Thelypodieae","bio_5",0.208199993216304,0.791800006783696
"260","Thelypodieae","bio_6",0.299568797938563,0.700431202061437
"261","Thelypodieae","bio_12",0.232451484369311,0.767548515630689
"262","Thelypodieae","bio_14",0.136336513502473,0.863663486497527
"263","Thelypodieae","bio_15",0.224677240020935,0.775322759979065
"264","Thelypodieae","bio_ai",0.239299427736967,0.760700572263033
